miRNA,SRR19599583,SRR19599584,SRR19599585,SRR19599586,SRR19599587,SRR19599588,SRR19599589,SRR19599590,SRR19599591,SRR19599592
hsa-miR-1197,12.09,5.93,15.84,3.14,3.53,5.57,5.12,8.5,0.0,0.0
hsa-miR-12136,10.0,5.83,0.24,6.4,3.21,8.21,3.42,0.26,0.0,5.3
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55
hsa-miR-122-5p,110.78,62.32,28.08,0.0,43.43,89.45,25.62,84.75,53.47,47.28
hsa-miR-1225-5p,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,1.63,2.77,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,1.72,0.0,0.0,0.0,0.0,3.61,0.0,4.99,2.35
hsa-miR-124-3p,1.39,7.36,0.0,0.0,0.0,4.99,0.0,11.33,0.0,0.2
hsa-miR-1246,1.51,0.0,0.0,1.86,8.49,0.0,4.56,0.0,3.79,30.8
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0
hsa-miR-1249-3p,7.79,3.54,17.28,5.01,0.0,6.16,20.12,0.0,0.0,1.18
hsa-miR-1250-5p,5.0,2.2,0.0,1.75,2.4,6.75,7.59,0.0,9.18,3.73
hsa-miR-1255a,0.0,0.0,0.0,2.1,0.0,0.0,6.26,0.0,0.0,0.0
hsa-miR-1255b-5p,0.46,5.16,0.0,2.56,0.0,0.0,2.09,0.0,0.0,4.12
hsa-miR-1258,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,7.93,4.56,0.0,0.0,11.73,1.71,0.0,0.0,0.39
hsa-miR-125a-5p,384.41,1006.51,291.85,165.81,451.77,728.24,991.94,474.75,519.73,351.37
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,169.36,96.92,177.12,74.75,180.13,224.37,190.57,91.71,101.55,146.55
hsa-miR-126-3p,3165.72,2900.71,2054.46,966.54,2022.0,3574.33,3695.58,1829.98,1626.82,1119.83
hsa-miR-126-5p,1149.86,944.38,765.62,306.23,804.34,885.74,1195.04,475.27,696.1,345.88
hsa-miR-1260b,21.39,3.73,5.28,1.51,4.49,1.17,0.38,0.26,3.99,0.2
hsa-miR-1268a,0.0,0.0,0.0,1.28,1.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.29,1.14,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
hsa-miR-127-3p,466.36,274.42,234.49,60.78,121.32,171.28,461.24,286.19,200.51,92.01
hsa-miR-127-5p,29.41,20.26,52.32,1.28,14.58,5.87,13.1,15.71,4.59,3.92
hsa-miR-1270,0.0,0.0,2.4,3.26,0.0,2.93,3.61,0.0,0.0,10.01
hsa-miR-1271-5p,20.46,11.76,13.92,5.82,0.0,0.0,18.41,0.0,0.0,4.71
hsa-miR-1273c,2.09,1.34,2.4,1.86,1.92,0.0,0.0,0.0,0.0,1.96
hsa-miR-1273h-3p,11.97,11.47,3.84,5.59,1.44,0.0,8.92,5.92,7.78,0.0
hsa-miR-1273h-5p,7.9,3.06,12.96,7.92,5.61,0.0,8.54,7.47,5.19,8.44
hsa-miR-1275,0.93,1.72,0.0,13.27,0.32,2.35,0.19,1.29,9.38,2.75
hsa-miR-1277-3p,12.09,10.99,12.48,4.54,9.62,4.69,21.26,3.35,12.97,7.26
hsa-miR-1277-5p,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
hsa-miR-128-1-5p,6.28,3.82,0.0,2.68,0.0,2.35,3.42,5.92,2.0,6.28
hsa-miR-128-3p,1422.56,1288.2,1023.15,469.47,722.29,756.69,1065.4,604.84,598.74,474.97
hsa-miR-1283,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,5.81,2.77,7.92,3.14,0.0,0.0,6.07,0.0,4.99,2.55
hsa-miR-1285-3p,19.76,12.52,19.68,20.73,16.99,2.64,6.64,25.24,16.56,7.46
hsa-miR-1285-5p,1.05,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,2.16
hsa-miR-1287-5p,51.26,24.85,8.64,14.67,16.03,21.7,29.04,9.53,31.52,1.96
hsa-miR-1289,0.0,2.01,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,9.98,0.0
hsa-miR-129-5p,1.63,0.0,0.96,0.0,0.0,0.59,0.95,0.0,0.0,9.81
hsa-miR-1291,1.05,0.29,4.32,2.45,1.12,0.0,3.42,0.0,0.6,0.98
hsa-miR-1292-5p,5.93,3.35,2.88,2.68,5.29,0.0,7.4,0.26,0.0,0.59
hsa-miR-1294,5.81,1.91,10.56,8.27,7.69,2.05,0.76,8.24,3.39,14.13
hsa-miR-1296-5p,20.69,20.26,22.32,7.1,13.3,24.05,27.71,21.64,4.19,6.08
hsa-miR-1297,1.05,0.0,0.0,0.0,0.0,4.4,0.0,2.06,0.8,3.34
hsa-miR-1298-5p,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.86,0.0,4.31,0.0,0.29,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,142.16,128.85,53.76,51.12,31.89,46.05,78.2,56.16,29.13,22.56
hsa-miR-1302,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,4.3,1.82,0.0,2.1,6.09,0.29,7.02,0.0,1.2,0.39
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,7.53,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,6.16,7.36,0.0,1.51,0.0,0.0,0.0,6.18,3.99,11.57
hsa-miR-1306-3p,0.0,1.53,3.84,6.64,4.49,3.52,6.07,0.0,0.0,3.34
hsa-miR-1306-5p,6.86,0.48,0.0,14.67,7.85,0.0,8.35,0.0,5.59,0.0
hsa-miR-1307-3p,655.25,471.14,450.25,238.46,367.8,195.92,355.7,208.65,225.85,237.97
hsa-miR-1307-5p,73.93,71.88,76.32,20.03,66.99,58.07,60.17,28.34,49.28,22.95
hsa-miR-130a-3p,119.84,76.37,73.2,27.01,42.47,33.73,98.51,73.67,37.11,17.46
hsa-miR-130a-5p,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,31.39,21.03,13.44,13.97,12.5,16.13,21.45,11.85,14.76,9.61
hsa-miR-130b-5p,44.99,29.54,44.16,10.6,25.96,27.86,35.49,10.3,9.98,7.46
hsa-miR-132-3p,13.6,8.6,2.4,2.68,6.41,13.49,1.52,0.0,0.0,13.34
hsa-miR-132-5p,0.0,4.59,0.72,1.28,2.4,9.68,7.21,0.0,0.0,0.0
hsa-miR-1323,0.0,1.24,0.0,10.36,3.37,11.15,10.25,9.53,0.0,3.34
hsa-miR-133a-3p,64.51,38.33,25.92,29.57,4.33,41.06,61.88,56.67,21.55,38.06
hsa-miR-133a-5p,0.0,2.68,0.0,0.82,0.0,0.0,0.0,0.0,0.0,3.92
hsa-miR-134-3p,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,163.32,130.66,130.32,13.86,47.44,37.54,175.95,57.44,15.36,35.71
hsa-miR-1343-3p,6.97,7.07,8.4,2.56,2.72,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,1.16,0.96,6.48,0.0,2.88,4.99,0.95,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,6.78,0.0
hsa-miR-136-3p,71.95,57.26,54.24,2.45,24.68,43.11,74.97,25.5,20.15,8.44
hsa-miR-136-5p,11.74,3.35,7.68,7.34,2.4,4.99,16.13,14.17,21.15,0.0
hsa-miR-138-5p,0.35,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.35
hsa-miR-139-3p,49.05,24.28,11.52,19.56,19.87,9.97,35.3,28.08,21.15,8.24
hsa-miR-139-5p,227.83,118.05,86.88,117.83,105.45,107.34,132.11,131.89,127.69,80.63
hsa-miR-140-3p,2596.14,2588.15,3249.93,2301.48,3053.43,2311.71,2883.77,2605.61,1831.52,2128.23
hsa-miR-140-5p,63.47,45.88,61.44,25.97,57.21,32.85,62.26,31.43,29.73,18.44
hsa-miR-141-3p,2.44,2.68,5.76,0.0,7.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,647.12,692.32,674.18,285.04,680.94,570.45,833.26,333.33,488.6,291.14
hsa-miR-142-5p,2149.07,1963.22,2014.37,1130.6,1487.21,2491.79,2523.7,1235.19,1413.94,1205.37
hsa-miR-143-3p,1603.55,3922.89,5275.1,1422.39,2123.92,1704.02,2871.05,1862.95,2331.5,1343.29
hsa-miR-143-5p,4.18,24.28,53.04,11.76,12.18,7.92,10.63,14.43,5.79,5.49
hsa-miR-144-3p,567.14,1266.02,2453.59,1033.37,1264.29,2602.95,1642.23,1426.32,1417.53,651.53
hsa-miR-144-5p,220.63,781.02,796.1,637.49,452.89,1031.8,838.77,523.18,239.21,312.92
hsa-miR-145-3p,13.14,20.65,13.44,3.96,9.3,17.6,10.44,24.47,8.38,8.04
hsa-miR-145-5p,69.28,50.56,75.84,23.05,17.31,41.94,38.72,15.71,36.91,31.0
hsa-miR-1468-5p,9.88,1.62,11.28,0.82,0.0,0.0,11.77,0.0,0.0,0.0
hsa-miR-1469,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.52,0.0,0.0
hsa-miR-146a-3p,29.41,12.62,36.72,5.71,37.82,7.33,24.3,21.12,12.37,0.0
hsa-miR-146a-5p,6461.86,10980.01,6985.39,2010.74,5427.51,4395.54,7391.36,4284.12,4591.17,2431.73
hsa-miR-146b-3p,19.3,10.51,31.44,9.78,12.02,22.29,12.91,11.59,16.76,18.83
hsa-miR-146b-5p,784.51,483.18,484.33,225.3,334.78,607.11,696.6,492.01,379.47,336.26
hsa-miR-147b-3p,1.98,0.1,3.6,0.0,0.0,9.68,3.42,0.0,11.37,0.0
hsa-miR-147b-5p,0.0,0.0,2.88,0.0,0.0,5.87,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,8766.35,7688.46,5242.46,4481.64,4216.75,3344.98,5411.46,5551.51,3517.39,4212.31
hsa-miR-148a-5p,31.73,33.45,32.4,10.25,22.44,10.27,29.23,44.56,33.52,15.69
hsa-miR-148b-3p,2859.54,3192.63,2573.11,1339.13,1781.13,1538.01,2453.66,1177.74,1148.99,1063.92
hsa-miR-148b-5p,34.76,29.06,52.32,22.71,25.8,23.46,22.4,39.41,18.36,27.86
hsa-miR-149-5p,0.0,3.25,3.84,0.35,0.0,0.59,0.57,0.0,0.0,2.75
hsa-miR-150-3p,0.23,4.4,11.76,4.19,17.31,9.09,3.8,32.2,6.98,9.22
hsa-miR-150-5p,246.32,175.88,385.69,197.24,450.33,633.21,440.17,592.22,360.72,335.28
hsa-miR-151a-3p,4154.12,4312.31,3453.45,1671.21,2556.78,1272.29,2972.98,1733.12,1672.71,1208.11
hsa-miR-151a-5p,3907.34,3185.55,2003.09,1214.2,1416.86,1472.9,3858.06,1110.51,888.83,1097.07
hsa-miR-151b,328.27,23.42,32.16,24.92,175.8,40.77,45.74,210.46,118.51,3.34
hsa-miR-152-3p,601.32,588.99,255.13,190.61,140.39,162.19,428.4,148.63,177.57,119.48
hsa-miR-152-5p,0.0,1.34,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,4.07,2.96,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0
hsa-miR-154-3p,2.91,3.73,0.0,0.0,0.0,0.0,12.53,0.0,0.0,0.59
hsa-miR-154-5p,7.56,10.42,4.56,0.0,1.28,0.0,8.35,0.0,4.39,0.2
hsa-miR-155-5p,36.15,22.08,12.72,1.86,18.27,42.23,41.95,48.69,2.99,9.02
hsa-miR-15a-5p,292.35,263.24,282.01,181.29,184.78,288.3,266.87,231.58,138.26,189.71
hsa-miR-15b-3p,84.39,72.07,68.88,35.16,69.87,84.17,69.85,59.51,75.22,43.95
hsa-miR-15b-5p,614.22,474.67,598.82,292.95,523.57,432.6,707.61,373.78,309.44,277.21
hsa-miR-16-1-3p,9.65,0.48,2.16,4.19,0.0,1.76,2.28,0.0,0.0,0.0
hsa-miR-16-2-3p,215.16,351.18,390.97,226.12,282.54,435.54,411.32,305.77,189.94,240.72
hsa-miR-16-5p,1204.38,1479.37,1273.95,1242.73,1135.28,1783.5,1780.22,1572.64,1601.88,1186.93
hsa-miR-17-3p,59.4,61.94,84.96,36.68,92.79,29.92,73.27,82.43,90.58,35.31
hsa-miR-17-5p,712.33,845.73,718.34,472.38,429.02,585.11,851.1,595.05,413.19,230.71
hsa-miR-181a-2-3p,78.23,82.2,77.76,32.25,73.08,23.17,67.95,66.98,25.74,28.64
hsa-miR-181a-3p,64.75,49.61,44.64,23.64,36.54,56.61,44.23,20.61,34.91,23.54
hsa-miR-181a-5p,2335.87,2045.04,1249.95,841.25,1213.97,2094.97,1861.27,1385.11,784.68,937.57
hsa-miR-181b-2-3p,0.0,3.63,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0
hsa-miR-181b-3p,1.05,0.0,3.36,0.0,3.37,0.0,10.06,0.0,3.19,0.0
hsa-miR-181b-5p,163.9,230.45,159.6,96.29,111.22,222.9,163.43,111.8,91.38,144.79
hsa-miR-181c-3p,37.43,48.65,34.56,9.55,32.37,18.48,38.53,33.49,14.36,12.75
hsa-miR-181c-5p,117.29,118.62,75.36,50.3,42.31,56.61,126.6,46.88,65.24,25.11
hsa-miR-181d-5p,100.2,115.75,55.44,26.08,58.82,58.66,90.92,49.97,42.5,53.76
hsa-miR-182-3p,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,3.53
hsa-miR-182-5p,465.43,1342.01,1011.39,1371.04,857.55,1294.29,1039.96,1576.76,464.46,970.53
hsa-miR-1827,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.35,11.09,0.0,5.71,7.05,0.0,3.99,0.0,0.0,7.46
hsa-miR-183-5p,197.84,436.44,438.97,595.57,290.55,487.74,363.48,711.49,228.04,440.83
hsa-miR-184,0.0,6.31,0.0,0.0,0.16,0.59,0.0,0.0,11.77,8.24
hsa-miR-1843,73.93,83.45,35.52,32.37,52.08,27.57,57.51,21.38,41.9,29.43
hsa-miR-185-3p,56.84,63.95,55.2,22.47,63.78,43.99,70.42,30.91,35.31,23.54
hsa-miR-185-5p,10725.83,11382.14,11972.48,6856.12,8017.63,8479.02,8254.04,8593.23,7442.99,6843.17
hsa-miR-186-3p,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,3610.0,3157.36,3511.77,1619.51,3123.14,2702.08,3317.86,2244.2,2131.39,1619.32
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32
hsa-miR-18a-3p,4.65,10.51,1.44,1.05,9.13,4.4,13.29,2.32,0.0,4.32
hsa-miR-18a-5p,43.24,31.16,58.08,18.63,59.94,46.34,39.67,39.41,30.13,22.76
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,2.56,0.0,0.95,0.0,5.79,0.0
hsa-miR-18b-5p,0.0,6.12,2.64,1.4,12.18,5.28,0.0,12.88,3.79,0.0
hsa-miR-1908-5p,76.6,64.42,21.12,21.54,41.35,19.06,26.76,22.15,23.34,12.95
hsa-miR-190a-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0
hsa-miR-190a-5p,2.91,7.55,0.72,7.34,16.19,12.61,22.4,12.88,4.39,1.18
hsa-miR-190b-5p,0.93,4.68,2.64,7.68,2.56,7.33,6.64,0.0,3.59,2.94
hsa-miR-191-3p,13.72,12.81,15.12,2.33,6.09,0.0,9.11,0.0,0.6,8.63
hsa-miR-191-5p,8605.94,7999.78,4869.73,3928.8,3673.31,4843.98,7621.78,3791.34,2474.55,2685.2
hsa-miR-1910-3p,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,144.02,227.68,431.53,199.11,261.06,356.05,305.21,209.17,142.65,184.42
hsa-miR-193a-3p,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,66.72,52.19,5.28,63.69,23.88,51.62,25.62,8.76,40.3,43.55
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,4.49,9.39,3.42,16.23,0.0,0.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,1.92,0.59,0.0,0.0,0.0,4.71
hsa-miR-194-5p,189.47,382.82,627.38,319.04,311.87,522.06,439.79,261.98,183.35,296.63
hsa-miR-195-3p,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,0.0,5.45,4.08,2.45,2.88,2.93,1.52,0.0,14.17,5.1
hsa-miR-196b-3p,0.0,0.76,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,14.88,33.26,34.8,9.9,25.8,12.02,38.34,52.29,7.18,28.84
hsa-miR-197-3p,74.98,50.66,89.76,20.38,65.39,53.38,83.71,55.64,31.72,25.31
hsa-miR-197-5p,0.0,0.96,0.0,2.33,2.88,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,0.0,0.76,0.0,0.0,0.0,8.21,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,11881.27,11319.63,3942.83,3362.1,2084.66,361.63,3254.28,2005.92,1139.01,3093.86
hsa-miR-199a-5p,5425.92,6773.52,6582.18,1698.22,3713.54,3085.12,3782.14,2193.19,3397.69,1531.63
hsa-miR-199b-3p,101.94,1459.67,3658.9,242.77,2600.37,3973.2,4605.15,1345.95,1797.2,3.34
hsa-miR-199b-5p,56.38,61.37,98.4,101.07,35.9,129.34,74.97,18.8,25.94,72.39
hsa-miR-19a-3p,464.04,457.18,604.82,340.34,494.56,398.29,463.32,412.67,369.5,255.04
hsa-miR-19b-1-5p,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,1370.95,1559.37,2402.94,1042.57,1812.54,1414.25,1848.36,1508.76,1263.31,889.12
hsa-miR-200a-3p,4.42,12.33,4.8,2.68,6.41,21.7,22.4,0.0,6.58,2.75
hsa-miR-200a-5p,1.28,0.0,2.4,0.0,0.0,0.0,3.23,0.0,0.0,0.0
hsa-miR-200b-3p,7.21,7.84,3.84,5.36,6.41,29.04,4.37,7.73,0.0,0.0
hsa-miR-200b-5p,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,17.2,54.29,42.0,16.88,9.13,15.25,16.89,22.67,17.96,13.73
hsa-miR-202-3p,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,0.93,10.61,5.04,9.78,88.78,6.75,12.91,6.44,117.71,38.65
hsa-miR-204-3p,0.0,0.0,0.0,0.12,0.0,0.88,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.46,2.87,0.0,0.0,0.0,4.11,2.85,0.0,1.6,0.0
hsa-miR-205-5p,8.37,4.01,18.72,18.63,27.4,23.46,61.12,63.11,33.12,7.46
hsa-miR-206,4.88,0.0,0.0,1.86,4.33,0.0,3.42,23.96,10.37,0.0
hsa-miR-208a-5p,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,4.65,3.92,0.0,5.36,5.45,5.87,9.11,3.86,0.0,0.0
hsa-miR-20a-5p,746.27,1072.17,785.3,498.23,464.75,634.39,833.45,499.48,433.54,302.91
hsa-miR-20b-3p,2.67,2.39,3.12,0.0,0.32,0.0,0.0,0.0,0.0,8.44
hsa-miR-20b-5p,14.65,84.02,111.12,85.35,48.24,114.97,56.18,67.75,50.48,34.33
hsa-miR-21-3p,136.7,142.71,105.6,87.33,150.48,85.64,111.8,80.37,97.36,64.55
hsa-miR-21-5p,50512.62,67199.62,46247.57,20607.6,24488.64,25989.04,40590.86,22147.04,20979.07,13057.76
hsa-miR-210-3p,21.74,57.73,53.76,29.57,37.82,38.13,39.1,19.06,40.7,31.0
hsa-miR-211-5p,0.0,1.15,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0
hsa-miR-2110,53.94,86.31,49.44,42.73,19.23,38.42,44.04,33.49,28.73,39.63
hsa-miR-2115-3p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2117,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0
hsa-miR-214-3p,2.91,0.67,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0
hsa-miR-214-5p,1.51,0.0,0.0,1.98,0.0,0.0,0.0,0.0,2.19,0.0
hsa-miR-215-5p,4.77,0.0,1.2,1.75,2.72,0.88,0.0,0.0,0.0,3.34
hsa-miR-216a-5p,0.0,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.58,0.0,6.48,3.73,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-1-3p,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,0.76,0.0,0.0,2.56,0.0,0.0,0.0,0.0,3.53
hsa-miR-22-3p,8110.63,12041.86,8659.91,3983.4,6130.41,8079.85,8507.62,6233.37,7328.47,4147.57
