miRNA,SRR26990618,SRR26990619,SRR26990620,SRR26990621,SRR26990622,SRR26990623,SRR26990624,SRR26990625,SRR26990626,SRR26990627,SRR26990628,SRR26990629,SRR26990630,SRR26990631,SRR26990632,SRR26990633,SRR26990634,SRR26990635
hsa-miR-103a-3p,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.49,0.0,0.08,0.79,0.0,0.0,0.0,0.23,0.58,0.0,0.0
hsa-miR-10400-5p,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.25,0.46,0.0,0.39,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,471.2,10.68,14.07,1.76,18.09,47.2,174.05,0.0,22.11,0.89,0.0,203.03,0.0,3.8,0.1,6.81
hsa-miR-10401-5p,0.0,0.0,0.0,0.18,0.0,0.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
hsa-miR-10524-5p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,0.0,0.0,0.24,0.05,0.12,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.23,0.35,0.0,0.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0
hsa-miR-107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-5p,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.49,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1182,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12121,0.0,0.0,0.33,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,2.73,0.0,0.66,1.46,1.46,0.0,0.0,0.49,0.76,1.01,0.0,0.0,0.0,0.29,1.85,6.1,3.47,1.04
hsa-miR-122-5p,0.0,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.86,12.28,0.67,0.42,0.12,0.49,37.81,20.15,2.2,10.27,23.09,3.48,25.86,241.47,30.41,0.29,41.76
hsa-miR-1248,0.0,0.0,0.0,1.88,0.94,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.46,1.04,0.0,0.0
hsa-miR-1255a,0.0,0.0,1.99,0.06,0.0,0.0,0.12,0.0,0.92,0.42,0.0,0.0,0.0,0.0,0.0,0.46,0.19,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.12,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.0,0.06,0.1,0.12,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,0.0,0.0,1.33,1.58,0.94,2.35,0.24,14.58,7.02,0.0,3.55,0.0,0.0,2.35,0.0,0.35,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,0.0,0.0,0.33,0.91,0.89,3.05,0.18,16.8,2.9,0.0,2.76,0.0,0.0,0.88,0.0,0.0,0.0,0.0
hsa-miR-126-3p,0.0,0.0,0.33,0.0,0.0,0.0,0.06,0.0,1.07,0.0,0.0,0.0,0.0,0.29,0.46,0.0,0.0,0.0
hsa-miR-126-5p,0.0,4.02,0.0,0.18,0.52,0.59,0.67,1.48,0.46,0.0,0.0,0.0,0.0,7.05,8.31,0.12,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.17,0.06,0.1,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.33,0.06,0.1,0.0,0.0,0.49,0.76,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.17,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.29,0.0,0.69,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-1273h-5p,0.3,0.0,5.48,0.24,0.16,0.0,0.37,0.49,2.44,0.0,0.0,0.0,0.0,2.94,0.0,1.27,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.74,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.46,0.39,0.0
hsa-miR-1285-5p,0.61,0.0,7.47,0.61,0.52,0.0,0.24,1.48,3.05,0.0,1.97,0.0,0.0,5.29,0.0,1.04,0.0,0.74
hsa-miR-1287-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,0.0,0.0,0.0,0.42,0.21,0.47,0.06,0.49,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-5p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,0.29,0.0,0.18,0.42,1.76,0.61,0.74,0.31,0.0,0.39,0.0,0.0,0.0,2.08,0.69,0.1,0.0
hsa-miR-130b-3p,0.0,0.0,0.17,0.12,0.05,0.0,0.0,0.25,0.0,0.0,0.39,0.0,0.0,0.0,3.0,1.27,0.1,0.0
hsa-miR-130b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,0.0,0.0,0.06,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.17,0.49,0.31,0.12,0.0,2.47,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,0.0,0.0,0.17,0.18,0.1,0.47,0.0,0.25,0.0,0.08,0.0,0.89,0.0,0.0,4.39,2.53,0.0,0.0
hsa-miR-140-5p,0.0,0.86,0.66,0.06,0.0,0.0,0.06,0.49,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-141-3p,0.0,0.0,4.48,0.85,1.26,5.04,0.79,10.87,12.82,0.08,3.95,0.0,0.0,4.11,0.0,0.12,0.0,0.0
hsa-miR-141-5p,0.0,0.0,0.0,0.3,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,0.15,0.29,3.65,1.15,0.16,0.23,0.31,0.74,2.6,0.25,0.79,0.0,0.0,0.0,2.31,4.84,0.1,0.0
hsa-miR-142-5p,0.0,0.29,15.6,0.73,0.37,0.0,0.24,0.49,7.63,0.42,1.58,0.0,0.0,2.06,5.08,6.68,0.0,0.0
hsa-miR-143-3p,0.0,0.0,6.14,0.06,0.05,0.0,0.0,0.99,5.19,0.0,0.0,0.0,0.0,0.29,0.46,0.92,0.0,0.0
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.18,0.1,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.15,0.0,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.83,0.0,0.0,0.0,0.06,0.25,1.37,0.08,0.0,0.0,0.0,0.0,1.15,0.81,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.0,0.0,0.17,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,0.0,8.13,2.37,2.04,3.87,4.22,36.82,30.23,0.34,28.82,7.1,0.52,2.06,4.85,0.69,0.0,0.0
hsa-miR-146b-5p,0.0,0.0,0.83,0.67,0.21,0.35,0.06,1.24,1.98,0.0,0.79,0.44,0.0,0.29,0.46,0.46,0.0,0.0
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-148a-3p,0.0,0.0,1.33,0.12,0.05,0.94,0.06,10.63,1.83,0.0,3.95,0.0,0.0,2.06,0.0,0.23,0.0,0.0
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,0.0,0.0,0.66,0.0,0.0,0.12,0.0,0.25,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-5p,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-3p,0.15,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-149-5p,0.0,0.0,0.0,0.36,0.26,0.47,0.06,0.49,0.31,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-5p,0.0,0.29,0.83,0.18,0.58,0.47,0.06,1.98,3.21,0.0,0.79,0.0,0.0,0.88,0.0,0.12,0.0,0.0
hsa-miR-151a-3p,0.0,0.0,0.66,5.77,3.82,13.37,1.59,16.31,4.12,0.25,4.74,10.21,0.0,0.88,5.54,0.81,0.0,0.0
hsa-miR-151a-5p,0.0,0.0,0.33,0.67,0.31,3.05,0.37,8.16,0.92,0.08,4.74,0.0,0.0,1.18,0.0,0.0,0.0,0.0
hsa-miR-151b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-152-3p,0.0,0.0,0.0,0.12,0.1,0.12,0.0,0.74,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-153-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-15b-3p,0.0,0.0,0.17,0.55,0.73,0.12,0.06,1.98,0.92,0.0,0.79,0.0,0.0,0.59,0.69,0.23,0.0,0.0
hsa-miR-15b-5p,0.0,0.0,0.66,0.24,0.31,0.82,0.0,1.73,0.46,0.0,0.0,0.0,0.0,0.59,0.0,0.23,0.0,0.0
hsa-miR-16-2-3p,0.0,0.0,0.17,0.49,0.31,0.23,0.06,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0
hsa-miR-16-5p,0.0,0.57,6.14,0.85,0.73,1.76,0.24,5.93,7.48,0.0,0.39,0.0,0.0,1.47,2.31,0.35,0.0,3.41
hsa-miR-17-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-17-5p,0.0,0.0,1.33,0.36,0.0,0.47,0.18,0.74,0.46,0.0,0.0,0.44,0.0,0.0,0.92,0.46,0.0,0.0
hsa-miR-181a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,0.0,0.17,0.79,0.16,0.35,0.31,3.21,1.07,0.0,0.79,0.44,0.0,0.29,1.39,0.23,0.0,0.0
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,0.0,0.0,0.0,0.12,0.05,0.7,0.06,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,0.0,1.09,0.21,1.29,0.24,2.97,1.07,0.08,0.0,0.44,0.0,0.29,0.23,0.0,0.0,0.0
hsa-miR-184,0.0,0.0,0.17,0.18,0.0,0.23,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.06,0.05,0.12,0.0,0.25,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,0.15,0.0,0.0,0.12,0.47,0.23,0.12,0.0,0.46,0.17,0.0,0.44,0.0,0.29,18.93,3.34,0.0,0.0
hsa-miR-186-5p,0.0,0.0,3.65,0.49,0.52,0.94,0.55,7.17,7.02,0.0,10.66,0.0,0.0,5.29,0.46,0.46,0.0,0.0
hsa-miR-187-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-3p,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0
