miRNA,SRR18439762
hsa-miR-21-5p,604030.49
hsa-miR-100-5p,29242.71
hsa-miR-151a-3p,28656.32
hsa-miR-30a-5p,26163.98
hsa-let-7f-5p,13702.24
hsa-let-7i-5p,7998.56
hsa-miR-27b-3p,7298.12
hsa-miR-148a-3p,4634.3
hsa-let-7a-5p,4260.65
hsa-miR-582-3p,3973.61
hsa-miR-378a-3p,3624.8
hsa-miR-26a-5p,2933.19
hsa-miR-30d-5p,3404.71
hsa-miR-25-3p,2589.46
hsa-let-7g-5p,2449.95
hsa-miR-92a-3p,3209.83
hsa-miR-9-5p,3230.9
hsa-miR-27a-3p,2415.09
hsa-miR-182-5p,2638.93
hsa-miR-425-5p,1908.9
hsa-miR-146a-5p,1637.4
hsa-let-7b-5p,1606.3
hsa-miR-24-3p,1878.05
hsa-miR-532-5p,1261.06
hsa-miR-30a-3p,1549.74
hsa-miR-101-3p,2655.67
hsa-miR-28-3p,1228.52
hsa-miR-23a-3p,1788.7
hsa-miR-146b-5p,1396.12
hsa-miR-99b-5p,1068.38
hsa-miR-148b-3p,833.68
hsa-miR-30b-5p,694.42
hsa-miR-21-3p,1155.53
hsa-miR-92b-3p,796.25
hsa-miR-27a-5p,825.03
hsa-miR-96-5p,489.01
hsa-miR-26b-5p,516.22
hsa-miR-7-5p,973.26
hsa-miR-183-5p,1010.44
hsa-let-7e-5p,853.62
hsa-miR-941,509.89
hsa-miR-222-3p,710.29
hsa-miR-455-5p,578.42
hsa-miR-20a-5p,421.54
hsa-miR-221-5p,848.42
hsa-miR-30e-3p,557.11
hsa-miR-128-3p,817.7
hsa-miR-22-3p,519.23
hsa-miR-140-3p,1483.46
hsa-miR-192-5p,602.25
hsa-miR-423-5p,566.2
hsa-miR-30e-5p,357.34
hsa-miR-548o-3p,295.58
hsa-miR-769-5p,447.25
hsa-miR-181a-2-3p,373.45
hsa-miR-30c-5p,483.81
hsa-miR-589-5p,280.72
hsa-miR-191-5p,435.84
hsa-miR-29a-3p,632.47
hsa-miR-374b-5p,391.76
hsa-miR-381-3p,233.13
hsa-miR-320a-3p,445.12
hsa-miR-30c-2-3p,318.09
hsa-miR-221-3p,491.21
hsa-miR-106b-3p,513.78
hsa-miR-93-5p,321.16
hsa-miR-181a-5p,392.33
hsa-miR-10a-5p,507.32
hsa-miR-339-5p,225.79
hsa-miR-10b-5p,447.13
hsa-miR-361-3p,508.07
hsa-miR-32-5p,181.27
hsa-miR-23b-3p,350.69
hsa-miR-152-3p,254.26
hsa-miR-374a-3p,207.17
hsa-miR-744-5p,217.64
hsa-miR-98-5p,190.43
hsa-miR-374a-5p,187.1
hsa-miR-378c,207.73
hsa-miR-95-3p,156.57
hsa-miR-16-5p,316.39
hsa-miR-125b-1-3p,170.24
hsa-miR-340-5p,146.47
hsa-miR-34c-5p,173.18
hsa-miR-99b-3p,172.18
hsa-miR-139-5p,110.04
hsa-miR-651-5p,115.12
hsa-miR-17-5p,185.66
hsa-miR-4521,176.19
hsa-miR-1246,218.39
hsa-miR-181a-3p,130.67
hsa-miR-2682-5p,198.26
hsa-miR-181b-5p,206.54
hsa-miR-103a-3p,130.17
hsa-miR-1307-3p,220.84
hsa-miR-135b-5p,97.31
hsa-miR-146b-3p,131.8
hsa-miR-147b-3p,106.03
hsa-miR-197-3p,93.05
hsa-miR-3615,89.54
hsa-miR-106b-5p,109.73
hsa-miR-542-3p,163.59
hsa-miR-1260b,82.7
hsa-miR-450b-5p,136.25
hsa-miR-15b-5p,99.7
hsa-miR-125a-5p,104.65
hsa-let-7d-5p,95.06
hsa-miR-19b-3p,116.63
hsa-miR-423-3p,151.61
hsa-miR-548f-3p,67.72
hsa-miR-365a-5p,83.71
hsa-let-7d-3p,84.08
hsa-miR-24-2-5p,98.19
hsa-miR-29b-3p,64.21
hsa-miR-31-5p,121.08
hsa-miR-185-5p,69.22
hsa-miR-125b-5p,177.76
hsa-miR-4791,57.06
hsa-miR-200b-3p,55.49
hsa-miR-1180-3p,84.4
hsa-miR-34a-5p,99.7
hsa-miR-342-3p,49.6
hsa-miR-31-3p,67.66
hsa-miR-500a-3p,143.46
hsa-miR-574-3p,73.24
hsa-miR-450a-5p,89.6
