miRNA,ERR3404462,ERR3404463,ERR3404464,ERR3404465,ERR3404466,ERR3404467,ERR3404468,ERR3404469,ERR3404470,ERR3404471,ERR3404472,ERR3404473,ERR3404474,ERR3404475,ERR3404476,ERR3404477,ERR3404478,ERR3404479,ERR3404480,ERR3404481,ERR3404482,ERR3404483,ERR3404484,ERR3404485,ERR3404486,ERR3404487,ERR3404488,ERR3404489,ERR3404490,ERR3404491,ERR3404492,ERR3404493,ERR3404494,ERR3404495,ERR3404496,ERR3404497,ERR3404498,ERR3404499,ERR3404500,ERR3404501,ERR3404502,ERR3404503,ERR3404504,ERR3404505,ERR3404506,ERR3404507,ERR3404508,ERR3404509,ERR3404510,ERR3404511,ERR3404512,ERR3404513,ERR3404514,ERR3404515,ERR3404516,ERR3404517,ERR3404518,ERR3404519,ERR3404520,ERR3404521,ERR3404522,ERR3404523,ERR3404524,ERR3404525,ERR3404526,ERR3404527,ERR3404528,ERR3404529
hsa-let-7a-2-3p,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,57.11,85.17,100.57,106.2,58.16,77.28,57.24,84.04,59.16,42.09,19.61,8.98,16.33,26.47,64.22,73.43,61.12,58.11,44.58,41.51,102.97,138.13,39.32,58.93,66.04,78.24,45.61,53.4,71.76,45.57,30.68,24.72,74.45,66.16,52.17,39.98,56.57,80.34,102.21,94.07,29.21,12.76,8.94,31.15,9.19,28.86,13.89,23.0,23.68,29.26,29.58,32.84,30.39,25.14,27.8,29.6,29.17,28.71,7.92,29.46,27.15,20.82,21.83,20.65,33.15,31.73,54.67,39.4
hsa-let-7a-5p,9500.1,7793.92,10831.68,7747.0,5486.44,6826.68,17383.33,13799.79,10022.35,7657.14,3892.45,3344.84,4420.11,3145.99,9528.94,7366.48,12017.58,9648.09,4424.63,5029.69,10635.51,10541.18,12916.6,12803.72,16053.79,12958.48,7943.27,9393.02,11224.41,7416.93,4792.12,4075.51,6775.11,11614.88,14330.2,15364.75,12538.66,13427.61,8970.02,2927.14,39591.51,34657.95,24755.64,30020.7,9381.85,41280.11,21230.39,36035.35,33088.81,46896.36,39546.19,36436.98,45106.19,29828.0,35753.25,29160.17,38099.44,26345.42,12086.63,24102.65,47886.96,47807.09,47711.49,50438.09,51665.62,23927.13,45195.31,57984.37
hsa-let-7b-3p,15.8,12.17,15.72,11.73,16.42,14.96,16.07,13.61,24.01,35.08,6.96,8.98,3.63,5.42,30.08,23.02,7.89,10.49,11.4,18.65,13.83,14.81,18.98,18.47,12.17,19.26,26.69,24.94,24.44,17.88,16.56,14.7,16.67,16.65,15.86,18.51,9.43,11.02,29.84,20.43,12.85,12.76,6.7,20.25,1.67,7.7,4.63,8.05,6.96,8.64,12.4,16.95,11.2,9.78,13.24,5.69,20.29,16.62,5.28,21.43,14.54,14.75,9.7,8.85,5.23,3.53,15.26,16.59
hsa-let-7b-5p,24689.27,25814.22,22570.47,22807.57,33735.56,34394.92,6861.57,7105.33,16530.35,29309.68,10994.06,8138.15,2002.79,1997.38,21599.86,25737.74,6496.94,11410.27,6585.63,5246.28,16268.22,22652.7,16603.18,14600.15,10971.04,15213.92,3955.18,3088.15,9140.83,12053.74,3879.58,3249.98,3412.98,6134.05,10306.21,11950.03,6871.13,12883.19,7132.37,5688.93,13358.04,10339.66,9857.12,13015.98,3569.34,17314.92,11761.91,11511.07,13829.95,12779.1,15291.77,19899.56,13104.12,13003.74,14368.03,11784.06,18731.38,19290.96,6122.56,16967.47,13108.03,16151.17,14830.66,20638.72,11137.56,7382.81,15259.62,19718.32
hsa-let-7c-3p,0.36,0.26,0.66,0.31,0.68,0.5,0.0,1.19,1.17,1.75,0.0,0.0,0.0,0.0,0.81,0.0,0.39,0.0,1.04,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.81,1.76,0.52,1.15,1.88,1.67,0.0,2.19,0.0,1.26,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,1259.21,2302.5,209.33,1133.62,578.82,1303.61,135.92,852.53,2031.3,2020.39,186.79,718.81,82.54,291.86,1451.86,772.16,84.38,151.18,627.2,312.85,955.6,1085.09,1500.94,260.34,169.89,1050.88,864.79,761.94,232.95,252.06,692.31,567.95,132.8,236.58,1975.51,294.13,630.41,221.6,201.11,106.9,767.76,637.86,529.62,577.83,1273.57,607.98,4026.61,501.48,738.15,5397.72,590.64,712.89,534.27,4537.13,557.4,382.52,995.61,936.97,192.82,4412.61,4353.18,5030.0,4342.55,652.1,4297.84,225.64,663.63,897.89
hsa-let-7d-3p,727.3,641.51,782.3,664.98,1235.63,617.03,1316.59,1076.95,980.5,1666.12,581.45,515.25,760.12,825.17,1472.18,953.01,755.88,982.24,770.27,882.0,499.57,512.28,591.83,777.5,753.42,587.84,631.81,751.75,1135.65,919.4,317.92,500.46,647.03,772.4,818.55,866.41,822.88,613.17,1144.25,1106.52,766.59,803.7,335.2,496.84,157.84,1135.15,475.35,669.41,504.17,792.67,1442.73,910.98,1114.14,724.99,688.48,788.94,550.44,616.59,211.3,496.84,482.83,740.14,1053.5,1354.36,869.69,453.05,570.82,583.73
hsa-let-7d-5p,1076.76,1122.0,1307.77,1089.78,486.45,757.88,1477.89,1279.88,1043.76,631.37,547.51,312.07,163.27,175.11,861.69,694.34,1000.35,860.77,497.62,580.58,1241.58,1379.07,1225.7,1198.36,1659.34,1326.94,443.93,582.43,1226.65,723.87,432.74,300.01,613.14,1031.32,1517.94,1281.31,1266.03,1500.43,863.58,412.39,3898.38,4021.69,1662.59,2211.64,965.41,3695.98,1727.01,4266.04,2669.89,5782.75,4117.31,2819.79,5247.57,2967.02,2968.4,2693.56,2712.87,1370.69,861.07,1463.73,5543.77,4819.15,4455.75,3779.21,8271.17,3839.48,4202.97,4378.51
hsa-let-7e-3p,0.0,0.26,0.0,0.31,0.0,0.25,0.28,0.24,1.76,0.0,0.63,0.0,0.91,0.0,0.0,1.64,1.58,0.0,0.0,0.0,0.29,0.64,0.0,0.44,0.0,0.4,0.26,0.35,0.0,0.0,0.0,0.33,0.28,2.19,0.35,1.68,1.63,0.0,0.0,0.0,1.17,0.0,0.0,1.56,0.0,2.89,0.0,2.3,0.0,1.33,0.95,1.06,4.0,0.0,0.0,0.0,3.8,3.02,0.0,2.68,0.0,0.0,0.0,1.18,0.87,0.0,0.0,2.07
hsa-let-7e-5p,51.72,35.73,41.28,37.36,77.31,53.35,56.4,40.82,134.72,135.04,25.3,27.32,19.96,11.8,106.49,71.24,41.4,45.44,31.62,39.71,43.25,69.23,169.48,76.52,125.14,108.34,18.14,20.73,126.88,81.33,18.26,15.37,16.39,38.99,109.28,116.14,30.56,20.01,107.74,25.66,1521.49,1148.14,462.58,605.87,178.72,769.59,408.99,759.12,853.75,1141.12,813.92,766.92,981.37,852.11,609.04,511.16,558.05,695.17,343.37,890.56,971.47,1098.49,1561.25,1810.53,547.81,271.48,1055.19,1340.61
hsa-let-7f-1-3p,5.03,3.37,4.91,4.94,3.42,3.49,3.38,3.82,3.51,0.0,4.22,0.37,0.0,0.32,5.69,3.84,2.37,0.44,2.07,1.8,6.77,6.76,5.42,3.96,4.34,5.62,4.15,4.92,4.16,3.46,3.39,2.0,5.28,7.89,0.71,0.42,6.5,4.64,5.53,2.38,1.17,3.19,2.23,1.56,0.84,3.85,1.54,1.15,1.39,0.66,0.95,4.24,2.4,1.4,0.0,1.14,3.8,15.11,0.0,4.02,0.97,1.74,1.62,0.0,5.23,0.0,2.54,1.04
hsa-let-7f-2-3p,1.08,1.04,4.91,2.47,0.68,1.5,0.56,0.95,4.1,0.0,1.26,0.37,0.0,0.96,0.0,0.0,0.0,0.44,1.04,0.0,2.06,2.58,2.71,1.32,1.3,1.61,2.07,3.16,1.56,0.58,1.51,1.34,1.39,2.63,0.35,0.42,1.95,3.19,2.76,1.9,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,1.39,0.0,0.95,0.0,0.8,0.0,1.32,0.0,1.27,0.0,0.0,1.34,0.0,2.6,0.0,0.0,1.74,0.0,2.54,0.0
hsa-let-7f-5p,8680.5,6294.47,8086.08,7018.43,4252.86,5115.96,23757.34,19282.41,10152.38,6469.81,3405.02,2852.04,8125.45,6031.71,7356.84,5252.22,15823.4,8947.68,4420.49,5374.43,10146.53,9553.33,12568.82,10431.63,16611.25,12306.44,12812.23,16875.76,10281.68,4995.57,5385.22,4283.65,10337.0,13604.8,17915.3,15161.51,15367.87,12823.73,8568.34,2578.88,34837.73,30138.73,18856.12,23846.79,9054.47,36902.07,18790.35,35411.95,24166.9,49612.18,40780.9,32620.41,48073.49,29339.08,27842.36,26237.78,31973.6,15358.72,8893.29,16648.74,39761.34,39522.39,47419.61,49464.37,57109.66,26139.5,32900.41,36279.5
hsa-let-7g-3p,2.15,0.26,0.66,1.85,0.0,1.75,0.0,1.19,2.93,0.0,1.48,0.0,0.0,1.59,0.0,0.0,0.39,0.0,0.0,1.2,2.65,0.64,1.36,2.2,3.91,0.4,0.52,0.35,1.56,3.46,0.75,1.0,1.67,0.88,1.41,0.0,1.95,0.87,2.76,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.39,0.66,0.95,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,1.18,0.87,0.0,0.0,0.0
hsa-let-7g-5p,8603.28,9181.79,5769.97,5539.04,3817.73,5898.27,14069.99,13297.48,5474.78,4186.35,3624.49,2127.61,7047.86,4589.65,5180.68,4696.53,10458.11,5733.1,3136.01,2313.9,7431.82,6765.9,4982.11,5297.39,6946.73,5913.67,8583.64,9792.79,4461.48,2617.47,4721.72,3578.72,9033.21,7464.61,7756.45,5862.03,9995.55,10224.0,3599.61,1884.75,7795.6,6569.93,5671.58,7796.82,2652.37,9487.18,6753.72,8035.2,6222.78,10849.3,8812.85,9967.79,10000.85,7152.13,8327.95,5768.51,8804.47,5386.05,2673.01,5820.1,9217.31,9041.32,8014.04,8090.13,13984.76,8177.85,8909.39,11080.54
hsa-let-7i-3p,9.34,9.32,20.64,13.89,10.26,7.48,11.0,11.7,8.79,8.77,6.75,4.86,3.63,4.15,9.75,3.29,5.91,6.99,8.81,7.22,14.71,21.9,4.75,8.8,13.47,8.83,9.33,9.48,19.24,8.65,3.58,2.67,13.89,13.58,10.22,5.47,6.83,8.41,21.0,14.25,2.34,0.0,0.0,4.67,0.0,1.92,0.0,0.0,0.0,1.99,0.95,3.18,4.0,4.19,7.94,0.0,1.27,0.0,0.0,1.34,1.94,1.74,0.81,0.0,6.98,3.53,0.0,1.04
hsa-let-7i-5p,28817.07,25373.6,26294.27,26630.44,18373.66,21842.48,43871.42,42867.85,24987.06,17203.13,21754.1,7520.37,16128.45,16330.58,19265.99,20615.95,29921.73,18502.26,13793.28,14477.81,30837.06,32379.9,33049.08,24030.88,28569.9,27115.1,22468.24,27814.44,32518.86,23038.69,14222.56,9841.49,29962.8,29240.69,36122.14,30562.44,34332.56,36298.41,15818.95,17685.87,35050.41,37808.96,21332.13,27310.66,10839.98,46119.9,25267.81,55213.57,24166.9,60865.12,43164.46,35845.9,55187.82,29346.07,31875.26,38086.73,40714.66,18907.1,10467.51,16524.2,39759.4,40949.74,54026.83,63582.12,41142.16,16803.46,22213.72,23107.69
hsa-miR-1-3p,142.59,149.63,429.48,295.14,242.2,282.71,478.81,339.96,377.79,277.1,183.21,142.19,449.0,504.29,379.63,213.73,559.52,372.27,451.48,321.27,480.16,393.15,873.17,843.91,247.66,354.71,988.92,791.8,1015.01,820.19,312.08,316.04,263.09,404.38,587.65,545.77,272.13,396.79,1421.06,1180.17,213.85,73.35,67.04,18.69,24.22,88.5,64.82,212.78,118.38,595.17,67.75,36.02,21.59,9.78,21.18,11.38,43.12,3.02,2.64,81.69,173.55,174.41,582.94,497.48,183.18,63.46,95.35,90.2
hsa-miR-100-5p,633.56,1280.43,765.27,738.15,519.98,727.72,886.0,922.72,923.1,619.1,883.14,1039.11,644.92,688.97,874.69,476.78,692.0,527.39,2058.88,871.17,528.11,404.41,1302.98,950.33,979.36,1247.5,2550.84,2701.74,2044.58,1776.51,2149.76,1473.32,539.8,1474.7,953.21,1042.3,313.74,286.86,1158.06,1232.43,635.71,280.66,402.24,317.73,63.47,180.85,209.9,97.77,142.06,115.71,202.29,272.23,148.77,206.74,395.88,154.83,391.9,423.15,73.96,598.62,73.68,117.14,42.85,79.08,54.96,22.92,366.14,263.35
hsa-miR-101-3p,8320.26,17837.01,21918.88,24639.82,8266.27,12503.07,13454.13,14181.77,9711.92,6552.24,10161.09,3422.29,2859.06,3345.99,7034.93,10371.27,5314.82,4029.47,5304.27,3460.02,22949.8,25731.21,14266.35,14933.93,15269.96,17335.35,13580.09,10885.29,7437.87,8354.21,5082.18,2360.65,13517.72,12228.68,9708.34,8689.75,8467.48,12021.16,6569.36,8262.11,1049.39,656.99,699.45,1261.57,343.24,1133.23,1078.81,1098.43,941.49,1208.95,1323.45,1745.69,1690.8,1029.52,1445.81,788.94,1242.92,731.44,409.4,970.91,949.17,1178.32,1217.63,1327.8,1487.28,856.74,1418.79,1878.72
hsa-miR-101-5p,0.0,0.52,2.29,1.54,0.0,0.5,0.28,0.48,0.59,0.0,1.26,0.0,0.91,0.0,0.0,1.1,1.18,0.0,0.0,0.0,0.59,1.61,2.03,1.76,0.0,0.8,0.0,1.05,0.0,1.15,0.19,0.0,0.28,1.31,0.35,0.0,0.65,0.87,2.76,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.66,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.87,0.0,0.0,1.04
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,1.08,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.26,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.72,0.52,0.0,0.31,0.0,0.25,0.28,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.8,0.0,0.32,0.0,0.0,0.0,0.4,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,13.65,18.9,19.0,19.76,15.74,16.45,21.15,18.14,21.09,10.52,12.44,2.62,4.54,5.74,8.94,14.25,13.8,11.8,10.89,7.82,19.42,19.96,44.74,20.23,26.5,20.87,15.29,23.54,23.4,31.72,10.54,8.02,18.34,23.22,15.51,29.03,15.93,23.2,14.37,9.98,16.36,15.95,11.17,21.8,3.34,21.16,16.98,16.1,12.53,35.24,32.44,28.6,19.2,19.56,23.83,26.18,22.83,30.22,7.92,37.5,36.84,35.58,21.83,44.26,9.6,5.29,21.61,15.55
hsa-miR-10399-5p,1.44,1.29,0.98,2.78,0.0,1.0,1.41,1.43,0.0,0.0,0.0,0.0,3.63,0.32,0.0,0.0,1.18,1.75,0.52,0.6,0.59,0.64,0.0,0.88,2.61,0.8,0.52,2.11,1.04,0.0,0.19,0.67,3.61,1.31,0.35,0.42,2.28,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,3.09,0.0,0.0,0.66,0.0,1.06,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.97,0.87,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,11.49,267.43,264.04,708.51,251.78,1.0,1540.49,1325.95,73.8,164.86,40.27,13.1,770.09,24.24,371.5,38.36,736.95,44.57,263.32,259.91,180.94,797.24,294.9,270.01,519.22,439.77,439.26,99.41,551.7,92.86,212.13,132.97,930.69,91.13,1144.98,472.97,261.4,902.64,681.8,317.85,363.43,1011.0,335.2,448.56,174.54,321.31,248.48,13.8,48.75,1052.01,901.7,386.64,1083.75,620.22,276.72,219.72,526.34,267.49,124.14,2.68,431.44,405.21,831.16,11.21,2330.79,1235.76,488.19,658.38
hsa-miR-10401-3p,0.72,1.55,0.66,0.93,2.74,2.99,1.13,1.67,0.0,1.75,1.48,0.0,0.0,0.64,0.0,2.74,0.39,0.87,3.63,4.81,0.88,0.64,2.03,1.76,0.43,0.0,1.3,2.46,0.52,1.15,0.19,0.33,1.39,0.88,0.35,1.68,0.98,0.87,2.76,7.6,2.34,0.0,0.0,0.0,0.0,0.96,0.0,1.15,2.79,1.99,0.95,0.0,0.0,1.4,0.0,1.14,2.54,0.0,0.0,0.0,0.97,0.87,0.81,0.59,0.0,1.76,0.0,1.04
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0
hsa-miR-10522-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.26,0.33,0.0,0.0,0.0,0.0,0.72,0.59,0.0,0.0,0.37,0.91,0.0,0.0,1.1,0.39,0.0,0.0,0.0,0.0,0.64,0.0,0.44,0.43,0.4,1.04,0.0,0.52,0.58,0.19,0.0,0.28,0.88,1.41,0.84,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.36,1.29,1.64,0.93,0.0,1.75,0.85,0.0,0.59,0.0,0.21,0.0,0.0,0.0,0.0,1.64,1.58,2.18,0.0,0.6,0.29,2.25,1.36,0.0,0.87,0.4,1.55,0.0,0.0,0.0,0.0,0.0,0.28,1.75,0.71,0.0,0.33,0.58,2.76,0.95,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.87,0.0,1.27,1.04
hsa-miR-106a-5p,27.66,34.69,30.14,18.21,2.74,17.95,38.63,59.92,18.74,15.78,10.96,5.24,10.88,14.03,8.13,21.92,50.47,20.97,12.44,3.01,34.42,25.11,14.91,14.07,10.43,12.84,31.88,24.94,4.68,0.58,11.11,3.01,44.17,17.52,13.04,8.84,27.31,45.83,1.11,9.98,11.69,0.0,2.23,17.13,4.18,7.7,9.26,5.75,6.96,6.65,2.86,9.53,7.2,2.79,18.54,5.69,8.88,10.58,0.0,8.04,14.54,16.49,3.23,2.95,34.89,15.87,41.95,32.14
hsa-miR-106b-3p,1217.91,1467.09,1213.09,1302.8,439.24,718.74,972.29,1069.31,595.1,396.36,871.76,278.39,438.11,468.25,721.86,962.32,787.42,523.46,641.2,436.79,1412.81,1478.24,1095.53,976.28,981.09,1090.61,1064.08,1069.66,993.69,1147.23,590.47,354.13,1442.98,1131.21,848.86,722.5,1051.77,1220.53,507.76,744.97,286.3,220.06,172.07,271.0,92.7,388.65,274.72,354.26,240.94,454.19,404.57,304.01,419.9,217.92,268.77,245.9,346.24,166.24,60.75,113.83,327.7,324.52,420.43,469.75,334.96,162.18,232.65,235.36
hsa-miR-106b-5p,243.51,344.05,383.29,350.71,171.05,273.74,195.98,246.14,165.17,117.51,151.79,63.99,35.38,33.81,161.77,272.91,180.2,180.89,90.19,84.83,295.68,338.09,182.36,215.04,177.71,225.5,127.24,123.65,142.48,109.59,110.49,69.82,220.31,168.67,201.99,169.16,256.85,340.81,81.77,85.52,36.23,22.32,55.87,65.41,16.7,44.25,50.93,58.66,29.25,45.88,52.48,59.32,59.99,34.92,67.52,53.51,46.93,42.31,15.85,33.48,46.54,36.44,32.34,30.1,109.91,74.04,81.36,110.94
hsa-miR-107,300.26,0.0,596.55,15.74,4.79,91.49,4.23,44.17,5.86,5.26,73.37,5.61,11.79,112.28,0.81,53.16,1.18,14.42,1.04,0.0,0.0,255.34,46.1,16.71,1.3,20.87,1.3,71.31,89.96,12.11,15.62,0.0,2.22,2.19,2.47,43.76,310.82,2.9,2.21,300.27,7.01,12.76,2.23,17.13,8.35,7.7,27.78,20.7,0.0,11.3,104.01,3.18,26.39,26.54,6.62,1.14,62.15,0.0,0.0,17.41,12.6,6.94,8.89,64.91,124.74,77.57,20.34,9.33
hsa-miR-10a-3p,4.31,4.14,4.91,6.17,3.42,1.99,5.92,5.49,7.03,3.51,3.58,3.37,9.07,5.42,2.44,1.1,3.55,3.93,5.18,1.2,5.0,6.12,5.42,2.64,6.95,6.42,8.29,13.0,19.24,8.08,2.64,1.0,6.67,7.45,5.99,2.95,9.43,2.9,16.02,10.93,1.17,3.19,4.47,6.23,2.51,5.77,4.63,4.6,1.39,5.32,4.77,4.24,0.8,2.79,2.65,2.28,10.15,13.6,2.64,9.37,4.85,7.81,6.47,2.36,3.49,8.81,20.34,26.96
