miRNA,ERR7015676,ERR7015677,ERR7015678,ERR7015679,ERR7015680,ERR7015681,ERR7015682,ERR7015683,ERR7015684,ERR7015685,ERR7015686,ERR7015687
hsa-miR-26b-5p,48.41,38.24,37.92,30.18,21.4,28.57,51.79,39.22,51.08,72.38,9.58,7.9
hsa-miR-27a-3p,85.89,79.42,170.62,114.14,126.12,114.27,83.78,173.03,61.3,157.8,23.95,19.74
hsa-miR-27a-5p,0.0,2.94,0.9,0.0,0.0,0.0,6.09,0.0,8.76,0.0,0.0,0.0
hsa-miR-27b-3p,238.94,270.62,495.62,343.74,230.85,407.1,405.21,462.56,404.27,773.07,175.66,127.67
hsa-miR-27b-5p,0.0,0.0,2.71,0.0,0.0,0.0,0.0,1.15,2.92,1.45,0.0,0.0
hsa-miR-28-3p,9.37,16.18,53.26,19.68,11.26,15.47,22.85,43.83,43.78,59.36,17.57,19.74
hsa-miR-28-5p,3.12,2.94,3.61,2.62,3.38,2.38,3.05,5.77,5.84,13.03,2.4,3.95
hsa-miR-296-3p,9.37,2.94,27.99,7.87,2.25,3.57,18.28,19.61,29.19,10.13,0.8,5.26
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.0,0.0,1.81,1.31,2.25,0.0,0.0,1.15,2.92,7.24,0.8,0.0
hsa-miR-299-5p,0.0,0.0,1.81,3.94,0.0,0.0,9.14,1.15,2.92,0.0,0.0,0.0
hsa-miR-29a-3p,265.49,214.73,410.76,208.61,242.11,359.49,263.54,439.49,261.24,622.51,130.15,64.49
hsa-miR-29a-5p,3.12,1.47,6.32,0.0,3.38,0.0,1.52,11.54,2.92,0.0,0.0,0.0
hsa-miR-29b-1-5p,1.56,0.0,0.0,0.0,1.13,0.0,0.0,1.15,2.92,4.34,0.8,0.0
hsa-miR-29b-2-5p,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,23.43,29.42,24.37,22.3,15.77,25.0,18.28,27.68,21.89,41.98,5.59,9.21
hsa-miR-29c-3p,1.56,1.47,1.81,0.0,6.76,1.19,0.0,2.31,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.63
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0
hsa-miR-30a-3p,12.49,7.35,10.83,3.94,3.38,3.57,1.52,11.54,7.3,13.03,0.0,2.63
hsa-miR-30a-5p,81.21,101.48,127.29,70.85,46.17,88.09,126.44,129.19,96.32,88.31,32.74,38.17
hsa-miR-30b-5p,6.25,2.94,7.22,0.0,1.13,2.38,7.62,5.77,4.38,8.69,0.0,1.32
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.46,0.0,1.6,0.0
hsa-miR-30c-5p,28.11,13.24,43.33,11.81,10.13,5.95,22.85,42.68,36.49,49.22,13.57,7.9
hsa-miR-30d-3p,3.12,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,4.34,0.0,0.0
hsa-miR-30d-5p,35.92,42.65,75.83,28.86,14.64,30.95,36.56,51.91,46.7,46.33,11.98,34.22
hsa-miR-30e-3p,1.56,1.47,2.71,1.31,2.25,2.38,1.52,3.46,4.38,7.24,2.4,1.32
hsa-miR-30e-5p,35.92,29.42,35.21,9.18,9.01,19.05,27.42,38.07,68.59,55.01,18.36,31.59
hsa-miR-31-3p,0.0,4.41,0.0,0.0,3.38,0.0,3.05,2.31,2.92,5.79,0.0,0.0
hsa-miR-31-5p,21.86,32.36,29.79,11.81,7.88,4.76,13.71,44.99,43.78,72.38,16.77,17.11
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-3126-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0
hsa-miR-3129-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-3129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-3144-3p,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
hsa-miR-3154,1.56,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3177-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0
hsa-miR-3178,0.0,1.47,0.0,0.0,0.0,0.0,0.0,3.46,0.0,1.45,0.0,0.0
hsa-miR-3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
hsa-miR-3181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-3182,4.69,11.77,1.81,2.62,3.38,0.0,1.52,9.23,5.84,56.46,15.17,46.07
hsa-miR-3187-3p,0.0,0.0,1.81,1.31,0.0,1.19,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-3195,1.56,0.0,0.0,0.0,0.0,0.0,3.05,1.15,0.0,0.0,0.8,0.0
hsa-miR-3196,0.0,2.94,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,1.56,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,983.86,1051.61,1776.66,1247.72,328.82,502.33,1684.84,1404.99,3750.8,1580.88,334.56,417.22
hsa-miR-320a-5p,3.12,1.47,1.81,0.0,5.63,0.0,3.05,1.15,1.46,0.0,0.0,0.0
hsa-miR-320b,148.36,108.84,107.43,157.44,88.96,52.38,245.26,237.63,643.62,56.46,19.16,10.53
hsa-miR-320c,14.06,0.0,213.96,49.86,10.13,40.47,51.79,122.27,16.05,76.73,10.38,25.01
hsa-miR-320d,4.69,0.0,9.03,26.24,27.03,1.19,7.62,15.0,178.05,26.06,11.98,0.0
hsa-miR-320e,0.0,2.94,0.0,0.0,1.13,0.0,0.0,0.0,0.0,2.9,8.78,0.0
hsa-miR-323a-3p,18.74,7.35,18.96,11.81,7.88,16.66,15.23,17.3,26.27,46.33,15.97,9.21
hsa-miR-323a-5p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.8,0.0
hsa-miR-323b-3p,0.0,10.3,1.81,6.56,2.25,2.38,4.57,2.31,8.76,4.34,2.4,0.0
hsa-miR-324-5p,1.56,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.8,0.0
hsa-miR-326,0.0,2.94,0.0,0.0,0.0,0.0,1.52,0.0,2.92,0.0,0.0,0.0
hsa-miR-328-3p,3.12,4.41,19.86,3.94,1.13,2.38,6.09,4.61,8.76,7.24,0.8,0.0
hsa-miR-329-3p,0.0,1.47,12.64,2.62,2.25,10.71,4.57,5.77,5.84,26.06,2.4,0.0
hsa-miR-329-5p,0.0,0.0,2.71,0.0,0.0,0.0,0.0,1.15,1.46,0.0,0.0,0.0
hsa-miR-330-3p,1.56,2.94,3.61,2.62,0.0,2.38,1.52,1.15,1.46,8.69,1.6,1.32
hsa-miR-330-5p,0.0,0.0,0.9,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-5p,7.81,2.94,14.44,9.18,1.13,9.52,4.57,10.38,13.14,37.64,4.79,7.9
hsa-miR-335-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,3.99,5.26
hsa-miR-335-5p,23.43,16.18,26.18,19.68,14.64,20.24,31.99,26.53,40.86,215.71,36.73,36.85
hsa-miR-337-3p,0.0,5.88,5.42,1.31,3.38,1.19,1.52,1.15,1.46,13.03,0.8,0.0
hsa-miR-337-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,1.45,0.0,0.0
hsa-miR-339-3p,0.0,1.47,0.9,1.31,0.0,1.19,1.52,3.46,0.0,1.45,0.0,0.0
hsa-miR-339-5p,15.62,10.3,37.01,13.12,3.38,2.38,44.18,31.15,74.43,10.13,1.6,0.0
hsa-miR-33a-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-33a-5p,0.0,0.0,2.71,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.8,0.0
hsa-miR-33b-3p,6.25,4.41,4.51,11.81,4.5,8.33,3.05,4.61,1.46,5.79,0.8,5.26
hsa-miR-33b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-340-5p,4.69,8.82,3.61,1.31,3.38,7.14,6.09,2.31,0.0,13.03,3.99,2.63
hsa-miR-342-3p,4.69,0.0,5.42,5.25,1.13,1.19,0.0,5.77,0.0,10.13,1.6,0.0
hsa-miR-342-5p,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-345-5p,1.56,1.47,9.03,0.0,0.0,4.76,1.52,0.0,2.92,5.79,0.8,0.0
hsa-miR-34a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-34a-5p,7.81,1.47,0.9,0.0,4.5,9.52,1.52,2.31,1.46,1.45,1.6,1.32
hsa-miR-34b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63
hsa-miR-34c-5p,1.56,1.47,1.81,0.0,1.13,0.0,0.0,0.0,4.38,20.27,3.19,5.26
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-361-3p,0.0,0.0,2.71,1.31,1.13,2.38,1.52,0.0,1.46,1.45,1.6,0.0
hsa-miR-361-5p,10.93,7.35,26.18,3.94,5.63,19.05,9.14,13.84,17.51,78.18,19.96,14.48
hsa-miR-3613-3p,1.56,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,0.0,0.0,0.0,2.25,1.19,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,0.0,0.0,2.71,1.31,0.0,0.0,1.52,4.61,0.0,1.45,0.8,0.0
hsa-miR-362-3p,0.0,0.0,0.9,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,3.12,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-3648,1.56,4.41,2.71,0.0,4.5,5.95,13.71,0.0,4.38,7.24,3.19,3.95
hsa-miR-365a-3p,0.0,1.47,7.22,0.0,0.0,3.57,1.52,0.0,0.0,17.37,3.19,0.0
hsa-miR-365a-5p,1.56,0.0,0.9,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,4.69,1.47,0.0,0.0,0.0,0.0,4.57,11.54,4.38,1.45,0.8,6.58
hsa-miR-365b-5p,4.69,1.47,3.61,3.94,0.0,1.19,7.62,5.77,4.38,1.45,0.8,0.0
hsa-miR-3665,40.6,33.83,27.08,39.36,37.16,41.66,79.21,15.0,52.54,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,5.84,0.0,0.0,0.0
hsa-miR-3680-3p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,73.4,35.3,79.44,24.93,39.41,77.37,31.99,71.52,56.92,324.28,44.71,35.54
hsa-miR-369-5p,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.8,0.0
hsa-miR-370-3p,4.69,16.18,59.58,38.05,19.14,8.33,45.7,29.99,42.32,28.95,3.99,3.95
hsa-miR-370-5p,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-371a-5p,0.0,4.41,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-372-3p,0.0,0.0,2.71,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-373-3p,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374a-3p,0.0,1.47,0.9,0.0,2.25,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-374a-5p,0.0,1.47,0.9,0.0,0.0,0.0,0.0,1.15,0.0,5.79,3.19,2.63
hsa-miR-374b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-375-3p,1.56,1.47,1.81,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-2-5p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376a-3p,1.56,0.0,0.0,1.31,0.0,0.0,0.0,2.31,0.0,10.13,0.0,0.0
hsa-miR-376b-3p,0.0,1.47,2.71,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-376c-3p,9.37,1.47,16.25,5.25,3.38,16.66,0.0,3.46,4.38,15.92,9.58,0.0
hsa-miR-376c-5p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-377-3p,0.0,0.0,5.42,0.0,5.63,1.19,4.57,6.92,1.46,20.27,0.8,2.63
hsa-miR-377-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,1.45,0.0,0.0
hsa-miR-378a-3p,26.55,47.06,63.19,60.35,13.51,29.76,67.03,87.67,160.54,288.09,79.05,76.34
hsa-miR-378a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.8,0.0
hsa-miR-378c,0.0,5.88,29.79,14.43,3.38,2.38,13.71,4.61,17.51,18.82,0.0,7.9
hsa-miR-378d,7.81,1.47,0.0,20.99,3.38,1.19,6.09,21.92,13.14,11.58,3.99,9.21
hsa-miR-378e,0.0,0.0,1.81,0.0,0.0,1.19,6.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,0.0,2.94,0.9,0.0,0.0,1.19,1.52,1.15,0.0,4.34,1.6,0.0
hsa-miR-379-5p,10.93,2.94,10.83,3.94,1.13,3.57,9.14,20.76,13.14,21.72,3.99,7.9
hsa-miR-380-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.46,5.79,0.0,0.0
hsa-miR-380-5p,0.0,0.0,1.81,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-381-3p,26.55,17.65,30.69,14.43,11.26,14.28,25.9,44.99,11.68,70.94,28.74,10.53
hsa-miR-382-3p,14.06,7.35,9.93,9.18,4.5,4.76,13.71,12.69,4.38,33.3,12.78,1.32
hsa-miR-382-5p,20.3,17.65,39.72,15.74,10.13,32.14,18.28,32.3,17.51,63.7,15.17,9.21
hsa-miR-3909,3.12,0.0,0.0,0.0,0.0,0.0,3.05,1.15,0.0,0.0,0.0,0.0
hsa-miR-3916,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,2.92,0.0,0.0,1.32
hsa-miR-3917,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3928-3p,3.12,0.0,4.51,1.31,1.13,1.19,3.05,2.31,4.38,0.0,0.0,0.0
hsa-miR-3929,1.56,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3934-5p,1.56,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,1.56,2.94,0.0,0.0,1.13,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,644.98,651.55,532.64,497.25,667.78,573.75,1474.61,408.35,756.0,4.34,2.4,0.0
hsa-miR-409-3p,49.97,14.71,42.43,15.74,14.64,20.24,31.99,43.83,61.3,92.65,23.95,21.06
hsa-miR-409-5p,0.0,0.0,1.81,5.25,6.76,1.19,4.57,8.07,2.92,8.69,4.79,7.9
hsa-miR-410-3p,7.81,4.41,5.42,5.25,2.25,9.52,3.05,5.77,1.46,39.09,4.79,5.26
hsa-miR-411-3p,0.0,2.94,4.51,2.62,0.0,0.0,1.52,2.31,2.92,5.79,0.8,0.0
hsa-miR-411-5p,7.81,13.24,4.51,7.87,1.13,3.57,7.62,9.23,5.84,20.27,3.99,6.58
hsa-miR-412-5p,12.49,5.88,16.25,2.62,11.26,10.71,13.71,10.38,17.51,36.19,10.38,2.63
hsa-miR-421,0.0,0.0,0.0,2.62,0.0,2.38,1.52,2.31,5.84,13.03,1.6,0.0
hsa-miR-423-3p,520.04,173.55,507.36,688.8,156.53,249.97,737.31,460.25,1199.67,97.0,33.54,25.01
hsa-miR-423-5p,134.3,482.42,121.87,291.26,254.5,765.4,41.13,598.68,469.94,234.53,669.91,585.69
hsa-miR-424-3p,6.25,7.35,3.61,2.62,0.0,3.57,1.52,4.61,10.22,63.7,11.18,5.26
hsa-miR-424-5p,10.93,16.18,11.74,7.87,4.5,1.19,7.62,8.07,11.68,68.04,9.58,13.16
hsa-miR-425-3p,3.12,2.94,3.61,5.25,0.0,1.19,0.0,1.15,0.0,8.69,0.8,0.0
hsa-miR-425-5p,12.49,0.0,1.81,5.25,1.13,2.38,3.05,6.92,11.68,7.24,3.19,2.63
hsa-miR-4283,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4306,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-431-3p,6.25,14.71,14.44,18.37,7.88,4.76,9.14,15.0,32.11,13.03,7.19,2.63
hsa-miR-431-5p,3.12,1.47,1.81,3.94,2.25,2.38,1.52,3.46,10.22,0.0,0.0,0.0
hsa-miR-4313,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-3p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-5p,7.81,11.77,25.28,9.18,10.13,9.52,7.62,9.23,37.95,60.8,13.57,9.21
hsa-miR-4326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-433-3p,10.93,5.88,8.12,1.31,5.63,8.33,3.05,5.77,8.76,24.61,9.58,13.16
hsa-miR-4421,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4425,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-3p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4433b-5p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
hsa-miR-4449,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4466,0.0,1.47,0.9,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-4474-3p,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.32
hsa-miR-4485-3p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,7.24,0.8,0.0
hsa-miR-4488,17.18,13.24,36.11,7.87,7.88,15.47,35.04,18.46,16.05,2.9,3.99,2.63
hsa-miR-4492,6.25,4.41,9.03,2.62,3.38,2.38,21.33,5.77,1.46,0.0,0.0,0.0
hsa-miR-4497,10.93,10.3,25.28,9.18,21.4,3.57,39.61,18.46,33.57,0.0,0.8,1.32
hsa-miR-449c-5p,31.23,51.48,3.61,35.42,16.89,38.09,19.8,17.3,13.14,21.72,6.39,30.27
hsa-miR-4500,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-4508,6.25,5.88,13.54,1.31,7.88,8.33,28.94,9.23,11.68,0.0,0.8,0.0
hsa-miR-450a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-450a-2-3p,0.0,1.47,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-450a-5p,7.81,1.47,3.61,7.87,4.5,13.09,3.05,8.07,5.84,40.54,7.19,15.79
hsa-miR-450b-5p,9.37,0.0,6.32,5.25,5.63,7.14,4.57,3.46,10.22,34.74,4.79,6.58
hsa-miR-4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0
hsa-miR-4512,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4516,7.81,5.88,11.74,15.74,9.01,8.33,25.9,5.77,16.05,23.16,16.77,18.43
hsa-miR-451a,51.54,47.06,118.26,44.61,5.63,5.95,35.04,143.04,14.59,123.05,9.58,9.21
hsa-miR-452-3p,1.56,0.0,0.0,0.0,0.0,0.0,1.52,1.15,0.0,1.45,0.0,1.32
hsa-miR-452-5p,3.12,2.94,1.81,0.0,2.25,2.38,6.09,5.77,2.92,4.34,0.0,1.32
hsa-miR-4527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-454-3p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,4.38,2.9,0.8,1.32
hsa-miR-454-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-455-3p,3.12,1.47,2.71,0.0,2.25,2.38,0.0,5.77,1.46,2.9,0.0,0.0
hsa-miR-455-5p,4.69,14.71,8.12,3.94,2.25,3.57,9.14,3.46,7.3,5.79,3.99,1.32
hsa-miR-4638-3p,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0,1.31,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4645-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-4649-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-4656,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-466,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4665-5p,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,2.92,0.0,0.0,1.32
hsa-miR-4677-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-4682,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4683,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4687-3p,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0
hsa-miR-4710,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4725-5p,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4732-3p,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4742-3p,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4743-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-4745-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.8,0.0
hsa-miR-4749-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4750-5p,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4755-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
hsa-miR-4785,0.0,0.0,0.9,0.0,1.13,0.0,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-4787-3p,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-4788,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
hsa-miR-4793-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0
hsa-miR-483-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0
hsa-miR-483-5p,1.56,4.41,0.0,0.0,1.13,1.19,3.05,2.31,10.22,1.45,0.0,0.0
hsa-miR-484,12.49,5.88,9.03,13.12,6.76,14.28,7.62,8.07,10.22,33.3,3.99,1.32
hsa-miR-485-3p,0.0,4.41,3.61,2.62,2.25,2.38,1.52,1.15,2.92,4.34,2.4,1.32
hsa-miR-485-5p,1.56,0.0,2.71,0.0,0.0,1.19,0.0,0.0,5.84,1.45,0.0,1.32
hsa-miR-486-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0
hsa-miR-486-5p,18.74,10.3,36.11,2.62,3.38,1.19,0.0,31.15,58.38,26.06,4.79,10.53
