miRNA,SRR19171704,SRR19171705,SRR19171706,SRR19171707,SRR19171708,SRR19171709,SRR19171710,SRR19171711,SRR19171712,SRR19171713,SRR19171714,SRR19171715,SRR19171716,SRR19171717,SRR19171718
hsa-miR-12136,3.44,0.0,0.0,3.89,10.7,7.69,0.5,1.65,1.11,0.73,3.09,2.48,0.67,2.31,2.27
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-122-5p,0.0,0.0,0.0,96.7,29.87,93.87,16.94,250.25,50.16,109.61,140.32,10.63,3.37,169.33,274.19
hsa-miR-1226-3p,0.0,0.0,0.0,2.43,0.0,1.03,2.99,2.76,2.23,0.36,0.44,0.35,0.67,0.58,0.76
hsa-miR-1226-5p,0.0,0.0,0.0,0.97,0.45,0.0,1.0,0.55,0.0,0.36,0.0,0.71,0.0,0.58,0.76
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.45,0.0,0.5,0.0,0.0,0.36,1.77,0.35,0.0,0.58,0.76
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.88,0.0,0.0,0.58,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.97,1.34,1.03,1.0,0.55,0.56,1.45,0.0,0.0,0.0,0.0,0.76
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.58,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.32,0.71,0.67,0.0,0.76
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.49,0.0,0.0,0.0,1.1,1.11,0.0,0.0,1.42,0.0,0.58,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,3.56,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-1246,17.18,7.12,6.19,1756.63,1964.77,1830.78,760.64,642.71,721.72,157.16,136.79,125.12,40.41,69.93,65.9
hsa-miR-1247-5p,0.0,3.56,0.0,0.49,0.0,0.0,1.0,1.65,0.0,1.81,2.65,2.84,0.0,0.0,0.76
hsa-miR-1248,0.0,0.0,0.0,6.8,2.23,6.67,2.99,1.65,3.34,1.09,0.88,1.42,0.67,2.31,1.51
hsa-miR-1249-3p,0.0,0.0,0.0,17.98,8.02,12.31,2.99,4.41,4.46,2.54,5.3,6.03,10.1,13.29,15.15
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,8.26,4.46,6.16,1.99,2.2,1.11,0.0,0.0,0.0,2.69,1.73,3.79
hsa-miR-1255b-5p,0.0,0.0,0.0,0.97,0.0,2.05,0.5,0.0,0.56,0.36,0.44,0.71,0.67,1.16,0.76
hsa-miR-1256,0.0,0.0,0.0,0.49,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,6.87,3.56,3.09,9.23,9.81,9.75,18.93,15.99,16.72,29.04,28.24,27.65,21.55,30.05,15.91
hsa-miR-125a-5p,185.51,188.64,111.36,268.72,210.88,223.65,656.53,288.28,613.04,735.72,647.77,638.71,348.92,280.29,345.38
hsa-miR-125b-1-3p,41.22,17.8,9.28,0.0,0.0,0.0,0.0,0.0,0.0,2.54,2.21,3.54,25.6,21.38,32.57
hsa-miR-125b-2-3p,3.44,0.0,0.0,0.49,0.0,0.51,0.5,0.55,0.0,1.81,2.65,1.06,1.35,1.16,0.76
hsa-miR-125b-5p,278.26,163.73,167.05,18.95,14.27,5.13,23.91,8.82,21.74,185.84,154.88,158.79,180.52,125.99,168.15
hsa-miR-126-3p,20.61,17.8,27.84,535.98,637.09,507.84,332.75,299.86,291.47,629.01,612.03,559.67,1142.39,1051.82,887.7
hsa-miR-126-5p,0.0,0.0,3.09,13.61,17.83,18.98,6.48,4.96,6.13,20.33,22.95,21.98,20.88,25.43,20.45
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.51,2.49,1.1,1.11,1.45,0.44,1.06,3.37,2.31,1.51
hsa-miR-1262,0.0,0.0,0.0,0.97,1.78,2.56,0.5,0.55,0.0,2.18,2.65,3.19,0.0,0.58,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.45,0.0,0.5,0.0,2.23,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,4.01,13.34,1.0,16.54,18.39,3.63,1.77,3.9,0.67,4.05,0.0
hsa-miR-1268b,0.0,0.0,0.0,16.52,12.48,0.51,16.44,1.65,3.9,0.0,4.41,0.71,4.04,0.58,10.6
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,65.27,56.95,43.31,25.27,29.87,29.75,19.43,21.5,15.05,44.28,42.36,38.63,56.58,56.64,49.99
hsa-miR-127-5p,3.44,0.0,0.0,0.0,0.89,1.03,0.5,0.0,0.0,0.36,0.0,0.0,0.0,0.58,0.0
hsa-miR-1271-3p,0.0,0.0,0.0,1.46,5.8,1.03,1.0,1.1,1.67,0.73,0.44,0.71,2.02,0.0,2.27
hsa-miR-1271-5p,6.87,0.0,0.0,25.75,14.27,21.03,4.98,5.51,13.93,16.7,8.83,11.34,32.33,36.99,30.3
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.45,2.05,0.0,0.55,0.0,1.45,0.88,3.19,0.67,0.0,0.76
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.36,0.0,0.0,0.67,0.0,0.76
hsa-miR-1275,0.0,0.0,0.0,1.94,4.9,4.1,2.99,5.51,3.34,10.89,16.77,10.63,16.17,21.38,30.3
hsa-miR-1276,0.0,0.0,0.0,0.49,0.45,0.0,1.0,1.65,0.0,1.81,0.44,0.35,2.02,1.16,2.27
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.56,1.81,0.88,0.35,0.0,0.58,0.0
hsa-miR-1278,0.0,3.56,0.0,6.32,5.8,6.16,4.48,3.86,6.13,4.72,4.85,2.48,1.35,2.89,1.51
hsa-miR-128-1-5p,0.0,0.0,0.0,0.97,1.78,1.03,2.99,1.1,0.56,0.0,0.0,0.35,1.35,0.58,0.0
hsa-miR-128-3p,168.33,160.17,86.62,586.03,621.48,492.96,1118.8,996.04,955.23,450.43,383.9,359.41,736.9,721.25,837.71
hsa-miR-1283,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.73,0.88,0.71,0.0,0.0,0.0
hsa-miR-1284,0.0,0.0,0.0,0.97,0.0,0.51,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,8.26,8.92,7.18,6.97,3.86,4.46,22.87,22.5,13.11,9.43,4.62,9.85
hsa-miR-1285-5p,0.0,0.0,0.0,8.26,8.47,6.67,4.48,9.37,3.34,10.89,8.83,19.14,7.41,9.25,8.33
hsa-miR-1286,0.0,0.0,0.0,0.49,1.34,1.54,0.0,0.55,0.0,0.0,0.44,0.35,0.0,1.16,0.76
hsa-miR-1287-5p,0.0,0.0,0.0,3.89,5.8,5.13,2.49,0.55,0.56,8.35,15.44,9.57,7.41,6.94,6.82
hsa-miR-1288-3p,0.0,0.0,0.0,0.49,0.0,0.51,1.0,1.1,0.56,0.0,0.44,0.0,0.0,0.58,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.97,0.45,0.0,1.0,0.0,0.56,0.0,0.0,0.0,0.0,0.58,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,1.16,0.0
hsa-miR-129-5p,3.44,3.56,0.0,13.61,7.58,7.69,8.97,7.72,5.57,9.44,7.5,4.96,18.19,18.49,25.75
hsa-miR-1290,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,2.43,2.23,1.54,0.0,0.0,1.11,1.45,1.77,0.71,0.67,0.58,3.03
hsa-miR-1292-3p,0.0,0.0,0.0,0.49,0.45,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.76
hsa-miR-1292-5p,3.44,0.0,0.0,6.32,8.02,8.21,5.48,2.2,5.02,9.8,10.59,3.9,6.06,6.36,13.63
hsa-miR-1293,6.87,3.56,0.0,5.83,6.24,4.1,8.97,5.51,6.69,4.36,3.53,3.54,3.37,5.78,3.03
hsa-miR-1294,3.44,0.0,0.0,0.49,0.0,0.51,0.0,0.0,0.0,1.45,0.44,0.35,0.0,0.58,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.97,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.0,0.97,0.45,0.0,0.0,0.55,0.56,0.73,0.0,0.0,0.0,0.58,0.0
hsa-miR-1296-5p,0.0,3.56,0.0,12.15,8.92,9.23,10.46,9.37,9.47,19.6,19.42,17.37,12.8,12.71,15.15
hsa-miR-1297,0.0,0.0,0.0,0.97,0.0,0.51,0.0,0.0,1.11,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.49,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
hsa-miR-1301-3p,13.74,3.56,0.0,61.23,49.04,42.58,20.92,23.15,27.31,5.44,7.94,5.67,25.6,22.54,25.75
hsa-miR-1302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,0.0,0.0,21.38,43.25,27.7,21.42,12.13,16.16,18.15,18.97,13.11,22.23,20.23,28.02
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.55,0.0,0.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,2.43,0.89,0.51,0.5,0.55,0.0,6.9,6.62,7.09,6.06,7.51,6.06
hsa-miR-1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,1.94,2.23,2.05,0.5,1.1,1.11,1.09,1.77,1.42,3.37,3.47,3.03
hsa-miR-1306-5p,0.0,0.0,0.0,4.37,3.57,2.56,3.49,1.65,1.11,0.73,0.0,0.35,2.69,1.16,0.0
hsa-miR-1307-3p,99.62,103.22,64.96,362.02,271.96,352.41,319.3,248.04,258.04,352.43,348.15,330.7,592.08,429.4,516.56
hsa-miR-1307-5p,0.0,0.0,0.0,57.34,52.61,72.84,21.92,41.89,24.52,30.85,25.59,36.15,28.29,38.14,36.36
hsa-miR-130a-3p,3.44,7.12,0.0,11.18,10.7,12.31,8.97,3.31,11.15,66.42,54.28,62.38,33.68,41.61,49.99
hsa-miR-130a-5p,0.0,0.0,0.0,0.49,1.34,1.03,1.0,0.55,0.0,3.99,2.21,4.25,2.69,4.62,3.03
hsa-miR-130b-3p,0.0,0.0,0.0,26.24,37.45,32.32,21.92,11.58,24.52,8.71,7.5,8.15,16.84,20.81,21.21
hsa-miR-130b-5p,3.44,0.0,6.19,15.06,17.39,13.34,25.4,19.29,25.64,4.36,2.21,2.48,14.15,9.25,7.57
hsa-miR-132-3p,3.44,0.0,0.0,32.07,40.57,32.83,80.7,35.83,74.68,7.62,3.97,5.67,21.55,28.32,24.99
hsa-miR-132-5p,0.0,0.0,0.0,6.8,8.47,6.67,29.39,23.15,24.52,4.36,3.97,2.13,6.06,6.94,9.85
hsa-miR-1322,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1323,0.0,0.0,0.0,1.46,0.89,0.51,0.0,0.0,0.0,0.0,0.44,0.71,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.97,4.46,3.08,0.5,0.0,0.56,2.18,1.32,1.06,0.67,1.16,0.76
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,37.79,17.8,15.47,0.0,0.45,0.0,0.5,0.0,0.56,0.36,0.0,0.35,13.47,24.85,9.85
hsa-miR-1343-3p,0.0,0.0,0.0,1.46,0.89,0.51,1.0,1.1,1.11,2.54,2.65,3.54,3.37,3.47,2.27
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.58,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,3.89,2.67,3.59,0.5,0.0,1.11,1.09,2.21,2.13,3.37,6.36,5.3
hsa-miR-135b-5p,6.87,3.56,3.09,102.53,84.26,115.93,24.91,20.39,26.75,118.33,118.26,126.54,125.29,137.55,143.15
hsa-miR-136-3p,3.44,7.12,3.09,1.46,4.46,4.62,0.5,2.76,1.67,1.81,2.21,1.42,0.67,1.16,1.51
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.45,0.51,1.0,0.0,0.56,1.45,1.77,2.84,0.67,1.16,3.03
hsa-miR-137-3p,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.58,0.76
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.51,3.49,1.1,1.11,2.18,1.77,0.35,1.35,0.58,0.76
hsa-miR-138-5p,0.0,3.56,0.0,2.43,3.12,2.56,43.34,19.84,44.59,45.37,50.3,53.88,39.74,36.99,48.47
hsa-miR-139-3p,3.44,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,2.18,0.88,1.42,1.35,0.58,2.27
hsa-miR-139-5p,3.44,10.68,12.37,20.89,23.18,12.31,14.45,35.83,14.49,99.81,91.78,88.61,107.1,86.11,86.35
hsa-miR-140-3p,6.87,17.8,0.0,51.02,70.0,57.45,65.75,68.9,74.12,75.13,83.4,77.62,80.83,129.45,77.26
hsa-miR-140-5p,3.44,7.12,6.19,7.77,14.27,6.67,16.94,6.61,20.62,26.13,22.95,24.1,14.15,12.71,21.21
hsa-miR-141-3p,0.0,0.0,6.19,161.33,135.09,154.92,253.55,140.56,288.69,146.64,131.05,182.18,65.34,76.29,81.8
hsa-miR-141-5p,0.0,0.0,0.0,12.15,24.97,16.93,22.42,14.88,17.28,17.79,19.42,17.01,5.39,11.56,11.36
hsa-miR-142-3p,0.0,0.0,0.0,13.61,15.16,20.52,10.46,9.37,16.72,35.57,32.21,31.19,23.58,23.69,22.72
hsa-miR-142-5p,0.0,0.0,0.0,20.41,29.42,28.73,20.92,22.05,21.18,47.55,49.42,38.63,65.34,52.59,44.69
hsa-miR-143-3p,3.44,0.0,0.0,138.49,187.25,122.6,115.57,150.48,108.12,229.03,223.72,174.03,254.61,344.44,265.85
hsa-miR-143-5p,0.0,0.0,0.0,0.97,0.45,0.51,0.0,0.0,0.0,0.0,0.0,0.35,1.35,0.0,0.76
hsa-miR-144-3p,0.0,0.0,0.0,16.04,36.11,33.34,13.45,11.02,18.39,60.25,67.07,66.28,44.46,43.92,30.3
hsa-miR-144-5p,0.0,0.0,0.0,12.63,8.92,16.41,4.98,4.96,6.69,17.42,21.62,21.27,20.88,21.96,10.6
hsa-miR-145-3p,0.0,0.0,0.0,0.49,0.45,0.51,0.5,0.0,0.56,0.36,0.0,0.71,3.37,1.16,0.76
hsa-miR-145-5p,0.0,0.0,0.0,0.97,0.0,1.03,1.0,0.0,0.0,3.27,1.32,1.06,0.67,1.73,2.27
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.45,0.0,1.0,0.0,0.56,0.36,0.0,0.71,0.67,0.58,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.58,0.0
hsa-miR-146a-5p,27.48,32.03,27.84,2.92,2.67,3.59,1.99,0.55,3.9,1.45,2.21,3.54,209.48,317.86,328.72
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.44,1.77,0.0,0.0,0.76
hsa-miR-146b-5p,61.84,24.91,27.84,131.2,146.68,140.55,190.29,224.89,176.67,109.61,96.64,114.49,101.71,171.64,155.27
hsa-miR-147b-3p,0.0,0.0,0.0,17.49,15.16,14.88,5.48,6.06,5.57,2.18,5.74,5.32,78.81,102.87,99.22
hsa-miR-147b-5p,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.31,5.3
hsa-miR-148a-3p,2524.97,1373.87,1286.87,15122.06,17332.02,15736.85,17952.09,28577.52,18122.15,19276.09,17910.32,15254.59,2849.25,4127.53,3949.95
