miRNA,SRR25411195,SRR25411196,SRR25411197,SRR25411198,SRR25411199,SRR25411200,SRR25411201,SRR25411202,SRR25411203,SRR25411204,SRR25411205,SRR25411206,SRR25411207,SRR25411208,SRR25411209,SRR25411210
hsa-let-7a-5p,94.0,167.0,2620.0,457.0,29.0,1670.0,3347.0,2761.0,84.0,690.0,1202.0,149.0,1982.0,7909.0,7066.0,30043.0
hsa-let-7b-5p,11625.0,160080.0,93081.0,9123.0,5665.0,22886.0,74797.0,29659.0,16584.0,9246.0,11871.0,27100.0,33531.0,135384.0,58115.0,279230.0
hsa-let-7c-3p,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,652.0,8906.0,16.0,54.0,307.0,260.0,24.0,96.0,803.0,39.0,48.0,2888.0,6.0,246.0,392.0,1252.0
hsa-let-7d-3p,0.0,25.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-let-7d-5p,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0
hsa-let-7e-5p,5.0,26.0,21.0,6.0,3.0,4.0,38.0,24.0,0.0,3.0,35.0,8.0,10.0,12.0,15.0,11.0
hsa-let-7f-5p,17.0,269.0,344.0,256.0,150.0,173.0,522.0,113.0,234.0,147.0,380.0,361.0,470.0,73.0,65.0,834.0
hsa-let-7g-5p,0.0,0.0,1.0,0.0,0.0,0.0,19.0,20.0,28.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0
hsa-let-7i-5p,2.0,96.0,155.0,1.0,41.0,2.0,84.0,33.0,56.0,62.0,93.0,235.0,1.0,152.0,312.0,453.0
hsa-miR-1-3p,0.0,274.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,0.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-101-3p,359.0,2569.0,2258.0,542.0,772.0,1130.0,2788.0,2255.0,527.0,807.0,659.0,1866.0,651.0,213.0,307.0,1446.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
hsa-miR-103a-3p,2610.0,3911.0,2650.0,2176.0,1699.0,3498.0,6937.0,6005.0,2348.0,2455.0,3441.0,12150.0,1726.0,2043.0,2897.0,7440.0
hsa-miR-106b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-107,1.0,11.0,21.0,9.0,50.0,2.0,83.0,2.0,36.0,3.0,128.0,208.0,66.0,96.0,2.0,0.0
hsa-miR-10a-5p,1.0,15.0,0.0,16.0,1.0,65.0,920.0,522.0,141.0,1.0,170.0,379.0,0.0,318.0,344.0,68.0
hsa-miR-10b-3p,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,0.0,18.0,19.0,27.0,0.0,1.0,77.0,28.0,11.0,0.0,22.0,0.0,0.0,1.0,0.0,74.0
hsa-miR-1179,0.0,32.0,48.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
hsa-miR-12136,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
hsa-miR-122-5p,46.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1238-3p,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,379.0,3365.0,1696.0,388.0,138.0,259.0,2217.0,1120.0,597.0,139.0,785.0,787.0,70.0,2966.0,2018.0,1747.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,66.0,1106.0,329.0,57.0,34.0,263.0,890.0,356.0,167.0,136.0,167.0,310.0,116.0,459.0,327.0,284.0
hsa-miR-126-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1268a,39.0,20.0,0.0,27.0,39.0,0.0,0.0,0.0,35.0,14.0,0.0,39.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,146.0,2754.0,4428.0,303.0,232.0,1316.0,7223.0,311.0,516.0,153.0,275.0,255.0,190.0,558.0,240.0,878.0
hsa-miR-127-5p,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,92.0,101.0,97.0,108.0,124.0,285.0,261.0,109.0,363.0,0.0,117.0,225.0,210.0,74.0,930.0,0.0
hsa-miR-1295a,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1304-3p,0.0,16.0,13.0,67.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1307-3p,321.0,16981.0,14539.0,560.0,633.0,98.0,2316.0,347.0,301.0,315.0,587.0,636.0,510.0,2503.0,1303.0,8035.0
hsa-miR-130a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,54.0,57.0,0.0,21.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0
hsa-miR-132-5p,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,2.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0
hsa-miR-1343-5p,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
