miRNA,SRR11993929,SRR11993930,SRR11993931
hsa-let-7a-3p,77.03,2.4,2.3
hsa-let-7a-5p,144.48,126.26,28.99
hsa-let-7b-3p,6.7,0.0,0.84
hsa-let-7b-5p,148.31,18.46,81.61
hsa-let-7c-3p,0.0,0.0,0.07
hsa-let-7c-5p,4.31,13.33,339.11
hsa-let-7d-3p,65.07,6.29,24.6
hsa-let-7d-5p,23.92,4.97,22.3
hsa-let-7e-3p,2.87,0.66,0.42
hsa-let-7e-5p,10.05,14.08,5.51
hsa-let-7f-1-3p,2.39,0.0,0.35
hsa-let-7f-2-3p,1.91,0.41,0.21
hsa-let-7f-5p,212.9,87.76,74.78
hsa-let-7g-3p,12.44,0.17,0.35
hsa-let-7g-5p,945.84,151.6,69.62
hsa-let-7i-3p,8.61,0.5,1.05
hsa-let-7i-5p,348.77,180.57,258.48
hsa-miR-100-5p,1.91,0.5,13.59
hsa-miR-101-3p,537.27,1611.76,130.67
hsa-miR-101-5p,0.96,2.24,1.32
hsa-miR-10394-3p,0.96,0.0,0.0
hsa-miR-10395-3p,0.0,0.41,0.0
hsa-miR-10396a-5p,0.0,0.08,0.0
hsa-miR-10396b-3p,0.0,0.08,0.0
hsa-miR-10396b-5p,1.44,0.0,0.0
hsa-miR-10399-3p,0.96,0.0,0.0
hsa-miR-10399-5p,0.96,0.08,0.0
hsa-miR-103a-2-5p,2.39,0.0,0.0
hsa-miR-103a-3p,751.12,1726.43,99.59
hsa-miR-10401-3p,3.35,17.22,0.0
hsa-miR-10401-5p,0.0,0.25,0.0
hsa-miR-105-3p,0.0,0.08,0.0
hsa-miR-105-5p,0.0,0.33,0.0
hsa-miR-10527-5p,0.0,0.0,0.07
hsa-miR-106a-5p,0.0,2.65,0.07
hsa-miR-106b-3p,60.76,189.35,4.32
hsa-miR-106b-5p,266.48,75.67,8.36
hsa-miR-107,147.35,13.25,0.7
hsa-miR-10a-3p,0.0,0.0,3.97
hsa-miR-10a-5p,3.83,8.61,3734.31
hsa-miR-10b-3p,0.0,0.0,0.07
hsa-miR-10b-5p,9735.4,76.01,731.32
hsa-miR-11399,0.48,0.17,0.0
hsa-miR-11401,0.0,0.25,0.0
hsa-miR-1179,0.96,5.13,0.0
hsa-miR-1180-3p,6.22,39.66,0.0
hsa-miR-1180-5p,0.0,0.08,0.0
hsa-miR-1185-1-3p,4.31,0.5,0.0
hsa-miR-1185-2-3p,0.48,0.08,0.0
hsa-miR-1185-5p,0.96,0.0,0.0
hsa-miR-1197,9.09,0.17,0.0
hsa-miR-12136,0.48,0.08,0.0
hsa-miR-1224-5p,0.0,0.17,0.0
hsa-miR-1225-3p,0.0,0.08,0.0
hsa-miR-1226-3p,0.48,0.0,0.0
hsa-miR-1226-5p,0.48,0.0,0.0
hsa-miR-1227-3p,0.0,0.08,0.0
hsa-miR-1229-3p,0.48,0.0,0.0
hsa-miR-124-3p,42.58,252.27,0.07
hsa-miR-124-5p,0.96,10.18,0.0
hsa-miR-1243,0.0,2.15,0.0
hsa-miR-1246,135.87,1881.51,0.0
hsa-miR-1247-5p,3.83,0.0,0.0
hsa-miR-1248,0.48,0.08,0.0
hsa-miR-1249-3p,0.0,0.0,0.56
hsa-miR-1250-5p,1.44,3.31,0.0
hsa-miR-1252-5p,0.48,0.25,0.0
hsa-miR-1253,0.0,0.08,0.0
hsa-miR-1255a,0.0,0.25,0.0
hsa-miR-1256,0.0,0.08,0.0
hsa-miR-125a-3p,2.39,2.65,1.81
hsa-miR-125a-5p,102.38,54.98,47.25
hsa-miR-125b-1-3p,0.0,0.0,40.28
hsa-miR-125b-2-3p,0.0,0.0,1.74
hsa-miR-125b-5p,0.0,0.25,101.96
hsa-miR-126-3p,0.48,5.3,0.14
hsa-miR-126-5p,40.67,271.48,11.22
hsa-miR-1260b,0.96,0.0,0.0
hsa-miR-1261,0.0,0.0,0.07
hsa-miR-1262,0.0,0.75,0.0
hsa-miR-1263,0.0,0.08,0.0
hsa-miR-1266-5p,5.74,1.32,0.0
hsa-miR-1267,2.39,0.0,0.0
hsa-miR-1268b,0.0,0.25,0.0
hsa-miR-127-3p,11.0,8.03,0.0
hsa-miR-127-5p,14.83,1.74,0.0
hsa-miR-1271-3p,0.0,0.17,0.0
hsa-miR-1271-5p,2.87,0.58,0.0
hsa-miR-1273h-5p,0.0,0.75,0.0
hsa-miR-1276,3.35,2.98,0.0
hsa-miR-1277-3p,0.0,0.08,0.0
hsa-miR-1277-5p,0.0,0.08,0.0
hsa-miR-1278,0.0,0.25,0.0
hsa-miR-128-1-5p,0.0,3.48,0.07
hsa-miR-128-3p,146.4,100.6,18.96
hsa-miR-1283,0.0,0.08,0.0
hsa-miR-1285-3p,11.0,16.89,0.0
hsa-miR-1285-5p,0.0,4.64,0.0
hsa-miR-1286,11.0,39.33,0.0
hsa-miR-1287-5p,4.78,0.08,0.0
hsa-miR-1289,0.0,0.08,0.0
hsa-miR-129-1-3p,0.0,0.17,0.07
hsa-miR-129-2-3p,0.0,0.0,2.02
hsa-miR-129-5p,1.44,27.98,3.9
hsa-miR-1291,0.48,0.58,0.0
hsa-miR-1292-5p,1.44,0.0,0.0
hsa-miR-1294,0.0,0.08,0.0
hsa-miR-1295a,0.0,0.08,0.0
hsa-miR-1296-3p,0.0,0.91,0.0
hsa-miR-1296-5p,14.83,64.66,0.0
hsa-miR-1301-3p,5.26,2.32,0.0
hsa-miR-1303,0.48,2.57,0.0
hsa-miR-1304-3p,11.0,0.08,0.0
hsa-miR-1304-5p,0.0,0.08,0.0
hsa-miR-1306-3p,0.0,0.41,0.14
hsa-miR-1306-5p,5.26,2.15,0.42
hsa-miR-1307-3p,23.44,34.03,0.0
hsa-miR-1307-5p,665.96,232.82,0.0
hsa-miR-130a-3p,432.49,10.1,105.16
hsa-miR-130a-5p,0.0,0.0,0.07
hsa-miR-130b-3p,557.84,738.94,0.14
hsa-miR-130b-5p,7.18,4.14,0.0
hsa-miR-132-3p,7.18,32.21,0.56
hsa-miR-132-5p,0.0,0.33,0.0
hsa-miR-1322,0.48,0.0,0.0
hsa-miR-133a-3p,0.48,6.87,5.92
hsa-miR-134-5p,19.62,1.41,0.0
hsa-miR-1343-3p,0.48,0.17,0.0
hsa-miR-135a-3p,0.0,0.08,0.0
hsa-miR-135b-3p,0.48,0.08,0.0
hsa-miR-136-3p,89.94,14.57,0.0
hsa-miR-136-5p,12.92,1.16,0.0
hsa-miR-137-3p,12.92,0.0,0.0
hsa-miR-138-1-3p,11.96,0.0,0.0
hsa-miR-138-2-3p,0.0,0.0,0.07
hsa-miR-138-5p,204.76,0.99,1.46
hsa-miR-139-3p,0.0,0.17,0.0
hsa-miR-139-5p,54.06,114.84,0.42
hsa-miR-140-3p,93.29,299.63,83.0
hsa-miR-140-5p,0.96,1.24,1.12
