miRNA,SRR26898689,SRR26898688,SRR26898687,SRR26898686,SRR26898685,SRR26898684
hsa-let-7a-3p,0.13,1.48,0.0,0.23,0.0,0.11
hsa-let-7a-5p,7.76,113.24,12.38,50.66,6.15,41.64
hsa-let-7b-3p,0.0,1.67,0.0,0.0,0.0,0.11
hsa-let-7b-5p,20.41,450.91,25.79,55.88,13.32,40.73
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,0.11
hsa-let-7c-5p,3.76,46.93,3.64,4.87,2.19,5.56
hsa-let-7d-3p,0.75,12.69,0.52,3.29,0.29,3.4
hsa-let-7d-5p,0.25,5.21,0.94,2.38,0.73,1.48
hsa-let-7e-3p,0.0,0.3,0.0,0.11,0.0,0.0
hsa-let-7e-5p,0.88,0.79,0.31,0.45,0.15,0.45
hsa-let-7f-1-3p,0.13,0.1,0.0,0.0,0.0,0.0
hsa-let-7f-5p,8.27,36.21,14.98,32.3,9.51,24.28
hsa-let-7g-5p,4.63,18.6,4.99,3.74,3.37,2.16
hsa-let-7i-5p,12.27,24.6,16.02,15.87,15.8,7.38
hsa-miR-1-3p,0.13,0.1,0.0,0.0,0.0,0.0
hsa-miR-100-5p,71.39,1561.51,107.75,156.86,101.11,107.0
hsa-miR-101-3p,0.38,1.28,0.52,0.45,0.44,0.34
hsa-miR-10394-3p,0.13,1.08,0.0,0.23,0.0,0.23
hsa-miR-10395-3p,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.79
hsa-miR-10396a-5p,0.13,0.1,0.0,0.0,0.0,0.11
hsa-miR-10396b-3p,0.0,0.3,0.0,0.0,0.0,0.23
hsa-miR-10396b-5p,0.13,1.97,0.0,0.0,0.0,0.23
hsa-miR-103a-3p,0.25,0.39,0.0,0.45,0.0,0.11
hsa-miR-10401-3p,0.63,0.2,0.1,0.23,0.0,2.27
hsa-miR-10401-5p,0.0,0.59,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,1.13,4.82,0.1,0.23,0.29,0.23
hsa-miR-106b-5p,0.0,0.3,0.1,0.0,0.15,0.0
hsa-miR-107,0.0,0.0,0.21,0.0,0.29,0.0
hsa-miR-10a-3p,0.0,0.2,0.0,0.0,0.15,0.0
hsa-miR-10a-5p,12.52,300.08,22.15,30.83,14.05,33.81
