miRNA,ERR12138325,ERR12138326,ERR12138327,ERR12138328,ERR12138329,ERR12138330,ERR12138331,ERR12138332,ERR12138333,ERR12138334,ERR12138336,ERR12138338,ERR12138339
hsa-let-7a-3p,7.34,4.41,7.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-5p,1433.27,1396.54,1300.06,101.7,69.31,93.89,91.24,98.72,82.56,83.14,20.29,19.21,11.96
hsa-let-7b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-let-7b-5p,46.47,57.27,47.56,0.0,0.0,5.52,5.7,16.45,0.0,0.0,0.0,2.74,0.0
hsa-let-7c-5p,17.12,30.84,13.21,6.36,6.93,5.52,5.7,18.28,7.74,2.68,0.0,0.0,0.0
hsa-let-7d-3p,19.57,4.41,21.14,3.18,3.47,2.76,2.85,0.0,5.16,0.0,0.0,0.0,0.0
hsa-let-7d-5p,53.81,61.68,47.56,9.53,17.33,5.52,8.55,0.0,28.38,10.73,0.0,0.0,0.0
hsa-let-7e-5p,122.29,114.54,147.97,28.6,45.05,33.14,34.22,9.14,5.16,0.0,0.0,2.74,3.99
hsa-let-7f-5p,1264.51,1066.13,1093.96,133.48,145.55,99.42,145.41,54.84,129.01,118.01,14.5,2.74,3.99
hsa-let-7g-5p,1176.46,942.77,1067.53,69.92,114.36,129.79,74.13,87.75,126.43,136.79,17.4,5.49,3.99
hsa-let-7i-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,472.05,493.41,459.78,0.0,24.26,24.85,5.7,20.11,10.32,2.68,0.0,2.74,0.0
hsa-miR-1-3p,0.0,0.0,0.0,9.53,0.0,2.76,0.0,0.0,10.32,5.36,2.9,0.0,3.99
hsa-miR-100-5p,7457.41,7084.01,6788.34,28.6,6.93,38.66,8.55,18.28,33.54,45.6,40.59,38.42,55.82
hsa-miR-101-3p,75.82,61.68,105.7,292.38,526.75,190.55,712.82,25.59,87.72,123.38,321.81,142.69,175.43
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,5.49,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,110.06,704.88,1101.88,3584.89,4220.96,347.95,407.73,80.44,774.04,1834.54,2096.13,1725.94,1200.11
hsa-miR-10401-3p,0.0,0.0,0.0,6.36,3.47,2.76,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-105-3p,0.0,0.0,0.0,9.53,0.0,5.52,2.85,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,368.66,391.6,386.62,364.96,12.8,15.48,24.14,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,5.36,0.0,0.0,3.99
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,6.93,0.0,14.26,14.63,10.32,50.96,69.58,30.18,27.91
hsa-miR-106b-3p,9.78,8.81,13.21,41.32,55.45,57.99,25.66,42.05,18.06,112.65,57.98,13.72,43.86
hsa-miR-106b-5p,14.68,8.81,34.35,111.23,103.96,80.08,159.67,18.28,54.18,195.79,121.77,63.11,59.81
hsa-miR-107,22.01,4.41,2.64,31.78,86.64,55.23,39.92,0.0,0.0,16.09,2.9,8.23,3.99
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,2.68,0.0,0.0,0.0
hsa-miR-10a-5p,9.78,8.81,13.21,19.07,24.26,24.85,28.51,382.08,570.21,1432.23,55.09,2.74,0.0
hsa-miR-10b-5p,926.98,665.23,705.52,60.38,55.45,44.18,39.92,118.83,350.9,769.75,57.98,24.7,35.88
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,15.89,0.0,2.76,14.26,10.97,10.32,13.41,8.7,2.74,15.95
hsa-miR-1180-3p,2.45,0.0,2.64,9.53,0.0,2.76,0.0,0.0,5.16,2.68,8.7,0.0,3.99
hsa-miR-1185-1-3p,2.45,8.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,2.45,13.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,2.58,0.0,5.8,2.74,0.0
hsa-miR-12120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-12136,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,5.8,16.46,15.95
hsa-miR-122-5p,2.45,0.0,0.0,12.71,3.47,0.0,0.0,5.48,12.9,8.05,2.9,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,3.18,0.0,8.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,6.93,5.52,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,15.89,38.12,24.85,17.11,0.0,0.0,0.0,2.9,16.46,7.97
hsa-miR-124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,3.99
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-1245a,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,24.26,13.81,8.55,3.66,5.16,8.05,17.4,5.49,19.94
hsa-miR-1247-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,9.53,3.47,2.76,17.11,117.0,110.95,120.69,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,4.41,2.64,9.53,3.47,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,459.82,409.71,380.51,1223.57,1195.59,1275.83,1151.91,840.94,903.05,976.27,292.82,389.64,346.87
hsa-miR-125b-1-3p,4.89,4.41,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-125b-2-3p,0.0,0.0,7.93,0.0,0.0,0.0,0.0,0.0,0.0,13.41,0.0,0.0,3.99
hsa-miR-125b-5p,3945.16,4110.31,3826.2,181.15,145.55,179.5,96.94,323.58,304.46,249.43,92.77,101.53,99.68
hsa-miR-126-3p,44.03,26.43,36.99,47.67,58.91,85.61,85.54,36.56,87.72,174.33,34.79,8.23,27.91
hsa-miR-126-5p,31.8,26.43,26.42,76.27,27.72,71.8,79.84,34.73,100.63,139.47,23.19,8.23,11.96
hsa-miR-1260b,0.0,4.41,5.28,0.0,0.0,5.52,0.0,20.11,10.32,5.36,5.8,8.23,0.0
hsa-miR-1262,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.39,67.08,227.98,2.9,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,4.41,0.0,0.0,3.47,2.76,2.85,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,5.16,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,7.97
hsa-miR-127-3p,78.27,88.11,132.12,0.0,0.0,2.76,0.0,9.14,5.16,0.0,11.6,16.46,23.92
hsa-miR-127-5p,29.35,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-1271-5p,0.0,0.0,7.93,6.36,3.47,11.05,8.55,10.97,0.0,2.68,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-128-3p,53.81,44.05,76.63,187.51,159.41,118.75,159.67,60.33,95.46,268.21,101.47,90.55,55.82
hsa-miR-1283,0.0,0.0,0.0,9.53,3.47,0.0,2.85,0.0,0.0,0.0,23.19,27.44,7.97
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,17.33,0.0,2.85,0.0,2.58,0.0,0.0,2.74,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,0.0,2.76,0.0,1.83,7.74,0.0,0.0,0.0,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,4.89,4.41,13.21,25.42,10.4,38.66,31.36,18.28,15.48,53.64,20.29,16.46,15.95
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,3.99
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,28.6,3.47,22.09,17.11,0.0,0.0,0.0,5.8,0.0,3.99
hsa-miR-1303,0.0,0.0,0.0,12.71,0.0,2.76,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,6.93,16.57,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,2.58,8.05,5.8,5.49,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,0.0,5.52,0.0,7.31,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,3.18,6.93,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,7.34,13.22,0.0,19.07,38.12,52.47,14.26,12.8,7.74,13.41,5.8,5.49,0.0
hsa-miR-1307-5p,0.0,0.0,5.28,0.0,17.33,11.05,17.11,0.0,5.16,2.68,0.0,0.0,0.0
hsa-miR-130a-3p,9.78,0.0,7.93,12.71,10.4,22.09,28.51,3.66,0.0,16.09,8.7,2.74,0.0
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-130b-3p,2.45,0.0,2.64,114.41,103.96,118.75,108.35,18.28,10.32,13.41,5.8,2.74,15.95
hsa-miR-130b-5p,2.45,8.81,5.28,146.19,155.95,118.75,131.16,31.08,49.02,61.69,11.6,10.98,0.0
hsa-miR-132-3p,2.45,0.0,5.28,0.0,0.0,0.0,2.85,0.0,5.16,0.0,0.0,0.0,0.0
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-1323,0.0,0.0,0.0,251.07,173.27,212.64,256.61,0.0,2.58,0.0,495.77,576.23,394.72
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.45,0.0,2.68,11.6,0.0,0.0
hsa-miR-134-5p,26.9,13.22,10.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,7.74,2.68,2.9,8.23,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.38,109.96,5.8,8.23,3.99
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,46.47,30.84,58.13,37040.69,55617.55,26596.45,64313.23,561.23,1692.57,3939.96,6531.93,3770.18,4353.88
hsa-miR-136-3p,19.57,13.22,15.85,0.0,0.0,5.52,0.0,1.83,0.0,0.0,8.7,2.74,0.0
hsa-miR-136-5p,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-137-3p,24.46,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,3.99
hsa-miR-139-3p,0.0,0.0,0.0,3.18,10.4,16.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,4.41,0.0,111.23,152.48,138.08,139.71,3.66,7.74,0.0,0.0,2.74,0.0
hsa-miR-140-3p,95.39,48.46,66.06,66.74,93.57,60.75,91.24,27.42,25.8,217.25,69.58,76.83,71.77
hsa-miR-140-5p,7.34,4.41,7.93,6.36,17.33,13.81,2.85,0.0,0.0,26.82,5.8,8.23,0.0
hsa-miR-141-3p,0.0,0.0,0.0,38.14,51.98,27.62,99.79,0.0,0.0,0.0,60.88,52.13,43.86
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.0,2.76,5.7,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,4.89,0.0,2.64,0.0,6.93,5.52,2.85,1.83,28.38,8.05,0.0,0.0,0.0
hsa-miR-142-5p,0.0,0.0,5.28,9.53,6.93,5.52,5.7,7.31,2.58,10.73,0.0,0.0,3.99
hsa-miR-143-3p,2560.81,1480.24,2053.15,79.45,31.19,38.66,59.88,32.91,95.46,131.42,20.29,5.49,3.99
hsa-miR-143-5p,4.89,4.41,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-5p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-3p,66.04,39.65,110.98,0.0,0.0,0.0,2.85,23.77,7.74,37.55,17.4,2.74,0.0
hsa-miR-145-5p,117.4,163.0,129.48,0.0,0.0,2.76,0.0,12.8,18.06,26.82,5.8,2.74,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,83.16,4.41,47.56,0.0,0.0,0.0,0.0,0.0,0.0,10.73,5.8,2.74,7.97
hsa-miR-146b-3p,0.0,0.0,0.0,6.36,10.4,5.52,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-146b-5p,2.45,0.0,5.28,158.9,201.0,132.55,233.8,84.09,208.99,364.76,31.89,13.72,23.92
hsa-miR-147b-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-147b-5p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,2.45,0.0,2.64,533.92,568.34,240.25,538.89,74.95,162.55,573.96,275.43,181.1,310.99
hsa-miR-148a-5p,0.0,0.0,0.0,12.71,6.93,13.81,37.07,0.0,0.0,48.28,14.5,8.23,3.99
hsa-miR-148b-3p,4.89,4.41,15.85,63.56,20.79,8.28,54.17,3.66,5.16,59.01,14.5,16.46,51.83
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-149-5p,14.68,35.24,7.93,413.15,329.22,466.7,305.09,34.73,43.86,64.37,31.89,60.37,31.9
hsa-miR-150-5p,2.45,8.81,2.64,12.71,6.93,27.62,2.85,29.25,7.74,29.5,0.0,0.0,0.0
hsa-miR-151a-3p,29.35,44.05,66.06,146.19,131.69,124.27,108.35,16.45,30.96,166.29,72.48,76.83,87.72
hsa-miR-151a-5p,295.95,281.95,369.94,1496.88,1531.74,1190.23,1414.23,177.33,379.28,622.24,298.62,197.56,187.39
hsa-miR-151b,0.0,0.0,0.0,38.14,27.72,46.95,0.0,1.83,5.16,2.68,8.7,0.0,3.99
hsa-miR-152-3p,34.24,26.43,18.5,3.18,3.47,11.05,14.26,3.66,0.0,24.14,5.8,0.0,3.99
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0
hsa-miR-154-3p,2.45,8.81,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,19.21,0.0
hsa-miR-154-5p,4.89,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,4.41,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-15a-5p,7.34,0.0,2.64,19.07,6.93,2.76,17.11,20.11,28.38,56.32,14.5,8.23,3.99
hsa-miR-15b-3p,2.45,0.0,0.0,28.6,3.47,16.57,2.85,0.0,2.58,13.41,2.9,0.0,3.99
hsa-miR-15b-5p,41.58,57.27,55.49,384.55,356.94,220.92,305.09,96.89,154.81,297.71,171.05,139.94,195.37
hsa-miR-16-2-3p,12.23,13.22,10.57,85.81,100.5,71.8,102.65,12.8,38.7,75.1,34.79,16.46,43.86
hsa-miR-16-5p,190.78,193.84,258.96,829.48,693.1,568.88,809.76,376.59,812.74,2556.02,547.95,458.24,506.36
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-17-5p,7.34,13.22,7.93,38.14,10.4,24.85,19.96,29.25,61.92,198.47,43.49,19.21,55.82
hsa-miR-181a-2-3p,26.9,26.43,39.64,12.71,0.0,11.05,11.41,0.0,0.0,0.0,2.9,2.74,0.0
hsa-miR-181a-3p,19.57,13.22,10.57,12.71,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,381.55,409.71,557.55,816.77,745.08,784.28,661.49,31.08,56.76,77.78,31.89,46.65,19.94
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-181b-3p,0.0,0.0,10.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,146.75,114.54,182.33,524.39,325.76,439.09,370.67,0.0,7.74,8.05,5.8,35.67,7.97
hsa-miR-181c-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,2.45,4.41,2.64,19.07,20.79,2.76,11.41,0.0,0.0,0.0,5.8,0.0,0.0
hsa-miR-181d-5p,0.0,0.0,10.57,9.53,10.4,13.81,14.26,0.0,0.0,0.0,5.8,8.23,0.0
hsa-miR-182-3p,0.0,0.0,0.0,0.0,0.0,5.52,2.85,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-182-5p,4.89,17.62,7.93,1973.6,2256.03,1587.89,1933.16,23.77,95.46,193.11,3241.32,2944.25,3070.04
hsa-miR-183-3p,0.0,0.0,0.0,85.81,31.19,19.33,79.84,0.0,0.0,2.68,11.6,16.46,11.96
hsa-miR-183-5p,0.0,4.41,0.0,1433.32,1840.17,1198.51,1382.87,18.28,46.44,109.96,1362.63,968.61,1032.65
hsa-miR-184,0.0,0.0,0.0,3.18,6.93,11.05,0.0,0.0,0.0,0.0,34.79,43.9,63.79
hsa-miR-1843,0.0,0.0,0.0,0.0,0.0,2.76,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-185-5p,17.12,8.81,2.64,31.78,65.84,41.42,48.47,20.11,10.32,29.5,2.9,0.0,3.99
hsa-miR-186-5p,75.82,17.62,55.49,193.86,176.74,91.13,128.31,32.91,79.98,206.52,171.05,142.69,167.46
hsa-miR-187-3p,0.0,0.0,0.0,12.71,13.86,30.38,19.96,0.0,20.64,8.05,2.9,0.0,0.0
hsa-miR-187-5p,0.0,0.0,0.0,9.53,0.0,11.05,14.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,0.0,6.93,8.28,2.85,0.0,2.58,13.41,5.8,0.0,0.0
hsa-miR-18a-5p,2.45,4.41,0.0,0.0,6.93,2.76,22.81,0.0,12.9,13.41,14.5,0.0,0.0
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,3.99
hsa-miR-18b-5p,0.0,0.0,0.0,3.18,0.0,0.0,2.85,0.0,2.58,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,2.45,0.0,0.0,0.0,3.47,0.0,0.0,0.0,7.74,0.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,2.76,2.85,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-191-5p,200.56,118.95,169.11,432.22,426.25,588.21,416.29,219.38,374.12,531.05,330.51,406.1,342.89
hsa-miR-1910-5p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.0
hsa-miR-192-5p,2.45,0.0,2.64,28.6,24.26,30.38,37.07,9.14,121.27,236.02,23.19,2.74,23.92
hsa-miR-193a-5p,9.78,4.41,0.0,0.0,0.0,0.0,0.0,16.45,0.0,13.41,2.9,0.0,0.0
hsa-miR-193b-3p,12.23,4.41,23.78,22.25,3.47,0.0,14.26,3.66,10.32,160.92,8.7,16.46,7.97
hsa-miR-193b-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,12.23,0.0,7.93,54.03,62.38,46.95,85.54,80.44,206.41,415.72,40.59,21.95,51.83
hsa-miR-195-5p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,5.48,5.16,10.73,2.9,0.0,0.0
hsa-miR-196a-5p,0.0,0.0,0.0,41.32,13.86,30.38,14.26,14.63,33.54,77.78,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,20.11,20.64,160.92,2.9,8.23,0.0
hsa-miR-197-3p,9.78,4.41,21.14,101.7,90.1,85.61,62.73,36.56,38.7,93.87,34.79,63.11,47.84
hsa-miR-199a-3p,670.16,585.93,644.75,9.53,13.86,13.81,17.11,5.48,28.38,16.09,0.0,2.74,3.99
hsa-miR-199a-5p,205.45,189.44,216.68,0.0,0.0,0.0,0.0,1.83,10.32,10.73,2.9,0.0,0.0
hsa-miR-199b-3p,195.67,158.6,150.62,3.18,0.0,0.0,0.0,0.0,2.58,10.73,2.9,0.0,0.0
hsa-miR-199b-5p,12.23,30.84,21.14,0.0,3.47,0.0,5.7,0.0,12.9,0.0,2.9,0.0,0.0
hsa-miR-19a-3p,2.45,13.22,2.64,15.89,10.4,22.09,39.92,1.83,15.48,53.64,11.6,10.98,15.95
hsa-miR-19b-3p,122.29,22.03,92.48,200.22,225.26,149.12,185.33,126.14,299.3,1110.38,463.87,200.31,195.37
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,3.47,2.76,0.0,5.48,2.58,5.36,2.9,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.73,0.0,0.0,0.0
hsa-miR-200c-3p,2.45,8.81,2.64,1856.01,1524.81,1612.74,1322.99,10.97,5.16,5.36,1235.07,1347.28,1375.54
hsa-miR-203a-3p,0.0,0.0,0.0,15.89,55.45,93.89,59.88,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,7.93,0.0,0.0,0.0,0.0,1.83,18.06,13.41,8.7,0.0,3.99
hsa-miR-205-3p,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,0.0,0.0,5.28,1328.44,762.41,927.88,732.78,234.0,270.91,364.76,188.45,406.1,155.5
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,5.8,2.74,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,7.97
hsa-miR-20a-5p,127.18,136.57,145.33,556.17,471.31,347.95,481.86,418.64,794.68,2207.35,695.81,411.59,466.49
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,2.68,0.0,8.23,0.0
hsa-miR-20b-5p,0.0,0.0,0.0,3.18,10.4,8.28,14.26,25.59,36.12,150.2,220.34,203.05,143.53
hsa-miR-21-3p,36.69,4.41,31.71,3.18,3.47,0.0,8.55,0.0,2.58,5.36,5.8,0.0,3.99
hsa-miR-21-5p,14256.89,10313.23,14662.71,3753.33,3617.97,2159.53,4057.36,372.94,753.4,1367.86,1780.12,1103.07,1507.11
hsa-miR-210-3p,2.45,0.0,0.0,3.18,13.86,2.76,8.55,3.66,0.0,8.05,0.0,0.0,3.99
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
