miRNA,ERR12138325,ERR12138326,ERR12138327,ERR12138328,ERR12138329,ERR12138330,ERR12138331,ERR12138332,ERR12138333,ERR12138334,ERR12138336,ERR12138338,ERR12138339
hsa-miR-660-5p,22.01,17.62,23.78,9.53,10.4,11.05,17.11,7.31,33.54,61.69,31.89,13.72,19.94
hsa-miR-663b,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,0.0,0.0,7.93,9.53,3.47,8.28,2.85,0.0,2.58,24.14,5.8,0.0,7.97
hsa-miR-664a-5p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-665,0.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-671-3p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-miR-671-5p,7.34,0.0,5.28,19.07,0.0,13.81,19.96,1.83,7.74,21.46,8.7,8.23,15.95
hsa-miR-6724-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-6732-3p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6739-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-6747-3p,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6748-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,2.9,0.0,0.0
hsa-miR-675-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,10.73,0.0,2.74,0.0
hsa-miR-675-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,2.68,0.0,0.0,0.0
hsa-miR-6753-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-6757-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-676-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,5.49,0.0
hsa-miR-6783-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6800-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6802-3p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6805-5p,0.0,0.0,0.0,3.18,3.47,8.28,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-6807-3p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6821-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6836-5p,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6840-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0
hsa-miR-6847-5p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6859-3p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6871-5p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6872-3p,2.45,0.0,0.0,3.18,6.93,0.0,0.0,0.0,5.16,0.0,0.0,0.0,3.99
hsa-miR-6892-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-miR-6895-5p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-1-3p,0.0,0.0,0.0,6.36,6.93,0.0,2.85,5.48,0.0,8.05,2.9,2.74,0.0
hsa-miR-7-5p,39.13,26.43,5.28,1563.62,706.96,1049.39,1322.99,76.78,319.94,646.38,318.91,406.1,510.34
hsa-miR-708-3p,4.89,0.0,2.64,12.71,13.86,13.81,34.22,0.0,0.0,10.73,2.9,0.0,0.0
hsa-miR-708-5p,12.23,8.81,36.99,73.1,72.78,19.33,85.54,5.48,18.06,50.96,11.6,5.49,3.99
hsa-miR-7108-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,5.36,0.0,0.0,0.0
hsa-miR-7110-3p,0.0,0.0,0.0,3.18,3.47,0.0,0.0,0.0,0.0,5.36,5.8,0.0,0.0
hsa-miR-744-3p,0.0,0.0,0.0,3.18,0.0,2.76,0.0,3.66,5.16,10.73,2.9,0.0,0.0
hsa-miR-744-5p,2.45,0.0,5.28,9.53,0.0,2.76,2.85,5.48,5.16,37.55,0.0,16.46,7.97
hsa-miR-758-3p,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-760,0.0,0.0,0.0,3.18,6.93,0.0,5.7,5.48,0.0,0.0,0.0,0.0,0.0
hsa-miR-766-3p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,3.66,0.0,0.0,2.9,0.0,3.99
hsa-miR-766-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-767-3p,0.0,0.0,0.0,3.18,0.0,8.28,14.26,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-767-5p,0.0,0.0,0.0,270.14,228.72,143.6,179.63,5.48,0.0,18.77,0.0,0.0,0.0
hsa-miR-769-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-769-5p,7.34,4.41,21.14,19.07,13.86,27.62,54.17,7.31,12.9,18.77,11.6,5.49,19.94
hsa-miR-7704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0
hsa-miR-7706,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,13.41,2.9,0.0,0.0
hsa-miR-7845-5p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,2.58,2.68,2.9,5.49,3.99
hsa-miR-873-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,5.8,0.0,0.0
hsa-miR-873-5p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-874-3p,4.89,4.41,0.0,0.0,0.0,2.76,2.85,3.66,0.0,8.05,14.5,2.74,0.0
hsa-miR-876-3p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-3p,0.0,0.0,0.0,0.0,3.47,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-887-3p,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,7.74,8.05,0.0,0.0,0.0
hsa-miR-888-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-miR-889-3p,22.01,13.22,21.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-miR-891a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,2.9,0.0,0.0
hsa-miR-892c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-9-3p,0.0,0.0,0.0,50.85,83.17,35.9,96.94,5.48,33.54,48.28,11.6,2.74,11.96
hsa-miR-9-5p,4.89,0.0,2.64,619.73,800.53,626.87,1029.31,49.36,90.3,104.6,211.64,244.21,135.56
hsa-miR-92a-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,3.66,36.12,13.41,8.7,10.98,0.0
hsa-miR-92a-2-5p,0.0,0.0,0.0,0.0,3.47,2.76,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-miR-92a-3p,709.3,863.47,726.66,3712.01,3160.52,4783.0,2754.33,6191.87,6700.6,13101.92,4351.72,4623.54,3999.03
hsa-miR-92b-3p,29.35,22.03,7.93,104.88,124.76,220.92,114.05,63.98,54.18,136.79,95.67,104.27,63.79
hsa-miR-92b-5p,0.0,0.0,0.0,0.0,0.0,5.52,5.7,0.0,2.58,2.68,0.0,0.0,3.99
hsa-miR-93-3p,0.0,0.0,0.0,0.0,17.33,0.0,5.7,12.8,2.58,16.09,2.9,8.23,3.99
hsa-miR-93-5p,100.28,74.89,124.19,444.93,329.22,383.85,356.41,274.22,479.9,949.45,675.52,551.53,661.85
hsa-miR-933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-934,0.0,0.0,0.0,0.0,3.47,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-935,9.78,4.41,5.28,0.0,0.0,2.76,0.0,0.0,0.0,0.0,5.8,2.74,0.0
hsa-miR-937-3p,0.0,0.0,0.0,3.18,0.0,0.0,2.85,0.0,0.0,0.0,0.0,2.74,0.0
hsa-miR-939-5p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-940,0.0,0.0,0.0,0.0,3.47,0.0,0.0,3.66,0.0,0.0,0.0,2.74,0.0
hsa-miR-941,4.89,8.81,2.64,6.36,6.93,2.76,11.41,0.0,0.0,26.82,5.8,16.46,0.0
hsa-miR-942-3p,0.0,0.0,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-942-5p,0.0,4.41,2.64,3.18,10.4,11.05,11.41,5.48,18.06,2.68,14.5,13.72,11.96
hsa-miR-944,0.0,0.0,0.0,3.18,10.4,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-95-3p,0.0,0.0,0.0,12.71,10.4,11.05,5.7,0.0,0.0,0.0,8.7,8.23,3.99
hsa-miR-96-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-5p,0.0,0.0,0.0,38.14,55.45,24.85,122.6,0.0,0.0,2.68,81.18,82.32,35.88
hsa-miR-98-3p,2.45,0.0,0.0,0.0,3.47,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0
hsa-miR-98-5p,26.9,22.03,7.93,0.0,0.0,0.0,2.85,0.0,12.9,2.68,0.0,0.0,0.0
hsa-miR-99a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0
hsa-miR-99a-5p,66.04,79.3,103.05,25.42,34.65,22.09,19.96,87.75,108.37,246.75,5.8,2.74,11.96
hsa-miR-99b-3p,31.8,13.22,18.5,41.32,27.72,11.05,39.92,27.42,23.22,72.42,14.5,27.44,7.97
hsa-miR-99b-5p,247.03,334.82,264.24,657.87,419.32,715.24,524.63,411.33,368.96,831.44,266.73,342.99,275.11
hsa-mir-1179-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-mir-1203-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-mir-12136-5p,26.9,26.43,36.99,9.53,0.0,27.62,8.55,7.31,12.9,10.73,43.49,205.8,562.18
hsa-mir-1245a-3p,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1255a-5p,0.0,4.41,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1268b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-mir-1269a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,0.0
hsa-mir-1284-5p,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1293-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,3.66,0.0,2.68,0.0,0.0,0.0
hsa-mir-1303-3p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-2110-5p,0.0,0.0,0.0,6.36,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,7.97
hsa-mir-3133-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3159-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3195-5p,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3648-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-mir-3648-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,2.58,0.0,2.9,0.0,7.97
hsa-mir-3652-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,5.48,0.0,0.0,0.0,0.0,0.0
hsa-mir-3929-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-mir-3960-3p,0.0,0.0,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-mir-421-3p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4254-3p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4281-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-mir-4310-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0
hsa-mir-4449-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,2.74,0.0
hsa-mir-4469-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.0
hsa-mir-4473-3p,0.0,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4492-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,0.0,0.0
hsa-mir-4647-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,2.9,0.0,0.0
hsa-mir-4785-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0
hsa-mir-518b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-mir-5193-3p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-520h-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548y-5p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,10.73,0.0,0.0,0.0
hsa-mir-592-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0
hsa-mir-6089-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0
hsa-mir-6127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-mir-636-3p,2.45,4.41,0.0,0.0,0.0,8.28,5.7,5.48,0.0,0.0,8.7,2.74,7.97
hsa-mir-641-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
hsa-mir-663a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0
hsa-mir-718-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-7706-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
hsa-mir-7853-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8086-5p,0.0,0.0,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-8485-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-mir-941-1-3p,0.0,0.0,0.0,3.18,0.0,2.76,2.85,0.0,0.0,0.0,0.0,0.0,3.99
hsa-mir-9900-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
hsa-mir-9902-2-5p,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
