miRNA,SRR19661820
hsa-miR-326,0.43
hsa-miR-330-3p,0.43
hsa-miR-15b-3p,0.43
hsa-mir-298-5p,0.43
hsa-miR-92b-3p,0.43
hsa-miR-335-3p,0.43
hsa-miR-486-3p,0.43
hsa-miR-210-3p,0.43
hsa-let-7e-5p,0.85
hsa-miR-205-5p,0.43
hsa-miR-1298-5p,0.43
hsa-miR-542-5p,0.43
hsa-miR-27b-5p,0.43
hsa-miR-1843,0.43
hsa-miR-6789-5p,0.43
hsa-miR-19b-3p,0.43
hsa-miR-455-5p,0.43
hsa-miR-28-5p,0.43
hsa-miR-30a-3p,0.43
hsa-miR-15b-5p,0.43
hsa-miR-411-5p,0.43
hsa-miR-1287-5p,0.43
hsa-miR-147b-3p,0.43
hsa-miR-381-3p,0.43
hsa-miR-107,0.43
