miRNA,SRR19661820
hsa-miR-148a-3p,517.91
hsa-miR-26a-5p,415.1
hsa-let-7i-5p,401.02
hsa-miR-21-5p,149.32
hsa-miR-191-5p,156.14
hsa-miR-126-3p,174.49
hsa-miR-99a-5p,87.88
hsa-miR-128-3p,162.97
hsa-let-7f-5p,104.52
hsa-miR-4497,101.96
hsa-miR-92a-3p,57.59
hsa-let-7g-5p,49.49
hsa-miR-25-3p,42.66
hsa-miR-451a,46.93
hsa-let-7a-5p,42.66
hsa-miR-30d-5p,61.43
hsa-let-7c-5p,32.85
hsa-miR-27a-3p,22.18
hsa-miR-150-5p,29.01
hsa-miR-143-3p,25.6
hsa-miR-24-3p,40.53
hsa-miR-10b-5p,24.74
hsa-let-7d-5p,25.17
hsa-miR-425-5p,21.33
hsa-let-7b-5p,27.3
hsa-miR-7-5p,15.78
hsa-miR-320a-3p,19.62
hsa-miR-100-5p,16.64
hsa-miR-186-5p,15.36
hsa-miR-328-3p,13.23
hsa-miR-30c-5p,23.89
hsa-miR-142-5p,15.36
hsa-miR-423-3p,16.21
hsa-miR-10a-5p,23.46
hsa-mir-636-3p,23.04
hsa-miR-27b-3p,24.32
hsa-miR-181a-5p,17.92
hsa-miR-30a-5p,19.2
hsa-miR-423-5p,15.36
hsa-miR-744-5p,11.95
hsa-miR-378a-3p,12.8
hsa-miR-146b-5p,11.95
hsa-miR-151a-3p,6.4
hsa-miR-137-3p,6.4
hsa-miR-181d-5p,9.81
hsa-miR-23a-3p,7.68
hsa-miR-146a-5p,9.39
hsa-miR-140-3p,21.76
hsa-miR-184,6.4
hsa-miR-139-5p,4.27
hsa-miR-30e-5p,5.97
hsa-miR-3195,6.83
hsa-miR-22-3p,5.12
hsa-miR-26b-5p,6.83
hsa-miR-339-5p,6.4
hsa-mir-1303-3p,4.69
hsa-miR-20a-5p,3.84
hsa-miR-103a-3p,3.41
hsa-miR-4508,8.53
hsa-miR-106b-3p,8.11
hsa-miR-320a-5p,2.99
hsa-miR-486-5p,2.99
hsa-miR-27a-5p,3.41
hsa-miR-16-5p,4.27
hsa-miR-99b-5p,4.69
hsa-miR-182-3p,2.56
hsa-miR-203a-3p,2.56
hsa-miR-30b-5p,2.56
hsa-miR-6800-5p,4.27
hsa-miR-125a-5p,5.12
hsa-miR-30e-3p,4.69
hsa-let-7d-3p,4.69
hsa-miR-4492,4.69
hsa-miR-93-5p,2.99
hsa-miR-363-3p,2.56
hsa-miR-125b-5p,5.55
hsa-miR-101-3p,4.27
hsa-miR-152-3p,2.99
hsa-miR-142-3p,5.12
hsa-miR-122-5p,2.13
hsa-miR-199a-3p,3.41
hsa-miR-222-3p,2.13
hsa-miR-183-5p,3.41
hsa-miR-9-5p,4.27
hsa-miR-223-3p,3.41
hsa-miR-34a-5p,1.71
hsa-miR-320b,1.71
hsa-miR-29a-3p,3.41
hsa-miR-450a-5p,1.71
hsa-miR-200c-3p,2.13
hsa-miR-340-5p,1.71
hsa-miR-181b-5p,2.99
hsa-miR-127-3p,3.84
hsa-miR-149-5p,1.28
hsa-miR-342-3p,2.13
hsa-miR-181c-3p,1.71
hsa-miR-28-3p,2.13
hsa-miR-144-3p,1.28
hsa-miR-339-3p,1.28
hsa-miR-185-5p,1.71
hsa-miR-4443,1.28
hsa-miR-223-5p,1.71
hsa-miR-361-3p,1.71
hsa-miR-505-3p,0.85
hsa-miR-200a-3p,1.71
hsa-miR-133a-3p,0.85
hsa-miR-379-5p,1.71
hsa-miR-200b-3p,1.28
hsa-miR-18a-3p,0.85
hsa-miR-148b-3p,1.28
hsa-miR-574-3p,0.85
hsa-miR-365b-5p,0.85
hsa-miR-7704,0.85
hsa-miR-221-3p,1.71
hsa-miR-1306-3p,0.85
hsa-miR-330-5p,1.71
hsa-miR-126-5p,0.85
hsa-miR-1-3p,1.71
hsa-miR-140-5p,0.85
hsa-miR-98-5p,0.85
hsa-mir-4449-3p,0.85
hsa-miR-17-5p,1.71
hsa-miR-199a-5p,0.85
hsa-miR-23b-3p,1.28
hsa-miR-195-3p,1.28
hsa-miR-24-2-5p,1.71
hsa-miR-129-5p,0.85
hsa-miR-340-3p,1.71
hsa-miR-150-3p,1.28
hsa-miR-571,0.43
hsa-miR-34c-5p,2.13
hsa-miR-144-5p,0.85
hsa-let-7c-3p,0.43
hsa-miR-200a-5p,0.43
hsa-miR-671-3p,0.43
hsa-miR-182-5p,0.85
hsa-miR-6877-5p,0.43
hsa-mir-639-3p,0.43
hsa-miR-32-5p,0.85
hsa-miR-218-5p,0.43
hsa-miR-192-5p,1.28
hsa-miR-584-5p,0.43
hsa-miR-204-3p,0.43
hsa-miR-139-3p,0.43
hsa-miR-532-5p,0.43
hsa-miR-138-5p,0.43
hsa-miR-141-3p,0.43
hsa-miR-106b-5p,0.43
hsa-miR-615-3p,0.43
