miRNA,SRR5760160,SRR5760161,SRR5760162,SRR5760163,SRR5760164,SRR5760165,SRR5760166,SRR5760167,SRR5760168,SRR5760169,SRR5760170,SRR5760171,SRR5760172,SRR5760173,SRR5760174,SRR5760175,SRR5760176,SRR5760177
hsa-miR-126-3p,43.15,55.4,0.0,13.0,0.0,579.45,385.11,178.61,677.09,273.11,100.59,0.0,132.18,0.0,22.3,0.22,30.88,9.98
hsa-miR-126-5p,294.38,412.27,5.91,40.1,14.62,3567.9,2703.73,1333.64,6065.48,1695.88,270.41,1.52,799.03,37.74,248.02,27.25,40.74,29.56
hsa-miR-1260b,0.0,2.46,0.0,0.0,0.0,5.23,4.77,11.35,4.77,0.83,4.51,7.6,0.26,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,9.42,3.37,6.83,0.0,0.0,0.0,10.75
hsa-miR-1266-5p,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,4.92,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,47.32,20.93,26.47,69.4,102.8,898.03,479.77,206.12,484.23,236.27,116.28,17.62,144.09,61.03,112.41,44.25,56.51,50.29
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,1.94,0.0,0.0,0.0,0.0,14.72,0.0,0.0,0.0
hsa-miR-1270,0.0,5.33,0.0,2.19,0.0,2.71,4.9,0.0,1.76,0.0,0.0,1.52,3.62,10.44,0.0,8.28,28.91,0.0
hsa-miR-1271-5p,0.0,1.23,0.0,0.0,1.45,0.0,1.99,0.0,0.88,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,5.37
hsa-miR-1273h-3p,40.53,29.0,26.62,9.4,29.97,27.69,17.61,28.6,45.3,17.45,48.63,50.14,23.95,34.93,22.75,15.69,40.08,8.45
hsa-miR-1273h-5p,3.08,1.09,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07,19.71,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.66,0.0
hsa-miR-1277-3p,0.0,1.78,0.0,0.0,0.0,0.0,0.0,1.31,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,4.47,6.57,0.0,1.88,8.54,9.68,8.61,19.21,8.53,7.2,4.9,14.89,5.7,31.72,0.0,0.0,0.0,0.0
hsa-miR-128-3p,106.04,156.48,116.67,231.22,174.32,661.56,323.29,296.07,420.74,341.53,187.66,352.18,188.88,133.3,173.97,154.54,203.7,144.73
hsa-miR-1281,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,0.0,1.78,0.0,0.0,0.0,2.9,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,1.85,2.05,4.58,8.93,0.14,1.74,3.44,0.0,10.54,7.48,11.18,24.61,10.49,10.84,0.0,0.0,0.0,17.66
hsa-miR-1285-5p,3.39,0.27,4.44,0.0,0.0,6.78,0.0,2.84,0.0,0.0,3.53,8.51,0.0,0.0,0.0,7.85,0.0,0.0
hsa-miR-1287-5p,0.0,0.96,1.77,0.0,0.0,0.0,1.46,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.92,4.79,6.51,0.0,0.0,0.0,0.0,22.27,2.38,0.0,16.08,41.93,7.38,0.0,0.0,6.76,16.43,0.0
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,1.92,0.0,0.0,8.71,1.99,0.0,2.76,0.0,0.0,2.13,0.0,0.0,12.49,0.0,5.26,0.0
hsa-miR-1295a,0.0,0.0,0.0,1.72,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,2.16,7.11,6.95,2.19,5.21,16.85,9.27,3.06,19.45,3.05,11.37,25.83,3.88,19.27,0.0,6.32,0.0,9.6
hsa-miR-1303,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.14,0.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,127.62,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.31,2.89,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,1.41,0.0,0.0,3.97,2.84,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,13.14,0.0
hsa-miR-1306-5p,0.31,0.0,0.0,1.72,0.0,0.0,0.13,0.0,6.4,3.88,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,44.85,59.64,71.42,168.71,78.62,126.08,94.66,35.37,58.6,20.91,49.02,113.64,45.18,97.57,13.83,77.38,42.71,75.63
hsa-miR-1307-5p,50.71,68.39,85.91,67.67,14.19,52.87,48.32,50.66,131.25,35.32,66.47,62.9,84.28,48.98,88.77,33.13,0.66,11.9
hsa-miR-130a-3p,51.01,72.91,17.45,39.95,48.5,220.78,146.82,126.86,437.68,176.03,79.81,77.18,76.38,74.68,120.44,103.97,63.08,41.08
hsa-miR-130b-3p,23.58,23.39,56.04,50.75,32.43,51.52,36.01,71.62,110.3,78.94,30.59,91.16,38.97,121.66,34.35,79.12,19.71,73.33
hsa-miR-130b-5p,32.06,23.66,19.81,57.02,68.77,98.38,69.64,27.07,63.74,63.02,49.41,103.31,41.43,18.87,42.82,51.01,22.34,64.88
hsa-miR-132-3p,44.39,78.93,53.68,87.88,18.39,8.52,19.99,36.9,94.61,22.02,96.87,158.62,187.85,140.93,0.0,9.81,0.0,8.45
hsa-miR-132-5p,8.32,12.86,10.5,8.15,0.0,7.17,0.0,3.71,3.39,3.19,24.51,26.44,18.9,37.34,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,2.31,4.1,13.01,3.76,0.0,10.65,1.59,1.09,16.81,0.0,4.12,13.37,18.38,0.0,0.0,22.02,0.0,8.06
hsa-miR-134-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,2.31,0.0,0.0,5.17,0.0,206.83,125.37,11.79,17.57,76.45,7.26,0.0,11.13,0.0,13.83,0.0,0.66,0.0
hsa-miR-1343-3p,0.0,1.78,4.44,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,4.16,0.0,0.0,7.99,4.49,85.99,42.76,20.74,125.1,40.72,4.71,7.29,4.27,0.0,23.64,0.0,0.0,0.0
hsa-miR-136-5p,1.08,0.0,0.0,0.0,0.0,12.39,3.04,3.71,16.56,4.43,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,2.31,0.14,0.0,0.0,0.0,0.0,4.1,0.0,2.76,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.62,1.09,0.0,0.0,0.0,35.44,11.52,83.63,34.38,9.14,40.98,11.85,26.28,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,244.9,162.36,65.21,355.91,192.71,202.57,288.21,215.29,420.99,156.64,268.64,366.76,258.92,280.25,85.65,129.7,9.2,122.46
hsa-miR-140-5p,5.86,8.75,0.0,34.78,6.52,43.38,37.86,3.06,3.64,13.57,5.88,13.98,0.13,0.0,23.2,0.0,0.0,13.82
hsa-miR-141-3p,25.43,27.77,5.18,64.54,37.64,76.5,97.3,158.08,100.76,114.67,67.26,41.63,51.27,9.23,72.27,24.85,21.68,30.71
hsa-miR-141-5p,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,85.69,95.34,52.2,145.37,111.92,139.83,160.19,226.2,283.08,102.76,149.42,98.45,124.15,106.4,76.28,110.51,23.0,84.07
hsa-miR-142-5p,7393.17,8309.88,5656.27,18799.87,11243.25,17440.17,20927.53,29864.65,36018.47,19178.87,16207.92,16757.76,14812.27,9165.94,12753.94,10613.21,6678.72,3813.28
hsa-miR-143-3p,501.36,892.94,634.23,1250.85,1067.95,7123.02,1891.94,1133.64,6414.32,3970.53,1163.79,3658.52,1390.28,2562.0,1179.0,1227.85,521.08,1025.01
hsa-miR-144-3p,3.7,25.44,2.07,5.33,0.0,22.27,75.46,60.26,4.89,4.02,71.57,4.56,8.03,0.0,20.07,0.0,0.0,13.82
hsa-miR-144-5p,1.54,47.05,10.2,3.76,6.37,52.48,40.25,90.39,16.69,5.12,75.1,10.94,35.47,5.22,133.82,30.95,0.0,0.0
hsa-miR-145-5p,0.0,2.46,0.0,0.47,14.77,0.0,2.25,3.06,5.77,1.66,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,6.01,5.2,0.0,6.58,0.0,14.72,32.43,4.37,12.92,6.51,0.0,0.0,8.03,0.0,0.0,7.41,0.0,2.69
hsa-miR-146a-5p,1719.25,1430.23,1177.66,2205.0,2838.69,6823.23,7321.77,3428.22,5978.78,7762.13,3025.26,4120.08,4930.52,2776.8,3195.73,3711.9,3110.69,2354.46
hsa-miR-146b-3p,159.06,189.45,118.15,175.29,113.95,192.12,180.05,172.27,212.06,75.34,271.78,353.39,306.3,288.28,112.86,124.46,166.25,89.83
hsa-miR-146b-5p,16518.53,27224.49,18057.74,21660.46,17834.52,10788.34,12211.86,22606.02,27848.93,10562.65,68118.12,65956.6,90758.07,32837.02,14553.89,10239.6,8044.16,12981.98
hsa-miR-147b-3p,7.55,8.75,38.59,31.8,8.25,0.0,2.91,5.68,15.31,2.22,20.59,76.88,23.43,48.18,0.0,0.22,0.0,13.05
hsa-miR-147b-5p,0.77,1.09,0.0,1.41,0.0,0.0,0.0,1.31,0.0,0.0,0.0,2.13,3.62,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,916.11,1776.16,811.08,3233.88,1252.98,7660.45,7449.92,2787.82,4081.01,2266.76,4952.42,5108.86,4534.24,4139.11,2300.89,1179.9,1276.08,758.59
hsa-miR-148a-5p,46.08,49.79,18.34,34.93,12.31,100.71,54.68,36.46,105.65,27.56,114.91,74.45,50.36,24.89,40.59,11.77,0.0,0.0
hsa-miR-148b-3p,47.16,53.21,33.57,106.99,41.84,324.97,401.0,117.03,186.21,155.12,149.81,140.99,107.19,127.28,0.89,44.9,0.0,69.1
hsa-miR-148b-5p,14.33,13.68,20.41,17.23,13.03,73.59,25.95,13.32,52.2,21.88,16.67,44.67,38.97,0.0,0.0,9.59,0.0,11.52
hsa-miR-149-5p,0.0,0.0,0.0,0.0,0.0,0.19,1.06,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,33.29,28.18,11.98,10.81,20.99,49.58,57.99,29.26,37.14,28.25,10.98,14.89,17.35,6.83,77.17,28.77,74.25,22.27
hsa-miR-150-5p,3211.17,3603.76,1056.25,3542.17,2530.58,5063.58,8550.18,15271.63,8602.83,5237.07,12943.43,2715.32,6635.78,1795.13,6406.64,2626.82,4006.31,2021.62
hsa-miR-151a-3p,282.05,538.53,205.1,1031.7,603.04,11642.79,5924.83,1875.36,6227.23,4150.44,1287.72,589.5,2599.32,474.18,1097.81,326.96,141.28,180.82
hsa-miR-151a-5p,201.13,314.74,94.19,323.48,173.16,2472.72,1109.0,959.84,2233.93,1008.8,592.38,544.83,796.44,319.2,327.42,183.32,94.62,76.01
hsa-miR-151b,14.49,24.21,0.0,3.29,4.2,20.53,59.18,42.58,268.03,100.69,47.06,4.56,16.57,0.0,35.24,6.32,0.0,0.0
hsa-miR-152-3p,1.85,3.97,0.0,8.62,0.0,10.46,33.1,8.08,4.39,1.8,3.53,0.0,0.39,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-5p,0.0,1.64,0.0,0.0,0.0,0.0,1.72,1.53,1.76,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63,0.0,0.0
hsa-miR-1537-3p,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,2.16,2.05,0.0,5.33,0.0,0.0,4.37,5.02,1.38,4.43,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,2048.92,2739.55,2398.94,12363.28,2194.1,698.55,1331.54,5144.84,2881.54,1579.54,5045.37,6412.73,6846.93,2872.36,603.55,1011.4,1248.48,2635.48
hsa-miR-15a-3p,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,314.88,262.08,218.85,647.9,309.12,536.45,818.55,413.33,746.36,585.56,158.44,625.35,206.49,363.36,252.48,283.59,92.65,98.28
hsa-miR-15b-3p,1.54,1.78,4.58,6.58,0.0,6.78,2.52,4.15,8.16,1.94,6.67,0.0,0.0,0.0,17.84,7.85,0.0,0.38
hsa-miR-15b-5p,27.28,52.39,34.75,91.17,56.47,249.05,190.64,77.51,228.88,122.98,63.34,172.9,131.92,73.07,39.7,22.67,20.37,38.01
