miRNA,SRR18210521,SRR18210522,SRR18210523,SRR18210524,SRR18210525,SRR18210526,SRR18210527,SRR18210528
hsa-miR-125a-5p,81.15,51.89,64.83,56.3,35.43,38.25,75.72,77.55
hsa-miR-125b-1-3p,25.41,31.14,27.38,23.64,18.67,28.2,39.37,17.96
hsa-miR-125b-2-3p,0.55,0.0,0.0,0.0,0.45,0.65,0.6,0.32
hsa-miR-125b-5p,136.72,92.77,102.13,128.14,70.21,76.6,162.67,163.36
hsa-miR-126-3p,6783.73,5446.04,4726.62,6063.45,10935.23,16503.99,18918.31,13668.09
hsa-miR-126-5p,67.81,22.88,27.38,60.65,158.52,205.38,245.28,155.1
hsa-miR-1260b,0.0,1.06,0.3,0.31,0.38,0.43,1.81,1.11
hsa-miR-1262,0.18,0.42,0.6,0.31,1.98,0.54,0.6,2.07
hsa-miR-1267,0.0,0.0,0.0,0.31,0.0,0.32,0.0,0.0
hsa-miR-1268a,1.46,2.54,1.8,1.24,0.13,0.11,0.97,0.95
hsa-miR-1268b,0.0,0.21,0.3,0.0,0.96,0.76,0.6,0.0
hsa-miR-127-3p,21.2,32.62,14.29,32.35,7.03,16.21,9.66,23.52
hsa-miR-127-5p,1.1,4.02,1.96,1.87,3.26,4.86,3.02,3.34
hsa-miR-1271-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-1271-5p,0.55,1.27,1.5,2.8,6.65,11.13,6.64,3.18
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.06,0.22,0.0,0.16
hsa-miR-1275,0.0,0.21,0.0,0.0,0.26,0.54,0.36,0.0
hsa-miR-1276,0.18,0.0,0.75,0.0,0.0,0.32,0.0,0.16
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.32,0.32,0.6,0.79
hsa-miR-1278,0.91,0.85,0.9,1.87,2.81,4.43,3.86,1.43
hsa-miR-128-1-5p,0.0,0.0,0.45,0.0,0.0,0.11,0.12,0.32
hsa-miR-128-3p,245.66,211.6,242.47,340.88,115.55,150.93,136.95,242.34
hsa-miR-1285-3p,1.46,0.21,0.6,1.24,1.02,1.62,1.81,2.38
hsa-miR-1285-5p,0.91,0.64,0.0,0.31,0.32,1.73,0.97,1.91
hsa-miR-1287-5p,0.18,0.85,0.6,0.62,0.32,0.43,1.09,1.27
hsa-miR-1288-3p,0.0,0.21,0.15,0.0,0.32,0.76,0.0,0.0
hsa-miR-1289,0.0,0.64,0.0,0.0,0.13,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.15,0.31,0.0,0.0,0.0,0.0
hsa-miR-129-5p,2.01,6.35,5.26,3.42,0.19,0.32,0.12,5.09
hsa-miR-1291,1.1,1.48,1.2,0.31,0.7,1.4,0.24,2.7
hsa-miR-1292-5p,0.18,0.42,0.6,0.93,1.47,1.73,1.81,1.27
hsa-miR-1293,0.18,0.42,1.05,0.31,0.64,0.32,0.97,0.32
hsa-miR-1294,0.91,0.64,0.9,0.0,0.19,0.65,1.09,0.48
hsa-miR-1296-3p,0.0,0.0,0.0,0.0,0.06,0.11,0.0,0.0
hsa-miR-1296-5p,1.28,0.85,0.6,0.62,1.34,2.7,3.14,1.59
hsa-miR-1298-3p,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,4.02,3.81,1.35,1.56,3.84,2.05,3.02,2.38
hsa-miR-1303,0.91,2.12,0.3,0.31,0.96,0.65,0.6,0.79
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.26,0.32,0.12,0.0
hsa-miR-1304-5p,0.91,0.42,1.05,0.31,1.09,1.62,1.69,0.64
hsa-miR-1306-3p,1.1,0.0,0.3,0.31,0.32,0.22,1.21,1.43
hsa-miR-1306-5p,0.0,0.21,0.0,0.0,0.0,0.43,0.12,0.16
hsa-miR-1307-3p,95.41,111.84,93.41,58.78,80.25,101.66,112.92,101.07
hsa-miR-1307-5p,1.1,0.85,0.0,1.87,2.56,7.89,3.38,3.81
hsa-miR-130a-3p,2.19,1.27,0.3,0.93,0.64,2.48,6.28,2.7
hsa-miR-130a-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.12,0.0
hsa-miR-130b-3p,0.37,0.0,0.15,1.56,1.34,2.59,2.66,1.43
hsa-miR-130b-5p,6.4,10.17,13.39,12.75,2.43,1.3,2.66,1.27
hsa-miR-132-3p,0.55,0.21,0.3,1.24,2.56,6.05,4.71,3.5
hsa-miR-132-5p,1.28,0.21,0.6,1.24,0.9,1.3,2.42,2.54
hsa-miR-133a-3p,0.37,0.0,0.0,0.31,0.32,0.11,1.21,0.95
hsa-miR-134-3p,0.0,0.0,0.3,0.93,0.26,0.22,0.12,0.0
hsa-miR-134-5p,113.69,183.85,150.72,112.28,76.67,117.22,85.02,151.6
hsa-miR-1343-3p,0.0,0.0,0.0,0.62,0.13,0.0,0.24,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
hsa-miR-136-3p,11.33,10.17,9.18,9.33,12.53,13.4,16.54,19.55
hsa-miR-136-5p,12.61,8.26,6.77,9.33,6.14,9.29,8.94,19.71
hsa-miR-137-3p,2.38,0.85,0.3,0.62,1.66,2.92,2.54,1.75
hsa-miR-137-5p,1.1,0.42,1.2,2.49,0.83,1.19,0.24,2.38
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.13,0.0,0.24,0.32
hsa-miR-139-3p,8.96,3.18,4.66,11.2,3.45,3.35,2.66,10.33
hsa-miR-139-5p,60.32,17.58,16.85,46.34,58.89,87.73,57.97,134.76
hsa-miR-140-3p,13.89,15.46,7.82,12.44,46.68,97.88,91.78,35.91
hsa-miR-140-5p,7.49,1.91,3.31,9.33,16.05,17.5,11.23,10.01
hsa-miR-142-3p,1.1,1.69,0.3,1.56,0.51,3.24,1.21,0.48
hsa-miR-142-5p,1.46,2.12,0.45,0.93,0.26,4.21,1.57,1.59
hsa-miR-143-3p,162.68,143.61,105.89,218.65,11.06,34.03,57.85,165.91
hsa-miR-143-5p,0.55,0.0,1.05,1.24,0.0,0.0,0.12,0.0
hsa-miR-144-3p,1.65,1.27,1.2,4.04,0.19,0.0,4.23,4.45
hsa-miR-144-5p,1.46,0.0,0.15,0.0,0.0,0.22,0.24,0.64
hsa-miR-145-3p,0.55,0.0,0.0,0.31,0.13,0.11,0.0,0.16
hsa-miR-145-5p,0.0,0.64,0.0,0.0,0.13,0.0,0.48,0.32
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.32
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.22,0.24,0.0
hsa-miR-146a-5p,154.27,76.67,65.28,190.97,175.4,295.48,396.47,368.05
hsa-miR-146b-5p,16.08,7.41,10.08,12.44,16.95,27.98,35.87,27.02
hsa-miR-147b-3p,0.18,0.64,0.0,0.62,0.0,0.11,0.24,0.32
hsa-miR-148a-3p,213.12,152.5,94.46,255.35,79.36,200.41,219.19,292.24
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.16
hsa-miR-148b-3p,64.89,38.34,31.89,76.2,151.68,264.91,245.15,113.94
hsa-miR-148b-5p,0.55,1.69,0.15,0.0,0.83,2.38,1.57,0.32
hsa-miR-149-5p,7.68,4.24,3.46,5.91,3.07,4.43,3.38,12.08
hsa-miR-150-5p,0.0,0.0,0.0,0.93,0.13,0.76,0.12,1.11
hsa-miR-151a-3p,2752.68,2258.73,1433.3,2930.8,3173.78,5410.11,3370.21,4761.4
hsa-miR-151a-5p,5.85,4.45,1.8,12.44,3.26,5.51,12.2,12.55
hsa-miR-151b,0.73,0.0,0.15,2.49,0.7,0.76,1.09,0.48
hsa-miR-152-3p,72.2,49.99,34.75,82.73,46.49,74.44,86.23,138.26
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.13,0.32,0.12,0.48
hsa-miR-154-3p,0.0,0.0,0.0,0.31,0.26,0.0,0.0,0.0
hsa-miR-154-5p,1.46,0.0,0.3,0.62,2.3,2.81,2.42,1.59
hsa-miR-155-5p,83.17,64.6,77.31,84.29,200.6,250.11,469.3,123.48
hsa-miR-15a-5p,0.0,0.0,0.0,0.0,0.32,0.43,1.21,0.16
hsa-miR-15b-3p,0.18,0.0,0.0,0.0,3.64,3.89,3.62,0.0
hsa-miR-15b-5p,0.0,0.42,1.05,0.0,1.09,2.59,5.92,0.64
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0
hsa-miR-16-2-3p,4.2,10.17,6.02,13.06,14.0,18.15,17.27,11.76
hsa-miR-16-5p,6.95,2.75,4.51,5.6,17.01,29.49,53.14,10.49
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,1.19,1.21,0.32
hsa-miR-17-5p,5.67,2.33,1.35,4.35,43.61,60.83,63.04,12.87
hsa-miR-181a-2-3p,6.58,5.3,3.91,11.51,7.35,13.18,12.08,18.91
hsa-miR-181a-3p,4.2,1.91,1.2,5.91,4.6,5.83,7.73,8.74
hsa-miR-181a-5p,127.58,64.39,71.3,122.54,125.97,160.11,255.06,257.6
hsa-miR-181b-2-3p,0.0,1.06,0.0,0.0,0.26,0.0,0.0,0.0
hsa-miR-181b-3p,2.92,3.39,3.76,2.49,4.6,2.59,2.78,3.81
hsa-miR-181b-5p,27.42,22.03,21.06,33.28,76.22,95.72,120.77,45.13
hsa-miR-181c-3p,2.56,0.21,0.6,2.18,2.24,2.7,1.81,2.54
hsa-miR-181c-5p,0.37,0.0,0.0,1.24,0.26,0.65,0.85,0.95
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-181d-5p,3.66,2.75,4.66,4.35,12.6,17.29,11.59,14.3
hsa-miR-182-3p,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,0.37,1.91,0.3,0.31,0.06,0.65,0.36,0.48
hsa-miR-1827,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-183-5p,0.91,2.33,1.96,0.93,0.0,0.0,0.24,0.16
hsa-miR-184,1.46,0.0,0.0,0.93,0.0,0.0,0.0,0.0
hsa-miR-1843,7.13,5.51,2.26,4.67,5.56,9.94,6.16,5.72
hsa-miR-185-3p,0.73,0.0,0.0,2.8,1.21,2.16,1.81,0.79
hsa-miR-185-5p,31.26,12.28,9.93,24.26,36.0,44.19,43.35,51.81
hsa-miR-186-5p,70.55,27.11,27.38,56.3,80.63,83.08,79.22,136.51
hsa-miR-187-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.16
hsa-miR-188-5p,0.18,0.0,0.3,0.31,0.9,1.19,1.09,1.11
hsa-miR-18a-3p,0.55,0.0,0.45,0.0,0.64,1.08,2.42,0.0
hsa-miR-18a-5p,0.37,0.21,0.0,1.24,2.17,3.24,6.88,0.64
hsa-miR-18b-5p,0.37,0.0,0.0,0.0,0.0,0.43,0.12,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.16
hsa-miR-1908-5p,1.46,2.33,1.8,0.31,0.64,0.0,0.72,0.95
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.19,0.43,0.0,0.48
hsa-miR-191-3p,0.0,0.0,0.0,0.31,0.13,1.08,0.48,0.16
hsa-miR-191-5p,115.88,67.99,69.19,116.95,137.16,193.39,206.63,232.81
hsa-miR-1910-3p,0.0,0.0,0.0,0.31,0.0,0.11,0.0,0.16
hsa-miR-1910-5p,0.91,0.21,0.0,0.0,0.0,0.76,0.0,0.0
hsa-miR-192-5p,19.37,11.23,9.48,24.57,17.14,21.39,24.27,33.37
hsa-miR-193a-3p,0.18,0.0,0.3,0.62,0.96,2.27,2.17,1.27
hsa-miR-193a-5p,43.14,30.5,30.83,47.28,29.29,29.93,18.96,58.16
hsa-miR-193b-3p,4.94,1.27,1.2,1.87,4.03,5.51,5.8,2.54
hsa-miR-193b-5p,0.91,0.42,1.65,0.0,0.06,0.65,0.12,0.64
hsa-miR-194-3p,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.0
hsa-miR-194-5p,0.37,0.64,0.6,1.87,1.34,0.97,1.69,3.02
hsa-miR-195-3p,3.84,2.75,4.21,4.04,2.05,4.65,3.5,2.86
hsa-miR-195-5p,1.65,0.85,1.05,1.24,3.64,4.75,5.19,6.36
hsa-miR-196a-5p,0.0,0.0,0.15,0.31,1.6,1.94,1.93,0.0
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.16
hsa-miR-196b-5p,8.77,8.9,7.82,13.37,20.72,24.09,28.02,15.57
hsa-miR-197-3p,3.47,4.45,4.36,4.04,5.82,11.45,13.4,6.36
hsa-miR-197-5p,0.18,0.42,0.15,0.0,0.06,0.86,0.12,0.0
hsa-miR-199a-3p,44.42,19.27,14.74,53.19,23.66,125.43,97.1,48.95
hsa-miR-199a-5p,13.89,8.9,3.61,4.98,18.61,39.22,42.27,13.67
hsa-miR-199b-3p,2.56,5.72,5.26,0.0,68.68,24.96,43.84,82.79
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.06,0.32,0.72,0.16
hsa-miR-19a-3p,0.18,1.27,1.2,0.0,2.81,4.0,5.31,1.75
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.13,0.0,0.24,0.0
hsa-miR-19b-3p,1.28,0.0,0.0,1.24,7.23,10.16,13.53,3.5
hsa-miR-200a-3p,0.0,0.85,0.0,0.62,0.13,0.11,0.24,0.16
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
hsa-miR-200b-3p,0.18,0.0,0.45,0.0,0.19,0.76,0.24,0.95
hsa-miR-200c-3p,0.0,0.42,0.0,0.0,0.0,0.22,0.0,0.0
hsa-miR-203a-3p,0.0,0.64,0.0,2.18,1.09,0.54,0.0,2.38
hsa-miR-204-3p,8.59,9.74,4.36,5.6,0.58,1.94,1.45,6.04
hsa-miR-204-5p,11.33,16.94,27.68,15.24,3.33,3.46,2.42,9.85
hsa-miR-205-5p,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.0
hsa-miR-20a-5p,14.07,2.12,3.01,11.82,76.09,102.2,97.1,26.06
hsa-miR-21-3p,10.05,4.02,1.96,4.35,9.98,21.5,23.79,12.55
hsa-miR-21-5p,14133.17,14052.7,10788.32,16188.6,11213.4,12500.53,27019.52,22718.59
hsa-miR-210-3p,1.65,0.64,0.75,1.24,1.98,3.46,1.81,1.59
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0
hsa-miR-211-5p,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0
hsa-miR-2110,0.91,0.42,2.11,2.18,0.96,1.4,0.36,1.75
hsa-miR-2115-5p,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.37,0.21,0.15,0.0,0.13,0.11,0.12,0.16
hsa-miR-2116-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-212-3p,0.0,0.0,0.0,0.0,0.26,0.11,0.0,0.32
hsa-miR-212-5p,0.0,0.42,1.05,0.31,0.51,1.19,1.21,1.11
hsa-miR-214-3p,1.65,0.64,0.6,0.93,1.85,2.38,5.07,2.86
hsa-miR-214-5p,0.0,3.81,3.61,0.93,0.38,0.0,0.36,0.32
hsa-miR-215-5p,0.73,1.06,0.15,2.8,0.7,1.4,1.09,3.02
hsa-miR-216a-3p,1.65,1.27,0.45,1.24,54.8,64.71,95.28,2.22
hsa-miR-216a-5p,2.92,0.0,0.45,3.11,41.44,57.8,88.28,1.43
hsa-miR-216b-3p,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0
hsa-miR-216b-5p,0.0,0.21,0.15,0.62,1.34,2.27,2.66,0.95
hsa-miR-217-3p,0.0,0.0,0.0,0.0,0.45,0.54,2.78,0.0
hsa-miR-217-5p,7.13,2.33,0.9,4.35,161.72,240.82,332.71,7.47
hsa-miR-218-1-3p,0.18,0.0,0.0,0.0,0.06,0.11,0.0,0.0
hsa-miR-218-5p,66.72,31.56,29.18,93.93,62.6,96.37,113.88,90.58
hsa-miR-219a-1-3p,0.18,0.42,0.6,0.31,0.32,0.86,0.12,0.95
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0
hsa-miR-219b-5p,0.0,0.42,0.0,0.0,0.06,0.0,0.0,0.0
hsa-miR-22-3p,300.67,301.19,278.12,289.25,236.47,396.28,494.05,547.46
hsa-miR-22-5p,23.76,13.98,8.72,19.91,23.4,26.36,16.42,41.32
hsa-miR-221-3p,417.84,329.58,310.15,413.66,637.28,950.63,1339.77,874.67
hsa-miR-221-5p,34.73,22.45,21.36,38.57,20.97,26.69,36.95,49.1
hsa-miR-222-3p,934.19,2241.37,2324.05,915.04,550.12,610.41,1186.04,670.14
hsa-miR-222-5p,0.73,1.48,0.9,0.93,0.51,1.3,0.72,0.64
hsa-miR-223-3p,0.0,0.0,0.0,0.0,0.06,1.62,0.12,0.0
hsa-miR-223-5p,0.18,0.0,0.0,0.62,0.0,0.86,0.0,0.95
hsa-miR-224-3p,0.18,0.0,0.0,0.0,0.13,0.11,0.6,0.0
hsa-miR-224-5p,82.98,46.39,49.79,114.77,106.02,135.91,186.58,129.52
hsa-miR-2276-5p,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-2277-5p,0.73,0.64,0.3,0.62,1.28,0.43,2.29,0.0
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-2355-3p,0.73,0.21,0.9,0.62,0.58,1.84,0.85,1.91
hsa-miR-2355-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,102.72,102.3,52.04,134.67,341.98,383.64,716.99,455.29
hsa-miR-23a-5p,1.1,0.64,0.15,0.31,1.02,1.08,0.6,0.64
hsa-miR-23b-3p,11.88,8.05,9.02,13.06,10.3,38.57,34.18,18.43
hsa-miR-23b-5p,0.37,0.21,0.15,1.24,0.19,0.32,0.36,0.48
hsa-miR-23c,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-24-1-5p,0.0,0.42,0.15,0.31,0.0,0.32,0.48,0.48
hsa-miR-24-2-5p,26.87,18.85,19.85,39.5,22.25,21.72,36.47,40.05
hsa-miR-24-3p,452.2,882.82,854.2,520.35,525.31,1768.04,2060.75,1814.65
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.16
hsa-miR-25-3p,161.94,83.24,60.17,167.02,230.84,341.62,284.52,333.88
hsa-miR-25-5p,0.0,0.21,0.0,0.0,0.0,0.0,0.12,0.48
hsa-miR-2682-3p,0.0,0.0,0.0,0.31,0.96,0.22,1.09,0.64
hsa-miR-2682-5p,26.69,21.39,10.68,26.75,17.71,23.66,28.74,30.35
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0
hsa-miR-26a-2-3p,0.0,0.21,0.0,0.0,0.64,0.22,0.6,0.95
hsa-miR-26a-5p,984.28,489.07,512.31,1112.23,1149.48,1327.79,1428.66,1861.68
hsa-miR-26b-3p,0.0,0.0,0.0,0.31,0.32,0.0,0.0,0.32
hsa-miR-26b-5p,37.84,16.73,18.2,55.98,62.54,91.08,93.59,102.98
hsa-miR-27a-3p,485.47,464.5,503.59,413.98,357.64,705.16,1644.1,1094.6
hsa-miR-27a-5p,11.33,14.61,13.09,14.93,6.01,7.45,7.13,21.14
hsa-miR-27b-3p,177.85,127.51,106.94,391.27,416.09,643.91,478.35,360.1
hsa-miR-27b-5p,1.65,0.85,0.45,2.18,0.32,1.3,1.69,1.91
hsa-miR-28-3p,100.9,71.17,50.39,74.02,86.26,99.83,115.09,136.83
hsa-miR-28-5p,19.74,8.05,6.92,21.46,12.85,13.07,15.58,35.6
hsa-miR-296-3p,0.0,0.0,0.0,0.0,0.0,0.32,0.24,0.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
hsa-miR-299-3p,2.01,2.33,1.2,0.62,2.05,3.78,2.42,2.54
hsa-miR-299-5p,0.37,0.42,0.0,0.0,0.32,0.0,0.97,0.64
hsa-miR-29a-3p,123.38,192.75,174.63,153.65,163.57,266.53,404.69,208.97
hsa-miR-29a-5p,0.73,0.0,0.0,0.0,0.13,0.11,0.97,0.32
