miRNA,SRR10500680,SRR10500682,SRR10500683,SRR10500684,SRR10500686,SRR10500688,SRR10500690,SRR10500691,SRR10500692,SRR10500694,SRR10500695,SRR10500696,SRR10500697,SRR10500698,SRR10500699,SRR10500700,SRR10500702,SRR10500703,SRR10500704,SRR10500707,SRR10500708,SRR10500710,SRR10500711,SRR10500713,SRR10500714,SRR10500715,SRR10500717,SRR10500718,SRR10500719,SRR10500721,SRR10500722,SRR10500723,SRR10500724,SRR10500726,SRR10500727,SRR10500728,SRR10500730,SRR10500731,SRR10500732,SRR10500733,SRR10500735,SRR10500736,SRR10500737,SRR10500739,SRR10500741,SRR10500742,SRR10500743,SRR10500746,SRR10500747,SRR10500748,SRR10500750,SRR10500751,SRR10500752,SRR10500754,SRR10500755,SRR10500756,SRR10500758,SRR10500760,SRR10500762,SRR10500763,SRR10500764,SRR10500765,SRR10500766,SRR10500768,SRR10500770,SRR10500771,SRR10500772,SRR10500774,SRR10500775,SRR10500778,SRR10500779,SRR10500781,SRR10500782,SRR10500784,SRR10500785,SRR10500787,SRR10500788,SRR10500789,SRR10500791,SRR10500792,SRR10500794,SRR10500795,SRR10500798,SRR10500799,SRR10500800,SRR10500801,SRR10500802,SRR10500803,SRR10500805,SRR10500806,SRR10500808,SRR10500809,SRR10500810,SRR10500812,SRR10500813,SRR10500814,SRR10500816,SRR10500817,SRR10500818,SRR10500819,SRR10500821,SRR10500822
hsa-let-7a-3p,119.0,0.0,223.0,278.0,59.0,82.0,3049.0,40.0,22.0,537.0,16.0,130.0,192.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,66.0,7.0,72.0,152.0,0.0,0.0,0.0,0.0,72.0,98.0,1.0,40.0,0.0,0.0,49.0,0.0,0.0,358.0,3.0,32.0,133.0,362.0,77.0,19.0,66.0,253.0,67.0,701.0,311.0,0.0,0.0,494.0,16.0,144.0,109.0,0.0,0.0,54.0,42.0,62.0,141.0,80.0,0.0,0.0,258.0,56.0,0.0,0.0,3.0,20.0,166.0,0.0,133.0,5.0,8.0,0.0,67.0,0.0,319.0,0.0,42.0,90.0,24.0,32.0,49.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,204.0,0.0,23.0
hsa-let-7a-5p,105335.0,117212.0,36052.0,43421.0,28882.0,37370.0,485581.0,22587.0,15616.0,454026.0,24152.0,32882.0,42597.0,283071.0,2563.0,4199.0,749.0,5922.0,7103.0,1893.0,5454.0,277761.0,94660.0,13517.0,5483.0,17442.0,228247.0,6362.0,16407.0,508230.0,14784.0,21918.0,10206.0,5135.0,977.0,8952.0,110940.0,4291.0,15469.0,125017.0,1661.0,138624.0,207463.0,58515.0,155901.0,21509.0,53898.0,84904.0,4792.0,25428.0,172961.0,16437.0,43796.0,142342.0,76351.0,25258.0,52670.0,4169.0,3706.0,28479.0,67661.0,96891.0,53581.0,72485.0,5605.0,10903.0,61355.0,69679.0,42084.0,9259.0,27129.0,28404.0,67527.0,13902.0,120119.0,16391.0,26528.0,95141.0,144441.0,2490.0,19721.0,2176.0,53896.0,69518.0,164834.0,5962.0,132361.0,5357.0,17862.0,27144.0,1436.0,6385.0,10295.0,447917.0,22387.0,30110.0,9125.0,8099.0,7117.0,43786.0,172880.0,13430.0
hsa-let-7b-3p,0.0,0.0,22.0,25.0,3.0,0.0,0.0,28.0,22.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,0.0,23.0,45.0,0.0,10.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,26.0,9.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
hsa-let-7b-5p,179580.0,7606.0,69830.0,76191.0,46910.0,53047.0,53036.0,38274.0,24274.0,31494.0,42003.0,84242.0,101633.0,160883.0,6107.0,8558.0,1156.0,14975.0,17170.0,11501.0,33118.0,93621.0,142793.0,5967.0,9404.0,25090.0,53612.0,9372.0,24012.0,32732.0,62040.0,84282.0,59989.0,11898.0,6660.0,55401.0,56067.0,6338.0,18593.0,294221.0,1859.0,63382.0,92272.0,125684.0,53528.0,78145.0,185279.0,63598.0,11279.0,65150.0,60268.0,14767.0,37983.0,82866.0,28808.0,72979.0,25549.0,1435.0,6643.0,109005.0,51254.0,426967.0,81622.0,114216.0,38578.0,5797.0,85593.0,66134.0,12934.0,7835.0,22149.0,16649.0,146678.0,15374.0,153161.0,9257.0,23616.0,135273.0,97697.0,5871.0,41071.0,9518.0,31257.0,140256.0,62012.0,32221.0,57521.0,77237.0,39424.0,56878.0,854.0,8753.0,12731.0,38142.0,53617.0,62522.0,7570.0,18456.0,12328.0,141122.0,13801.0,50895.0
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
hsa-let-7c-5p,48785.0,134.0,15164.0,17950.0,12696.0,16504.0,498.0,10641.0,6930.0,2559.0,9433.0,20128.0,24784.0,2892.0,1833.0,2763.0,4.0,3583.0,4192.0,1809.0,5847.0,3104.0,34619.0,167.0,2169.0,6102.0,3146.0,2717.0,7509.0,479.0,14458.0,20468.0,13961.0,63.0,1287.0,10314.0,1327.0,71.0,227.0,91592.0,697.0,1462.0,2145.0,42559.0,859.0,9792.0,24131.0,1524.0,2103.0,13630.0,922.0,3877.0,10919.0,2318.0,744.0,16689.0,364.0,91.0,17.0,23863.0,1076.0,81580.0,20785.0,30306.0,8831.0,289.0,23411.0,25601.0,747.0,475.0,15109.0,414.0,47283.0,254.0,35146.0,256.0,566.0,34858.0,1902.0,1826.0,1709.0,1782.0,921.0,32364.0,1892.0,5857.0,1380.0,18241.0,12554.0,20166.0,38.0,3543.0,5444.0,492.0,12492.0,16539.0,17.0,2697.0,2746.0,34780.0,134.0,10014.0
hsa-let-7d-3p,1185.0,3.0,575.0,700.0,687.0,1029.0,7962.0,483.0,345.0,6097.0,336.0,580.0,680.0,6877.0,3.0,2.0,10.0,11.0,22.0,1.0,0.0,3317.0,1379.0,159.0,71.0,249.0,5033.0,197.0,507.0,1301.0,306.0,511.0,965.0,532.0,91.0,791.0,3512.0,522.0,1560.0,5277.0,129.0,2134.0,3201.0,944.0,4038.0,456.0,1180.0,3051.0,104.0,660.0,9363.0,74.0,161.0,10876.0,1130.0,923.0,1599.0,1.0,5.0,1657.0,1151.0,769.0,1729.0,1185.0,3.0,430.0,1108.0,702.0,190.0,440.0,1263.0,1218.0,1517.0,362.0,399.0,973.0,1082.0,7.0,3039.0,0.0,20.0,3.0,479.0,3217.0,1142.0,288.0,1266.0,95.0,524.0,770.0,13.0,1.0,1.0,6721.0,577.0,746.0,9189.0,34.0,2.0,2585.0,14624.0,4.0
hsa-let-7d-5p,5723.0,28199.0,2626.0,3376.0,1604.0,1993.0,109834.0,855.0,580.0,106178.0,1152.0,2112.0,3166.0,46897.0,77.0,129.0,194.0,41.0,68.0,1.0,0.0,45330.0,4769.0,1654.0,717.0,2106.0,51802.0,410.0,761.0,120847.0,1314.0,1978.0,798.0,973.0,102.0,766.0,18440.0,614.0,2735.0,9114.0,228.0,18016.0,25649.0,3274.0,26618.0,2091.0,5834.0,12438.0,83.0,388.0,33671.0,1208.0,3935.0,29036.0,8732.0,2634.0,11557.0,3.0,353.0,3382.0,9793.0,3820.0,3765.0,4401.0,10.0,2223.0,3030.0,2546.0,2863.0,1428.0,2840.0,12066.0,3456.0,1691.0,2814.0,2272.0,2766.0,1435.0,19525.0,235.0,3005.0,165.0,5431.0,6453.0,20718.0,597.0,17180.0,771.0,1665.0,3014.0,173.0,240.0,359.0,80104.0,1342.0,1982.0,5470.0,516.0,170.0,3442.0,25986.0,60.0
hsa-let-7e-3p,0.0,0.0,40.0,52.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,19.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,289.0,7.0,0.0,0.0,21.0,0.0,24.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0
hsa-let-7e-5p,16833.0,5475.0,4274.0,5094.0,3706.0,4657.0,10544.0,2409.0,1552.0,17900.0,2980.0,7709.0,9784.0,11256.0,254.0,377.0,10.0,897.0,1184.0,981.0,1728.0,5382.0,11671.0,337.0,751.0,1985.0,2031.0,781.0,2350.0,12979.0,2679.0,3895.0,2092.0,393.0,149.0,1029.0,5069.0,218.0,649.0,21011.0,176.0,4847.0,7531.0,5897.0,4783.0,5366.0,13256.0,4433.0,590.0,3092.0,3920.0,877.0,2443.0,3895.0,1824.0,4073.0,2191.0,0.0,584.0,6035.0,3928.0,20199.0,8302.0,12889.0,831.0,312.0,7621.0,5014.0,1428.0,139.0,2837.0,559.0,7827.0,831.0,12038.0,293.0,823.0,13494.0,4424.0,435.0,1947.0,282.0,1542.0,19970.0,3607.0,1189.0,2715.0,1082.0,1257.0,1933.0,43.0,760.0,1122.0,24087.0,5117.0,6634.0,12331.0,358.0,337.0,6984.0,19835.0,1044.0
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,211.0,0.0,3.0,6.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
hsa-let-7f-5p,64411.0,113947.0,25226.0,30724.0,15563.0,20260.0,417363.0,9781.0,6826.0,646027.0,10246.0,24409.0,30643.0,243710.0,1925.0,2792.0,2175.0,5594.0,6529.0,3075.0,8971.0,182473.0,38095.0,7784.0,3087.0,9123.0,146082.0,3887.0,10144.0,435035.0,7173.0,10784.0,10376.0,6130.0,1360.0,11913.0,75415.0,8742.0,28772.0,81555.0,1466.0,127498.0,198918.0,33591.0,138930.0,12247.0,31272.0,97143.0,4939.0,29999.0,190800.0,12986.0,35552.0,158711.0,44845.0,14857.0,40363.0,1748.0,4080.0,33104.0,48385.0,64355.0,51336.0,45903.0,11971.0,11734.0,42609.0,29519.0,14320.0,8361.0,23068.0,30152.0,46874.0,12662.0,113448.0,26142.0,20555.0,106390.0,125246.0,1407.0,21171.0,2883.0,30463.0,59443.0,99660.0,2490.0,61705.0,2255.0,10360.0,16147.0,862.0,4791.0,7405.0,351324.0,17232.0,23543.0,22902.0,3606.0,2670.0,30867.0,140823.0,5373.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,5913.0,10.0,4224.0,5290.0,2030.0,2811.0,43877.0,1821.0,1313.0,90947.0,1214.0,1795.0,2288.0,36844.0,238.0,346.0,114.0,73.0,95.0,5.0,4.0,31816.0,4908.0,1014.0,1132.0,3169.0,45499.0,397.0,1218.0,41456.0,1123.0,1628.0,1725.0,1193.0,194.0,1606.0,13414.0,969.0,3307.0,9028.0,452.0,15013.0,21214.0,4595.0,31769.0,1958.0,5122.0,19362.0,717.0,3809.0,56908.0,2762.0,7331.0,69992.0,5397.0,4012.0,8060.0,31.0,46.0,2735.0,7140.0,4248.0,5423.0,4852.0,11.0,3701.0,5219.0,2315.0,1410.0,1355.0,5931.0,18955.0,4420.0,1780.0,3422.0,3817.0,2796.0,3026.0,16642.0,8.0,2792.0,260.0,4578.0,9910.0,12939.0,528.0,11914.0,413.0,1231.0,1877.0,148.0,115.0,49.0,29370.0,2293.0,3011.0,20.0,119.0,152.0,5644.0,10921.0,216.0
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-let-7i-5p,15794.0,5374.0,8246.0,9432.0,2458.0,3480.0,6287.0,1494.0,1135.0,12190.0,1520.0,4276.0,5016.0,103040.0,944.0,1485.0,61.0,265.0,389.0,909.0,2168.0,87262.0,5640.0,5406.0,704.0,2035.0,12834.0,791.0,1927.0,3102.0,3483.0,5077.0,10103.0,15609.0,124.0,718.0,34033.0,4736.0,15244.0,21918.0,327.0,34977.0,52899.0,2564.0,54351.0,2982.0,7746.0,75414.0,461.0,2247.0,76876.0,850.0,1704.0,90311.0,31332.0,1986.0,25976.0,2439.0,12764.0,7549.0,34645.0,27567.0,11600.0,9165.0,6750.0,7840.0,9529.0,6827.0,9326.0,11682.0,1523.0,26434.0,11467.0,8330.0,1916.0,1251.0,23114.0,89.0,72011.0,1830.0,29027.0,1647.0,19447.0,13978.0,41337.0,3239.0,57033.0,2981.0,1518.0,2627.0,1233.0,1639.0,2632.0,3016.0,7670.0,9812.0,20.0,1714.0,1266.0,17050.0,30111.0,4543.0
hsa-miR-1-3p,0.0,0.0,10.0,14.0,0.0,0.0,1.0,0.0,0.0,381.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,12.0,0.0,0.0,0.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,6.0,20.0,0.0,0.0,140.0,386.0,0.0,419.0,199.0,482.0,673.0,0.0,0.0,5028.0,0.0,0.0,872.0,48.0,0.0,136.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,158.0,0.0,8.0,0.0,226.0,23.0,0.0,180.0,0.0,1.0,0.0,4.0,0.0,118.0,0.0,130.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
hsa-miR-100-5p,1736.0,0.0,1166.0,1446.0,585.0,847.0,0.0,692.0,520.0,41.0,385.0,463.0,533.0,733.0,173.0,264.0,1321.0,502.0,813.0,234.0,272.0,8.0,1391.0,9.0,55.0,152.0,0.0,178.0,630.0,0.0,603.0,885.0,1536.0,141.0,150.0,1525.0,86.0,2.0,5.0,8839.0,120.0,3.0,0.0,806.0,15.0,836.0,2198.0,0.0,15.0,56.0,47.0,317.0,848.0,201.0,118.0,1136.0,59.0,0.0,4.0,2989.0,76.0,2880.0,2887.0,1695.0,5.0,0.0,1948.0,2010.0,0.0,0.0,809.0,7.0,1597.0,27.0,5588.0,21.0,167.0,2529.0,190.0,12.0,89.0,73.0,30.0,3548.0,62.0,197.0,53.0,310.0,1280.0,1929.0,6.0,82.0,158.0,0.0,887.0,1177.0,0.0,358.0,417.0,1559.0,0.0,217.0
hsa-miR-101-3p,6810.0,5.0,2011.0,2536.0,887.0,1185.0,3152.0,796.0,527.0,1888.0,467.0,1270.0,1647.0,12027.0,772.0,1299.0,2633.0,565.0,819.0,565.0,909.0,2093.0,1966.0,516.0,344.0,928.0,3.0,381.0,1235.0,2.0,966.0,1633.0,2503.0,2610.0,94.0,866.0,2466.0,463.0,2323.0,8036.0,883.0,1288.0,2259.0,1541.0,5020.0,733.0,2136.0,10397.0,908.0,4994.0,28438.0,1038.0,2901.0,35726.0,1567.0,2079.0,4250.0,351.0,1298.0,1938.0,4556.0,7463.0,4474.0,5446.0,1137.0,3774.0,3561.0,2696.0,691.0,1353.0,2858.0,4438.0,2969.0,818.0,7270.0,2606.0,4322.0,4340.0,18464.0,657.0,5148.0,339.0,1089.0,4146.0,3143.0,641.0,2992.0,303.0,564.0,382.0,98.0,651.0,1184.0,1780.0,1342.0,1440.0,2.0,315.0,201.0,3016.0,7.0,2621.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,23.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,19.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,7.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,31.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,860.0,11183.0,1321.0,356.0,18.0,16.0,10.0,154.0,25.0,742.0,0.0,7.0,148.0,6308.0,179.0,437.0,1398.0,33.0,165.0,0.0,2.0,1028.0,205.0,1206.0,25.0,240.0,4.0,54.0,77.0,0.0,291.0,599.0,95.0,3951.0,3.0,3.0,9993.0,1201.0,91.0,1015.0,336.0,8062.0,11434.0,1235.0,2150.0,219.0,1454.0,672.0,491.0,1.0,67518.0,578.0,1450.0,71149.0,3758.0,1966.0,1614.0,935.0,3.0,146.0,1772.0,3594.0,3121.0,1315.0,1.0,6361.0,0.0,802.0,1034.0,3467.0,2851.0,3137.0,304.0,245.0,1910.0,419.0,5102.0,0.0,2803.0,0.0,2170.0,191.0,2380.0,2943.0,6862.0,382.0,3473.0,28.0,74.0,133.0,27.0,18.0,406.0,1.0,1010.0,156.0,0.0,557.0,1.0,1595.0,1.0,444.0
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
