miRNA,SRR10196214,SRR10196215,SRR10196216,SRR10196217,SRR10196218,SRR10196219
hsa-let-7a-3p,0.0,7.76,18.35,1.95,1.69,8.37
hsa-let-7a-5p,6602.56,6083.64,11258.32,1420.3,1914.2,4599.79
hsa-let-7b-3p,0.0,3.88,9.17,1.95,1.69,3.35
hsa-let-7b-5p,2268.41,1917.88,3173.86,641.87,792.38,1818.48
hsa-let-7c-5p,64.96,93.18,103.96,23.41,54.06,31.82
hsa-let-7d-3p,57.16,62.12,116.19,7.8,27.03,51.91
hsa-let-7d-5p,1260.23,1393.76,2198.46,228.26,336.21,797.05
hsa-let-7e-3p,0.0,0.0,3.06,0.0,3.38,0.0
hsa-let-7e-5p,192.28,174.71,495.34,66.33,59.13,92.1
hsa-let-7f-1-3p,0.0,0.0,3.06,0.0,0.0,1.67
hsa-let-7f-5p,5869.8,5951.64,10105.58,1117.9,1714.84,3779.3
hsa-let-7g-3p,0.0,0.0,3.06,0.0,0.0,0.0
hsa-let-7g-5p,2330.77,2030.47,3430.7,454.57,652.15,1555.59
hsa-let-7i-3p,5.2,11.65,30.58,1.95,5.07,11.72
hsa-let-7i-5p,1312.2,1374.35,2158.71,312.15,462.92,895.85
hsa-miR-1-3p,46.77,54.35,55.04,39.02,5.07,20.09
hsa-miR-100-5p,28.58,19.41,30.58,11.71,13.52,16.74
hsa-miR-101-3p,3190.85,1859.65,3415.41,503.35,772.1,1522.1
hsa-miR-101-5p,2.6,3.88,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,3.88,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,3.06,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,6.12,0.0,0.0,0.0
hsa-miR-103a-2-5p,18.19,0.0,3.06,0.0,6.76,0.0
hsa-miR-103a-3p,1850.07,1929.53,1950.79,241.92,549.09,154.05
hsa-miR-10401-3p,0.0,0.0,3.06,1.95,0.0,1.67
hsa-miR-106a-3p,5.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,64.96,42.71,45.86,13.66,16.9,21.77
hsa-miR-106b-3p,36.38,46.59,58.1,11.71,8.45,41.86
hsa-miR-106b-5p,392.36,438.71,483.11,89.74,118.27,241.12
hsa-miR-107,70.16,58.24,88.67,60.48,3.38,31.82
hsa-miR-10a-3p,0.0,0.0,3.06,0.0,0.0,0.0
hsa-miR-10a-5p,194.88,182.47,293.54,72.19,96.3,195.91
hsa-miR-10b-3p,0.0,0.0,3.06,0.0,0.0,3.35
hsa-miR-10b-5p,345.59,201.88,418.9,119.01,135.16,343.27
hsa-miR-11400,2.6,0.0,15.29,0.0,1.69,6.7
hsa-miR-1179,0.0,0.0,3.06,0.0,0.0,1.67
hsa-miR-1180-3p,0.0,0.0,3.06,0.0,0.0,0.0
hsa-miR-1185-1-3p,2.6,7.76,3.06,1.95,0.0,0.0
hsa-miR-1185-2-3p,5.2,3.88,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,2.6,0.0,3.06,1.95,0.0,0.0
hsa-miR-1197,0.0,0.0,3.06,0.0,0.0,0.0
hsa-miR-12136,10.39,3.88,0.0,0.0,1.69,3.35
hsa-miR-122-5p,18.19,3.88,3.06,3.9,0.0,1.67
hsa-miR-1226-3p,2.6,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,7.76,0.0,0.0,0.0,3.35
hsa-miR-124-3p,0.0,0.0,0.0,3.9,0.0,0.0
hsa-miR-1246,2.6,0.0,0.0,0.0,0.0,1.67
hsa-miR-1247-5p,2.6,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,2.6,0.0,3.06,0.0,0.0,1.67
