miRNA,SRR17622163,SRR17622164,SRR17622165,SRR17622166,SRR17622167,SRR17622168,SRR17622169,SRR17622170,SRR17622171,SRR17622172,SRR17622173,SRR17622174,SRR17622175,SRR17622176,SRR17622177,SRR17622178,SRR17622179,SRR17622180,SRR17622181
hsa-miR-206,5.4,1.65,5.91,11.96,32.0,54.19,68.62,13.87,16.54,3.71,0.9,2.6,9.54,0.67,4.43,5.91,1.72,13.56,11.79
hsa-miR-208b-3p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-20a-3p,0.77,0.0,0.0,0.0,1.01,0.37,0.16,0.28,0.56,0.65,0.0,0.0,0.65,0.0,0.0,0.89,0.69,1.27,0.18
hsa-miR-20a-5p,223.71,24.39,61.36,53.81,55.95,67.69,90.49,87.75,75.84,22.93,20.28,15.6,51.6,14.63,36.34,31.94,38.64,28.18,60.35
hsa-miR-20b-3p,0.0,0.0,0.49,0.0,1.34,1.12,0.16,0.0,0.37,0.0,0.0,0.29,0.22,0.0,1.77,0.0,0.0,0.0,0.18
hsa-miR-20b-5p,46.54,2.89,6.65,11.07,24.63,27.0,47.84,19.53,20.45,3.88,1.35,2.02,11.71,1.07,1.33,8.87,4.83,3.6,12.14
hsa-miR-21-3p,3.09,3.72,3.7,0.89,9.55,16.31,8.66,1.42,11.52,7.75,2.93,0.0,8.89,3.22,0.0,0.0,2.41,0.42,0.53
hsa-miR-21-5p,5430.24,2379.43,6253.1,4041.89,7567.53,15519.59,7135.68,3981.4,7312.91,4201.16,2567.07,1566.37,6086.5,3322.05,682.91,2378.12,4482.17,2436.54,2845.4
hsa-miR-210-3p,12.86,2.07,4.19,5.09,9.88,11.44,14.95,5.94,13.01,3.39,2.93,1.16,6.5,2.82,5.32,4.14,5.86,5.51,4.57
hsa-miR-210-5p,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.37,0.16,0.0,0.0,0.22,0.0,0.0,0.0,1.03,0.21,0.35
hsa-miR-211-3p,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,0.0,0.0,0.0,3.1,0.84,0.19,0.0,0.28,0.19,0.48,0.0,0.0,0.43,0.0,0.0,0.0,1.03,0.0,0.0
hsa-miR-2110,18.51,4.96,10.6,15.72,5.7,9.37,5.19,17.27,5.58,3.23,4.06,6.36,9.11,0.81,7.98,9.46,4.14,5.3,12.84
hsa-miR-2114-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.22,0.17,0.19,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.26,0.41,0.0,0.22,0.5,0.94,0.79,0.28,0.19,0.16,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.18
hsa-miR-212-5p,11.57,9.1,14.05,5.76,4.02,9.75,6.3,10.19,3.72,4.52,6.76,0.87,3.25,3.76,0.0,1.77,7.93,3.18,4.93
hsa-miR-214-3p,86.14,16.12,38.69,11.29,22.28,18.56,8.03,20.66,20.07,21.16,25.47,4.33,14.96,15.17,9.31,6.8,25.18,5.3,14.25
hsa-miR-214-5p,29.31,1.24,1.23,18.6,32.83,82.5,4.88,9.62,41.64,12.11,30.2,1.73,0.43,0.54,11.97,11.83,18.97,8.26,24.11
hsa-miR-215-3p,0.51,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,8.49,2.07,6.65,3.54,9.55,16.12,2.2,3.68,10.22,7.91,0.9,1.16,3.04,4.03,0.0,3.25,11.04,0.42,0.88
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.44,1.01,0.56,0.16,0.0,0.74,0.16,0.0,0.0,0.22,0.27,0.0,0.0,0.0,0.42,0.18
hsa-miR-216b-3p,0.0,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,2.07,0.25,2.44,5.7,1.69,0.47,2.83,2.6,0.65,0.0,0.0,4.12,0.0,0.0,3.55,0.0,1.69,0.0
hsa-miR-217-5p,0.0,0.83,0.49,0.0,0.84,0.56,0.79,0.0,1.3,0.16,0.0,0.0,0.65,0.4,0.0,0.0,0.0,0.42,0.0
hsa-miR-218-1-3p,1.54,0.83,1.23,0.44,1.01,1.12,0.47,1.42,1.3,1.61,0.23,0.0,0.87,0.13,0.0,0.89,1.72,0.42,0.53
hsa-miR-218-5p,463.11,217.48,355.33,345.42,538.76,478.12,334.44,253.35,438.28,565.4,125.99,165.28,303.31,271.7,59.83,209.96,588.17,155.08,108.04
hsa-miR-219a-1-3p,0.0,0.41,0.0,0.0,0.0,1.31,0.47,0.85,0.37,0.32,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.18
hsa-miR-219a-2-3p,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,4018.29,1082.01,2513.21,1565.47,2107.28,2584.1,1495.28,1634.45,2362.05,1843.32,746.91,335.75,1599.13,989.62,368.71,566.59,1644.12,1014.15,1223.08
hsa-miR-22-5p,124.71,19.85,44.36,84.58,75.22,189.37,76.33,50.67,76.39,58.46,24.79,16.18,61.14,20.81,13.74,30.46,73.13,36.65,30.79
hsa-miR-221-3p,416.31,84.76,239.76,332.8,778.48,670.31,511.96,187.39,522.67,421.02,94.21,13.29,311.54,220.02,31.46,19.22,301.5,104.44,142.53
hsa-miR-221-5p,25.46,13.64,21.44,29.23,39.37,35.06,26.6,17.83,29.55,18.25,13.75,1.44,21.03,7.11,2.22,10.05,33.12,17.58,12.49
hsa-miR-222-3p,490.62,345.65,693.42,1085.65,1544.23,748.87,508.97,651.06,556.87,320.25,311.25,113.27,659.51,104.98,105.47,185.41,549.88,342.99,371.97
hsa-miR-222-5p,2.31,0.41,0.99,0.66,1.68,1.5,1.26,1.7,1.12,0.16,0.9,0.0,0.65,0.13,0.0,0.0,0.69,0.85,0.35
hsa-miR-223-3p,13.89,2.07,4.44,5.09,0.5,4.12,3.31,15.85,3.16,1.61,1.8,0.29,7.37,1.75,0.89,3.55,1.38,1.91,2.46
hsa-miR-223-5p,26.74,4.55,8.87,49.16,1.68,8.81,9.44,24.91,7.99,4.36,7.21,9.25,14.74,1.07,5.32,13.31,14.49,8.69,7.57
hsa-miR-224-3p,0.51,0.0,0.49,1.77,0.84,2.81,0.47,0.28,3.72,2.26,0.23,0.0,0.43,0.54,0.0,0.0,2.07,0.42,1.41
hsa-miR-224-5p,776.3,115.77,309.5,170.94,162.0,559.12,96.63,164.75,306.69,303.61,67.84,40.74,121.84,110.88,21.27,45.24,351.52,31.14,92.73
hsa-miR-2277-3p,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.69,0.0,0.0
hsa-miR-2277-5p,0.77,0.0,0.0,0.22,0.5,1.69,0.47,0.28,0.37,0.32,0.68,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.26,0.0,0.0,1.11,0.67,0.19,0.16,0.57,0.19,0.0,0.23,0.0,0.65,0.0,0.0,0.0,0.34,0.42,0.88
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.34,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,226.54,101.3,206.5,104.51,206.05,248.06,113.94,114.93,202.6,204.62,170.39,41.03,189.7,144.71,36.78,43.77,208.02,93.0,242.47
hsa-miR-23a-5p,0.51,9.92,10.1,6.64,2.68,6.0,4.41,11.04,6.32,3.23,6.54,0.58,4.77,0.4,0.89,2.96,2.76,1.27,2.82
hsa-miR-23b-3p,46.54,32.66,44.85,47.83,140.05,69.75,101.2,52.37,75.84,39.57,66.49,35.25,67.21,33.56,2.22,40.81,48.3,39.41,70.91
hsa-miR-23b-5p,1.54,8.27,5.67,0.89,4.52,3.37,2.52,5.66,3.72,0.65,3.61,0.0,4.55,0.94,5.76,4.44,3.45,1.69,7.04
hsa-miR-24-1-5p,8.23,7.44,5.42,12.62,19.77,11.44,8.18,1.13,5.58,12.27,13.75,4.05,6.29,2.15,0.0,4.14,12.07,0.64,8.97
hsa-miR-24-2-5p,56.57,54.16,55.44,36.98,35.18,75.37,31.95,39.35,41.45,35.69,56.12,13.58,43.14,15.71,4.43,13.31,53.13,19.07,48.56
hsa-miR-24-3p,2031.9,554.03,1566.48,620.43,1337.0,2296.85,111.43,911.49,1374.89,976.89,938.26,192.73,1172.9,295.46,208.73,335.04,1159.09,193.0,1203.02
hsa-miR-25-3p,2133.47,408.08,691.2,672.47,203.71,308.62,330.34,1190.88,340.52,167.31,261.44,100.84,333.66,87.93,207.84,222.97,348.07,196.39,717.03
hsa-miR-25-5p,5.66,3.31,4.68,2.88,2.85,1.87,1.57,4.53,4.83,3.23,3.16,0.0,2.38,0.67,1.77,3.84,3.79,2.12,6.51
hsa-miR-2681-3p,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2681-5p,0.51,0.0,1.23,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.21,0.0
hsa-miR-2682-5p,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.26,0.0,0.0,0.66,0.84,0.19,1.26,0.0,0.19,0.0,0.0,0.0,0.87,0.27,0.0,0.0,0.34,0.0,0.0
hsa-miR-26a-2-3p,6.69,7.44,12.57,7.09,6.03,10.69,7.55,4.25,8.18,6.46,9.24,1.73,5.2,2.55,0.0,6.21,11.73,4.66,7.21
hsa-miR-26a-5p,20745.36,25115.74,32129.66,20775.19,38126.65,37224.35,32066.5,26246.66,37645.94,24646.58,26102.11,11669.63,26183.17,8963.9,8119.19,19333.68,23717.93,10964.56,23911.87
hsa-miR-26b-3p,2.06,4.13,2.46,4.87,2.35,2.25,3.93,3.4,2.42,0.65,1.35,0.0,1.08,0.94,2.22,2.07,1.03,1.27,2.11
hsa-miR-26b-5p,3928.29,1383.01,2013.73,1625.04,2379.67,2127.35,2681.78,1886.95,2698.47,1511.28,1407.72,674.98,1778.86,1016.6,713.05,1069.3,1885.94,919.45,2070.66
hsa-miR-27a-3p,1271.8,1141.55,1379.69,1018.11,1276.53,1953.73,774.0,610.58,1287.16,664.56,1877.86,339.51,1332.9,577.23,230.89,498.57,1477.15,622.64,2009.25
hsa-miR-27a-5p,14.91,206.31,226.95,124.22,53.27,126.94,118.04,202.4,123.6,36.98,146.72,22.83,60.27,6.31,12.85,30.75,53.47,39.19,38.18
hsa-miR-27b-3p,1169.46,1458.26,1280.39,1394.31,2673.84,3611.96,2542.81,1380.82,2321.9,1275.5,1846.53,467.8,2061.35,578.58,389.1,885.66,1379.53,920.51,1335.51
hsa-miR-27b-5p,2.83,13.64,3.7,12.84,20.94,17.81,14.48,16.98,18.4,5.49,13.97,5.49,10.84,1.75,1.33,5.91,8.62,4.45,7.57
hsa-miR-28-3p,149.14,90.96,205.51,119.35,192.48,140.44,49.58,136.44,104.83,70.25,66.94,46.81,106.02,30.07,21.71,69.2,121.77,129.02,80.24
hsa-miR-28-5p,66.08,36.8,87.97,51.15,96.83,99.94,58.23,63.97,92.19,61.21,35.61,18.78,57.02,26.31,12.85,33.12,93.14,29.87,55.95
hsa-miR-296-3p,1.8,0.41,0.74,2.66,2.01,4.87,2.52,1.42,1.86,2.91,0.68,0.0,1.95,0.54,4.43,0.3,2.41,1.69,1.23
hsa-miR-296-5p,4.89,0.83,3.45,0.0,2.85,5.06,3.31,1.13,6.13,1.78,0.23,1.16,1.95,0.67,0.0,0.0,5.17,0.0,2.99
hsa-miR-299-3p,2.06,0.0,3.45,0.22,1.34,0.75,2.36,0.0,4.46,3.23,0.9,0.29,0.65,1.07,0.0,0.89,0.69,0.21,0.88
hsa-miR-299-5p,0.26,0.0,0.99,0.44,1.01,0.19,0.31,0.28,1.12,1.13,0.23,0.0,0.22,0.4,0.0,0.0,0.34,0.64,1.23
hsa-miR-29a-3p,1670.11,758.69,1521.88,1032.5,1767.2,2036.98,1325.78,910.92,2020.23,1671.32,785.67,260.92,1195.45,1099.29,171.5,379.4,1517.51,577.3,774.74
hsa-miR-29a-5p,0.0,1.24,0.0,0.44,0.17,1.5,0.16,0.0,0.0,0.97,0.0,0.58,0.65,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,1.03,3.72,1.48,1.11,2.01,4.5,1.1,4.81,2.04,1.29,4.06,0.29,1.08,0.54,0.0,0.59,0.69,2.12,2.11
hsa-miR-29b-2-5p,3.09,1.24,2.96,1.99,3.35,3.0,5.35,1.98,4.28,0.97,1.8,0.29,2.6,0.67,0.0,0.0,1.03,0.85,1.23
hsa-miR-29b-3p,95.14,17.37,70.97,43.4,91.47,89.62,81.84,43.31,94.61,71.22,27.05,17.05,80.65,47.12,10.19,20.4,71.06,25.21,38.18
hsa-miR-29c-3p,37.8,8.27,14.79,10.85,39.54,47.44,40.13,9.62,39.59,18.73,8.56,1.73,23.63,15.17,0.0,9.17,20.01,9.96,10.73
hsa-miR-29c-5p,8.23,0.83,7.15,5.09,13.74,15.37,17.63,5.66,11.34,7.91,2.93,3.18,9.97,5.24,0.0,2.37,10.69,3.6,1.58
hsa-miR-301a-3p,0.51,0.0,0.25,0.0,0.67,0.19,0.16,1.13,0.0,0.0,0.0,0.0,0.65,0.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,1.8,0.0,0.25,2.88,2.68,2.25,2.68,0.0,1.12,0.97,1.13,0.0,0.22,0.27,1.33,0.0,1.38,1.69,1.06
hsa-miR-301b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.27,0.18
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-5p,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,0.0,0.0,0.34,0.37,0.63,0.57,0.19,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302d-3p,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-3064-5p,0.26,0.0,0.0,0.22,0.34,0.56,0.16,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3065-3p,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.65,0.13,0.0,0.59,0.0,0.0,0.0
hsa-miR-3065-5p,0.51,0.0,0.0,3.32,4.19,0.0,7.08,0.0,0.74,0.0,0.0,0.0,0.65,0.0,0.0,1.48,0.0,1.06,0.0
hsa-miR-3074-5p,1.03,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0
hsa-miR-3085-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,154.8,115.77,121.73,545.59,1723.31,2291.41,1139.29,588.79,981.21,291.34,124.18,85.53,930.51,60.68,9.31,416.07,105.91,361.0,95.02
hsa-miR-30a-5p,1478.28,1131.63,1204.98,4589.03,16462.19,16846.51,14312.44,5036.12,11382.55,2995.75,1390.82,286.92,8109.04,1321.86,121.87,2221.69,822.4,2840.13,1272.52
hsa-miR-30b-3p,3.34,4.96,9.12,11.07,36.86,42.94,34.47,8.21,18.22,6.3,6.54,0.58,9.54,1.07,1.77,5.62,4.14,7.2,2.11
hsa-miR-30b-5p,120.85,39.28,70.97,136.18,617.32,464.06,699.4,157.95,404.27,118.86,45.53,8.96,194.9,55.31,2.66,21.88,76.24,92.16,77.07
hsa-miR-30c-1-3p,4.11,4.13,4.44,4.87,15.41,9.56,14.95,3.4,8.74,4.68,2.48,2.89,5.64,0.54,0.0,5.91,4.14,2.33,1.41
hsa-miR-30c-2-3p,9.0,9.92,9.36,69.31,208.9,179.25,155.18,53.22,133.08,35.37,18.71,13.87,93.01,6.71,4.87,46.72,7.59,33.68,11.26
hsa-miR-30c-5p,611.22,515.16,796.91,2494.57,8587.08,5447.19,3873.79,3122.28,5254.76,975.44,861.18,365.52,3893.98,133.3,99.71,1478.56,481.58,1645.27,1008.23
hsa-miR-30d-3p,9.0,0.0,2.46,11.07,20.94,19.69,22.03,3.68,13.2,5.17,3.61,1.73,9.32,1.75,0.89,0.89,4.48,3.6,2.82
hsa-miR-30d-5p,2841.37,1704.67,2695.56,5911.6,13953.19,11376.25,10037.95,5696.53,7201.2,2080.23,1663.3,484.85,5757.39,658.72,306.23,2258.95,1839.02,3411.93,1858.64
hsa-miR-30e-3p,110.31,50.85,103.99,195.08,452.31,434.62,432.17,149.46,313.01,125.81,56.8,47.68,203.14,54.37,16.84,97.29,101.42,119.91,50.15
hsa-miR-30e-5p,876.33,253.45,433.45,714.32,1369.0,1131.18,1524.4,699.19,1069.13,391.31,255.58,72.53,664.5,217.87,54.51,202.27,310.47,363.54,391.68
hsa-miR-31-3p,0.26,0.83,0.74,0.0,0.0,0.94,0.16,0.28,1.49,0.0,0.0,0.0,0.22,0.27,0.0,0.0,1.03,0.0,0.0
hsa-miR-31-5p,2.06,0.0,4.19,1.11,9.05,9.37,5.67,3.96,12.27,5.49,0.45,0.29,6.94,1.34,0.0,2.66,8.97,2.33,1.23
hsa-miR-3115,0.0,0.0,0.0,0.66,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,0.51,0.0,0.0,0.0,0.17,0.0,0.47,0.0,0.37,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-3p,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.51,0.0,0.49,0.0,0.67,0.0,0.16,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
hsa-miR-3126-5p,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.19,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-3127-3p,0.26,0.0,0.49,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.69,0.0,0.18
hsa-miR-3127-5p,0.26,0.0,0.0,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-3128,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0
hsa-miR-3129-3p,0.0,0.0,0.99,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.45,0.58,0.43,0.0,0.0,0.0,0.0,0.21,0.18
hsa-miR-3129-5p,0.0,0.0,0.0,0.0,0.34,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3131,0.0,0.0,0.0,0.0,0.0,0.37,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3133,0.0,0.0,0.0,0.0,0.0,0.75,0.16,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-3136-5p,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0
hsa-miR-3138,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3139,0.26,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,0.0,0.0,0.0,0.44,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
hsa-miR-3141,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
hsa-miR-3143,1.29,0.83,0.0,1.11,0.0,0.0,1.26,3.11,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.38,0.0,2.46
hsa-miR-3144-3p,0.0,0.0,0.0,0.89,0.34,0.19,0.16,0.57,0.56,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
hsa-miR-3144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3145-5p,0.26,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-3149,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.19,0.16,0.0,0.0,0.0,0.13,0.0,0.0,0.69,0.0,0.0
hsa-miR-3152-5p,0.51,0.83,0.0,0.0,0.67,0.19,0.16,0.28,0.56,0.32,0.45,0.58,0.43,0.13,0.0,0.0,0.34,0.21,0.35
hsa-miR-3154,0.26,0.0,0.0,0.0,0.5,0.37,0.16,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.53
hsa-miR-3155a,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,1.24,0.0,0.66,0.0,1.12,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0
hsa-miR-3157-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.57,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.34,0.0,0.0
hsa-miR-3158-3p,33.17,7.86,0.74,0.66,1.34,2.81,5.98,15.29,4.28,2.1,0.23,0.0,0.43,0.0,0.0,3.84,3.79,1.48,0.35
hsa-miR-3158-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0
hsa-miR-3163,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
hsa-miR-3164,0.51,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.29,0.43,0.0,0.44,0.0,0.0,0.0,0.0
hsa-miR-3170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-3173-3p,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.26,0.0,0.0,0.44,1.01,0.75,0.0,6.23,0.0,0.48,0.0,0.87,1.73,0.13,0.0,0.0,0.0,0.64,0.0
hsa-miR-3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.69,0.0,0.0
hsa-miR-3175,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-3177-3p,0.0,0.0,0.99,0.0,0.84,0.0,0.0,0.0,0.19,0.48,0.23,0.0,0.0,0.13,0.0,0.0,1.72,0.21,0.35
hsa-miR-3178,0.77,0.0,0.74,0.22,0.34,0.0,0.16,1.7,1.49,0.81,5.18,1.73,0.43,11.14,2.66,0.3,1.03,0.21,0.88
hsa-miR-3179,0.0,0.0,0.0,1.33,0.0,0.75,0.16,0.0,0.19,0.0,0.45,0.0,0.0,0.13,0.0,2.37,0.34,0.0,0.0
