miRNA,SRR17622163,SRR17622164,SRR17622165,SRR17622166,SRR17622167,SRR17622168,SRR17622169,SRR17622170,SRR17622171,SRR17622172,SRR17622173,SRR17622174,SRR17622175,SRR17622176,SRR17622177,SRR17622178,SRR17622179,SRR17622180,SRR17622181
hsa-miR-1297,0.0,0.83,0.25,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.59,0.34,0.0,0.0
hsa-miR-1298-5p,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,5.14,0.83,0.25,1.55,5.19,2.62,0.16,1.42,11.15,4.52,0.0,2.89,7.8,0.81,0.0,0.3,9.31,2.54,0.18
hsa-miR-1301-3p,6.94,2.89,14.54,9.52,19.27,16.31,11.96,10.76,13.75,5.65,3.61,6.65,9.54,2.82,1.77,6.21,10.0,4.87,7.57
hsa-miR-1301-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,3.6,4.96,8.87,3.1,10.89,18.75,10.23,1.98,12.64,3.55,0.9,0.0,4.55,1.21,0.89,3.84,8.28,3.6,0.7
hsa-miR-1304-5p,4.37,0.0,2.71,0.44,0.34,1.12,1.26,1.13,0.93,1.29,0.45,0.29,1.08,0.27,0.0,0.0,2.41,1.27,2.11
hsa-miR-1305,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,1.29,0.0,0.74,0.0,0.67,0.19,0.94,0.57,1.12,0.0,0.0,0.0,0.43,0.13,0.0,3.84,0.0,0.21,0.7
hsa-miR-1306-5p,0.0,0.0,0.25,0.0,0.17,0.19,0.0,0.28,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,26.23,26.05,44.85,77.5,122.29,60.94,43.59,90.3,47.95,11.79,25.24,32.94,77.62,1.88,42.99,70.08,47.61,45.55,31.67
hsa-miR-1307-5p,3.09,0.0,0.99,2.44,6.37,5.25,6.92,2.83,6.13,3.23,1.13,0.87,2.82,1.48,1.33,4.14,1.72,1.69,1.23
hsa-miR-130a-3p,55.03,12.82,41.15,18.82,27.14,36.94,22.19,22.08,20.63,26.16,17.35,2.6,19.08,22.69,2.66,6.8,32.08,10.38,10.38
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,5.14,0.0,0.99,3.32,0.5,0.56,0.94,0.57,1.3,0.48,0.45,0.0,0.65,0.4,0.0,0.0,0.0,0.21,0.35
hsa-miR-130b-5p,0.51,1.24,4.68,1.55,3.18,1.12,0.16,6.79,1.3,0.32,0.68,0.58,3.25,0.27,0.0,0.0,1.38,2.12,1.23
hsa-miR-132-3p,14.14,5.79,10.6,5.76,7.37,23.62,12.28,5.66,8.55,9.04,6.31,3.76,8.89,7.52,6.2,2.66,11.73,4.87,10.21
hsa-miR-132-5p,10.54,9.51,19.96,4.87,10.22,17.81,7.08,14.44,9.11,6.46,9.24,5.49,7.37,4.3,0.0,5.32,12.42,4.87,6.86
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,17.49,3.31,7.64,4.43,1.84,5.25,4.09,0.85,2.23,4.04,1.8,1.16,3.25,3.49,0.0,3.25,1.72,0.42,7.21
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0
hsa-miR-133b,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
hsa-miR-134-3p,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,18.77,16.12,23.16,6.42,10.05,24.0,11.02,11.32,10.41,14.37,12.62,5.2,4.77,8.19,0.89,2.66,24.49,4.24,9.15
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.34,0.0,0.16,0.57,0.0,0.32,0.23,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.18
hsa-miR-135a-2-3p,0.26,0.0,0.25,0.66,0.84,0.19,0.63,0.28,0.37,0.16,0.0,0.0,1.73,0.0,0.0,1.77,0.0,0.42,0.0
hsa-miR-135a-5p,1.8,1.24,3.2,13.95,38.7,14.06,41.86,9.06,33.83,10.66,0.68,1.73,33.6,0.67,0.89,19.52,4.83,12.08,0.7
hsa-miR-135b-5p,2.83,4.96,1.48,6.64,10.72,31.5,10.07,4.53,10.22,4.52,1.8,2.6,13.66,1.61,0.0,3.84,4.83,5.93,0.53
hsa-miR-136-3p,24.94,17.78,31.79,10.63,21.28,33.0,14.95,13.59,31.6,25.52,16.0,4.62,13.22,17.72,2.66,4.14,20.01,5.51,19.36
hsa-miR-136-5p,20.31,8.27,22.42,10.41,14.74,26.06,13.85,8.21,17.1,27.78,14.2,3.76,10.62,8.73,6.65,5.62,25.87,6.14,11.44
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.69,0.42,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.41,0.0,2.88,2.85,2.81,3.15,1.13,2.6,0.48,0.0,0.29,1.52,0.67,0.0,2.96,0.0,0.21,0.53
hsa-miR-139-3p,7.71,72.77,22.67,9.3,13.74,4.5,5.51,7.64,10.41,3.39,71.67,15.31,15.83,2.28,7.98,9.76,16.21,8.47,76.37
hsa-miR-139-5p,127.54,443.22,116.56,81.26,117.77,47.81,97.73,69.07,46.84,59.92,557.59,55.48,111.87,40.41,46.53,46.43,114.87,67.37,582.42
hsa-miR-140-3p,956.04,160.42,276.48,161.86,257.15,339.56,357.57,212.87,371.74,464.95,151.68,20.52,234.58,434.4,31.46,51.16,306.33,75.42,190.03
hsa-miR-140-5p,84.08,67.81,89.2,55.58,104.03,170.06,81.21,56.33,99.81,93.83,69.87,28.32,79.78,45.91,27.48,45.84,116.94,37.29,77.6
hsa-miR-141-3p,7.46,2.07,20.95,30.56,47.74,64.87,62.8,24.63,34.39,15.83,0.68,8.09,65.04,1.88,0.0,14.79,34.5,15.47,1.58
hsa-miR-141-5p,0.0,0.0,1.48,0.44,2.18,1.69,4.09,0.28,2.23,1.29,0.23,0.29,1.95,0.0,0.0,0.0,1.72,1.06,0.0
hsa-miR-142-3p,296.22,31.42,60.37,86.58,24.63,40.12,78.22,120.02,70.26,27.13,43.5,19.07,35.56,17.85,69.58,39.63,52.78,39.19,152.38
hsa-miR-142-5p,2268.47,203.83,495.55,586.33,174.06,224.62,334.59,789.2,389.96,170.86,176.47,51.43,318.92,113.16,167.96,132.18,299.43,187.92,587.7
hsa-miR-143-3p,9447.76,6540.03,5528.63,2819.18,3672.28,18315.18,1567.52,4712.86,4762.57,6461.3,4708.86,1146.82,4071.11,6934.86,1008.64,794.28,7885.28,1080.88,4409.66
hsa-miR-143-5p,14.91,2.48,12.07,1.11,5.86,25.12,4.41,10.76,13.57,19.38,2.7,1.16,2.82,25.91,3.1,0.59,14.49,1.06,4.93
hsa-miR-144-3p,2669.09,188.95,541.38,553.34,44.39,205.5,795.88,1039.44,627.31,79.13,101.87,45.94,202.28,42.42,260.14,324.69,241.13,320.54,1002.08
hsa-miR-144-5p,780.41,35.14,183.09,154.11,12.9,52.87,133.93,321.29,157.25,21.32,20.28,4.91,56.15,9.26,51.85,32.23,45.19,57.41,198.13
hsa-miR-145-3p,121.37,99.64,81.07,46.06,53.27,163.31,9.29,88.32,47.77,47.96,68.52,19.94,65.47,36.65,15.51,7.98,83.83,31.35,53.67
hsa-miR-145-5p,27.0,19.02,13.8,5.09,12.9,28.31,5.04,13.59,16.91,27.29,15.33,0.29,11.92,50.21,0.44,1.18,35.19,4.45,23.05
hsa-miR-1468-5p,2.83,2.07,0.74,1.77,4.52,2.06,0.94,3.11,5.58,0.48,1.35,0.0,1.08,0.27,0.0,1.77,1.03,0.85,1.06
hsa-miR-146a-3p,0.0,0.0,0.0,1.33,0.34,0.0,0.0,0.0,0.37,0.16,2.03,0.58,0.22,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-146a-5p,299.05,147.19,178.65,148.35,244.25,373.5,163.05,138.42,181.78,183.78,330.86,24.27,178.64,253.18,45.65,79.55,233.89,96.61,207.45
hsa-miR-146b-3p,9.77,6.62,13.8,6.64,12.4,16.87,5.51,5.38,15.43,21.16,5.18,3.18,5.2,16.11,0.0,2.96,3.45,2.12,4.57
hsa-miR-146b-5p,2945.77,2696.97,4879.56,1261.68,2011.96,5010.51,1211.68,680.22,3102.93,4840.53,2206.92,1040.2,1212.57,3202.17,156.88,822.97,1282.25,509.51,1110.82
hsa-miR-147b-3p,0.26,0.0,0.0,0.44,0.17,0.94,0.0,0.0,0.56,0.16,0.0,0.0,0.0,0.27,0.0,0.0,0.34,0.0,0.7
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,19515.73,8986.86,13014.06,17294.83,29775.44,47887.55,32499.14,14828.13,19596.56,18602.59,7227.92,8154.61,19456.24,9986.01,3038.33,12790.75,22021.03,9294.5,6397.1
hsa-miR-148a-5p,14.66,7.44,23.16,13.29,30.32,39.0,31.95,24.34,25.09,16.47,7.89,5.2,21.03,7.11,3.55,16.56,36.22,8.26,10.73
hsa-miR-148b-3p,334.02,88.48,153.03,188.65,334.04,429.0,279.98,153.71,271.37,226.26,74.83,43.34,205.31,177.47,33.24,132.77,164.89,85.8,115.6
hsa-miR-148b-5p,16.71,8.68,5.17,6.64,10.39,10.87,12.43,7.36,9.48,5.33,4.96,2.31,6.72,3.49,0.44,1.18,7.93,3.39,9.15
hsa-miR-149-3p,0.0,0.41,0.0,0.0,0.0,0.75,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,5.4,2.48,9.61,5.76,4.02,3.37,4.25,8.21,3.72,0.97,2.03,4.33,10.84,1.07,0.89,9.46,3.1,2.75,0.88
hsa-miR-150-3p,2.57,1.65,3.7,3.99,2.18,2.06,1.1,0.57,1.3,1.61,3.16,0.87,0.65,0.13,0.0,0.3,5.17,2.12,3.52
hsa-miR-150-5p,49.63,24.39,39.18,36.76,48.75,21.37,9.6,28.59,23.05,27.45,24.79,4.33,27.97,10.87,9.75,4.73,42.09,20.55,49.8
hsa-miR-151a-3p,817.44,616.46,660.65,576.37,767.09,1208.8,816.81,651.63,578.06,553.29,581.25,295.3,708.29,281.9,108.13,412.22,749.96,325.2,395.2
hsa-miR-151a-5p,128.83,23.98,97.58,67.76,100.85,67.5,30.85,25.19,92.19,30.36,59.05,8.09,39.24,30.47,1.77,22.18,56.57,8.05,39.24
hsa-miR-151b,4.37,1.65,2.96,2.21,11.56,1.5,1.42,0.57,21.75,3.23,5.63,0.58,5.42,1.34,0.0,3.55,1.38,1.27,8.62
hsa-miR-152-3p,169.71,133.55,316.15,121.78,171.54,220.87,141.96,120.31,228.25,267.11,122.83,69.64,103.85,227.81,39.0,88.42,231.13,52.54,138.83
hsa-miR-152-5p,2.06,0.0,1.97,2.44,1.84,4.12,2.05,0.0,4.09,3.39,0.45,0.0,0.43,1.07,0.0,0.0,0.69,0.42,0.18
hsa-miR-153-3p,1.54,0.0,0.0,0.22,0.17,0.0,0.0,0.28,0.56,0.32,0.0,0.0,0.0,0.13,0.0,0.0,0.34,0.21,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-154-3p,0.0,0.41,1.48,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.67,0.44,0.0,0.0,0.0,0.0
hsa-miR-154-5p,3.86,0.83,4.19,0.22,1.68,2.81,0.79,0.28,1.49,1.94,0.9,0.0,0.87,1.34,0.89,0.0,3.45,0.42,1.76
hsa-miR-155-5p,44.48,62.85,72.69,37.2,42.22,95.81,54.61,39.06,43.49,39.57,50.94,55.77,49.65,28.32,19.06,47.02,38.64,23.3,67.39
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-15a-5p,43.71,5.79,5.91,9.3,2.68,4.87,9.76,9.06,12.45,2.1,2.93,0.0,6.72,2.28,0.44,0.0,3.1,5.51,11.44
hsa-miR-15b-3p,35.49,3.72,5.91,5.09,2.35,8.25,7.24,13.87,5.39,2.91,0.9,0.0,2.82,1.07,1.77,0.0,7.24,1.91,10.38
hsa-miR-15b-5p,236.82,9.92,23.41,35.21,8.71,14.81,42.18,51.52,28.07,10.66,7.66,4.62,17.99,5.24,10.19,8.87,15.52,12.29,40.47
hsa-miR-16-1-3p,0.51,0.0,1.48,1.11,0.17,0.0,0.31,0.0,0.74,0.32,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,1095.41,134.79,322.07,459.01,63.49,120.75,205.38,582.56,238.1,47.32,92.63,32.65,161.08,28.19,183.03,162.35,146.61,138.77,488.63
hsa-miR-16-5p,2097.99,124.04,266.62,279.44,87.45,249.18,319.8,420.64,223.42,121.12,91.5,30.34,158.05,68.73,86.42,63.58,189.39,115.46,337.49
hsa-miR-17-3p,3.86,0.0,1.48,1.55,0.84,1.5,0.63,1.42,1.49,0.16,0.23,0.0,1.08,0.13,0.0,0.89,0.69,0.64,1.41
hsa-miR-17-5p,192.34,14.06,42.88,49.16,32.5,60.19,67.99,88.32,52.23,19.54,11.72,16.47,34.91,11.68,26.59,39.92,32.77,22.24,58.95
hsa-miR-181a-2-3p,16.2,10.75,8.13,13.06,11.73,17.62,10.86,17.55,11.9,6.3,6.31,1.44,14.96,2.68,3.1,10.05,10.35,5.72,8.62
hsa-miR-181a-3p,3.6,0.41,2.71,0.22,3.69,4.5,2.05,2.83,2.79,1.29,3.16,0.0,3.25,2.01,0.89,0.89,1.72,1.27,3.52
hsa-miR-181a-5p,545.9,469.68,631.08,265.49,363.19,537.74,305.64,419.51,331.41,273.9,378.41,96.22,347.53,255.86,75.78,188.37,283.56,141.31,416.67
hsa-miR-181b-2-3p,0.26,0.0,0.0,0.66,0.17,0.56,0.16,0.0,0.56,0.16,0.0,0.0,0.65,0.0,0.0,0.0,0.34,0.0,0.18
hsa-miR-181b-3p,0.0,0.83,0.0,0.0,0.34,0.19,0.16,0.0,0.0,0.0,0.45,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.18
hsa-miR-181b-5p,73.8,69.05,86.49,29.89,69.52,84.94,45.8,60.86,52.97,38.27,47.78,14.16,52.9,32.62,9.75,27.21,47.26,19.49,58.07
hsa-miR-181c-3p,0.26,0.0,0.74,0.0,0.34,0.94,0.31,0.85,0.74,0.32,0.45,0.0,0.0,0.27,0.0,0.3,0.34,0.0,0.53
hsa-miR-181c-5p,3.09,0.0,0.0,0.0,3.69,4.5,2.36,0.28,0.93,0.16,1.58,0.0,1.08,0.27,0.0,1.18,0.0,0.85,2.46
hsa-miR-181d-5p,2.06,3.72,6.41,4.43,8.88,13.31,8.97,5.38,5.58,3.39,6.76,0.29,7.15,1.75,0.89,3.55,5.86,2.12,5.98
hsa-miR-182-3p,1.03,1.24,0.0,0.89,0.5,0.0,0.31,0.0,0.93,0.0,0.23,0.29,0.22,0.0,0.44,0.0,0.0,0.42,0.0
hsa-miR-182-5p,573.16,137.27,292.74,330.14,218.62,151.87,128.58,164.46,166.91,41.5,30.65,35.83,132.9,18.39,65.59,105.27,59.68,64.62,215.2
hsa-miR-1827,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-183-5p,331.71,93.44,204.28,348.97,274.57,200.44,93.17,171.82,187.17,27.78,23.21,31.78,169.11,9.4,39.88,78.36,41.4,81.99,145.87
hsa-miR-184,2.83,3.31,3.45,5.31,35.01,131.44,6.61,9.91,10.22,4.52,1.13,1.16,24.93,1.21,3.99,7.39,3.45,2.97,0.88
hsa-miR-1843,20.06,2.48,7.15,5.31,7.87,6.75,4.25,8.78,6.69,2.42,3.83,3.18,6.5,2.55,0.89,4.14,6.55,4.87,5.28
hsa-miR-185-3p,11.83,0.83,1.72,1.55,1.68,2.25,4.41,3.96,4.09,0.65,1.58,0.0,1.3,0.94,4.43,0.3,0.69,1.27,2.11
hsa-miR-185-5p,812.3,62.02,147.36,158.1,68.01,91.5,134.88,236.93,169.7,45.86,34.93,13.29,103.41,37.45,107.69,68.9,92.11,50.63,182.29
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,762.67,186.88,487.66,314.42,318.63,538.87,515.58,432.53,501.48,348.35,189.54,122.51,297.67,173.57,88.19,160.57,426.04,148.3,353.5
hsa-miR-187-3p,0.51,0.0,0.49,11.51,20.44,15.94,12.43,2.55,11.52,2.58,0.0,2.02,7.37,0.67,0.0,4.73,1.03,4.24,0.53
hsa-miR-187-5p,0.0,0.0,0.0,0.0,0.5,0.56,0.79,0.0,0.37,0.32,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0
hsa-miR-188-3p,0.0,0.0,0.0,0.22,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0
hsa-miR-188-5p,0.0,0.0,0.25,1.55,1.84,4.69,3.78,1.42,2.79,0.32,0.0,0.0,1.52,0.0,0.0,0.0,1.03,0.85,0.0
hsa-miR-18a-3p,0.77,2.07,0.99,0.22,0.17,0.0,1.1,2.83,0.0,0.0,0.23,0.0,0.0,0.13,0.0,0.59,0.69,0.0,1.06
hsa-miR-18a-5p,12.86,0.0,3.94,2.88,0.67,1.12,2.36,3.68,1.86,0.65,0.9,2.02,1.73,0.27,5.32,1.77,0.34,0.64,4.75
hsa-miR-18b-3p,0.26,0.0,0.0,0.44,0.0,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.34,0.0,0.0
hsa-miR-18b-5p,5.14,0.41,0.49,0.0,0.17,0.0,1.1,2.83,0.0,0.16,0.0,0.0,0.0,0.0,1.33,0.3,0.0,1.27,0.7
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1908-5p,0.51,0.83,0.0,0.44,0.17,0.0,0.0,0.85,1.12,0.16,0.0,0.58,0.0,0.0,7.09,0.3,0.34,0.42,1.23
hsa-miR-190a-3p,0.0,0.41,0.0,0.0,0.17,0.75,1.26,0.0,0.56,0.48,0.0,0.0,0.65,0.54,0.0,0.0,0.69,0.0,0.0
hsa-miR-190a-5p,1.8,0.41,1.97,0.22,2.35,0.56,2.05,1.7,3.9,0.97,0.0,0.0,1.52,0.13,1.33,0.3,1.03,1.06,0.35
hsa-miR-190b-5p,3.34,1.24,0.0,0.0,0.17,0.94,0.31,0.0,1.86,0.32,0.0,0.0,0.0,0.13,0.89,0.0,0.0,0.0,1.06
hsa-miR-191-3p,0.51,0.0,0.25,0.44,1.01,0.19,0.16,0.85,0.37,0.16,0.45,0.58,0.65,0.0,0.44,0.0,0.0,0.21,0.0
hsa-miR-191-5p,1083.32,255.52,672.72,571.72,686.01,560.06,401.8,727.78,462.26,231.59,268.2,143.61,569.11,74.23,118.32,202.27,398.44,219.91,505.52
hsa-miR-192-3p,0.0,0.0,0.0,0.44,0.0,1.12,0.94,1.13,0.56,0.32,0.0,0.0,0.43,0.0,0.0,1.18,0.0,0.21,0.0
hsa-miR-192-5p,557.22,112.87,198.37,1227.14,2323.05,1367.05,1774.01,842.7,2282.87,772.92,49.58,399.61,2001.3,92.09,38.56,951.6,71.75,790.22,133.55
hsa-miR-193a-3p,0.77,0.0,0.0,1.55,1.68,1.12,0.31,1.13,2.6,1.45,0.0,0.0,0.22,1.48,1.33,1.18,0.34,0.0,0.18
hsa-miR-193a-5p,198.0,57.47,101.03,73.51,85.1,126.94,13.69,130.5,64.5,33.11,29.75,12.14,36.21,2.55,39.44,20.7,142.13,31.14,42.05
hsa-miR-193b-3p,68.14,6.2,10.6,12.84,25.13,54.0,16.53,14.15,29.18,45.06,3.61,0.0,13.22,30.88,4.87,3.55,28.29,2.97,7.21
hsa-miR-193b-5p,17.23,2.89,13.8,5.09,6.87,33.75,4.41,8.21,7.99,7.59,3.16,4.05,5.42,0.81,5.32,6.21,20.01,2.75,4.75
hsa-miR-194-3p,0.26,0.0,0.0,1.33,3.18,0.56,3.46,1.13,1.49,1.45,0.0,1.16,2.17,0.0,0.0,0.59,0.0,0.21,0.0
hsa-miR-194-5p,232.97,19.85,64.56,280.55,684.84,380.62,542.18,254.76,589.21,250.8,11.72,89.28,551.76,19.33,20.39,197.24,36.91,206.35,35.54
hsa-miR-195-3p,25.2,47.13,69.98,25.91,37.19,56.44,11.49,28.87,35.87,28.1,39.22,14.45,34.91,12.08,12.85,18.04,45.19,19.07,13.55
hsa-miR-195-5p,150.94,70.7,145.39,43.18,101.69,185.44,41.39,87.75,113.57,146.32,72.12,38.43,61.57,105.92,12.41,36.96,136.61,32.84,53.32
hsa-miR-196a-3p,2.31,0.0,1.23,0.0,0.84,1.69,1.89,0.0,1.12,0.65,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,125.48,157.11,257.51,122.01,337.73,284.06,240.79,125.12,282.34,191.86,63.11,75.99,144.39,114.51,27.92,112.37,189.73,63.77,59.65
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,22.63,14.06,31.79,29.01,42.38,52.87,62.8,33.12,37.92,25.84,12.85,9.54,34.69,17.32,4.87,22.18,37.26,13.14,12.49
hsa-miR-197-3p,9.0,4.96,5.17,4.65,8.38,3.56,3.15,5.66,4.83,4.36,1.8,0.29,5.64,2.01,1.77,6.51,3.45,0.64,2.11
hsa-miR-197-5p,0.51,0.0,0.0,0.0,0.0,0.0,0.16,0.57,0.56,0.16,0.45,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.7
hsa-miR-1976,1.8,0.0,0.0,0.44,0.17,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.53
hsa-miR-198,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,2818.49,1381.77,3953.77,1382.8,2409.82,2962.66,1851.59,1051.61,3706.64,4793.85,1394.65,496.41,404.77,5265.04,311.54,411.93,3653.21,587.05,1313.52
hsa-miR-199a-5p,1479.06,955.08,2075.33,681.32,1043.67,2244.54,887.16,978.01,1898.49,2499.15,1018.49,418.1,661.03,1515.17,270.33,385.61,1746.92,267.15,955.45
hsa-miR-199b-3p,1094.38,92.2,465.73,136.18,279.76,1154.99,410.14,242.03,547.39,765.33,104.58,45.94,1214.52,559.25,52.74,64.47,52.78,7.41,358.95
hsa-miR-199b-5p,639.5,199.29,635.51,310.22,456.84,448.5,517.63,257.31,745.71,1293.58,145.6,92.17,286.83,789.47,57.17,146.67,734.78,108.89,244.58
hsa-miR-19a-3p,22.63,6.2,6.9,9.08,8.21,8.25,9.76,8.21,9.85,2.58,4.73,0.0,4.99,3.49,0.0,2.37,7.24,2.97,8.45
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,53.74,5.37,18.73,17.71,26.64,29.44,41.08,32.84,26.58,10.98,11.04,1.44,21.9,6.04,0.89,6.51,18.63,10.38,23.4
hsa-miR-200a-3p,133.97,37.62,408.81,710.11,2105.77,1988.98,2566.58,878.94,1543.47,375.96,13.07,251.38,1316.2,54.5,3.55,559.78,414.31,598.7,23.05
hsa-miR-200a-5p,6.43,5.37,20.45,56.24,109.39,155.81,134.09,51.8,66.54,23.42,0.9,11.85,81.08,2.68,0.0,22.18,38.29,41.52,2.46
hsa-miR-200b-3p,123.17,35.56,431.97,614.23,1842.42,1767.73,1966.17,597.85,1264.48,327.35,13.07,244.45,1111.33,42.55,7.98,426.42,369.46,469.47,16.72
hsa-miR-200b-5p,4.11,1.65,13.55,21.04,38.2,32.25,18.57,29.44,16.54,3.71,0.45,11.56,32.95,0.13,0.0,24.25,8.97,15.47,1.41
hsa-miR-200c-3p,198.25,45.48,860.0,694.39,1379.05,1085.99,1133.15,909.51,755.01,217.21,8.11,494.39,1543.85,16.78,11.08,502.71,748.58,408.46,18.83
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.17,0.19,0.63,0.0,0.19,0.16,0.0,0.0,0.43,0.0,0.0,0.0,1.03,0.0,0.0
hsa-miR-202-3p,0.51,0.0,0.99,0.22,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,0.51,0.41,0.49,0.89,0.5,1.12,0.47,1.98,1.12,0.16,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
hsa-miR-203a-3p,56.83,57.06,210.93,358.71,68.52,170.62,78.53,98.79,94.79,11.14,37.41,154.59,325.85,3.89,112.56,212.32,152.48,99.36,1.58
hsa-miR-203a-5p,0.0,0.0,0.0,1.77,0.0,0.0,0.31,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-3p,1.29,0.41,0.0,0.22,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,7.71,7.44,6.16,59.56,98.67,77.44,75.86,84.07,56.88,20.99,5.41,41.32,93.88,3.22,5.76,89.6,7.24,53.6,9.85
hsa-miR-204-5p,21.6,19.85,39.92,306.23,556.35,310.87,207.59,448.39,301.3,85.11,10.37,25.43,422.76,9.13,5.32,312.27,13.8,210.37,15.66
hsa-miR-205-5p,5.91,1.65,52.24,50.71,15.75,24.0,8.81,12.17,11.52,11.79,0.45,19.07,71.33,1.88,0.89,20.11,71.75,4.03,1.58
