miRNA,SRR17237638,SRR17237639,SRR17237640,SRR17237641,SRR17237642,SRR17237643,SRR17237644,SRR17237645,SRR17237646,SRR17237647,SRR17237648,SRR17237649,SRR17237650,SRR17237651,SRR17237652,SRR17237653,SRR17237654,SRR17237655,SRR17237656,SRR17237657,SRR17237658,SRR17237659,SRR17237660,SRR17237661,SRR17237662,SRR17237663,SRR17237664,SRR17237665
hsa-miR-1291,0.18,0.0,0.0,0.0,0.0,0.43,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.22,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-1292-5p,0.0,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-1293,0.18,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.54,0.44,0.32,0.17,0.28,1.13,0.0,0.0,0.33,0.0,0.33,0.78,0.14,0.16,0.86,0.0,0.51,0.0,0.0,0.8,0.19,0.88,0.4,0.0,0.0,0.42,0.2,0.59
hsa-miR-1295a,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.14,0.0,0.17,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.39
hsa-miR-1296-3p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.54,0.44,0.16,0.17,0.14,0.14,0.58,0.43,0.17,0.17,0.16,0.31,0.83,0.47,0.69,0.19,0.68,0.36,0.53,1.8,0.56,2.21,1.19,0.8,1.52,1.69,2.21,1.76
hsa-miR-1297,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.59
hsa-miR-1298-3p,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,9.11,0.0,0.32,0.17,0.14,0.85,0.14,0.0,0.0,4.0,3.26,0.62,0.28,0.0,6.4,0.0,0.17,0.0,0.35,0.2,0.19,0.0,0.13,0.8,0.95,3.17,0.4,0.0
hsa-miR-1301-3p,3.57,0.44,2.76,1.01,0.28,0.99,2.03,0.57,3.34,3.0,1.96,2.33,1.93,2.05,1.56,0.19,1.52,1.43,0.53,0.2,2.82,0.44,1.85,0.6,1.89,1.48,3.22,4.49
hsa-miR-1303,0.36,0.44,0.32,0.17,0.14,0.43,0.72,0.0,0.84,0.5,0.49,0.16,0.55,0.63,1.21,0.57,0.17,0.71,0.0,0.2,0.56,0.22,0.4,0.0,0.76,0.63,0.4,1.37
hsa-miR-1304-3p,0.0,0.0,0.16,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.15,0.16,0.0,0.14,0.0,0.14,0.14,0.17,0.17,0.0,0.16,0.0,0.0,0.17,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.2
hsa-miR-1306-3p,0.18,0.29,0.32,0.17,0.28,1.13,0.0,0.29,0.5,0.33,0.16,0.0,0.0,0.32,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.39
hsa-miR-1306-5p,0.54,0.0,0.16,0.17,0.14,0.0,0.0,0.0,0.17,0.17,0.16,0.0,0.14,0.0,0.0,0.76,1.52,1.07,0.53,0.2,0.19,0.44,0.13,0.6,0.57,1.06,1.81,0.59
hsa-miR-1307-3p,14.11,19.02,38.93,13.96,9.12,51.05,15.64,3.43,14.88,17.5,16.81,4.96,17.07,7.42,11.93,3.23,18.6,7.49,5.12,5.4,18.21,5.97,5.67,5.63,8.52,15.2,12.28,13.48
hsa-miR-1307-5p,0.0,0.15,0.32,0.17,0.0,0.14,0.14,0.29,0.17,0.0,0.49,0.0,0.28,0.0,0.0,0.0,0.0,0.36,0.0,0.2,0.19,0.66,0.26,0.2,0.57,0.63,0.2,0.2
hsa-miR-130a-3p,5.53,2.05,1.62,2.52,0.98,0.57,0.72,0.57,0.84,1.17,1.63,0.31,1.1,0.32,6.74,3.23,4.4,4.46,2.3,3.6,3.57,3.76,0.66,3.22,3.79,6.96,5.24,7.23
hsa-miR-130a-5p,0.18,0.0,0.32,0.5,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-130b-3p,0.89,1.17,0.65,1.01,0.14,1.28,0.14,0.29,0.67,0.67,0.33,0.0,0.55,0.16,1.21,0.95,0.68,0.18,0.18,0.4,1.31,0.88,0.26,1.01,0.19,1.06,1.01,0.78
hsa-miR-130b-5p,16.25,2.49,2.92,0.5,0.14,1.13,1.16,0.14,1.17,2.17,0.33,0.0,1.24,0.47,3.46,1.71,3.38,0.71,0.0,2.6,1.5,1.55,1.19,0.2,0.38,1.48,1.21,1.76
hsa-miR-132-3p,1.25,0.88,0.81,1.51,0.42,0.28,1.88,0.57,0.84,0.83,1.31,0.47,0.55,0.95,3.11,0.95,2.03,1.25,1.24,0.8,3.38,0.88,0.53,0.8,0.76,4.01,3.22,5.08
hsa-miR-132-5p,1.96,0.44,1.14,0.5,0.0,0.0,0.72,0.29,0.17,0.0,0.98,0.16,0.28,0.32,0.17,0.19,1.35,0.71,0.0,0.8,0.56,0.44,0.26,0.0,0.19,0.63,0.2,1.37
hsa-miR-1323,2664.98,2597.53,1912.28,1399.8,490.91,348.28,1687.1,1210.11,1069.92,1212.26,1715.02,536.4,1484.22,739.47,3561.4,1263.52,2264.64,1880.36,1482.07,3894.73,3017.29,3013.33,557.91,1003.18,1572.35,2513.11,2467.3,4123.23
hsa-miR-133a-3p,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.22,0.0,0.0,0.0,0.21,0.2,0.0
hsa-miR-134-5p,0.36,1.46,1.62,0.17,0.56,3.97,0.14,0.14,0.0,1.17,0.49,0.31,0.14,0.0,1.04,0.19,3.72,1.25,0.18,0.0,2.82,0.0,0.0,0.0,0.57,0.42,0.6,0.78
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-3p,0.36,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.42,0.2,0.0
hsa-miR-135b-5p,36.96,15.8,23.85,5.55,1.96,0.57,9.42,0.57,4.18,10.17,11.26,6.2,3.99,3.47,28.7,8.56,42.11,4.81,4.24,8.8,12.76,3.1,5.67,12.47,11.55,58.04,13.29,33.01
hsa-miR-136-3p,0.89,0.29,0.49,0.34,0.14,0.0,0.43,0.14,0.5,0.5,0.0,0.0,0.14,0.0,0.17,0.19,1.01,0.89,0.0,0.2,0.75,0.22,0.13,0.2,0.0,0.84,0.2,0.2
hsa-miR-136-5p,0.18,0.15,0.49,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.68,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.13,0.0,0.76,3.17,0.2,1.56
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.21,0.0,0.59
hsa-miR-138-1-3p,0.0,0.29,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.33,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.22,0.13,0.0,0.38,0.0,0.0,0.0
hsa-miR-138-5p,1.79,1.9,0.97,1.18,0.28,12.48,0.43,1.0,1.5,1.83,1.63,0.47,0.0,0.95,3.46,0.95,0.0,2.5,2.12,6.8,0.56,3.32,1.71,3.02,3.41,4.01,0.0,6.25
hsa-miR-139-3p,0.0,0.15,0.97,0.17,0.0,0.14,0.14,0.0,0.0,0.5,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-5p,1.79,1.32,5.52,1.18,1.26,0.43,2.46,1.0,0.67,3.5,2.12,0.62,1.1,0.47,1.04,0.19,2.88,1.43,1.41,0.8,0.94,0.22,0.13,0.0,0.38,0.84,1.21,1.17
hsa-miR-140-3p,94.81,52.67,44.12,41.22,17.39,47.79,37.23,28.6,36.78,49.0,47.01,20.15,44.87,19.1,105.63,33.49,111.63,56.51,35.33,63.01,77.33,59.29,25.31,47.67,62.32,128.31,82.56,94.16
hsa-miR-140-5p,17.32,5.12,6.33,5.05,1.96,0.71,4.92,1.86,2.84,7.83,12.41,1.71,1.65,1.74,14.18,1.33,7.78,4.46,2.83,9.2,3.94,4.87,2.37,4.63,5.49,17.09,10.67,13.67
hsa-miR-141-3p,80.52,13.46,22.71,16.82,6.31,5.96,26.07,5.86,7.19,18.83,29.05,4.96,9.91,5.21,44.26,10.46,31.63,8.73,15.72,21.6,32.28,8.19,3.69,10.86,10.61,61.84,74.71,63.49
hsa-miR-141-5p,2.86,1.61,1.14,1.68,0.42,0.85,1.16,0.43,0.67,1.0,0.98,0.47,0.28,0.32,2.25,1.33,1.01,1.07,0.53,2.0,2.25,1.11,0.53,1.21,0.95,2.95,1.81,1.37
hsa-miR-142-3p,5.71,1.02,3.24,2.02,2.1,0.85,4.06,0.29,0.84,1.83,1.96,0.93,0.69,0.47,1.21,0.19,2.71,0.18,0.18,0.6,0.38,0.22,0.4,0.8,0.0,0.84,0.2,0.39
hsa-miR-142-5p,15.0,3.95,9.73,13.46,4.35,0.57,9.13,1.43,3.01,13.5,3.75,0.93,2.06,1.11,1.9,0.38,8.79,6.42,3.71,2.0,2.06,1.11,0.92,0.0,1.89,1.69,2.82,2.34
hsa-miR-143-3p,69.28,21.07,68.46,19.68,18.79,9.93,33.61,8.87,7.36,25.17,24.81,6.67,7.43,15.63,44.77,4.38,62.41,13.19,8.13,5.8,13.33,9.29,6.59,3.62,13.26,15.62,17.52,59.97
hsa-miR-143-5p,0.18,0.29,0.81,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-144-3p,13.03,1.76,6.49,2.36,0.28,2.69,4.06,0.86,1.84,5.5,2.45,0.16,0.69,1.11,3.98,0.95,11.33,2.67,2.47,2.8,1.88,2.65,0.26,0.4,0.38,4.22,3.42,4.3
hsa-miR-144-5p,6.96,1.17,3.73,1.68,1.12,0.0,1.45,0.14,0.84,2.33,3.59,0.16,0.14,0.16,0.86,0.0,1.69,1.6,0.53,0.8,0.19,1.11,0.0,0.2,0.19,0.63,2.42,1.17
hsa-miR-145-3p,0.54,0.29,0.16,0.17,0.28,0.0,0.14,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-145-5p,0.0,0.15,0.32,0.34,0.28,0.14,0.0,0.14,0.17,0.17,0.33,0.0,0.14,0.0,0.52,0.57,1.35,0.0,0.18,0.6,0.38,0.44,0.66,0.0,1.14,0.42,0.4,0.39
hsa-miR-1468-5p,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,30.53,8.49,13.63,20.69,13.61,2.98,9.99,2.57,6.52,25.67,8.16,4.5,4.54,0.47,22.47,2.09,29.43,23.35,6.71,7.2,12.95,3.76,5.8,4.83,8.9,15.83,18.32,8.2
hsa-miR-146b-3p,0.54,0.15,0.49,0.84,0.0,0.28,0.29,0.14,0.0,0.33,0.16,0.0,0.14,0.0,0.35,0.0,0.34,0.18,0.0,0.2,0.56,0.44,0.13,0.0,0.38,0.0,0.2,0.0
hsa-miR-146b-5p,99.81,57.5,102.2,77.56,31.42,27.79,106.18,25.03,18.39,70.84,47.34,14.57,39.37,17.84,73.99,11.61,61.06,31.73,18.2,33.0,65.69,23.67,10.15,13.48,18.37,39.68,36.04,61.34
hsa-miR-147b-3p,0.18,0.15,0.0,0.17,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
hsa-miR-147b-5p,0.18,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.17,0.18,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.2,0.0
hsa-miR-148a-3p,504.21,298.59,334.99,167.57,130.58,13.47,254.94,151.16,73.74,175.18,176.77,32.4,142.19,68.36,418.88,85.43,398.47,178.25,184.44,192.02,373.13,242.93,39.94,64.17,126.34,158.28,168.74,327.99
hsa-miR-148a-5p,0.18,1.17,1.46,0.5,0.28,2.84,1.45,0.29,0.17,0.17,0.16,0.0,0.83,0.0,0.69,0.38,1.01,0.18,0.53,0.2,0.94,0.88,0.0,0.0,0.19,0.21,0.6,0.59
hsa-miR-148b-3p,207.11,80.17,95.06,48.96,19.5,6.52,61.42,29.6,54.67,61.67,113.61,27.13,73.91,32.52,140.37,25.11,122.62,51.51,42.4,79.41,104.54,58.19,29.53,35.6,73.49,126.84,83.77,155.89
hsa-miR-148b-5p,10.36,1.61,3.89,2.52,0.98,0.14,2.03,1.29,1.84,3.17,4.08,1.4,2.62,2.37,5.01,1.33,3.72,1.43,0.88,3.2,4.13,1.55,0.79,2.21,2.46,7.6,6.64,9.18
hsa-miR-149-3p,0.36,0.88,1.62,0.17,0.14,1.99,1.59,0.0,0.33,1.0,0.49,0.78,0.14,0.0,0.35,0.0,0.17,0.0,0.18,0.0,0.75,0.44,0.26,0.0,0.19,1.48,0.0,0.0
hsa-miR-149-5p,43.03,25.31,18.98,21.7,5.33,23.54,16.8,6.44,28.42,24.34,25.63,7.75,21.75,9.47,45.47,16.17,37.21,22.28,19.79,28.0,33.22,27.43,17.67,24.74,24.06,71.33,49.94,86.34
hsa-miR-150-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-5p,6.96,7.17,8.44,4.88,7.99,2.13,15.79,2.29,2.01,24.17,3.26,2.64,3.17,2.21,1.04,0.19,1.52,3.03,1.41,0.2,3.57,1.11,0.66,1.01,0.19,2.53,1.01,2.34
hsa-miR-151a-3p,101.24,69.78,109.5,34.32,43.9,37.3,65.47,26.46,26.75,78.17,75.08,21.08,31.38,24.31,91.28,12.75,82.53,24.42,21.2,31.8,77.33,26.77,11.86,15.29,21.03,52.13,42.49,51.57
hsa-miR-151a-5p,11.25,5.27,1.78,4.88,1.12,1.56,2.03,2.29,7.02,3.33,7.35,1.4,2.75,0.79,8.99,8.75,7.1,7.31,6.36,17.4,6.38,13.5,8.96,10.46,16.86,29.76,19.93,24.22
hsa-miR-151b,1.96,0.0,0.0,1.01,0.0,0.28,0.43,0.14,0.17,0.0,0.16,0.0,0.0,0.32,1.04,0.19,0.17,0.71,0.0,2.0,1.88,1.33,0.66,1.21,0.38,4.22,0.2,0.59
hsa-miR-152-3p,5.0,1.17,4.22,1.68,1.82,1.56,3.04,0.57,2.17,2.33,1.63,0.62,2.48,0.47,3.8,0.57,2.2,0.71,0.71,1.4,1.69,0.66,0.26,0.6,0.95,2.11,2.21,2.34
hsa-miR-152-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.28,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.36,0.0,0.0,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-155-5p,2.68,1.32,3.08,13.96,4.07,0.0,2.46,1.29,0.5,3.5,0.98,0.78,0.69,0.32,1.38,0.19,2.2,11.76,3.18,0.6,1.5,1.55,0.79,0.4,0.76,0.42,0.6,0.39
hsa-miR-15a-5p,0.89,0.0,0.16,0.17,0.14,0.28,0.14,0.14,0.17,0.17,0.16,0.47,0.14,0.16,0.69,0.38,0.68,0.18,0.18,0.4,0.38,0.22,0.0,0.4,0.19,0.21,1.61,0.39
hsa-miR-15b-3p,0.36,0.15,0.0,0.34,0.14,0.0,0.0,0.14,0.17,0.0,0.16,0.47,0.14,0.0,0.17,0.0,0.51,0.0,0.18,0.2,0.38,0.0,0.13,0.6,0.19,0.21,0.2,0.78
hsa-miR-15b-5p,2.5,0.73,0.97,1.35,0.28,0.14,0.58,0.72,0.33,0.67,0.98,0.16,0.28,0.32,4.15,0.95,2.71,2.5,1.24,2.8,0.94,2.21,0.92,2.21,1.89,7.18,1.61,3.71
hsa-miR-16-2-3p,23.57,9.07,13.3,5.89,2.52,0.14,6.37,2.29,1.67,5.5,10.77,1.55,2.06,0.95,6.4,1.9,6.26,3.39,2.65,4.0,6.94,3.54,0.13,1.01,2.27,2.11,3.42,4.88
hsa-miR-16-5p,33.03,9.66,9.41,14.64,4.35,0.71,6.95,4.86,4.68,14.5,13.55,4.19,6.33,4.58,35.79,19.03,24.69,25.85,10.78,24.2,18.96,27.66,13.18,24.74,27.28,56.56,42.08,42.0
hsa-miR-17-3p,0.54,0.15,0.49,0.0,0.14,0.99,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.19,0.51,0.18,0.0,0.4,0.0,0.0,0.0,0.0,0.19,0.42,0.2,0.59
hsa-miR-17-5p,43.39,7.02,8.6,12.11,4.91,3.55,6.08,5.72,16.05,13.67,22.36,5.89,5.78,7.26,25.59,7.42,19.28,11.41,9.54,12.8,12.58,15.71,15.29,11.47,28.03,38.83,41.48,32.43
hsa-miR-181a-2-3p,42.67,25.16,32.44,12.79,7.01,16.45,22.45,9.44,7.52,11.0,17.3,2.48,6.33,2.37,34.4,8.75,37.88,13.37,11.31,19.4,28.34,22.35,5.41,7.44,13.45,28.7,11.88,17.19
hsa-miR-181a-3p,0.54,0.44,1.3,0.67,0.14,0.28,0.72,0.14,0.17,0.17,0.16,0.0,0.28,0.16,0.17,0.0,0.68,0.36,0.18,0.4,0.19,0.22,0.0,0.2,0.19,0.21,0.2,0.78
hsa-miR-181a-5p,443.15,168.54,159.95,161.35,70.69,496.33,147.46,74.79,152.32,87.51,199.46,59.38,146.45,58.1,321.37,155.06,336.74,199.82,263.77,412.83,322.82,255.98,97.29,114.06,178.62,414.7,361.45,301.23
hsa-miR-181b-2-3p,0.89,0.59,0.32,0.5,0.14,0.14,0.29,0.29,0.33,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.17,0.18,0.35,0.2,0.19,0.44,0.13,0.0,0.0,0.0,0.2,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,15.53,9.07,9.08,16.15,2.95,11.77,7.82,3.43,8.53,4.17,9.47,2.48,7.16,3.16,9.85,5.52,13.36,16.04,10.25,13.0,11.82,10.18,7.38,3.42,8.52,11.4,13.89,13.28
hsa-miR-181c-3p,0.54,0.15,0.81,0.5,0.14,0.28,0.72,0.14,0.5,0.33,0.16,0.16,0.83,0.32,1.38,0.0,2.03,1.07,0.18,1.2,1.5,1.11,0.13,0.0,0.57,3.8,2.21,1.17
hsa-miR-181c-5p,1.43,0.29,0.49,0.34,0.0,0.57,0.58,0.14,1.17,0.0,0.82,0.31,0.96,0.0,1.21,0.38,1.35,0.18,0.71,1.4,1.69,0.66,0.53,1.01,1.14,3.59,3.42,2.15
hsa-miR-181d-3p,0.0,0.0,0.0,0.17,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,2.68,0.73,1.14,0.67,0.42,1.28,0.87,0.14,1.0,0.5,1.96,0.62,0.69,0.16,1.56,0.38,1.35,0.89,0.53,0.8,1.5,0.88,0.53,1.21,1.33,2.74,1.61,1.56
hsa-miR-182-5p,30.0,12.14,15.25,10.94,6.87,2.41,18.83,8.29,6.69,14.83,11.1,4.19,8.53,4.58,21.78,5.33,11.5,9.45,6.18,9.8,23.09,11.95,3.95,7.85,7.96,11.82,9.67,11.13
hsa-miR-183-5p,21.43,14.92,14.28,8.24,5.75,2.13,14.05,6.29,4.68,9.83,12.41,4.03,7.02,4.1,19.53,3.81,7.78,6.95,4.95,4.6,16.89,7.08,1.45,3.62,4.17,10.55,6.85,11.72
hsa-miR-184,19.46,14.78,19.95,12.62,13.89,19.71,12.6,9.01,12.71,17.0,15.67,12.09,10.19,13.89,31.12,4.38,15.05,12.83,12.01,12.4,11.26,14.16,11.34,9.66,11.37,34.82,11.48,20.71
hsa-miR-1843,0.54,0.44,1.46,0.17,0.14,0.0,0.0,0.0,0.0,0.83,0.33,0.16,0.14,0.63,0.17,0.0,0.34,0.89,0.0,0.2,0.19,0.0,0.26,0.0,0.0,0.21,0.0,0.39
hsa-miR-185-3p,0.0,1.02,0.81,0.0,0.42,1.28,0.14,0.29,0.33,0.17,0.33,0.0,0.14,0.0,0.17,0.19,0.34,0.18,0.18,0.0,0.0,0.22,0.13,0.0,0.38,0.0,0.0,0.0
hsa-miR-185-5p,30.89,16.82,19.14,16.15,7.99,26.8,14.34,5.01,18.56,16.67,16.65,7.29,15.83,4.74,17.63,4.0,20.97,16.04,6.71,11.4,15.2,11.5,4.22,9.25,9.09,17.52,16.51,15.04
hsa-miR-186-5p,53.21,17.99,24.17,13.8,3.23,7.09,18.54,2.43,14.04,11.5,28.73,4.81,18.31,5.21,26.1,5.52,19.96,8.38,8.66,11.4,18.58,8.41,4.61,9.45,15.15,41.79,32.62,45.52
hsa-miR-188-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.42,0.2,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,0.71,0.0,0.65,0.34,0.28,0.0,0.0,0.14,0.33,0.17,0.0,0.16,0.0,0.16,0.17,0.0,0.34,0.18,0.0,0.4,0.19,0.22,0.26,0.0,0.19,1.06,0.4,0.2
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.63,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,0.18,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.15,0.32,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.54,0.88,0.32,0.17,0.7,0.0,1.3,0.14,0.17,1.17,0.33,0.47,0.14,0.16,1.21,0.0,0.0,0.18,0.0,0.6,0.38,0.0,0.26,0.6,0.38,1.06,1.21,1.37
hsa-miR-191-3p,0.36,0.15,0.16,0.34,0.0,0.28,0.0,0.29,0.17,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.34,0.0,0.18,0.4,0.19,0.22,0.0,0.2,0.0,0.0,0.0,0.39
hsa-miR-191-5p,433.15,130.06,218.51,152.6,86.68,118.69,176.29,121.98,184.76,245.69,283.2,144.64,128.15,186.29,248.59,53.27,209.21,95.9,70.49,102.41,189.75,142.48,80.42,124.32,133.54,252.83,159.48,285.8
