miRNA,SRR22728237,SRR22728238,SRR22728239,SRR22728240,SRR22728241,SRR22728242,SRR22728243,SRR22728244,SRR22728245,SRR22728247,SRR22728248,SRR22728249,SRR22728250,SRR22728251,SRR22728252
hsa-miR-106a-5p,21.61,0.0,1.35,1.97,0.0,0.0,0.0,0.0,0.0,0.0,9.33,37.62,0.0,0.0,3.74
hsa-miR-106b-3p,4.66,0.0,1.35,0.0,7.77,21.22,60.29,3.08,0.0,0.0,20.6,47.5,3.59,10.16,8.41
hsa-miR-106b-5p,29.59,0.0,2.71,29.51,30.24,16.44,1.55,13.1,0.0,3.54,40.83,210.38,18.65,0.0,25.24
hsa-miR-107,0.0,19.37,0.0,17.71,14.69,0.0,0.39,0.77,0.0,1.18,8.12,0.0,12.19,0.0,3.27
hsa-miR-10a-3p,0.0,0.0,0.0,2.95,12.09,0.0,0.0,3.85,0.0,14.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,106.07,7.98,25.7,368.86,1873.71,82.8,76.52,233.42,3.59,2493.12,9.25,73.68,55.23,9.03,70.57
hsa-miR-10b-5p,106.41,3.42,182.62,190.83,501.04,36.47,8.5,100.92,1.2,621.51,3.47,53.71,5.02,1.13,38.79
hsa-miR-11400,0.0,0.0,1.35,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.47
hsa-miR-11401,11.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,375.08,5.7,190.74,60.0,105.39,584.95,187.05,28.5,1.2,11.79,738.95,398.57,139.15,35.0,356.6
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0
hsa-miR-122-3p,0.33,2.28,4.06,43.28,0.86,0.6,7.34,191.05,0.0,0.0,0.08,1.6,0.0,0.0,8.41
hsa-miR-122-5p,16.63,206.25,235.38,5.9,19.0,12.85,5.02,718.75,55.03,3.54,1.25,11.28,14.35,49.68,56.08
hsa-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,1.97,0.0,6.28,0.0,0.0,0.0,0.0,0.77,7.35,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,2.02,4.71,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.89,16.45,0.0,0.0,2.8
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.33,1.14,6.76,1.97,1.73,0.0,0.0,2.31,26.32,68.4,0.08,0.0,0.72,0.0,1.87
hsa-miR-1246,0.0,0.0,0.0,14.75,0.86,0.0,0.0,0.0,0.0,11.79,0.0,6.52,0.0,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,1.97,5.18,0.6,0.0,2.31,0.0,2.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,8.31,0.0,1.35,3.93,2.59,4.18,0.77,0.77,0.0,7.08,2.18,23.34,0.72,0.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93
hsa-miR-1255a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,0.0,2.59,2.09,0.0,0.0,0.0,0.0,5.94,5.74,19.37,12.42,4.21
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.33,0.0,1.35,0.0,0.86,0.0,0.0,0.77,0.0,0.0,0.04,0.05,0.72,0.0,0.47
hsa-miR-125a-5p,289.29,22.79,100.1,306.89,375.78,111.19,123.67,213.39,11.96,491.78,5.25,45.07,85.35,3.39,65.43
hsa-miR-125b-1-3p,0.33,0.0,2.71,0.98,2.59,0.3,0.39,0.77,0.0,2.36,0.2,0.16,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,85.79,5.7,174.51,517.39,118.35,43.04,47.15,420.62,19.14,215.82,19.99,53.29,158.51,3.39,35.52
hsa-miR-126-3p,7255.29,136.74,4316.68,5442.46,6924.7,4497.88,1923.47,3573.74,184.24,2757.29,6569.52,4486.93,2156.8,630.07,5704.6
hsa-miR-126-5p,27.27,0.0,6.76,145.58,69.11,47.23,3.09,76.27,0.0,41.28,33.03,350.03,69.57,13.55,21.5
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.0
hsa-miR-1260b,1.0,0.0,4.06,0.0,4.32,2.09,0.0,1.54,0.0,5.9,0.32,0.47,1.43,0.0,0.0
hsa-miR-1268a,0.67,0.0,0.0,0.98,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,28.93,4.56,60.87,128.86,526.09,17.64,3.09,80.12,9.57,728.83,1.9,5.59,7.17,4.52,57.49
hsa-miR-1270,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,7.43,5.48,0.0,0.0,1.87
hsa-miR-1271-5p,1.0,1.14,0.0,0.98,0.0,2.39,0.0,3.08,0.0,0.0,0.77,0.0,0.0,0.0,1.87
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.47
hsa-miR-1277-3p,4.32,0.0,0.0,0.0,1.73,2.39,0.0,1.54,0.0,0.0,6.5,17.64,2.87,0.0,2.34
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.12,0.26,0.0,0.0,0.0
hsa-miR-128-3p,16.29,3.42,9.47,16.72,35.42,15.54,44.06,16.95,1.2,4.72,28.43,45.58,12.19,16.94,11.22
hsa-miR-1283,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1284,6.98,0.0,1.35,9.84,5.18,0.3,0.0,0.77,0.0,0.0,5.65,19.04,0.0,0.0,3.27
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,5.95,0.0,0.0,0.0
hsa-miR-1285-5p,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0
hsa-miR-1287-3p,0.0,0.0,0.0,0.0,0.0,5.68,0.0,0.77,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,3.93,0.86,5.38,0.0,7.7,0.0,2.36,6.62,0.0,8.61,0.0,5.14
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.47
hsa-miR-129-2-3p,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.77,0.0,1.18,0.24,0.0,0.0,1.13,0.0
hsa-miR-129-5p,0.0,0.0,29.76,0.0,0.0,0.0,0.39,0.77,0.0,0.0,0.32,0.0,0.0,0.0,0.0
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,4.32,5.98,73.43,11.56,0.0,0.0,8.64,15.01,6.46,0.0,3.74
hsa-miR-1294,21.61,0.0,150.16,9.84,16.41,87.28,69.18,0.0,0.0,0.0,75.36,88.22,30.12,15.81,21.03
hsa-miR-1295a,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.33,0.0,0.0,0.98,0.0,0.9,0.0,3.85,0.0,0.0,0.36,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,7.89,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.98,0.0,3.89,0.0,2.31,0.0,0.0,5.41,14.85,7.17,0.0,5.14
hsa-miR-1303,0.0,0.0,0.0,0.0,1.73,2.09,0.0,2.31,0.0,0.0,1.09,0.0,0.0,1.13,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0
hsa-miR-1304-5p,7.65,1.14,0.0,1.97,1.73,17.64,0.0,0.0,0.0,0.0,23.06,5.64,0.0,0.0,3.27
hsa-miR-1306-3p,39.9,1.14,1.35,0.0,0.86,51.41,0.39,0.0,16.75,0.0,40.06,21.16,23.67,0.0,20.56
hsa-miR-1306-5p,198.52,4.56,211.03,24.59,18.14,269.61,78.07,3.08,3.59,0.0,81.74,175.09,23.67,4.52,29.91
hsa-miR-1307-3p,61.52,7.98,10.82,55.08,61.33,54.4,53.33,34.67,40.68,5.9,158.99,63.02,22.95,11.29,101.88
hsa-miR-1307-5p,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0
hsa-miR-130a-3p,65.17,0.0,17.59,62.95,47.51,29.89,9.66,44.68,0.0,38.92,50.44,70.47,100.42,0.0,46.74
hsa-miR-130a-5p,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,2.36,0.04,0.05,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,0.0,1.35,4.92,6.91,0.3,0.0,0.77,0.0,0.0,3.8,28.72,5.74,0.0,0.0
hsa-miR-130b-5p,5.32,0.0,14.88,3.93,14.69,15.24,62.61,4.62,0.0,3.54,12.84,4.29,0.0,0.0,15.89
hsa-miR-132-3p,1.0,0.0,0.0,0.0,1.73,1.2,0.0,1.54,0.0,0.0,2.22,1.81,0.0,0.0,0.93
hsa-miR-132-5p,12.3,1.14,2.71,6.89,24.19,9.86,0.0,6.16,1.2,17.69,30.13,20.9,2.87,0.0,9.35
hsa-miR-133a-3p,4.66,13.67,2.71,84.59,1.73,2.99,184.73,89.36,13.16,1.18,0.65,37.93,1118.92,5.65,2.34
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,0.0,8.89,2.31,0.0,0.0,0.0,2.48,20.08,0.0,0.0
hsa-miR-134-3p,0.0,0.0,1.35,0.0,0.0,0.3,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,0.0,1.35,2.95,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
hsa-miR-1343-3p,0.0,0.0,0.0,0.98,0.86,0.0,0.39,0.77,0.0,0.0,0.4,0.1,0.0,0.0,0.0
hsa-miR-135a-5p,0.33,1.14,5.41,1.97,0.0,0.3,0.0,1.54,0.0,0.0,0.44,3.41,6.46,2.26,0.0
hsa-miR-135b-5p,25.6,0.0,2.71,0.98,2.59,15.84,0.77,2.31,0.0,4.72,2.46,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.33,0.0,1.35,4.92,0.86,0.0,0.39,3.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.33,0.0,2.71,3.93,0.0,0.0,0.0,3.08,0.0,1.18,0.08,0.05,0.72,0.0,0.0
hsa-miR-137-3p,0.0,0.0,1.35,0.98,0.86,0.0,0.0,3.85,0.0,1.18,0.0,0.05,0.0,0.0,0.0
hsa-miR-138-5p,0.33,0.0,4.06,18.69,1.73,0.3,1.16,13.87,0.0,20.05,0.0,0.21,0.0,3.39,0.0
hsa-miR-139-3p,27.6,1.14,212.38,12.79,12.09,2.09,0.77,2.31,2.39,2.36,0.61,3.88,1.43,0.0,6.54
hsa-miR-139-5p,238.09,60.39,128.51,223.29,387.01,142.58,57.97,63.94,64.6,77.84,10.98,71.82,20.8,11.29,236.02
hsa-miR-140-3p,27.6,0.0,2.71,119.02,19.87,0.9,0.39,115.56,0.0,9.43,5.98,45.53,65.99,0.0,9.35
hsa-miR-140-5p,11.97,0.0,12.17,195.74,22.46,14.65,0.77,253.45,2.39,21.23,19.18,28.66,63.12,1.13,11.68
hsa-miR-141-3p,8.65,1.14,0.0,1.97,9.5,9.56,0.0,2.31,0.0,8.26,1.17,4.86,0.0,0.0,0.0
hsa-miR-141-5p,0.33,0.0,0.0,0.0,0.86,0.6,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-142-3p,38.91,1.14,6.76,47.21,62.2,45.13,1.16,54.7,4.79,18.87,38.32,307.4,26.54,7.9,49.07
hsa-miR-142-5p,51.87,20.51,0.0,36.39,63.93,31.09,0.39,46.99,0.0,12.97,60.9,273.4,40.88,10.16,48.61
hsa-miR-143-3p,405.01,4.56,470.76,16954.94,820.67,590.03,273.62,14715.59,4.79,1039.0,82.63,60.49,3480.86,11.29,99.08
hsa-miR-143-5p,0.33,0.0,0.0,5.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,105.08,0.0,1.35,48.2,44.92,165.29,0.77,81.66,10.77,3.54,258.54,2169.94,88.22,18.07,129.46
hsa-miR-144-5p,165.6,0.0,0.0,18.69,44.06,46.63,167.73,58.55,0.0,7.08,153.3,917.43,86.79,5.65,77.11
hsa-miR-145-3p,1.0,1.14,0.0,20.66,6.91,1.49,0.39,16.95,0.0,5.9,0.2,0.31,5.74,0.0,0.0
hsa-miR-145-5p,46.22,2.28,0.0,2189.57,48.38,40.95,17.0,2255.64,1.2,49.53,5.98,3.36,570.22,0.0,3.27
hsa-miR-1468-5p,17.29,0.0,0.0,0.98,2.59,20.33,65.7,0.0,1.2,1.18,8.44,0.0,2.87,9.03,1.4
hsa-miR-146a-5p,44.23,33.05,131.22,149.51,404.29,35.57,45.22,53.93,29.91,254.74,36.51,87.7,21.52,21.45,502.41
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,8.65,0.0,4.06,122.95,25.05,9.27,1.55,90.13,2.39,30.66,3.43,0.26,13.63,0.0,21.97
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,12.3,1.14,0.0,97.38,6.91,7.77,4.64,69.33,0.0,7.08,8.48,26.75,2.87,0.0,10.28
hsa-miR-148b-3p,3.33,0.0,0.0,3.93,0.0,0.0,0.0,1.54,0.0,1.18,0.85,6.11,0.0,0.0,0.0
hsa-miR-148b-5p,0.0,0.0,0.0,1.97,0.0,0.0,0.0,1.54,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-149-5p,35.91,3.42,24.35,11.8,31.1,40.95,69.57,13.1,13.16,63.68,5.57,14.8,80.33,13.55,3.27
hsa-miR-150-3p,0.0,1.14,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34
hsa-miR-150-5p,748.84,129.9,324.66,448.54,498.45,460.31,117.87,162.55,183.04,142.7,11.23,174.73,83.2,62.1,1819.43
hsa-miR-151a-3p,11.97,0.0,0.0,0.98,17.28,0.0,0.0,2.31,1.2,3.54,6.42,48.43,22.24,0.0,12.62
hsa-miR-151a-5p,724.9,17.09,627.68,192.79,681.58,560.14,156.91,178.73,47.85,229.97,960.5,847.73,227.37,182.92,648.23
hsa-miR-151b,0.0,2.28,1.35,25.57,9.5,0.0,22.42,3.85,0.0,7.08,112.35,15.83,1.43,0.0,45.33
hsa-miR-152-3p,0.33,0.0,1.35,13.77,0.86,0.3,0.77,8.47,0.0,1.18,0.04,0.05,0.72,0.0,0.0
hsa-miR-153-3p,0.0,0.0,14.88,0.98,0.86,0.0,0.0,0.77,1.2,2.36,0.57,0.0,1.43,2.26,4.21
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.08,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,10.76,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,1.35,5.9,1.73,0.0,0.0,10.01,0.0,2.36,0.0,0.05,1.43,1.13,1.4
hsa-miR-155-5p,41.57,33.05,2.71,42.3,23.32,9.56,72.27,11.56,0.0,30.66,17.12,21.68,28.69,0.0,95.81
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,414.99,3.42,33.82,495.75,565.83,417.27,66.47,155.61,49.05,139.16,641.83,802.1,261.8,136.63,271.07
hsa-miR-15b-3p,42.23,0.0,9.47,63.94,96.75,74.43,0.77,23.88,0.0,5.9,248.48,329.18,91.81,10.16,90.67
hsa-miR-15b-5p,1287.52,49.0,1005.11,1012.16,2314.28,1505.57,544.15,375.17,98.1,186.34,1950.36,2727.2,868.6,619.9,1571.26
hsa-miR-16-2-3p,127.69,2.28,1.35,61.97,76.02,109.4,55.65,20.8,20.34,9.43,170.54,355.88,30.12,1.13,55.62
hsa-miR-16-5p,18016.68,194.85,4557.48,3911.92,5660.01,8491.51,11420.26,2324.2,183.04,1851.56,9410.84,17548.74,14596.23,1165.28,8228.81
hsa-miR-17-3p,0.67,0.0,0.0,0.98,0.0,7.47,0.0,6.93,0.0,0.0,1.62,0.05,0.0,0.0,0.0
hsa-miR-17-5p,110.73,2.28,4.06,60.0,41.47,57.39,2.32,51.61,1.2,14.15,77.7,167.02,84.64,13.55,86.93
hsa-miR-181a-2-3p,6.32,0.0,1.35,9.84,11.23,4.78,0.39,4.62,0.0,3.54,4.12,9.68,0.72,0.0,10.28
hsa-miR-181a-3p,0.33,1.14,2.71,1.97,8.64,0.6,0.77,0.0,1.2,8.26,0.4,0.1,0.0,0.0,9.35
hsa-miR-181a-5p,932.39,188.02,478.88,883.31,1915.18,865.02,754.01,692.56,107.67,1064.94,1466.23,1393.87,687.13,181.79,2163.41
hsa-miR-181b-5p,67.17,9.12,109.57,82.63,126.12,16.44,41.35,65.48,9.57,189.87,41.64,33.74,30.84,2.26,122.92
hsa-miR-181c-3p,0.0,0.0,1.35,0.98,1.73,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,2.33,2.28,16.23,24.59,49.24,2.69,12.37,18.49,2.39,56.61,12.24,12.11,7.17,0.0,9.81
hsa-miR-181d-5p,0.67,2.28,5.41,0.98,15.55,0.3,4.25,2.31,2.39,11.79,0.44,6.36,2.87,0.0,5.14
hsa-miR-182-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
hsa-miR-182-5p,900.14,29.63,504.58,90.49,341.22,358.38,0.77,115.56,39.48,68.4,462.8,1304.2,627.6,67.75,792.18
hsa-miR-183-3p,0.33,0.0,0.0,0.0,2.59,0.3,0.0,0.0,0.0,1.18,2.06,0.0,0.0,0.0,3.74
hsa-miR-183-5p,450.57,0.0,8.12,42.3,185.73,368.85,147.25,85.51,0.0,48.35,918.66,415.64,162.1,46.3,358.93
hsa-miR-184,0.0,0.0,0.0,0.0,3.46,0.3,0.39,0.0,0.0,1.18,0.48,5.38,0.0,2.26,65.9
hsa-miR-1843,0.0,0.0,0.0,0.0,2.59,5.08,0.0,0.0,0.0,0.0,6.06,0.0,0.72,0.0,0.93
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,4.44,4.5,2.15,0.0,0.0
