miRNA,SRR17646531,SRR17646532,SRR17646533,SRR17646534,SRR17646535,SRR17646536,SRR17646537,SRR17646538,SRR17646539,SRR17646540,SRR17646541,SRR17646542,SRR17646543,SRR17646544,SRR17646545,SRR17646546,SRR17646547,SRR17646548,SRR17646549,SRR17646550,SRR17646551,SRR17646552,SRR17646553,SRR17646554,SRR17646555,SRR17646556,SRR17646557,SRR17646558,SRR17646559,SRR17646560,SRR17646561,SRR17646562,SRR17646563,SRR17646564,SRR17646565
hsa-miR-126-3p,24.0,0.0,7.0,0.0,11.0,54.0,3.0,0.0,1.0,43.0,0.0,64.0,0.0,43.0,14.0,43.0,0.0,9.0,28.0,57.0,0.0,1.0,35.0,0.0,57.0,33.0,6.0,0.0,47.0,2.0,61.0,1.0,19.0,54.0,0.0
hsa-miR-126-5p,0.0,0.0,0.0,25.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,54.0,0.0,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,16.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,27.0,0.0,0.0,13.0,0.0,53.0,1.0,0.0,0.0,9.0,0.0,27.0
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1295a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1307-3p,647.0,145.0,433.0,551.0,196.0,174.0,303.0,246.0,722.0,686.0,287.0,677.0,577.0,385.0,180.0,1264.0,142.0,253.0,245.0,114.0,650.0,164.0,500.0,584.0,157.0,45.0,1081.0,152.0,623.0,82.0,445.0,1304.0,360.0,587.0,628.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,21.0,0.0,2.0,15.0,0.0,0.0,20.0,0.0,0.0,34.0,16.0,0.0,0.0,0.0,44.0,0.0,0.0,17.0,0.0,21.0,0.0,0.0,29.0,0.0,0.0,81.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,328.0,62.0,147.0,360.0,77.0,76.0,207.0,220.0,509.0,328.0,270.0,615.0,455.0,254.0,369.0,328.0,66.0,142.0,280.0,113.0,476.0,255.0,720.0,974.0,272.0,165.0,715.0,432.0,661.0,261.0,1322.0,923.0,428.0,755.0,505.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-140-3p,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,45.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,32.0,3.0,54.0,1.0,1.0,63.0,33.0,3.0,1.0,8.0,3.0,0.0,0.0,0.0
hsa-miR-140-5p,30.0,16.0,0.0,107.0,87.0,67.0,266.0,49.0,381.0,42.0,21.0,129.0,106.0,30.0,44.0,26.0,24.0,20.0,80.0,36.0,436.0,1.0,88.0,234.0,34.0,0.0,643.0,44.0,247.0,171.0,123.0,446.0,115.0,8.0,114.0
hsa-miR-141-3p,82.0,23.0,0.0,18.0,78.0,0.0,33.0,151.0,20.0,51.0,26.0,6.0,7.0,0.0,183.0,47.0,27.0,25.0,39.0,29.0,0.0,0.0,0.0,56.0,34.0,0.0,84.0,0.0,40.0,0.0,39.0,4.0,0.0,24.0,0.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
hsa-miR-142-3p,118464.0,25059.0,25090.0,51771.0,22339.0,18940.0,21985.0,39862.0,80559.0,48888.0,42764.0,93056.0,58038.0,64187.0,59954.0,118805.0,19345.0,19994.0,79962.0,17748.0,69768.0,59897.0,66496.0,77230.0,44207.0,20785.0,67908.0,64834.0,113938.0,36287.0,134017.0,90880.0,59958.0,76843.0,56805.0
hsa-miR-142-5p,5736.0,983.0,882.0,1393.0,809.0,587.0,914.0,1454.0,3049.0,1011.0,1509.0,3491.0,2316.0,3362.0,2421.0,7237.0,1137.0,816.0,3042.0,770.0,2654.0,5836.0,3845.0,3196.0,3150.0,906.0,3261.0,5713.0,9214.0,1561.0,7571.0,4896.0,3619.0,4016.0,2650.0
hsa-miR-143-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,0.0,4.0,3.0,48.0,0.0,0.0,3.0,0.0,1.0,2.0
hsa-miR-144-3p,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,21.0,2.0,4.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0
hsa-miR-144-5p,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,14.0,5.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,60.0,0.0,41.0,0.0,0.0,0.0,21.0,0.0
hsa-miR-145-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,46.0,30.0,21.0,48.0,0.0,17.0,0.0,0.0,32.0,0.0,0.0,80.0,25.0,16.0,17.0,48.0,15.0,0.0,27.0,10.0,1.0,0.0,95.0,24.0,0.0,0.0,0.0,90.0,53.0,1.0,71.0,9.0,31.0,40.0,6.0
hsa-miR-146b-3p,22.0,16.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,64.0,44.0,72.0,103.0,0.0,0.0,18.0,5.0,48.0,147.0,43.0,30.0,0.0,37.0,52.0,0.0,41.0,20.0,37.0,36.0,19.0,24.0,0.0
hsa-miR-146b-5p,19.0,0.0,0.0,18.0,26.0,0.0,1.0,24.0,2.0,17.0,0.0,21.0,50.0,7.0,39.0,1.0,8.0,15.0,56.0,28.0,35.0,0.0,0.0,1.0,0.0,2.0,44.0,130.0,48.0,2.0,34.0,0.0,22.0,25.0,60.0
hsa-miR-148a-3p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,5.0,1.0
hsa-miR-148b-3p,0.0,1.0,0.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0
hsa-miR-150-5p,134.0,22.0,59.0,45.0,78.0,74.0,75.0,87.0,101.0,79.0,108.0,303.0,292.0,169.0,446.0,631.0,56.0,56.0,325.0,93.0,0.0,222.0,221.0,239.0,31.0,27.0,407.0,156.0,216.0,82.0,349.0,321.0,152.0,435.0,68.0
hsa-miR-151a-3p,21.0,3.0,8.0,5.0,2.0,1.0,1.0,9.0,0.0,24.0,5.0,16.0,13.0,2.0,6.0,10.0,2.0,1.0,1.0,1.0,97.0,6.0,4.0,4.0,0.0,4.0,14.0,4.0,17.0,4.0,8.0,7.0,3.0,4.0,1.0
hsa-miR-152-3p,328.0,49.0,17.0,104.0,41.0,77.0,83.0,16.0,333.0,126.0,59.0,74.0,115.0,126.0,133.0,260.0,21.0,58.0,108.0,81.0,130.0,65.0,258.0,235.0,216.0,0.0,304.0,140.0,355.0,23.0,116.0,186.0,156.0,79.0,118.0
hsa-miR-155-5p,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,0.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,186.0,28.0,19.0,35.0,1.0,0.0,26.0,57.0,204.0,15.0,58.0,106.0,83.0,29.0,53.0,204.0,54.0,56.0,86.0,1.0,159.0,108.0,132.0,32.0,0.0,0.0,51.0,70.0,43.0,119.0,101.0,211.0,108.0,137.0,78.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15b-5p,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
hsa-miR-16-5p,18175.0,5324.0,3846.0,8569.0,5640.0,2577.0,4972.0,3572.0,23702.0,2555.0,8343.0,8754.0,12070.0,10120.0,15283.0,25405.0,2427.0,5351.0,7598.0,4870.0,11880.0,17058.0,22064.0,15062.0,12928.0,5633.0,79113.0,13077.0,18291.0,8061.0,23503.0,19867.0,13847.0,17760.0,9456.0
hsa-miR-17-5p,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-181a-2-3p,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,0.0,24.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-181b-5p,167.0,46.0,32.0,161.0,202.0,0.0,74.0,220.0,201.0,18.0,291.0,392.0,257.0,335.0,269.0,248.0,71.0,24.0,280.0,101.0,446.0,184.0,52.0,309.0,63.0,123.0,284.0,288.0,129.0,109.0,201.0,328.0,102.0,258.0,204.0
hsa-miR-181d-5p,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,33.0,7.0,32.0,0.0
hsa-miR-182-5p,352.0,64.0,54.0,42.0,135.0,36.0,107.0,93.0,492.0,50.0,257.0,130.0,158.0,186.0,130.0,306.0,20.0,64.0,31.0,151.0,425.0,275.0,228.0,202.0,368.0,217.0,312.0,43.0,87.0,32.0,78.0,447.0,255.0,48.0,120.0
hsa-miR-1827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
