miRNA,SRR16828727,SRR16828728,SRR16828729,SRR16828730,SRR16828731,SRR16828732,SRR16828733,SRR16828734,SRR16828735,SRR16828736,SRR16828737,SRR16828738,SRR16828739,SRR16828740,SRR16828741
hsa-let-7f-2-3p,0.0,0.21,0.0,0.07,0.06,0.0,0.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-let-7f-5p,57.19,521.08,618.84,506.0,133.62,142.36,1765.94,567.07,1606.85,165.64,434.82,229.26,121.18,42.37,530.35
hsa-let-7g-3p,0.0,0.11,4.18,0.0,0.06,0.0,0.0,0.0,0.22,0.0,0.0,0.12,0.0,0.0,0.14
hsa-let-7g-5p,42.92,331.26,440.04,361.19,110.67,108.39,809.58,267.38,818.91,93.71,233.8,162.77,114.8,47.75,276.91
hsa-let-7i-3p,0.9,0.74,1.65,0.21,1.38,0.0,0.0,0.0,0.44,0.46,0.0,0.59,0.0,3.68,0.85
hsa-let-7i-5p,139.33,687.29,1829.04,694.24,350.12,151.65,1762.02,291.86,1136.11,127.83,260.86,356.3,145.39,96.92,433.21
hsa-miR-1-3p,199.73,2.98,2807.26,63.55,432.56,24.87,1.63,1.88,0.88,2.04,1.49,9.5,0.65,0.85,156.59
hsa-miR-1-5p,0.45,0.0,1.65,0.0,0.38,0.09,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-100-5p,14.16,82.52,243.38,57.4,22.26,44.29,175.66,409.91,718.96,93.62,37.25,129.53,8.54,140.28,172.37
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-101-3p,0.34,0.74,3.04,1.59,0.63,0.09,12.57,0.0,0.88,0.28,0.62,1.07,0.0,0.0,3.41
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0
hsa-miR-10399-3p,2.13,11.17,4.43,0.0,0.06,0.0,0.0,0.0,44.81,0.0,0.0,0.0,0.0,3.68,0.0
hsa-miR-103a-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.14
hsa-miR-103a-3p,0.62,19.46,2.53,3.32,4.34,1.78,0.0,0.0,6.37,2.13,0.97,2.49,0.11,0.71,9.81
hsa-miR-10401-3p,0.0,2.87,3.67,0.07,0.0,4.69,28.9,3.77,3.08,3.99,0.0,7.36,16.97,2.69,0.0
hsa-miR-105-5p,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,1.91,5.07,0.28,0.0,0.0,0.0,0.0,12.3,0.0,0.09,0.36,0.0,0.0,0.71
hsa-miR-106b-5p,0.11,0.43,1.01,0.76,0.0,0.0,0.16,0.0,3.29,0.46,0.0,1.19,0.0,0.0,1.0
hsa-miR-107,0.0,0.11,0.13,5.95,0.44,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.57
hsa-miR-10a-3p,0.0,0.0,0.38,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.26,0.12,0.0,0.0,0.28
hsa-miR-10a-5p,12.64,166.21,238.32,41.63,37.1,42.42,72.16,122.39,496.0,42.27,118.0,111.72,31.24,203.62,124.59
hsa-miR-10b-3p,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10b-5p,14.78,63.06,139.67,40.94,24.21,11.26,45.06,48.96,119.5,9.45,12.04,25.53,10.92,54.13,33.28
hsa-miR-11181-5p,0.0,0.0,0.0,1.87,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11400,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-1180-3p,24.78,377.94,1146.63,33.06,85.9,103.79,203.25,427.87,501.93,199.2,53.6,345.73,125.93,362.88,53.76
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-1184,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.06,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.43
hsa-miR-1193,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-12136,0.0,0.11,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,1.31,0.0,1.98,0.0
hsa-miR-122-3p,0.0,2.87,0.0,4.36,0.0,11.17,211.58,28.39,1189.93,18.08,2.72,69.69,23.89,126.39,195.98
hsa-miR-122-5p,48.6,3279.17,5.7,72.61,209.2,9483.52,4029.47,132533.43,58600.91,17524.38,7403.59,30.04,3466.83,9877.73,1581.66
hsa-miR-1226-3p,0.0,0.0,2.28,2.9,0.13,0.0,0.0,7.97,4.61,3.06,0.0,0.0,0.0,2.27,0.0
hsa-miR-1227-3p,0.0,2.23,0.0,2.21,1.07,0.0,0.0,1.01,0.0,0.09,0.0,0.83,0.0,3.54,5.83
hsa-miR-1228-3p,0.0,1.17,0.0,0.0,0.75,0.0,0.16,3.91,0.0,1.21,7.03,1.9,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0
hsa-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,1.76,0.0,2.61,2.05,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0,0.0,0.0,0.28
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.59,0.0,0.0,0.0
hsa-miR-1238-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-124-3p,0.11,919.97,0.63,2.56,0.13,0.66,0.16,0.0,0.66,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-124-5p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,2.36,16.38,5.57,0.69,7.23,4.22,21.22,11.44,23.5,0.93,0.09,2.97,9.51,5.1,49.21
hsa-miR-1247-5p,0.45,3.83,1.52,3.53,1.19,0.0,0.0,11.15,5.71,0.09,0.0,0.71,0.0,15.87,0.71
hsa-miR-1248,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-1249-3p,0.56,2.76,2.53,2.21,0.69,0.09,0.0,0.0,1.1,1.48,0.26,0.0,0.32,0.0,5.83
hsa-miR-1250-5p,0.0,1.6,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,6.66,0.0
hsa-miR-1255b-5p,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,1.58,0.0,2.14,0.0,0.0,0.0
hsa-miR-125a-3p,0.11,3.72,0.0,0.0,3.27,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,29.89,183.87,263.26,42.39,84.32,22.8,59.91,50.41,144.98,106.41,39.89,74.56,54.81,121.43,99.41
hsa-miR-125b-1-3p,0.51,0.96,4.56,0.0,0.0,5.72,0.0,16.95,3.08,9.18,0.09,0.0,0.0,0.0,0.14
hsa-miR-125b-2-3p,0.0,0.0,0.0,2.56,2.52,0.0,0.0,0.0,0.22,0.09,0.0,0.0,0.0,0.0,0.14
hsa-miR-125b-5p,14.78,62.74,78.0,40.04,51.0,29.56,26.12,44.18,72.93,136.07,21.79,28.73,3.57,57.95,69.55
hsa-miR-126-3p,130.12,744.08,1823.6,463.75,228.82,111.58,308.06,125.0,737.64,455.78,1001.79,831.08,253.71,155.01,1271.33
hsa-miR-126-5p,2.42,2.13,25.07,10.1,4.65,0.84,0.16,2.17,5.05,0.19,18.71,0.36,2.7,0.0,19.48
hsa-miR-1260a,0.0,0.0,0.13,0.07,0.94,0.0,0.0,0.0,0.22,0.09,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.06,2.23,0.13,0.55,0.94,0.0,0.33,3.62,2.64,4.26,1.76,1.9,2.59,2.13,0.57
hsa-miR-1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0
hsa-miR-1262,0.0,0.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.84,0.0,0.14
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,0.0,8.98,3.19,0.0,0.83,0.0,0.71,0.0,3.12,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.44,0.0,0.0,16.51,0.0,1.85,0.0,0.47,0.0,0.71,8.25
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,4.69,11.1,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,13.15,229.06,122.45,47.72,41.38,33.6,193.62,59.24,219.88,28.18,14.58,64.94,26.59,315.84,47.79
hsa-miR-1270,0.0,3.4,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,2.13,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.55,0.06,3.1,0.16,0.0,0.66,0.0,0.0,0.0,0.0,0.0,1.42
hsa-miR-1273c,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.96,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,2.41,0.0
hsa-miR-1273h-5p,0.34,7.34,1.01,7.61,2.45,2.63,0.0,8.55,0.22,1.85,3.69,0.0,9.3,4.96,8.11
hsa-miR-1275,0.0,0.11,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0
hsa-miR-1277-3p,0.0,0.11,0.13,0.14,0.0,0.0,0.0,0.0,0.22,0.09,0.0,0.24,0.0,0.0,0.28
hsa-miR-128-1-5p,1.35,5.42,0.13,0.0,0.06,2.53,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,2.13,94.33,37.36,5.74,4.65,2.06,15.84,27.23,78.86,1.85,2.11,10.8,9.08,8.22,11.95
hsa-miR-1283,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-1284,0.28,4.15,6.84,5.6,0.69,0.0,0.0,0.0,12.08,0.0,0.0,0.0,0.0,0.14,4.12
hsa-miR-1285-3p,0.0,0.0,3.8,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,5.0,5.32,4.31,11.27,5.28,2.16,8.49,6.66,0.66,0.09,10.81,0.71,5.51,0.57,30.86
hsa-miR-1287-3p,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.28,2.55,5.7,0.14,0.0,0.0,6.53,4.92,4.83,3.15,0.0,1.42,0.0,1.56,4.69
hsa-miR-1288-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0
hsa-miR-129-1-3p,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-2-3p,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.06,10.53,0.13,2.77,0.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,2.55,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-1291,0.39,0.0,0.0,0.0,0.0,0.0,0.0,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,0.67,13.51,33.56,0.0,3.08,0.0,0.0,13.62,9.67,5.01,0.0,6.41,2.7,10.34,0.0
hsa-miR-1294,0.51,3.72,19.5,2.14,1.32,0.0,20.9,5.36,12.74,0.0,1.41,1.54,0.0,1.84,0.0
hsa-miR-1295b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,2.55,0.0,0.55,0.0,0.19,0.16,0.0,5.27,0.28,0.0,0.95,0.0,0.14,1.14
hsa-miR-1298-5p,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-1299,0.06,0.0,0.0,0.0,1.01,0.0,0.0,7.68,0.22,0.0,0.0,0.47,0.0,3.4,0.0
hsa-miR-1301-3p,1.35,29.56,17.6,3.11,12.45,0.0,0.0,24.04,21.09,10.94,9.4,13.77,12.76,70.99,1.56
hsa-miR-1303,0.17,6.27,4.81,0.21,0.0,0.0,0.0,4.06,7.25,9.64,0.0,3.68,4.65,3.68,0.14
hsa-miR-1304-3p,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.09,0.0,0.36,0.0,0.0,0.0
hsa-miR-1304-5p,0.34,3.4,0.0,3.46,2.64,0.0,0.0,0.0,0.0,9.08,0.0,2.85,0.0,9.35,10.24
hsa-miR-1306-3p,0.9,5.1,38.62,0.0,0.13,0.0,9.8,20.42,22.41,2.13,3.43,7.6,1.73,12.61,0.14
hsa-miR-1306-5p,1.91,7.55,9.88,8.85,8.55,0.66,18.61,7.24,310.39,9.73,3.6,5.82,7.13,10.49,15.22
hsa-miR-1307-3p,17.42,227.25,256.05,21.44,72.94,209.08,601.76,514.49,804.19,419.63,31.37,191.74,61.72,336.1,85.62
hsa-miR-1307-5p,0.17,0.0,0.0,0.07,0.0,0.09,4.9,0.14,0.0,3.52,0.0,0.0,0.0,0.0,0.14
hsa-miR-130a-3p,0.56,22.86,16.72,7.47,1.89,0.56,0.0,3.33,16.47,2.22,4.48,0.0,8.11,0.14,29.72
hsa-miR-130a-5p,0.0,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.14
hsa-miR-130b-3p,0.0,3.4,0.13,3.11,0.0,0.0,0.0,0.0,24.16,0.0,2.81,2.73,0.0,0.0,0.57
hsa-miR-130b-5p,0.06,4.68,5.19,0.76,1.26,1.31,0.16,8.69,331.25,2.13,0.0,3.44,0.11,5.67,2.7
hsa-miR-132-3p,0.0,2.87,0.0,0.0,0.06,0.0,0.0,1.16,1.32,0.0,0.0,0.0,0.0,0.85,0.14
hsa-miR-132-5p,0.28,31.26,9.37,1.11,1.76,0.19,23.35,0.0,9.88,2.41,1.05,3.09,0.0,3.4,11.38
hsa-miR-133a-3p,962.52,1.06,7848.15,186.72,1471.04,58.09,3.92,10.72,7.69,0.46,0.62,11.16,0.76,5.53,459.67
hsa-miR-133a-5p,0.17,0.0,1.65,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-133b,12.36,0.0,261.62,0.14,23.14,0.75,0.16,0.29,0.0,0.0,0.0,0.12,0.0,0.43,20.05
hsa-miR-134-3p,0.0,0.53,0.25,0.07,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-134-5p,0.84,14.36,0.25,4.01,3.52,8.92,0.0,0.0,10.1,9.73,1.93,0.0,6.27,19.84,15.36
hsa-miR-1343-3p,0.0,0.21,0.0,1.45,0.0,0.0,0.0,0.0,17.13,0.0,0.0,0.12,0.0,0.0,0.14
hsa-miR-135a-3p,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.06,16.48,0.38,1.38,0.13,3.66,0.0,0.29,0.22,0.09,0.0,0.24,0.0,0.71,3.98
hsa-miR-135b-5p,0.0,3.19,0.25,1.04,0.06,0.0,0.0,0.0,1.98,1.3,0.0,2.02,0.11,0.0,2.13
hsa-miR-136-3p,0.22,4.04,1.65,1.45,0.82,0.09,0.0,0.14,0.66,0.0,0.0,0.24,0.0,0.0,3.56
hsa-miR-136-5p,0.39,3.08,1.52,0.28,0.82,0.19,0.0,0.0,1.32,0.09,0.0,0.0,0.0,0.0,1.28
hsa-miR-137-3p,0.0,21.48,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.35,0.12,0.0,0.0,0.28
hsa-miR-137-5p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-2-3p,0.06,1.38,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,2.02,87.52,1.27,0.35,0.75,1.6,10.77,0.0,0.0,7.97,0.0,12.47,0.11,0.0,0.43
hsa-miR-139-3p,7.75,108.26,153.22,12.72,48.67,94.13,189.38,168.17,304.46,143.4,35.58,76.58,54.27,199.37,6.54
hsa-miR-139-5p,23.88,357.1,218.18,52.07,35.09,44.29,312.47,52.72,1908.45,69.06,67.13,38.47,20.65,91.25,49.92
hsa-miR-140-3p,0.17,3.3,7.6,1.24,0.31,3.75,0.0,0.14,3.08,3.43,0.35,0.24,0.0,0.28,3.27
hsa-miR-140-5p,1.52,4.57,11.65,5.32,1.63,10.6,0.49,13.04,3.51,1.39,2.28,1.78,0.0,0.14,10.95
hsa-miR-141-3p,0.0,0.0,0.0,0.35,0.0,0.09,0.16,0.0,0.88,2.04,0.0,3.21,0.0,0.57,1.0
hsa-miR-141-5p,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.28
hsa-miR-142-3p,0.22,0.21,10.38,10.65,0.13,6.66,0.0,0.0,4.39,5.56,1.93,4.39,0.0,0.99,29.01
hsa-miR-142-5p,0.39,3.62,4.43,9.34,0.25,0.19,0.16,0.0,4.61,2.04,3.69,7.84,0.0,0.57,19.2
hsa-miR-143-3p,69.16,56.68,638.22,490.3,114.32,393.21,4.24,42.87,237.02,126.34,11.86,211.21,6.49,8.93,673.14
hsa-miR-143-5p,0.0,0.0,0.13,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,0.22,0.32,1.27,2.9,0.13,0.09,0.16,0.14,0.66,4.17,0.0,6.77,0.0,0.0,0.71
hsa-miR-144-5p,0.06,0.0,0.25,0.0,0.0,0.09,0.0,0.14,0.0,0.09,0.0,0.24,0.0,0.0,0.0
hsa-miR-145-3p,0.22,0.11,2.41,0.35,0.31,0.66,0.0,0.0,9.88,0.19,0.18,5.22,0.0,2.98,0.43
hsa-miR-145-5p,3.48,5.64,35.58,18.05,5.6,84.65,0.98,1.74,26.14,9.83,1.32,12.82,0.11,8.79,37.4
hsa-miR-1468-5p,0.06,1.6,14.94,0.21,1.7,7.04,13.22,31.87,98.85,18.26,2.28,5.7,0.0,13.6,0.57
hsa-miR-146a-3p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,240.01,3136.03,1117.89,252.41,1509.77,752.26,1813.77,2597.51,4760.36,1272.6,248.03,864.56,224.63,937.32,367.22
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,1.63,1.49,4.94,7.95,1.76,0.09,0.0,16.95,52.28,46.35,6.06,0.47,0.22,12.33,25.74
hsa-miR-148a-3p,0.51,4.15,2.79,11.89,1.45,0.38,0.16,0.0,8.35,0.46,6.24,1.07,0.0,0.43,19.34
hsa-miR-148a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.14
hsa-miR-148b-3p,0.06,0.11,0.13,0.28,0.0,0.0,0.0,0.0,0.0,0.09,0.26,0.0,0.0,0.14,0.14
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.09,0.0,0.0,0.0,0.0
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0
hsa-miR-149-5p,24.05,33.29,173.48,3.25,33.52,6.48,0.16,25.78,63.26,2.13,6.41,8.31,0.11,0.57,9.39
hsa-miR-150-3p,0.62,29.78,10.51,0.0,6.23,0.0,13.06,15.21,21.53,7.04,9.4,13.18,1.41,49.03,8.68
hsa-miR-150-5p,43.88,324.13,492.84,118.12,334.4,51.24,117.71,98.35,1859.46,1097.68,143.83,171.2,145.18,421.12,81.49
hsa-miR-151a-3p,1.29,2.87,0.13,4.77,3.33,0.0,0.0,4.2,7.69,51.07,4.04,0.12,5.08,0.0,10.52
hsa-miR-151a-5p,14.16,165.26,95.35,86.03,18.49,17.46,51.43,90.38,385.51,34.2,38.04,74.32,0.43,23.66,86.76
hsa-miR-151b,0.0,1.06,23.43,1.8,2.2,4.6,0.0,10.57,16.26,3.15,2.37,0.0,3.24,2.13,0.85
hsa-miR-152-3p,0.06,0.11,0.51,0.55,0.06,0.38,0.0,0.0,7.47,0.19,0.18,0.36,0.0,0.14,3.41
hsa-miR-152-5p,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-153-3p,0.0,39.98,0.0,0.07,0.0,0.19,0.0,0.0,0.22,0.0,0.0,0.47,0.0,0.14,1.14
hsa-miR-153-5p,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,3.08,0.0,0.0,0.0,0.0,15.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
hsa-miR-1538,0.0,4.04,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-3p,0.06,0.64,0.0,0.41,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.14
hsa-miR-154-5p,0.45,4.47,3.55,1.52,0.75,0.66,0.0,0.0,9.67,0.19,0.0,0.12,0.0,0.0,2.42
hsa-miR-155-5p,0.73,0.64,8.23,10.23,1.82,1.69,8.16,13.62,17.35,4.45,0.0,3.21,7.24,0.43,13.8
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-15a-5p,3.6,20.63,95.99,42.39,10.56,2.72,0.98,2.03,61.95,3.71,20.12,8.9,4.11,1.98,59.45
hsa-miR-15b-3p,0.34,3.4,30.64,2.42,1.32,0.0,0.16,2.17,12.74,0.19,0.09,0.0,0.11,1.84,13.51
hsa-miR-15b-5p,7.53,107.41,256.81,129.18,16.29,6.85,61.55,32.45,486.34,14.0,15.38,32.29,12.65,6.94,213.48
hsa-miR-16-2-3p,0.62,4.47,34.95,0.14,0.0,0.09,0.0,2.03,11.86,0.09,0.0,0.12,0.0,0.14,0.85
hsa-miR-16-5p,44.5,264.9,960.11,578.68,144.19,24.87,30.53,57.36,1446.27,182.79,156.3,85.72,55.02,56.54,550.69
