miRNA,SRR7107416,SRR7107417,SRR7107418,SRR7107419,SRR7107420,SRR7107421
hsa-let-7a-2-3p,1.63,1.9,1.83,1.6,1.84,1.17
hsa-let-7a-3p,14.5,20.89,13.14,11.5,11.25,9.05
hsa-let-7a-5p,11438.81,11996.78,1764.21,5508.9,7537.37,7427.15
hsa-let-7b-3p,8.7,5.94,5.58,5.07,5.22,6.5
hsa-let-7b-5p,1977.29,1703.11,515.61,527.53,826.4,979.15
hsa-let-7c-3p,1.88,2.12,0.97,0.97,1.0,0.76
hsa-let-7c-5p,567.9,393.24,140.74,137.19,182.72,354.27
hsa-let-7d-3p,33.62,42.93,21.12,25.24,22.63,26.61
hsa-let-7d-5p,699.57,642.43,288.71,314.2,441.57,468.15
hsa-let-7e-3p,25.12,26.11,8.17,6.5,4.34,4.86
hsa-let-7e-5p,1971.81,1508.45,252.85,848.5,1462.37,1232.98
hsa-let-7f-1-3p,0.45,0.54,2.67,2.38,0.95,0.93
hsa-let-7f-2-3p,0.25,0.73,1.29,0.56,1.6,1.52
hsa-let-7f-5p,7798.68,8968.73,1190.14,4676.97,7051.35,6875.07
hsa-let-7g-3p,0.33,0.85,0.62,0.92,1.14,0.86
hsa-let-7g-5p,1197.77,1383.93,777.5,683.43,1009.4,1033.9
hsa-let-7i-3p,6.82,7.59,8.09,6.92,21.08,19.04
hsa-let-7i-5p,17053.65,19455.58,11470.97,9529.93,16051.26,16716.76
hsa-miR-100-3p,70.1,102.33,94.9,82.04,136.2,126.09
hsa-miR-100-5p,10413.4,10949.86,6654.56,5350.18,9849.51,9292.77
hsa-miR-101-2-5p,2.08,1.2,0.94,0.53,1.62,1.17
hsa-miR-101-3p,368.33,536.19,374.33,336.55,744.73,732.6
hsa-miR-101-5p,1.88,1.61,1.11,1.75,2.89,2.59
hsa-miR-10392-5p,0.2,0.06,0.05,0.1,0.19,0.1
hsa-miR-10393-3p,0.0,0.0,0.19,0.24,0.0,0.12
hsa-miR-10394-3p,0.0,0.0,1.05,1.16,0.0,0.05
hsa-miR-10394-5p,0.0,0.0,0.05,0.17,0.0,0.0
hsa-miR-10395-3p,4.0,1.23,1.56,2.98,1.5,2.48
hsa-miR-10395-5p,0.04,0.0,0.0,0.0,0.0,0.1
hsa-miR-10396a-3p,2.25,1.64,0.59,0.46,0.72,0.83
hsa-miR-10396a-5p,1.92,0.51,0.73,0.1,0.17,1.48
hsa-miR-10396b-3p,8.5,6.73,2.67,1.41,4.34,4.86
hsa-miR-10396b-5p,0.98,0.66,0.27,0.15,0.69,0.76
hsa-miR-10397-3p,0.0,0.0,0.05,0.02,0.14,0.14
hsa-miR-10399-3p,1.39,0.76,3.7,2.26,16.02,16.62
hsa-miR-10399-5p,0.0,0.0,0.19,0.07,0.24,0.36
hsa-miR-103a-1-5p,0.04,0.03,0.03,0.0,0.14,0.0
hsa-miR-103a-2-5p,0.0,0.54,0.22,0.24,0.62,0.05
hsa-miR-103a-3p,414.41,1948.03,1320.66,786.24,2293.18,241.69
hsa-miR-10401-3p,5.35,4.14,2.27,2.84,3.29,4.81
hsa-miR-10401-5p,0.61,0.28,0.0,0.1,0.1,0.33
hsa-miR-105-3p,2.57,3.16,1.19,0.95,2.24,1.95
hsa-miR-105-5p,16.71,16.82,9.28,8.78,15.52,14.45
hsa-miR-10524-5p,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-10525-3p,0.0,0.03,0.0,0.0,0.0,0.05
hsa-miR-10526-3p,0.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.04,0.0,0.05,0.07,0.02,0.1
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.05
hsa-miR-106a-5p,0.9,0.16,0.11,0.17,0.43,1.05
hsa-miR-106b-3p,409.76,462.75,267.64,244.68,700.48,773.97
hsa-miR-106b-5p,159.49,208.89,133.37,130.52,212.19,226.05
hsa-miR-107,168.52,190.61,94.55,78.35,80.62,81.29
hsa-miR-10a-3p,10.17,12.01,9.6,8.61,15.64,15.47
hsa-miR-10a-5p,10102.14,10807.13,7131.84,6279.56,15508.11,13984.8
hsa-miR-10b-3p,0.98,0.57,0.24,0.7,1.07,1.21
hsa-miR-10b-5p,2609.32,2908.88,1900.96,1612.61,3929.26,3527.9
hsa-miR-11399,0.16,0.25,0.22,0.12,0.21,0.19
hsa-miR-11401,0.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-1178-3p,0.0,0.03,0.0,0.0,0.05,0.0
hsa-miR-1179,0.0,0.0,0.0,0.05,0.0,0.1
hsa-miR-1180-3p,321.19,299.8,124.17,110.11,130.48,143.16
hsa-miR-1180-5p,1.14,1.14,0.57,0.75,0.67,1.07
hsa-miR-1181,0.0,0.0,0.08,0.05,0.07,0.1
hsa-miR-1182,0.0,0.0,0.03,0.0,0.0,0.0
hsa-miR-1185-1-3p,4.41,5.78,2.43,3.15,5.51,4.98
hsa-miR-1185-2-3p,0.74,0.28,1.21,1.21,1.53,1.45
hsa-miR-1185-5p,0.04,0.41,0.16,0.46,0.45,0.26
hsa-miR-1193,0.08,0.16,0.0,0.12,0.0,0.05
hsa-miR-1197,0.65,1.3,0.73,0.82,0.74,0.76
hsa-miR-1199-3p,0.0,0.0,0.0,0.02,0.0,0.0
hsa-miR-12115,0.08,0.0,0.05,0.0,0.0,0.07
hsa-miR-12121,0.0,0.0,0.05,0.0,0.07,0.1
hsa-miR-12129,0.0,0.0,0.03,0.0,0.0,0.0
hsa-miR-12130,0.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.03,0.19,0.07,0.02,0.07
hsa-miR-12135,0.0,0.06,0.05,0.0,0.05,0.1
hsa-miR-12136,0.82,0.79,0.92,0.53,0.6,0.6
hsa-miR-122-5p,0.12,0.0,0.0,0.02,0.1,0.0
hsa-miR-1225-3p,0.0,0.03,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,1.88,0.95,0.4,0.46,0.43,0.52
hsa-miR-1226-5p,0.04,0.28,0.19,0.02,0.14,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.02,0.0
hsa-miR-1228-3p,0.08,0.35,0.16,0.12,0.19,0.21
hsa-miR-1228-5p,0.08,0.06,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.25,0.22,0.0,0.1,0.12,0.17
hsa-miR-1229-5p,0.0,0.0,0.0,0.07,0.0,0.05
hsa-miR-122b-5p,0.0,0.13,0.0,0.0,0.0,0.0
hsa-miR-1231,0.04,0.0,0.0,0.0,0.02,0.07
hsa-miR-1233-3p,0.12,0.16,0.05,0.02,0.21,0.33
hsa-miR-1234-3p,0.04,0.28,0.22,0.07,0.07,0.14
hsa-miR-1236-3p,0.08,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.04,0.0,0.03,0.0,0.0,0.0
hsa-miR-1237-5p,0.2,0.38,0.05,0.36,0.41,0.33
hsa-miR-1238-3p,0.04,0.0,0.0,0.0,0.0,0.02
hsa-miR-124-3p,0.12,0.06,0.05,0.07,0.12,0.21
hsa-miR-1243,0.0,0.13,0.27,0.05,0.41,0.17
hsa-miR-1244,0.04,0.0,0.08,0.02,0.05,0.1
hsa-miR-1245b-5p,0.0,0.0,0.0,0.0,0.02,0.0
hsa-miR-1246,1.06,0.6,1.32,0.17,0.24,0.4
hsa-miR-1247-3p,0.04,0.13,0.05,0.07,0.02,0.0
hsa-miR-1247-5p,3.68,2.88,1.94,2.43,4.22,4.59
hsa-miR-1248,0.53,0.66,0.7,0.41,0.29,0.45
hsa-miR-1249-3p,0.12,0.32,0.67,0.44,0.07,0.1
hsa-miR-1249-5p,0.16,0.13,0.19,0.19,0.05,0.0
hsa-miR-1250-5p,0.0,0.16,0.0,0.0,0.07,0.0
hsa-miR-1252-3p,0.0,0.0,0.0,0.0,0.0,0.02
hsa-miR-1252-5p,0.49,0.44,0.3,0.34,0.62,0.79
hsa-miR-1255a,0.33,0.76,0.16,0.17,0.57,0.36
hsa-miR-1255b-5p,0.65,0.19,0.46,0.34,0.33,0.38
hsa-miR-1256,0.57,0.09,0.0,0.17,0.26,0.57
hsa-miR-1257,0.94,0.38,0.27,0.29,0.48,0.5
hsa-miR-125a-3p,140.09,122.81,42.54,36.3,68.7,72.61
hsa-miR-125a-5p,9613.74,9422.06,4580.28,4215.29,7148.47,6588.84
hsa-miR-125b-1-3p,217.54,232.5,275.54,238.91,227.79,228.5
hsa-miR-125b-2-3p,5.92,7.11,5.04,5.27,4.79,6.0
hsa-miR-125b-5p,836.47,834.6,437.86,398.37,668.55,630.9
hsa-miR-126-3p,54.17,61.58,25.9,34.09,67.43,71.49
hsa-miR-126-5p,303.66,387.74,255.36,205.13,407.64,405.33
hsa-miR-1260a,0.16,0.16,0.19,0.07,0.21,0.12
hsa-miR-1260b,73.37,130.14,54.84,57.46,153.41,104.46
hsa-miR-1262,0.29,0.6,0.3,0.1,0.33,0.74
hsa-miR-1263,0.0,0.0,0.0,0.0,0.0,0.02
hsa-miR-1265,0.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-3p,0.2,0.25,0.0,0.0,0.02,0.12
hsa-miR-1266-5p,7.27,7.56,4.51,3.86,7.89,8.83
hsa-miR-1267,0.08,0.06,0.13,0.0,0.12,0.19
hsa-miR-1268a,17.61,24.4,6.07,5.02,4.77,0.12
hsa-miR-1268b,0.53,0.98,0.4,10.41,7.3,10.28
hsa-miR-1269a,0.04,0.06,0.03,0.0,0.05,0.14
hsa-miR-1269b,27.62,25.48,20.39,17.15,36.89,50.18
hsa-miR-127-3p,716.89,776.65,455.69,350.86,729.97,795.4
hsa-miR-127-5p,0.82,0.95,0.86,0.53,2.03,1.33
hsa-miR-1271-5p,0.53,0.89,0.57,0.46,0.48,0.86
hsa-miR-1272,8.13,8.76,2.81,1.72,5.01,3.59
hsa-miR-1273c,0.08,0.06,0.08,0.1,0.1,0.02
hsa-miR-1273h-3p,0.25,0.06,0.3,0.15,0.36,0.43
hsa-miR-1273h-5p,0.08,0.09,0.05,0.0,0.1,0.07
hsa-miR-1275,235.44,191.03,51.45,55.69,72.63,139.76
hsa-miR-1276,5.64,6.1,2.51,1.8,4.39,4.17
hsa-miR-1277-3p,0.0,0.09,0.13,0.07,0.55,0.48
hsa-miR-1278,0.37,1.17,0.81,0.85,1.07,1.24
hsa-miR-128-1-5p,94.66,104.1,25.95,18.85,69.29,72.96
hsa-miR-128-2-5p,0.04,0.22,0.0,0.0,0.02,0.19
hsa-miR-128-3p,358.08,398.96,245.89,240.99,494.22,587.27
hsa-miR-1283,0.33,0.28,0.22,0.24,0.19,0.05
hsa-miR-1284,1.47,0.82,0.4,0.29,0.33,0.19
hsa-miR-1285-3p,63.81,81.4,61.94,44.72,98.69,96.89
hsa-miR-1285-5p,3.55,3.98,3.21,3.42,3.39,4.21
hsa-miR-1286,0.29,1.3,0.84,0.63,2.0,1.69
hsa-miR-1287-5p,6.09,6.04,2.78,2.47,4.48,4.4
hsa-miR-1288-3p,0.0,0.06,0.0,0.02,0.0,0.0
hsa-miR-1288-5p,0.0,0.0,0.0,0.0,0.02,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.02
hsa-miR-129-1-3p,0.37,0.09,0.11,0.15,0.26,0.19
hsa-miR-129-2-3p,0.0,0.03,0.05,0.0,0.02,0.0
hsa-miR-129-5p,2.45,2.97,1.62,1.55,2.0,1.59
hsa-miR-1291,6.54,3.1,3.75,1.43,1.45,1.93
hsa-miR-1292-3p,0.2,0.25,0.24,0.0,0.07,0.14
hsa-miR-1292-5p,2.12,2.97,0.78,0.75,0.74,0.93
hsa-miR-1293,2.9,2.75,0.81,0.73,1.38,1.26
hsa-miR-1294,4.49,3.92,2.72,1.65,2.5,1.69
hsa-miR-1295a,0.25,0.0,0.16,0.02,0.1,0.14
hsa-miR-1296-3p,0.16,0.19,0.27,0.07,0.1,0.05
hsa-miR-1296-5p,42.41,45.3,23.71,18.49,16.14,17.07
hsa-miR-1298-5p,0.0,0.0,0.05,0.07,0.0,0.0
hsa-miR-1299,21.98,22.73,11.9,9.17,20.27,19.07
hsa-miR-1301-3p,81.34,68.0,35.37,28.8,74.73,81.41
hsa-miR-1301-5p,0.12,0.0,0.16,0.05,0.0,0.0
hsa-miR-1302,0.0,0.03,0.05,0.0,0.1,0.0
hsa-miR-1303,48.33,52.95,21.45,15.92,42.73,44.59
hsa-miR-1304-3p,0.0,0.0,0.0,0.05,0.0,0.0
hsa-miR-1304-5p,3.84,4.65,1.48,2.26,3.0,2.48
hsa-miR-1305,3.8,5.5,3.26,3.91,9.11,7.69
hsa-miR-1306-3p,1.1,1.11,0.49,0.39,1.12,0.76
hsa-miR-1306-5p,0.69,0.57,0.16,0.27,0.6,0.86
hsa-miR-1307-3p,550.37,511.75,231.84,219.76,405.76,492.62
hsa-miR-1307-5p,124.97,205.91,170.98,153.59,818.93,529.71
hsa-miR-130a-3p,1097.11,1163.7,671.86,592.93,1470.72,1474.65
hsa-miR-130a-5p,0.53,1.17,1.62,1.58,1.07,0.5
hsa-miR-130b-3p,178.0,174.62,86.11,77.86,197.36,214.77
hsa-miR-130b-5p,122.15,134.32,53.95,49.94,78.21,81.27
hsa-miR-132-3p,73.86,75.3,44.67,38.36,73.94,83.63
hsa-miR-132-5p,11.77,13.28,7.93,7.74,10.83,11.16
hsa-miR-1322,0.0,0.03,0.0,0.05,0.0,0.0
hsa-miR-1323,0.2,0.28,0.13,0.29,0.19,0.4
hsa-miR-133a-3p,0.16,0.44,4.94,2.14,0.19,0.43
hsa-miR-133a-5p,0.0,0.0,0.05,0.0,0.0,0.0
hsa-miR-134-3p,0.2,0.32,0.62,0.36,0.19,0.4
hsa-miR-134-5p,5.23,5.18,2.43,2.09,3.84,5.52
hsa-miR-1343-3p,1.47,2.02,0.46,0.95,0.55,0.74
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.02,0.0,0.0
