miRNA,SRR16775346,SRR16775347,SRR16775348,SRR16775349,SRR16775350,SRR16775351,SRR16775352,SRR16775353,SRR16775354,SRR16775355,SRR16775356,SRR16775357,SRR16775358,SRR16775359,SRR16775360,SRR16775361,SRR16775362,SRR16775363,SRR16775364,SRR16775365,SRR16775366,SRR16775367,SRR16775368,SRR16775369,SRR16775370,SRR16775371,SRR16775372
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,0.23,0.65,0.0,0.18,0.27,1.29,0.29,0.74,0.67,0.94,15.4,12.84,13.49,8.79,11.59,10.12,10.71,9.34,9.95,0.0,0.0,0.19,0.49,0.0,0.19,0.24,0.0
hsa-let-7a-5p,43.92,50.22,40.62,39.01,145.4,145.77,149.13,137.62,139.93,146.57,1305.94,1098.83,1445.0,1233.93,1323.32,1337.26,1427.07,1564.87,2622.89,48.86,44.39,57.58,47.32,39.43,48.03,49.26,57.91
hsa-let-7b-3p,0.23,0.0,0.18,0.0,0.54,0.64,0.87,0.37,0.67,0.71,3.52,2.52,4.36,4.71,4.23,4.57,3.52,4.78,7.39,0.0,0.0,0.19,0.0,0.22,0.0,0.49,0.0
hsa-let-7b-5p,24.63,43.76,38.85,39.9,122.55,146.41,123.29,155.7,151.74,153.89,616.31,491.28,610.76,534.3,557.75,474.9,574.6,675.31,880.28,29.16,40.65,43.42,29.86,23.57,24.68,30.33,32.97
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,5.58,0.0,2.47,3.04,2.69,1.93,0.72,21.77,4.68,16.76,7.53,10.8,13.08,4.08,5.32,4.43,4.23,12.63,7.24,0.0,0.0,7.08,5.55,5.95,0.38,0.24,0.0
hsa-let-7d-3p,2.09,2.59,1.06,2.15,9.68,11.61,11.12,8.49,11.14,12.75,44.86,38.16,52.06,54.48,60.96,58.48,65.24,76.33,81.09,4.63,5.37,6.5,4.41,3.74,3.06,2.67,4.23
hsa-let-7d-5p,9.06,9.48,8.83,8.59,41.12,32.89,34.36,38.0,38.99,38.24,160.52,122.4,197.59,215.42,221.33,235.3,238.55,288.56,399.89,9.85,11.45,10.52,10.77,9.47,12.82,9.22,10.99
hsa-let-7e-3p,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.24,0.55,0.0,0.27,0.14,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,0.46,0.0,0.35,0.36,1.88,0.43,0.72,0.74,0.22,1.18,33.48,22.92,29.71,4.08,6.27,4.3,6.76,5.95,9.65,0.19,0.0,0.57,0.0,0.22,0.38,0.49,0.0
hsa-let-7f-1-3p,0.0,0.22,0.0,0.0,0.27,1.07,0.29,0.74,0.22,0.24,1.34,0.96,1.36,1.26,2.18,2.22,2.96,1.17,0.9,0.0,0.23,0.0,0.0,0.0,0.19,0.24,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.17,0.48,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-let-7f-5p,45.31,75.01,57.57,69.42,189.2,173.93,156.35,181.15,156.19,179.62,1925.26,1606.31,2022.92,1635.56,1723.29,1513.95,1808.92,2007.78,3285.21,35.53,38.08,50.12,50.75,42.74,40.56,37.85,54.53
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,14.17,32.76,24.9,27.56,98.9,99.97,97.59,93.34,80.88,107.86,1206.85,1014.23,1281.62,858.36,978.58,878.3,1068.05,1131.61,1552.09,11.01,9.81,14.92,13.54,13.0,13.58,13.83,17.33
hsa-let-7i-3p,0.0,0.0,0.35,0.0,0.0,0.0,0.14,0.0,0.22,0.0,0.33,0.6,0.55,0.31,0.41,0.28,0.28,0.53,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,47.4,86.43,75.76,88.39,184.1,204.46,203.27,204.77,177.36,249.24,1455.58,1193.87,1514.09,1398.32,1498.42,1179.15,1665.48,1898.54,2793.52,46.93,50.47,68.29,59.56,48.68,59.89,56.05,64.68
hsa-miR-1-3p,0.0,0.0,0.0,0.0,0.54,0.0,0.14,0.0,0.0,0.24,0.17,0.0,0.27,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,6.04,10.78,8.12,7.16,32.79,30.96,29.31,25.09,28.52,30.92,150.98,102.96,137.63,132.83,140.05,145.37,150.63,148.31,242.68,4.44,7.01,8.42,8.65,7.27,8.42,10.19,8.03
hsa-miR-101-3p,0.46,1.29,1.24,0.89,5.38,2.15,2.74,4.43,1.34,2.6,39.67,36.24,35.29,8.01,8.05,8.73,7.19,8.6,12.21,0.0,0.23,0.19,0.16,0.0,0.19,0.24,1.27
hsa-miR-10392-5p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.22,0.18,0.18,0.0,0.0,0.0,0.0,0.45,0.0,1.17,0.84,0.68,0.79,0.82,1.39,1.55,1.59,0.9,0.39,0.0,0.77,0.33,0.0,0.57,0.24,0.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.33,0.12,0.14,0.16,0.27,0.0,0.28,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-10395-3p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.11,0.0,0.77,0.0,0.38,0.16,0.66,0.19,0.24,0.42
hsa-miR-10395-5p,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.39,0.0,0.19,0.65,1.1,0.19,0.24,0.42
hsa-miR-10396a-3p,0.46,0.0,0.0,0.0,1.34,0.0,0.29,0.37,0.45,0.24,2.18,0.72,0.27,0.79,0.95,0.42,1.55,0.96,1.06,0.77,0.0,0.19,0.82,0.22,0.38,1.46,0.85
hsa-miR-10396a-5p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.17,0.36,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.24,0.0
hsa-miR-10396b-3p,0.0,0.22,0.0,0.0,0.54,0.43,0.87,0.37,0.45,0.47,0.17,0.48,0.68,1.1,0.95,1.25,0.7,2.12,0.75,0.0,0.47,0.19,0.33,0.44,0.38,0.49,2.11
hsa-miR-10396b-5p,0.23,0.22,0.0,0.0,0.0,0.0,0.29,0.0,0.45,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.0,0.42
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.84,0.84,1.09,0.63,0.95,0.14,0.56,0.53,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,0.46,4.1,3.18,0.0,9.41,0.86,4.19,0.0,6.46,3.07,7.87,21.0,213.67,55.74,3.0,49.06,78.76,76.44,111.24,0.0,0.0,0.0,0.65,0.88,0.0,0.24,0.42
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.18,0.27,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.16,0.41,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.7,0.65,0.88,1.07,2.15,1.93,3.18,3.32,1.78,1.89,0.5,1.08,0.95,0.94,0.82,0.42,0.56,1.38,0.6,1.16,1.64,2.3,2.12,1.76,1.34,2.67,1.69
hsa-miR-10401-5p,1.16,0.65,0.88,0.72,1.88,3.65,3.03,1.84,6.91,2.83,0.0,0.0,0.14,0.47,0.41,0.0,0.14,0.21,0.45,0.77,0.47,0.77,0.16,0.88,0.77,0.49,0.42
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.72,0.0,0.21,0.29,0.0,0.0,0.24,0.0,0.36,0.68,1.1,0.14,0.28,1.13,0.64,0.6,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.45,0.0,1.84,0.84,1.09,0.16,0.14,0.28,0.42,0.11,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0
hsa-miR-106b-3p,3.02,3.45,3.18,2.33,8.6,11.18,9.96,7.75,12.25,12.04,95.07,80.04,89.12,34.86,39.27,34.37,41.99,46.82,55.32,0.58,0.7,2.87,1.96,0.88,1.91,1.46,1.27
hsa-miR-106b-5p,0.23,1.08,1.94,1.97,2.42,1.72,1.73,3.32,1.78,0.94,46.03,39.0,36.25,11.15,9.55,8.45,9.02,11.78,7.08,0.19,0.23,0.19,0.16,0.0,0.19,1.21,0.42
hsa-miR-107,0.0,0.43,0.18,0.18,1.08,1.07,0.72,0.37,1.34,0.0,29.46,28.44,23.85,8.79,9.41,16.07,12.12,22.61,9.5,0.19,0.23,0.19,0.33,0.44,0.0,0.0,0.0
hsa-miR-10a-3p,1.63,5.17,5.47,5.9,15.05,15.48,13.86,16.6,16.27,18.65,397.87,315.84,393.41,222.48,266.05,218.81,285.47,338.77,312.47,0.19,1.17,1.53,2.12,1.54,1.91,1.46,2.11
hsa-miR-10a-5p,308.82,449.62,382.87,387.02,1450.47,1642.77,1455.95,1336.33,1353.36,1824.25,17209.21,13805.76,16314.61,14892.24,15657.42,15742.58,16171.9,16996.52,25424.48,313.23,357.48,455.07,401.23,297.6,304.41,303.79,372.43
hsa-miR-10b-3p,0.0,0.22,0.0,0.18,0.0,0.0,0.0,0.37,0.0,0.47,5.02,3.6,3.41,0.31,0.14,0.42,0.56,0.53,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-10b-5p,3.95,18.32,24.02,19.86,77.4,72.24,68.0,63.09,68.4,77.18,1015.53,703.55,908.78,95.46,97.91,97.42,98.63,102.24,173.34,7.72,8.64,8.99,7.34,4.19,5.17,4.85,5.5
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,0.0,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,3.02,6.68,4.59,5.01,16.66,20.21,21.37,22.51,19.16,17.47,118.51,89.64,140.09,59.19,53.73,54.88,56.08,64.76,69.19,4.63,2.57,2.87,2.61,1.98,3.25,3.88,5.92
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.27,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-12121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.7,0.43,0.53,0.36,2.42,0.21,1.3,1.48,2.23,1.18,2.51,2.52,2.04,1.1,1.09,0.83,0.85,1.27,0.45,0.39,0.23,0.77,0.65,1.98,0.57,0.0,0.42
hsa-miR-122-5p,0.0,1.29,0.35,0.54,0.81,0.64,0.0,1.48,0.0,0.71,0.0,0.0,0.0,1.41,0.55,0.55,0.14,0.0,0.15,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.54,0.0,0.14,0.0,0.22,0.0,1.0,0.36,0.68,0.47,0.41,0.55,0.7,0.74,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.27,0.16,0.14,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.12,0.27,0.0,0.27,0.0,0.0,0.32,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1231,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.14,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.36,0.27,0.16,0.27,0.14,0.14,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,4.88,6.47,4.94,6.8,15.05,14.62,13.71,15.86,12.25,15.34,13.39,12.72,13.9,8.01,8.18,6.93,7.33,7.01,8.44,4.25,3.74,6.12,2.94,4.19,4.78,2.91,3.38
hsa-miR-1247-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.31,0.95,0.55,0.28,0.53,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1247-5p,0.7,0.0,0.0,0.0,0.54,0.64,0.72,1.48,0.22,0.71,1.51,3.24,2.73,4.24,3.95,2.77,3.24,5.1,4.52,0.0,0.47,0.38,0.33,0.22,0.0,0.0,0.85
hsa-miR-1248,0.7,1.08,0.35,0.54,0.0,0.21,0.43,0.74,0.0,0.47,2.01,2.52,1.36,2.51,1.91,1.94,1.83,2.44,1.96,0.97,1.17,1.34,1.63,0.88,0.96,0.73,1.27
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.67,0.6,0.68,0.31,0.68,0.28,0.56,0.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.27,0.21,0.0,0.0,0.22,0.47,1.67,0.84,1.5,0.16,0.14,0.0,0.28,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.22,0.0,0.18,0.27,0.43,0.0,0.0,0.0,0.24,1.51,0.96,1.09,0.63,0.0,0.97,0.14,0.85,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.18,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.14,0.0,0.14,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.24,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,0.18,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.84,0.84,0.41,0.47,0.27,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,0.23,3.02,2.12,1.97,2.42,6.88,6.21,5.53,4.9,5.9,62.6,62.28,68.0,15.39,13.23,13.16,16.63,17.84,23.06,1.16,1.87,1.15,1.47,0.66,0.19,0.97,1.69
hsa-miR-125b-1-3p,0.0,0.0,0.35,0.18,0.0,0.21,0.0,0.74,0.22,0.47,2.01,1.32,1.64,1.88,2.05,3.74,2.54,3.08,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,1.39,1.51,1.41,0.18,2.69,3.22,2.31,1.84,2.23,3.07,14.9,15.72,16.22,10.83,13.23,8.73,16.77,14.76,10.7,0.39,0.23,0.0,1.31,0.66,0.77,1.21,1.27
hsa-miR-126-3p,0.93,2.16,1.06,1.43,4.84,3.87,3.32,5.53,4.01,3.54,36.99,36.72,41.15,10.05,11.05,9.98,14.09,11.68,10.4,0.19,0.93,0.77,0.33,0.44,0.77,0.49,0.85
hsa-miR-126-5p,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.22,0.0,0.84,0.72,0.82,0.0,0.14,0.14,0.28,0.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.54,0.0,0.14,0.0,0.22,0.24,10.04,6.48,5.04,0.47,0.82,0.97,1.97,1.8,0.75,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0
hsa-miR-1261,0.0,0.0,0.35,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.12,0.55,0.0,0.14,0.14,0.42,0.85,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0
hsa-miR-1262,0.0,0.0,0.0,0.18,0.27,0.21,0.14,0.0,0.22,0.0,0.17,0.48,0.27,0.0,0.0,0.42,0.14,0.42,0.3,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.18,0.0,0.0,0.64,0.29,0.0,0.0,0.24,0.33,0.72,0.27,0.16,0.68,0.28,0.7,0.53,2.41,0.19,0.0,0.0,0.16,0.22,0.0,0.0,0.0
hsa-miR-1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.22,0.35,0.18,0.0,0.21,0.14,0.74,0.22,0.24,5.52,5.04,3.13,1.57,5.73,2.22,1.41,5.95,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268b,0.0,0.43,0.18,0.18,0.27,0.21,0.14,0.37,0.22,0.0,1.67,0.0,8.18,6.91,1.23,7.62,5.5,2.34,6.33,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.22,0.18,0.54,0.0,0.43,0.14,0.0,0.0,0.47,1.67,1.2,1.91,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-3p,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.18,0.27,0.0,0.14,0.0,0.0,0.24,2.68,1.56,1.64,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
