miRNA,SRR30020836,SRR30020837,SRR30020838,SRR30020839,SRR30020840,SRR30020841,SRR30020842,SRR30020843,SRR30020844,SRR30020845,SRR30020846,SRR30020847,SRR30020848,SRR30020849,SRR30020850,SRR30020851,SRR30020852,SRR30020853,SRR30020854,SRR30020855,SRR30020856,SRR30020857,SRR30020858,SRR30020859,SRR30020860,SRR30020861,SRR30020862,SRR30020863,SRR30020864,SRR30020865,SRR30020866,SRR30020867,SRR30020868,SRR30020869,SRR30020870,SRR30020871,SRR30020872,SRR30020873
hsa-miR-374a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-374a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-375-3p,1.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,52.0,3.0,0.0,63.0,4.0,1.0,9.0,6.0,4.0,7.0,13.0,47.0,7.0,3.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,3.0,6.0
hsa-miR-376a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378a-3p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,17.0,0.0,0.0
hsa-miR-378a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,21.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-378d,0.0,19.0,3.0,0.0,0.0,0.0,0.0,5.0,129.0,12.0,2.0,347.0,7.0,2.0,9.0,36.0,15.0,57.0,47.0,78.0,57.0,28.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,21.0,16.0,0.0,54.0,12.0,30.0
hsa-miR-379-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
