miRNA,SRR23093562,SRR23093561,SRR23093560,SRR23093559,SRR23093558,SRR23093557
hsa-let-7a-2-3p,0.0,0.22,0.0,0.0,0.16,0.0
hsa-let-7a-3p,24.12,36.68,34.56,28.3,28.27,21.19
hsa-let-7a-5p,9519.71,11917.7,8250.65,7953.32,6103.33,5534.24
hsa-let-7b-3p,8.67,21.58,14.0,9.43,14.63,7.1
hsa-let-7b-5p,5490.94,5193.02,4089.45,5742.08,6570.77,6035.72
hsa-let-7c-3p,0.38,0.22,0.44,0.63,0.16,0.0
hsa-let-7c-5p,70.3,131.61,49.0,181.93,139.87,69.88
hsa-let-7d-3p,237.66,407.13,280.42,360.09,232.73,168.84
hsa-let-7d-5p,2537.21,2940.32,2351.39,2526.89,1444.89,1292.05
hsa-let-7e-3p,2.64,4.32,4.81,3.77,3.94,1.77
hsa-let-7e-5p,92.73,309.61,91.43,157.83,106.34,66.92
hsa-let-7f-1-3p,2.83,6.69,4.81,5.24,4.77,4.24
hsa-let-7f-2-3p,4.71,5.83,9.62,5.45,4.6,2.56
hsa-let-7f-5p,7592.02,9482.46,6210.73,5903.47,4127.89,3736.47
hsa-let-7g-3p,8.67,8.63,9.62,9.01,7.07,6.41
hsa-let-7g-5p,10213.29,8157.94,7153.92,7718.15,6375.51,5765.27
hsa-let-7i-3p,112.71,99.25,106.74,117.79,76.26,60.12
hsa-let-7i-5p,5021.08,4963.03,4048.33,5327.5,3412.93,2756.77
hsa-miR-1-3p,62.57,95.8,38.06,91.59,89.08,32.23
hsa-miR-1-5p,0.75,0.22,0.87,0.84,1.15,0.59
hsa-miR-100-5p,99.14,298.39,191.17,225.94,324.61,69.49
hsa-miR-101-2-5p,1.88,2.16,3.5,1.26,1.81,1.68
hsa-miR-101-3p,7862.67,8042.08,7611.51,7834.06,8216.51,5475.2
hsa-miR-101-5p,74.26,54.37,94.93,69.8,89.58,84.27
hsa-miR-10395-3p,1.7,0.0,2.62,0.42,0.66,0.2
hsa-miR-10399-3p,4.33,2.8,2.19,3.98,2.47,0.79
hsa-miR-10399-5p,0.38,0.0,1.31,0.21,0.66,0.0
hsa-miR-103a-1-5p,2.45,0.43,1.31,0.63,3.78,0.39
hsa-miR-103a-2-5p,70.11,4.1,24.94,36.05,24.33,19.71
hsa-miR-103a-3p,7778.8,1589.04,1619.51,8817.06,3596.85,1635.63
hsa-miR-10401-3p,1.88,0.65,2.62,2.52,0.33,0.3
hsa-miR-10401-5p,0.19,0.65,0.0,0.21,0.0,0.0
hsa-miR-10527-5p,0.57,0.65,0.44,0.42,0.0,0.0
hsa-miR-106a-3p,16.77,17.04,27.12,24.94,17.75,22.18
hsa-miR-106a-5p,835.87,304.22,762.94,680.56,889.02,1194.76
hsa-miR-106b-3p,289.49,251.14,278.23,355.89,268.4,241.67
hsa-miR-106b-5p,5904.07,5700.27,5327.49,6108.46,6302.54,5469.19
hsa-miR-107,2568.87,833.9,352.6,398.23,486.5,2259.82
hsa-miR-10a-3p,4.9,8.2,9.62,9.01,11.83,2.86
