miRNA,SRR5811927,SRR5811928,SRR5811929,SRR5811930,SRR5811931,SRR5811932,SRR5811933,SRR5811934,SRR5811935
hsa-let-7a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-let-7a-5p,23.0,42.0,106.0,6.0,51.0,75.0,205.0,132.0,287.0
hsa-let-7b-5p,1.0,9.0,27.0,0.0,14.0,12.0,20.0,32.0,122.0
hsa-let-7c-5p,2.0,0.0,0.0,0.0,2.0,2.0,14.0,30.0,19.0
hsa-let-7d-3p,0.0,0.0,0.0,0.0,2.0,1.0,14.0,6.0,15.0
hsa-let-7d-5p,0.0,1.0,4.0,3.0,0.0,1.0,21.0,8.0,10.0
hsa-let-7e-5p,2.0,7.0,17.0,0.0,3.0,6.0,28.0,17.0,34.0
hsa-let-7f-5p,5.0,23.0,74.0,5.0,67.0,69.0,427.0,255.0,261.0
hsa-let-7g-5p,0.0,2.0,7.0,0.0,9.0,2.0,35.0,42.0,43.0
hsa-let-7i-5p,28.0,51.0,116.0,3.0,41.0,47.0,209.0,175.0,204.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-100-5p,3.0,13.0,19.0,3.0,14.0,47.0,62.0,104.0,75.0
hsa-miR-101-3p,0.0,1.0,4.0,1.0,7.0,6.0,57.0,68.0,51.0
hsa-miR-101-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,1.0,2.0,1.0,4.0,21.0,17.0,18.0,30.0,42.0
hsa-miR-106b-3p,0.0,0.0,0.0,1.0,3.0,7.0,19.0,13.0,27.0
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,9.0
hsa-miR-107,0.0,1.0,0.0,0.0,0.0,0.0,6.0,102.0,119.0
hsa-miR-10a-5p,7.0,23.0,23.0,5.0,28.0,56.0,320.0,177.0,295.0
hsa-miR-10b-5p,19.0,35.0,98.0,12.0,158.0,125.0,635.0,390.0,603.0
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-122-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0
hsa-miR-125a-5p,2.0,2.0,6.0,0.0,10.0,6.0,10.0,6.0,24.0
hsa-miR-125b-1-3p,0.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,4.0
hsa-miR-125b-5p,1.0,5.0,13.0,0.0,0.0,4.0,0.0,12.0,6.0
hsa-miR-126-3p,0.0,1.0,0.0,0.0,10.0,7.0,22.0,27.0,12.0
hsa-miR-126-5p,0.0,2.0,2.0,0.0,48.0,35.0,183.0,148.0,74.0
hsa-miR-127-3p,2.0,8.0,23.0,5.0,27.0,31.0,70.0,105.0,133.0
