miRNA,SRR24756463,SRR24756464,SRR24756465,SRR24756466,SRR24756467,SRR24756468,SRR24756469,SRR24756470
hsa-let-7a-3p,0.0,0.0,1.02,0.0,5.69,0.0,6.7,0.0
hsa-let-7a-5p,6671.79,2317.83,10079.01,2170.83,2052.36,4374.01,6705.53,4183.61
hsa-let-7b-3p,10.11,23.55,5.26,0.0,36.84,2.77,32.09,29.13
hsa-let-7b-5p,7374.21,3625.77,15943.14,9722.81,19412.55,11590.82,20413.98,12278.69
hsa-let-7c-3p,0.0,6.47,1.87,0.0,0.0,4.43,0.0,0.0
hsa-let-7c-5p,243.33,69.95,3232.71,226.57,363.21,248.93,471.06,368.23
hsa-let-7d-3p,1740.73,3814.13,220.56,125.53,405.29,262.76,401.18,793.18
hsa-let-7d-5p,76.71,23.05,186.46,84.2,51.4,74.13,175.5,262.43
hsa-let-7e-5p,402.51,247.23,58.36,13.78,47.99,75.79,110.91,322.23
hsa-let-7f-1-3p,0.0,6.67,0.0,0.0,0.68,0.0,2.44,1.28
hsa-let-7f-2-3p,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,1158.03,896.09,4028.07,407.22,657.28,1708.78,2687.82,1796.15
hsa-let-7g-5p,56.06,29.14,612.3,105.63,244.95,368.97,533.22,321.21
hsa-let-7i-3p,0.0,6.18,0.68,27.56,11.37,0.0,12.19,0.0
hsa-let-7i-5p,127.6,82.51,487.43,693.5,423.25,455.82,842.38,356.47
hsa-miR-1-3p,11.36,9.03,12.22,0.0,9.78,78.0,37.78,56.22
hsa-miR-100-5p,4818.95,3047.15,3811.08,1670.22,1595.9,4017.21,1175.72,1839.59
hsa-miR-101-3p,10.47,10.3,186.29,82.67,212.65,370.63,282.76,129.81
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0
hsa-miR-10394-3p,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0
hsa-miR-103a-2-5p,0.0,8.93,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-103a-3p,0.07,1.77,57.01,16.84,6.82,9.4,71.91,154.09
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-10401-3p,1.25,13.54,11.37,0.0,22.29,0.0,5.89,36.54
hsa-miR-10527-5p,3.91,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.51,0.0,0.0,0.0,0.41,7.92
hsa-miR-106a-5p,3.1,0.0,0.68,1.53,0.45,0.0,5.08,5.88
hsa-miR-106b-3p,10.25,7.65,43.77,220.45,167.85,188.63,99.13,55.71
hsa-miR-106b-5p,24.49,71.62,2.71,0.0,7.73,1.11,5.48,0.77
hsa-miR-107,0.0,0.0,0.51,0.0,0.0,0.0,0.0,16.1
hsa-miR-10a-3p,3.98,8.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,23280.5,17290.75,3542.68,2033.05,6053.81,12835.48,6441.46,4171.86
hsa-miR-10b-3p,3.61,5.49,1.02,0.0,3.41,11.62,0.2,4.86
hsa-miR-10b-5p,148266.88,84498.99,4795.62,943.04,7042.01,12728.71,7975.7,5167.93
hsa-miR-11400,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-11401,0.0,2.35,0.34,0.0,4.32,0.0,5.48,5.11
hsa-miR-1180-3p,172.75,168.35,40.55,35.21,95.98,11.06,38.19,10.99
hsa-miR-1185-1-3p,3.25,0.78,0.34,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.07,1.08,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-12136,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,1.28,608.91,0.0,6.82,0.55,7.52,13.54
hsa-miR-122-5p,350.88,130.28,289017.91,3.06,15137.04,10879.43,22682.94,609.71
hsa-miR-1226-3p,0.0,2.45,5.43,0.0,12.96,0.0,4.88,7.67
hsa-miR-1227-3p,0.0,1.08,0.68,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,5.89,0.85,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,1.36,0.0,0.0,0.0,0.2,0.0
hsa-miR-1229-5p,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-3p,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58
hsa-miR-124-3p,5.83,29.33,0.85,0.0,6.37,4.43,11.17,36.54
hsa-miR-1246,0.07,1.67,7.47,12.25,3.64,22.13,5.48,44.21
hsa-miR-1247-5p,3.91,0.59,5.77,0.0,1.59,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,1.37,0.17,0.0,1.14,0.0,3.25,1.02
hsa-miR-1255b-5p,0.0,0.0,2.21,24.49,15.47,2.21,12.8,29.13
hsa-miR-125a-3p,16.23,20.99,1.7,0.0,5.23,3.32,3.45,17.12
hsa-miR-125a-5p,832.6,498.86,3216.76,177.59,5864.59,8662.27,5506.66,4052.01
hsa-miR-125b-1-3p,0.0,2.16,7.3,1.53,6.14,1.66,0.0,5.37
hsa-miR-125b-2-3p,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,257.42,626.99,5615.92,1149.71,1895.43,1518.48,2059.54,5914.6
hsa-miR-126-3p,95.37,121.06,108.75,260.25,80.97,507.27,180.99,460.98
hsa-miR-126-5p,731.48,1737.84,370.03,601.65,795.33,2633.7,851.32,359.54
hsa-miR-1260a,0.81,2.45,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,7.6,49.74,0.85,0.0,0.23,2.21,6.91,7.67
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
hsa-miR-1269a,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
hsa-miR-127-3p,61.0,49.45,25.11,30.62,16.38,45.91,106.03,75.38
hsa-miR-1270,0.0,2.85,0.34,0.0,7.73,0.0,4.67,0.0
hsa-miR-1271-5p,38.43,23.55,9.33,0.0,12.51,5.53,19.09,17.38
hsa-miR-1273c,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,2.35,1.02,0.0,8.19,0.0,1.22,2.3
hsa-miR-1273h-5p,14.01,11.67,3.39,0.0,0.0,0.0,0.0,5.88
hsa-miR-1275,0.0,1.67,0.34,0.0,0.0,0.0,0.41,0.26
hsa-miR-128-1-5p,0.0,0.69,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-128-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81
hsa-miR-128-3p,276.53,364.07,172.88,4.59,95.29,99.57,205.16,398.38
hsa-miR-1284,7.67,5.98,10.35,0.0,16.15,0.0,1.83,12.01
hsa-miR-1285-3p,25.45,7.26,13.57,0.0,25.7,58.08,23.56,36.8
hsa-miR-1285-5p,0.0,4.32,0.0,0.0,0.0,0.0,0.0,2.81
hsa-miR-1287-5p,0.0,3.92,0.0,0.0,6.82,0.0,0.61,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
hsa-miR-129-5p,0.0,0.69,0.0,0.0,0.0,5.53,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0
hsa-miR-1291,0.0,1.37,0.0,1.53,15.92,0.0,2.23,0.0
hsa-miR-1292-5p,22.72,10.3,2.38,0.0,10.01,0.0,4.88,0.0
hsa-miR-1294,3.39,2.35,13.4,0.0,13.87,0.0,45.3,18.91
hsa-miR-1295b-5p,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.17,0.0,0.0,0.0,1.22,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0
hsa-miR-1301-3p,454.43,587.16,4.41,0.0,1.36,0.0,21.53,34.75
hsa-miR-1303,0.15,2.16,0.68,0.0,0.0,0.0,0.41,0.0
hsa-miR-1304-3p,0.07,11.77,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,36.36,49.94,20.36,0.0,28.43,0.0,22.55,16.61
hsa-miR-1306-3p,11.14,12.07,3.56,0.0,14.78,0.0,1.42,12.52
hsa-miR-1306-5p,3.02,10.69,4.24,0.0,14.33,0.0,3.86,21.21
hsa-miR-1307-3p,442.26,1256.92,40.72,0.0,51.17,104.0,48.14,71.81
hsa-miR-1307-5p,0.0,0.39,8.65,0.0,3.41,0.0,4.88,15.33
hsa-miR-130a-3p,9.07,35.32,6.28,0.0,1.36,16.04,7.92,3.07
hsa-miR-130b-3p,20.06,26.29,0.51,0.0,1.59,0.0,2.44,6.64
hsa-miR-130b-5p,19.62,12.36,190.87,1.53,77.1,63.62,57.69,81.77
hsa-miR-132-3p,35.26,90.85,0.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-5p,0.0,1.18,0.0,0.0,0.0,0.0,0.0,5.88
hsa-miR-1323,0.0,0.39,0.0,0.0,0.0,0.0,2.44,0.0
hsa-miR-133a-3p,6.49,8.63,2.04,0.0,2.73,123.91,2.64,13.8
hsa-miR-134-5p,62.55,51.21,7.13,0.0,10.23,0.0,7.52,29.64
hsa-miR-1343-3p,0.0,2.45,4.24,0.0,7.28,0.0,2.84,1.53
hsa-miR-1343-5p,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,0.0,0.0,0.0,52.05,1.59,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,0.34,1.53,0.0,0.0,0.0,0.0
hsa-miR-138-2-3p,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,56.2,54.84,34.27,9.19,92.79,126.13,53.63,151.28
hsa-miR-139-5p,35.7,34.43,10.86,0.0,10.46,11.06,10.56,40.63
hsa-miR-140-3p,256.09,341.99,49.71,431.72,211.97,188.08,126.55,97.36
