miRNA,SRR13711485,SRR13711486
hsa-let-7a-2-3p,0.33,0.0
hsa-let-7a-3p,13.64,16.34
hsa-let-7a-5p,7301.96,3276.93
hsa-let-7b-3p,6.16,6.94
hsa-let-7b-5p,7396.52,2516.67
hsa-let-7c-3p,0.4,0.22
hsa-let-7c-5p,357.24,208.14
hsa-let-7d-3p,70.79,79.23
hsa-let-7d-5p,1408.58,402.62
hsa-let-7e-3p,1.92,4.48
hsa-let-7e-5p,108.0,231.41
hsa-let-7f-1-3p,4.57,2.01
hsa-let-7f-2-3p,2.12,3.8
hsa-let-7f-5p,12092.15,3419.49
hsa-let-7g-3p,3.97,3.13
hsa-let-7g-5p,15322.18,3530.5
hsa-let-7i-3p,8.14,7.83
hsa-let-7i-5p,27835.88,6296.71
hsa-miR-1-3p,447.37,853.36
hsa-miR-100-3p,0.86,1.12
hsa-miR-100-5p,21713.52,36811.87
hsa-miR-101-3p,6935.98,3377.64
hsa-miR-101-5p,0.6,0.45
hsa-miR-10395-3p,0.0,0.22
hsa-miR-10399-3p,1.52,1.79
hsa-miR-10399-5p,0.4,0.45
hsa-miR-103a-3p,5370.52,447.61
hsa-miR-10401-3p,0.4,0.22
hsa-miR-105-3p,0.4,0.22
hsa-miR-105-5p,4.77,4.92
hsa-miR-10526-3p,0.2,0.0
hsa-miR-10527-5p,0.4,0.9
hsa-miR-106a-3p,7.28,4.03
hsa-miR-106a-5p,108.66,13.88
hsa-miR-106b-3p,603.64,286.69
hsa-miR-106b-5p,593.44,164.5
hsa-miR-107,757.4,43.87
hsa-miR-10a-3p,15.76,22.83
hsa-miR-10a-5p,642.84,1059.71
hsa-miR-10b-3p,5.63,6.94
hsa-miR-10b-5p,1145.43,827.4
hsa-miR-11399,0.33,0.22
hsa-miR-11400,0.0,0.9
hsa-miR-11401,2.05,1.79
hsa-miR-1180-3p,85.09,51.03
hsa-miR-1180-5p,0.07,0.0
hsa-miR-1185-1-3p,6.09,15.22
hsa-miR-1185-2-3p,1.13,2.01
hsa-miR-1185-5p,0.13,0.0
hsa-miR-1193,0.07,1.12
hsa-miR-1197,2.71,8.06
hsa-miR-12131,0.07,0.0
hsa-miR-12136,0.07,0.0
hsa-miR-122-5p,569.34,1341.25
hsa-miR-1226-3p,0.07,0.0
hsa-miR-1226-5p,0.07,0.0
hsa-miR-1228-3p,0.07,0.45
hsa-miR-1228-5p,0.26,0.0
hsa-miR-1229-3p,0.2,0.0
hsa-miR-1229-5p,0.0,0.45
hsa-miR-122b-5p,0.26,0.0
hsa-miR-1231,0.07,0.0
hsa-miR-1233-5p,0.07,0.0
hsa-miR-1236-5p,0.07,0.0
hsa-miR-1237-5p,0.0,0.22
hsa-miR-1245a,0.0,0.22
hsa-miR-1246,15.16,89.3
hsa-miR-1247-5p,3.18,8.95
hsa-miR-1248,0.07,0.0
hsa-miR-1249-3p,0.33,0.0
hsa-miR-1250-5p,0.93,2.01
hsa-miR-1251-5p,0.07,0.0
hsa-miR-1252-5p,0.4,0.0
hsa-miR-1255a,3.58,0.45
hsa-miR-1255b-5p,27.75,9.85
hsa-miR-1257,0.13,0.0
hsa-miR-125a-3p,65.42,155.1
hsa-miR-125a-5p,422.4,540.26
hsa-miR-125b-1-3p,2.19,5.37
hsa-miR-125b-2-3p,0.99,0.9
hsa-miR-125b-5p,532.32,701.85
hsa-miR-126-3p,3550.93,1566.4
hsa-miR-126-5p,144.02,162.48
hsa-miR-1260b,1.26,0.45
hsa-miR-1262,4.7,7.61
hsa-miR-1265,0.13,0.0
hsa-miR-1266-5p,0.13,0.0
hsa-miR-1267,0.07,0.0
hsa-miR-1268b,1.92,3.36
hsa-miR-1269a,0.33,1.79
hsa-miR-1269b,1.85,0.67
hsa-miR-127-3p,183.75,242.16
hsa-miR-127-5p,5.03,11.64
hsa-miR-1270,2.78,1.12
hsa-miR-1271-3p,0.13,0.22
hsa-miR-1271-5p,4.7,2.91
hsa-miR-1273c,1.85,1.57
hsa-miR-1273h-3p,0.33,0.9
hsa-miR-1273h-5p,0.13,0.22
hsa-miR-1275,0.46,1.34
hsa-miR-1277-3p,1.59,0.22
hsa-miR-1278,14.77,13.43
hsa-miR-128-1-5p,0.33,0.45
hsa-miR-128-3p,189.71,110.56
hsa-miR-1283,974.59,1734.25
hsa-miR-1284,2.12,0.67
hsa-miR-1285-3p,46.02,32.45
hsa-miR-1285-5p,0.33,0.45
hsa-miR-1287-3p,0.33,0.0
hsa-miR-1287-5p,24.96,11.86
hsa-miR-1288-3p,1.32,0.67
hsa-miR-1289,0.6,0.0
hsa-miR-129-2-3p,0.07,0.0
hsa-miR-129-5p,1.13,1.79
hsa-miR-1291,0.2,0.22
hsa-miR-1292-5p,2.45,2.01
hsa-miR-1293,0.6,0.9
hsa-miR-1294,26.49,7.83
hsa-miR-1295a,0.13,1.12
hsa-miR-1296-5p,12.52,13.2
hsa-miR-1298-5p,0.2,0.0
hsa-miR-1299,0.99,0.67
hsa-miR-1301-3p,19.6,13.65
hsa-miR-1302,0.4,0.45
hsa-miR-1303,6.09,4.7
hsa-miR-1304-3p,0.07,0.0
hsa-miR-1304-5p,17.61,8.06
hsa-miR-1305,0.2,0.45
hsa-miR-1306-3p,1.59,0.9
hsa-miR-1306-5p,0.86,0.67
hsa-miR-1307-3p,76.61,66.47
hsa-miR-1307-5p,33.11,40.51
hsa-miR-130a-3p,161.11,162.71
hsa-miR-130a-5p,0.2,0.9
hsa-miR-130b-3p,31.98,37.82
hsa-miR-130b-5p,0.13,0.9
hsa-miR-132-3p,11.72,12.76
hsa-miR-132-5p,6.36,7.61
hsa-miR-1323,7220.38,13802.86
hsa-miR-133a-3p,5.76,23.95
hsa-miR-133a-5p,0.33,0.0
hsa-miR-133b,0.26,0.22
hsa-miR-134-3p,0.13,0.22
hsa-miR-134-5p,84.16,171.66
hsa-miR-1343-3p,0.13,0.22
hsa-miR-135a-2-3p,0.13,0.0
hsa-miR-135a-3p,0.07,0.0
hsa-miR-135a-5p,0.93,0.0
hsa-miR-135b-3p,1.32,1.57
hsa-miR-135b-5p,100.85,72.74
hsa-miR-136-3p,180.77,539.59
hsa-miR-136-5p,14.57,62.89
hsa-miR-137-3p,1.72,0.22
hsa-miR-138-1-3p,0.07,0.22
hsa-miR-138-5p,18.34,15.44
hsa-miR-139-3p,0.93,0.67
hsa-miR-139-5p,3.44,3.36
hsa-miR-140-3p,6997.03,4236.82
hsa-miR-140-5p,139.52,122.64
hsa-miR-141-3p,978.3,1801.84
hsa-miR-141-5p,25.1,41.18
hsa-miR-142-3p,70.72,19.69
hsa-miR-142-5p,4648.42,2202.23
hsa-miR-143-3p,15182.53,11072.01
hsa-miR-143-5p,26.55,24.84
hsa-miR-144-3p,1086.04,471.78
hsa-miR-144-5p,332.08,91.31
hsa-miR-145-3p,3.71,3.8
hsa-miR-145-5p,86.88,109.44
hsa-miR-1468-5p,0.33,0.45
hsa-miR-146a-3p,0.13,0.22
hsa-miR-146a-5p,1254.03,2357.55
hsa-miR-146b-3p,2.58,5.15
hsa-miR-146b-5p,633.24,735.64
hsa-miR-147b-3p,5.63,15.89
hsa-miR-147b-5p,0.99,0.9
hsa-miR-148a-3p,30116.28,48563.11
hsa-miR-148a-5p,7.68,8.06
hsa-miR-148b-3p,1197.55,2573.52
hsa-miR-148b-5p,40.26,21.49
hsa-miR-149-3p,2.25,11.64
hsa-miR-149-5p,162.96,214.18
hsa-miR-150-3p,2.45,2.46
hsa-miR-150-5p,10.33,7.16
hsa-miR-151a-3p,2366.29,2585.83
hsa-miR-151a-5p,94.23,36.48
hsa-miR-151b,8.67,22.16
hsa-miR-152-3p,428.3,971.98
hsa-miR-152-5p,0.26,0.9
hsa-miR-153-3p,0.53,0.45
hsa-miR-1537-3p,0.07,0.22
hsa-miR-1538,0.4,0.0
hsa-miR-154-3p,0.2,0.0
hsa-miR-154-5p,18.61,57.29
hsa-miR-155-5p,18.94,27.98
hsa-miR-15a-3p,0.2,0.22
hsa-miR-15a-5p,158.59,93.55
hsa-miR-15b-3p,90.12,63.34
