miRNA,SRR13508007,SRR13508008,SRR13508009,SRR13508013,SRR13508014,SRR13508015
hsa-let-7a-2-3p,3.6,2.68,1.58,2.57,0.0,7.04
hsa-let-7a-3p,30.2,18.78,37.97,12.85,14.76,7.04
hsa-let-7a-5p,8858.67,13031.99,20086.95,4359.23,5893.48,4211.14
hsa-let-7b-3p,12.22,26.83,47.46,11.56,14.76,11.74
hsa-let-7b-5p,4616.29,6977.4,10700.8,2393.53,1649.13,1629.06
hsa-let-7c-3p,0.0,0.0,1.58,1.28,2.27,0.0
hsa-let-7c-5p,371.75,498.96,1116.91,923.75,385.02,643.17
hsa-let-7d-3p,43.14,118.03,102.83,119.48,36.34,86.85
hsa-let-7d-5p,230.1,405.07,460.37,263.38,223.75,244.12
hsa-let-7e-3p,3.6,2.68,7.91,14.13,1.14,4.69
hsa-let-7e-5p,486.08,1043.52,1536.14,1221.82,588.33,969.45
hsa-let-7f-1-3p,1.44,2.68,0.0,2.57,1.14,2.35
hsa-let-7f-2-3p,0.0,0.0,0.0,2.57,0.0,0.0
hsa-let-7f-5p,5469.8,8455.5,9664.58,11032.34,7368.84,13835.26
hsa-let-7g-5p,2000.39,3720.74,3094.44,7352.75,4029.69,6727.49
hsa-let-7i-3p,2.88,8.05,0.0,2.57,0.0,9.39
hsa-let-7i-5p,8030.33,19467.51,12686.24,23480.5,13606.46,22562.69
hsa-miR-1-3p,11.5,10.73,9.49,0.0,15.9,4.69
hsa-miR-100-5p,16285.0,44925.22,43010.46,50558.36,31380.05,26642.38
hsa-miR-101-3p,49.61,53.65,37.97,289.07,101.08,392.01
hsa-miR-10395-3p,0.0,2.68,3.16,12.85,2.27,37.56
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,2.35
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,2.35
hsa-miR-10399-3p,0.72,2.68,3.16,0.0,6.81,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,4.69
hsa-miR-103a-3p,35.95,69.75,93.34,25.7,264.63,544.58
hsa-miR-10401-3p,4.31,2.68,9.49,3.85,2.27,4.69
hsa-miR-106b-3p,69.75,91.21,107.58,176.01,74.96,107.98
hsa-miR-106b-5p,2.16,16.1,1.58,21.84,10.22,28.17
hsa-miR-107,2.16,10.73,0.0,15.42,13.63,14.08
hsa-miR-10a-3p,6.47,29.51,11.07,23.13,40.89,2.35
hsa-miR-10a-5p,2091.71,6202.13,6057.57,3353.26,7252.99,570.41
hsa-miR-10b-3p,0.0,0.0,7.91,43.68,6.81,2.35
hsa-miR-10b-5p,762.91,1349.34,2230.65,15031.84,2092.08,1225.31
hsa-miR-11399,0.0,0.0,0.0,1.28,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,1.28,0.0,0.0
hsa-miR-1180-3p,15.1,26.83,11.07,25.7,26.12,25.82
hsa-miR-1185-1-3p,2.16,5.37,0.0,5.14,1.14,2.35
hsa-miR-1185-2-3p,0.72,0.0,1.58,2.57,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,2.57,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,2.57,0.0,0.0
hsa-miR-1197,0.72,0.0,0.0,2.57,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,3.85,2.27,0.0
hsa-miR-122-5p,4.31,34.87,6.33,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,1.28,0.0,4.69
hsa-miR-1228-3p,2.88,2.68,0.0,1.28,1.14,2.35
hsa-miR-124-3p,0.0,2.68,0.0,0.0,0.0,0.0
hsa-miR-1245a,0.0,0.0,0.0,1.28,0.0,0.0
hsa-miR-1246,38.83,5.37,15.82,295.5,90.86,1030.48
hsa-miR-1248,11.5,8.05,7.91,2.57,1.14,2.35
hsa-miR-1249-3p,0.0,0.0,7.91,2.57,0.0,2.35
hsa-miR-1255a,0.0,0.0,0.0,0.0,1.14,0.0
hsa-miR-1255b-5p,0.72,0.0,0.0,1.28,0.0,2.35
hsa-miR-125a-3p,6.47,10.73,26.89,41.11,10.22,14.08
hsa-miR-125a-5p,606.16,1293.01,1771.87,796.56,663.29,746.46
hsa-miR-125b-1-3p,39.55,93.89,87.01,48.82,77.23,105.63
hsa-miR-125b-2-3p,0.72,0.0,0.0,0.0,4.54,0.0
hsa-miR-125b-5p,2138.45,6304.07,6908.7,3201.65,2156.82,2363.78
hsa-miR-126-3p,9.35,45.6,41.13,32.12,18.17,105.63
hsa-miR-126-5p,0.0,2.68,0.0,0.0,0.0,0.0
hsa-miR-1260b,8.63,10.73,28.48,8.99,9.09,0.0
hsa-miR-1262,0.72,0.0,0.0,0.0,1.14,0.0
hsa-miR-1263,0.0,0.0,1.58,0.0,0.0,0.0
hsa-miR-1268a,1.44,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,2.35
hsa-miR-127-3p,785.92,1719.54,1403.25,3483.02,1439.01,1798.07
hsa-miR-127-5p,7.91,10.73,4.75,30.83,10.22,25.82
hsa-miR-1270,0.72,13.41,1.58,0.0,0.0,2.35
hsa-miR-1271-5p,6.47,16.1,7.91,25.7,28.39,0.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,1.14,0.0
hsa-miR-1275,1.44,0.0,1.58,12.85,3.41,9.39
hsa-miR-1278,0.0,0.0,0.0,0.0,1.14,4.69
hsa-miR-128-1-5p,0.0,2.68,0.0,1.28,1.14,0.0
hsa-miR-128-3p,85.57,195.83,207.25,241.54,176.04,316.89
hsa-miR-1284,0.0,2.68,0.0,1.28,1.14,0.0
hsa-miR-1285-3p,1.44,0.0,0.0,1.28,1.14,0.0
hsa-miR-1285-5p,0.0,2.68,1.58,2.57,0.0,2.35
hsa-miR-1287-5p,2.16,0.0,1.58,5.14,4.54,0.0
hsa-miR-129-1-3p,0.0,0.0,1.58,1.28,1.14,2.35
hsa-miR-129-2-3p,2.16,2.68,1.58,5.14,2.27,2.35
hsa-miR-129-5p,2.16,5.37,6.33,5.14,2.27,0.0
hsa-miR-1291,21.57,2.68,3.16,12.85,10.22,7.04
hsa-miR-1292-5p,0.72,2.68,0.0,1.28,1.14,0.0
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,2.35
hsa-miR-1294,0.0,5.37,1.58,5.14,1.14,2.35
hsa-miR-1295a,0.0,0.0,0.0,0.0,1.14,0.0
hsa-miR-1296-5p,3.6,18.78,3.16,14.13,13.63,14.08
hsa-miR-1299,2.16,0.0,0.0,0.0,2.27,2.35
