miRNA,ERR1682041,ERR1682042,ERR1682043,ERR1682044,ERR1682045,ERR1682046,ERR1682047,ERR1682048,ERR1682049,ERR1682050,ERR1682051,ERR1682052,ERR1682053,ERR1682054,ERR1682055,ERR1682056,ERR1682057,ERR1682058,ERR1682059,ERR1682060,ERR1682061,ERR1682062,ERR1682063,ERR1682064,ERR1682065
hsa-miR-6511b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0
hsa-miR-6513-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0
hsa-miR-6516-3p,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6516-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-652-3p,10.66,26.06,69.65,30.6,101.97,24.36,10.82,6.68,17.91,10.83,21.89,39.0,0.0,16.6,0.0,10.47,41.45,50.48,25.71,25.14,94.33,24.39,0.0,25.14,0.0
hsa-miR-652-5p,0.0,45.61,41.79,0.0,101.97,20.88,0.0,0.0,0.0,32.48,17.51,13.0,0.0,16.6,25.33,41.88,0.0,90.87,25.71,0.0,56.6,0.0,0.0,67.04,0.0
hsa-miR-653-3p,0.0,0.0,9.29,0.0,0.0,0.0,0.0,10.02,0.0,0.0,2.19,0.0,0.0,0.0,0.0,13.96,0.0,0.0,0.0,0.0,56.6,0.0,0.0,0.0,0.0
hsa-miR-653-5p,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-654-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-654-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-655-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,20.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-660-3p,0.0,13.03,13.93,7.65,33.99,13.92,10.82,0.0,0.0,10.83,2.19,0.0,62.4,0.0,12.67,6.98,24.87,0.0,25.71,0.0,18.87,24.39,147.28,0.0,0.0
hsa-miR-660-5p,298.45,1009.89,756.91,351.93,237.93,661.33,64.89,123.62,107.48,693.01,1127.28,1079.0,611.49,830.11,1076.58,868.98,1152.33,1241.88,437.0,1583.91,1735.69,1658.5,1129.17,2069.91,195.35
hsa-miR-663b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,95.93,149.85,283.26,198.92,135.96,139.23,0.0,16.7,179.14,54.14,199.19,130.0,74.88,249.03,278.64,87.25,207.25,373.58,94.25,25.14,56.6,1048.75,245.47,293.31,0.0
hsa-miR-664a-5p,0.0,3.26,4.64,0.0,0.0,0.0,0.0,0.0,11.94,10.83,8.76,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,24.39,0.0,8.38,0.0
hsa-miR-664b-3p,0.0,3.26,4.64,0.0,0.0,0.0,0.0,0.0,5.97,10.83,6.57,0.0,0.0,0.0,25.33,0.0,0.0,0.0,0.0,0.0,0.0,73.17,0.0,50.28,0.0
hsa-miR-665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-668-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-671-3p,0.0,13.03,0.0,0.0,0.0,6.96,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,8.38,0.0
hsa-miR-671-5p,0.0,6.52,9.29,0.0,0.0,6.96,0.0,0.0,0.0,21.66,10.94,0.0,0.0,0.0,12.67,6.98,8.29,20.19,0.0,0.0,0.0,0.0,49.09,0.0,0.0
hsa-miR-6724-5p,0.0,3.26,4.64,0.0,0.0,0.0,0.0,3.34,0.0,0.0,10.94,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,24.39,0.0,0.0,0.0
hsa-miR-6732-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6734-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-675-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6752-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6769b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6769b-5p,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6776-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6780b-3p,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6786-3p,42.64,6.52,23.22,15.3,33.99,27.85,21.63,10.02,35.83,10.83,6.57,0.0,0.0,0.0,25.33,0.0,0.0,0.0,0.0,0.0,18.87,0.0,0.0,16.76,0.0
hsa-miR-6789-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0
hsa-miR-6793-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,0.0,0.0,0.0,0.0
hsa-miR-6795-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6799-5p,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6803-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6820-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6821-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6821-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6833-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39,0.0,0.0,0.0
hsa-miR-6838-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6855-3p,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6858-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6866-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0
hsa-miR-6877-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6887-3p,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-1-3p,0.0,6.52,13.93,0.0,0.0,0.0,0.0,0.0,0.0,21.66,8.76,0.0,12.48,16.6,25.33,3.49,33.16,20.19,17.14,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-5p,159.89,58.64,83.59,76.51,1053.67,6.96,216.31,66.82,29.86,10.83,105.07,26.0,349.42,0.0,392.63,0.0,107.77,141.35,231.35,351.98,113.2,24.39,0.0,259.79,1172.1
hsa-miR-708-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-708-5p,10.66,55.38,23.22,15.3,0.0,17.4,0.0,3.34,5.97,0.0,13.13,0.0,12.48,49.81,25.33,24.43,0.0,10.1,17.14,25.14,18.87,97.56,0.0,50.28,0.0
hsa-miR-7110-3p,0.0,0.0,0.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,2.19,13.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39,0.0,0.0,0.0
hsa-miR-7114-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7161-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,0.0,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,20.19,8.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-5p,21.32,110.76,102.16,30.6,0.0,97.46,0.0,10.02,53.74,75.8,120.39,78.0,62.4,83.01,50.66,73.29,16.58,90.87,102.82,50.28,37.73,73.17,0.0,83.8,0.0
hsa-miR-766-3p,0.0,9.77,13.93,15.3,0.0,3.48,0.0,3.34,0.0,0.0,24.08,0.0,0.0,0.0,12.67,6.98,0.0,20.19,0.0,0.0,18.87,0.0,49.09,0.0,0.0
hsa-miR-769-3p,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,18.87,0.0,0.0,0.0,0.0
hsa-miR-769-5p,21.32,29.32,27.86,7.65,33.99,6.96,21.63,13.36,0.0,54.14,26.27,13.0,12.48,49.81,38.0,3.49,8.29,20.19,42.84,25.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-7704,0.0,0.0,0.0,7.65,0.0,0.0,0.0,0.0,0.0,10.83,26.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7854-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8485,0.0,0.0,13.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0
hsa-miR-873-5p,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,0.0,49.09,0.0,0.0
hsa-miR-874-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-874-5p,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,0.0,10.1,0.0,0.0,37.73,0.0,0.0,0.0,0.0
hsa-miR-875-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-876-5p,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-3p,85.27,29.32,32.51,15.3,0.0,118.34,75.71,3.34,83.6,32.48,13.13,13.0,87.36,16.6,12.67,3.49,8.29,10.1,0.0,0.0,0.0,24.39,0.0,0.0,0.0
hsa-miR-877-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,0.0
hsa-miR-885-5p,0.0,3.26,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39,0.0,0.0,0.0
hsa-miR-887-3p,0.0,0.0,0.0,0.0,67.98,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.81,0.0,6.98,8.29,0.0,8.57,25.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-888-5p,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-890,0.0,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-891a-5p,10.66,3.26,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,49.09,41.9,0.0
hsa-miR-891b,0.0,0.0,4.64,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-3p,10.66,39.09,32.51,30.6,0.0,6.96,0.0,20.05,0.0,21.66,8.76,13.0,12.48,33.2,113.99,13.96,16.58,40.39,0.0,25.14,0.0,48.78,0.0,0.0,0.0
hsa-miR-9-5p,53.3,35.83,65.01,15.3,0.0,34.81,0.0,16.7,0.0,43.31,63.48,13.0,74.88,16.6,265.98,27.92,33.16,90.87,8.57,75.42,0.0,146.34,0.0,50.28,0.0
hsa-miR-92a-1-5p,10.66,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,24.39,0.0,0.0,0.0
hsa-miR-92a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-3p,85.27,215.01,404.0,145.36,33.99,226.25,32.45,33.41,173.17,238.22,461.86,182.0,199.67,464.86,341.97,198.92,223.83,333.19,231.35,150.85,207.53,1365.82,196.38,368.73,0.0
hsa-miR-92b-3p,0.0,32.58,41.79,7.65,0.0,31.33,0.0,6.68,17.91,0.0,13.13,0.0,0.0,49.81,0.0,13.96,41.45,40.39,0.0,25.14,18.87,146.34,0.0,50.28,0.0
hsa-miR-92b-5p,0.0,0.0,0.0,0.0,0.0,3.48,10.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-93-3p,0.0,26.06,13.93,7.65,33.99,6.96,0.0,3.34,23.88,21.66,8.76,0.0,0.0,16.6,0.0,3.49,0.0,0.0,17.14,75.42,0.0,24.39,0.0,33.52,0.0
hsa-miR-93-5p,309.11,514.72,482.94,137.71,305.9,348.07,21.63,46.77,161.22,162.42,398.38,325.0,274.55,763.7,227.98,303.62,389.64,545.22,257.06,226.27,339.59,902.42,294.57,720.7,390.7
hsa-miR-934,10.66,19.55,13.93,15.3,33.99,3.48,10.82,0.0,0.0,21.66,0.0,0.0,24.96,0.0,0.0,17.45,16.58,0.0,0.0,25.14,0.0,0.0,0.0,8.38,0.0
hsa-miR-935,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-939-3p,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-942-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-95-3p,10.66,71.67,111.45,38.25,101.97,83.54,32.45,6.68,53.74,54.14,54.72,78.0,24.96,182.62,25.33,48.86,99.48,80.77,102.82,0.0,0.0,146.34,294.57,243.03,0.0
hsa-miR-95-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-3p,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-5p,0.0,9.77,13.93,0.0,0.0,17.4,0.0,3.34,5.97,10.83,21.89,0.0,0.0,33.2,25.33,13.96,0.0,10.1,0.0,0.0,18.87,0.0,49.09,8.38,0.0
hsa-miR-98-3p,10.66,6.52,0.0,7.65,33.99,6.96,0.0,0.0,0.0,0.0,6.57,13.0,0.0,0.0,38.0,0.0,8.29,10.1,0.0,0.0,0.0,48.78,0.0,8.38,0.0
hsa-miR-98-5p,31.98,29.32,46.44,30.6,0.0,66.13,0.0,13.36,17.91,0.0,50.34,26.0,24.96,116.22,113.99,38.39,140.93,171.64,119.96,50.28,18.87,121.95,49.09,100.56,0.0
hsa-miR-9902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9985,10.66,0.0,0.0,0.0,0.0,10.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-99a-3p,10.66,71.67,27.86,30.6,0.0,41.77,10.82,16.7,0.0,10.83,39.4,13.0,12.48,16.6,50.66,24.43,24.87,70.68,102.82,25.14,56.6,48.78,98.19,41.9,0.0
hsa-miR-99a-5p,575.59,1576.73,1388.45,527.9,305.9,1051.17,584.03,354.14,543.38,1537.61,2162.63,741.0,561.57,1876.05,1190.57,582.81,563.73,1251.98,1276.72,527.97,2528.06,2585.3,785.51,796.12,390.7
hsa-miR-99b-3p,21.32,6.52,9.29,7.65,0.0,13.92,0.0,0.0,0.0,10.83,8.76,52.0,0.0,33.2,12.67,3.49,16.58,10.1,0.0,0.0,0.0,0.0,0.0,16.76,0.0
hsa-miR-99b-5p,373.07,498.43,664.04,214.22,169.95,288.9,162.23,86.87,340.36,324.85,323.96,416.0,324.46,332.04,557.29,230.33,232.12,403.86,162.8,502.83,603.72,1097.53,196.38,502.81,0.0
hsa-mir-107-3p,0.0,0.0,4.64,0.0,0.0,3.48,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12136-5p,0.0,6.52,4.64,0.0,0.0,13.92,0.0,0.0,5.97,32.48,6.57,26.0,0.0,16.6,12.67,0.0,8.29,0.0,8.57,50.28,18.87,24.39,49.09,8.38,0.0
hsa-mir-1263-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1267-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1270-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1283-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1302-2-3p,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1303-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-2110-5p,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,21.66,8.76,0.0,12.48,0.0,0.0,0.0,0.0,0.0,0.0,25.14,18.87,0.0,0.0,0.0,0.0
hsa-mir-3141-5p,0.0,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3159-5p,0.0,0.0,0.0,0.0,0.0,0.0,21.63,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3929-3p,0.0,0.0,9.29,0.0,0.0,0.0,10.82,13.36,0.0,10.83,0.0,0.0,24.96,0.0,38.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-429-3p,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4452-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4539-3p,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4729-5p,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-544a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548ag-2-5p,0.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548al-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-548ax-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
