miRNA,SRR24529670,SRR24529671,SRR24529672,SRR24529673,SRR24529674,SRR24529675,SRR24529676,SRR24529677,SRR24529678,SRR24529679,SRR24529680,SRR24529681
hsa-let-7a-3p,1.66,0.93,0.97,2.76,2.2,4.92,3.43,3.38,0.0,2.03,0.47,0.0
hsa-let-7a-5p,500.17,587.21,575.06,856.33,1864.5,3093.52,2779.51,2020.84,1285.53,726.57,2326.58,2646.87
hsa-let-7b-3p,0.0,0.19,0.0,0.09,0.0,0.0,0.86,0.28,0.0,0.0,1.41,0.2
hsa-let-7b-5p,167.28,196.98,176.45,234.77,2065.06,5200.11,8994.2,5246.8,254.55,301.3,523.89,495.16
hsa-let-7c-3p,0.0,0.0,0.12,0.43,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0
hsa-let-7c-5p,128.72,135.61,118.45,142.29,4211.66,9398.53,11343.17,6881.89,86.94,42.72,79.98,51.36
hsa-let-7d-3p,3.73,5.97,3.9,9.22,11.02,52.1,129.59,91.23,39.52,17.59,38.34,20.02
hsa-let-7d-5p,48.92,55.03,80.91,109.88,257.86,424.66,322.41,206.11,61.6,84.72,154.32,221.6
hsa-let-7e-3p,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-let-7e-5p,13.06,14.18,21.33,33.7,169.7,342.09,454.57,324.93,53.0,25.37,126.56,208.66
hsa-let-7f-1-3p,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-let-7f-5p,1166.37,863.09,863.13,1094.28,3753.25,4998.59,3704.96,2726.74,742.49,1351.68,1554.97,2497.25
hsa-let-7g-5p,930.28,717.41,621.85,668.7,1262.84,1218.93,642.81,468.82,546.99,1364.24,741.96,1565.15
hsa-let-7i-5p,109.24,73.68,103.09,106.27,601.67,722.51,365.89,244.69,450.28,1223.04,848.06,1368.62
hsa-miR-1-3p,1.66,1.12,0.73,0.78,17.63,2.95,1.72,2.25,0.93,3.83,0.71,3.64
hsa-miR-100-5p,836.38,1178.7,923.57,1104.19,1626.48,2968.68,2140.7,1570.04,5095.86,8813.78,7468.1,10660.67
hsa-miR-101-3p,75.87,34.7,68.85,57.31,160.89,95.35,33.47,29.28,20.92,73.59,53.64,32.15
hsa-miR-10394-3p,0.0,0.19,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,1.45,2.24,1.1,1.81,8.82,2.95,0.0,0.0,9.07,0.24,4.94,0.0
hsa-miR-10395-5p,1.04,0.56,2.19,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,1.04,1.49,3.05,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.83,0.0,0.73,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.21,0.37,0.61,0.09,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
hsa-miR-10399-3p,0.41,0.56,1.83,0.6,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,8.29,0.37,8.04,6.12,41.87,1.97,0.86,0.84,0.0,162.98,106.8,20.62
hsa-miR-10401-3p,0.41,1.12,0.12,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-5p,0.62,0.19,1.34,0.86,0.0,0.98,0.0,0.0,0.0,0.12,0.0,0.0
hsa-miR-105-5p,1.87,2.98,3.29,5.86,0.0,0.0,0.0,0.0,0.23,0.6,2.12,3.64
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0
hsa-miR-10527-5p,0.0,0.19,0.73,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.21,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,37.1,39.92,28.88,30.08,39.67,44.24,22.03,16.61,17.2,47.5,21.41,40.84
hsa-miR-106b-5p,7.25,4.48,4.63,4.91,17.63,11.8,4.29,2.25,3.02,6.7,0.94,1.21
hsa-miR-107,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.2,0.24,3.84
hsa-miR-10a-3p,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0
hsa-miR-10a-5p,66.74,61.56,70.43,66.02,211.57,61.93,21.17,26.75,118.09,190.14,195.02,284.48
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.12,0.0,1.01
hsa-miR-10b-5p,54.93,62.68,65.44,68.69,482.66,622.24,269.48,168.66,227.58,532.01,467.9,1019.64
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
hsa-miR-1179,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,5.39,8.02,9.99,6.72,4.41,0.0,0.86,0.56,7.21,9.81,20.23,11.73
hsa-miR-1181,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,2.02
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.76,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14,2.51,0.24,2.22
hsa-miR-1204,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.21,0.19,0.37,0.09,0.0,0.0,0.0,0.0,0.23,0.0,0.94,0.0
hsa-miR-122-5p,62.6,43.84,7.56,72.31,44.08,211.35,48.35,58.0,25.8,246.86,199.25,134.46
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0
hsa-miR-1245a,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,1287.01,1401.8,1101.61,1183.4,79.34,26.54,8.3,9.86,49.05,82.45,23.76,95.03
