miRNA,SRR22951306,SRR22951307,SRR22951308,SRR22951309,SRR22951310,SRR22951311,SRR22951312,SRR22951313,SRR22951314,SRR22951315,SRR22951316,SRR22951317,SRR22951318,SRR22951319,SRR22951320,SRR22951321,SRR22951322,SRR22951323,SRR22951324,SRR22951325
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1273h-3p,2.0,0.0,59.0,7.0,0.0,0.0,1.0,0.0,7.0,9.0,9.0,1.0,25.0,4.0,12.0,1.0,0.0,1.0,21.0,79.0
hsa-miR-1273h-5p,2.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,2.0,3.0,13.0,3.0,4.0,2.0,6.0,6.0,14.0,34.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1278,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,16.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
hsa-miR-128-3p,190.0,64.0,749.0,75.0,37.0,48.0,165.0,53.0,190.0,412.0,342.0,203.0,1095.0,602.0,410.0,71.0,118.0,240.0,383.0,4429.0
hsa-miR-1284,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,22.0,0.0,0.0,1.0,16.0,0.0,0.0,3.0,0.0,106.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,21.0
hsa-miR-1285-5p,0.0,0.0,15.0,3.0,0.0,6.0,0.0,2.0,9.0,4.0,4.0,3.0,0.0,0.0,4.0,9.0,16.0,0.0,8.0,24.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0
hsa-miR-1288-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-1290,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,2.0,5.0,0.0,0.0,1.0,0.0,3.0
hsa-miR-1291,1.0,0.0,90.0,8.0,0.0,0.0,1.0,13.0,0.0,8.0,2.0,4.0,10.0,2.0,5.0,0.0,1.0,5.0,9.0,57.0
hsa-miR-1292-5p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-1293,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-1294,4.0,0.0,5.0,4.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,23.0
hsa-miR-1296-5p,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0,10.0,7.0,0.0,5.0,0.0,22.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,32.0,0.0,0.0
hsa-miR-1301-3p,9.0,4.0,72.0,4.0,0.0,0.0,0.0,2.0,31.0,25.0,24.0,16.0,33.0,12.0,24.0,4.0,0.0,4.0,25.0,284.0
hsa-miR-1303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0
hsa-miR-1304-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,1.0,28.0,0.0,5.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,7.0,75.0
hsa-miR-1306-3p,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1306-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,5.0,0.0,6.0,11.0,6.0,0.0,1.0,4.0,113.0
hsa-miR-1307-3p,28.0,15.0,242.0,5.0,5.0,3.0,25.0,30.0,49.0,86.0,67.0,133.0,110.0,121.0,193.0,27.0,67.0,159.0,170.0,1082.0
hsa-miR-1307-5p,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,1.0,1.0,0.0,14.0,3.0,0.0,11.0,4.0,77.0
hsa-miR-130a-3p,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
hsa-miR-130b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
hsa-miR-130b-5p,4.0,0.0,46.0,3.0,6.0,2.0,6.0,3.0,30.0,10.0,12.0,30.0,43.0,26.0,15.0,5.0,36.0,12.0,40.0,136.0
hsa-miR-132-3p,0.0,0.0,9.0,0.0,1.0,0.0,6.0,1.0,0.0,6.0,4.0,27.0,0.0,0.0,28.0,9.0,0.0,19.0,4.0,192.0
hsa-miR-132-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
hsa-miR-133a-3p,0.0,11.0,9.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0
hsa-miR-134-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,9.0
hsa-miR-1343-3p,2.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,8.0,0.0,3.0,4.0,0.0,0.0,7.0,11.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-135b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,3.0,13.0,0.0,1.0,2.0,0.0,2.0,16.0,3.0,12.0,21.0,75.0,27.0,0.0,53.0,19.0,0.0,30.0,5.0,76.0
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0
hsa-miR-139-3p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0
hsa-miR-139-5p,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,0.0,2.0,0.0,8.0
hsa-miR-140-3p,145.0,92.0,2813.0,59.0,64.0,28.0,52.0,135.0,200.0,1815.0,701.0,865.0,339.0,213.0,1477.0,409.0,329.0,510.0,422.0,21401.0
hsa-miR-140-5p,21.0,5.0,42.0,8.0,0.0,0.0,2.0,1.0,12.0,44.0,34.0,7.0,68.0,14.0,37.0,6.0,0.0,16.0,6.0,535.0
hsa-miR-141-3p,9.0,20.0,17.0,3.0,0.0,0.0,8.0,0.0,4.0,9.0,22.0,98.0,76.0,67.0,117.0,10.0,15.0,92.0,16.0,95.0
hsa-miR-141-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,56.0,5.0,126.0,34.0,2.0,0.0,5.0,8.0,18.0,180.0,91.0,7.0,247.0,115.0,99.0,5.0,0.0,44.0,31.0,843.0
hsa-miR-142-5p,546.0,127.0,656.0,53.0,78.0,83.0,39.0,39.0,189.0,1251.0,410.0,91.0,458.0,640.0,1284.0,230.0,40.0,413.0,235.0,11820.0
hsa-miR-143-3p,737.0,335.0,2477.0,295.0,186.0,171.0,294.0,360.0,1006.0,3193.0,884.0,692.0,3727.0,1870.0,2738.0,540.0,972.0,1345.0,1283.0,25253.0
hsa-miR-143-5p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
hsa-miR-144-3p,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-145-3p,14.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,10.0,17.0,0.0,0.0,6.0,0.0,151.0
hsa-miR-145-5p,30.0,23.0,198.0,2.0,11.0,4.0,0.0,33.0,25.0,207.0,59.0,43.0,0.0,9.0,177.0,83.0,0.0,83.0,7.0,2375.0
hsa-miR-1468-5p,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-146a-5p,161.0,170.0,302.0,53.0,49.0,32.0,42.0,61.0,10.0,252.0,468.0,1976.0,350.0,504.0,1254.0,430.0,264.0,704.0,345.0,2703.0
hsa-miR-146b-3p,0.0,0.0,5.0,2.0,0.0,0.0,4.0,5.0,9.0,2.0,9.0,8.0,0.0,0.0,1.0,1.0,8.0,1.0,9.0,46.0
