miRNA,SRR18284361,SRR18284362,SRR18284363,SRR18284364,SRR18284365,SRR18284366,SRR18284367,SRR18284368,SRR18284369,SRR18284370,SRR18284371,SRR18284372,SRR18284373,SRR18284374,SRR18284375,SRR18284376,SRR18284377,SRR18284378,SRR18284379,SRR18284380,SRR18284381,SRR18284382,SRR18284383,SRR18284384,SRR18284385,SRR18284386,SRR18284387,SRR18284388,SRR18284389,SRR18284390
hsa-let-7e-5p,11.74,17.28,165.69,234.91,13.1,27.8,143.24,346.32,38.46,221.54,316.28,259.86,39.26,27.04,76.61,100.73,234.75,133.24,269.18,90.83,21.04,107.24,33.48,58.32,205.76,80.59,152.75,174.6,48.84,315.24
hsa-let-7f-1-3p,0.57,0.42,2.17,1.54,0.38,0.41,1.17,0.0,0.19,3.2,1.54,0.56,0.11,0.0,0.81,0.36,2.96,0.82,1.08,0.0,0.34,0.0,0.0,1.21,0.39,1.4,0.0,0.15,0.08,7.48
hsa-let-7f-2-3p,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.17,0.0,0.39,0.38,0.19,0.0,0.0,0.0,0.0,1.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.87
hsa-let-7f-5p,422.43,549.72,6093.3,5931.21,428.88,2145.98,4378.8,4842.37,754.13,6091.75,18348.89,6998.74,420.01,423.93,1599.97,3582.02,8435.61,6624.75,5808.08,2978.24,1225.24,2564.44,475.5,1426.7,2476.11,1751.02,1811.5,1958.46,569.38,8754.76
hsa-let-7g-3p,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.47
hsa-let-7g-5p,194.36,499.77,1254.37,1444.56,265.51,1012.44,806.27,913.6,361.46,2086.63,7771.56,1272.87,131.37,158.6,719.75,722.02,6424.19,1683.43,1276.26,1360.54,505.71,633.28,183.92,1571.16,646.86,496.7,972.86,748.34,207.77,13989.25
hsa-let-7i-3p,0.85,0.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.13,4.13,0.38,0.0,0.38,0.0,0.0,6.44,0.18,0.0,0.0,0.0,0.45,0.0,2.32,0.0,0.0,0.39,0.0,0.0,4.67
hsa-let-7i-5p,1555.42,1731.48,10374.89,8883.22,1184.51,3989.02,5955.91,6625.44,1522.55,9834.82,21042.47,8643.06,942.52,673.95,3358.11,5535.53,27279.95,10129.87,7531.23,6774.04,2591.48,4039.94,1070.51,6162.05,3896.46,2953.31,2703.15,2666.37,1030.07,15455.26
hsa-miR-1-3p,9.47,0.21,30.59,20.39,0.57,9.09,25.76,54.61,7.9,80.83,123.4,17.86,6.51,310.75,8.99,13.32,91.41,41.97,13.84,47.45,6.41,7.72,268.75,12.7,674.42,318.43,35.48,13.17,23.4,69.34
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0
hsa-miR-100-5p,15.34,14.24,20.9,45.59,39.95,20.34,16.78,31.64,23.98,154.67,180.98,17.11,18.15,21.85,80.64,22.52,263.88,44.08,26.32,76.23,13.5,35.5,16.67,146.5,241.41,156.22,66.42,49.62,27.01,410.13
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,26.99,22.73,27.53,45.04,17.43,35.26,36.6,63.77,17.02,314.39,588.04,53.12,11.41,12.61,64.86,22.52,1704.9,162.93,57.86,87.18,25.43,24.61,13.96,481.31,42.5,24.36,32.91,52.84,12.81,700.12
hsa-miR-101-5p,0.0,0.0,0.13,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
hsa-miR-10393-3p,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.21,0.0,0.54,0.0,0.14,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.48,0.0,0.18,2.64,0.0,0.99,0.0,0.0,0.18,0.0,0.83,0.1,0.38,0.99,0.0,0.0,17.14
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
hsa-miR-10396b-3p,0.0,0.0,0.13,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-10399-3p,1.42,2.09,5.86,9.7,3.58,2.44,5.48,3.66,2.73,12.89,17.37,6.58,2.4,1.35,4.95,3.22,11.19,3.94,4.49,3.65,3.83,3.81,0.15,18.36,4.14,2.42,6.7,2.14,0.66,30.39
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.31
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,10.23,9.43,211.19,103.95,11.59,89.23,120.16,63.1,10.06,229.1,106.71,6.39,1.37,8.76,1.27,32.36,616.11,7.15,47.98,5.11,30.95,78.0,4.35,0.65,2.41,34.05,40.4,30.02,21.02,433.82
hsa-miR-10401-3p,0.0,0.42,0.38,0.0,0.28,0.0,0.0,0.0,0.0,0.48,0.1,0.19,0.23,0.0,0.0,0.09,1.9,0.18,0.0,2.19,0.0,0.0,0.15,1.21,0.19,0.0,1.97,2.91,1.23,1.4
hsa-miR-10401-5p,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.18,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
hsa-miR-106a-5p,0.0,0.52,0.0,0.0,0.0,1.49,0.7,0.0,0.0,1.26,7.48,0.09,0.46,0.0,0.0,0.09,9.29,2.66,0.27,0.0,0.11,1.09,0.9,4.36,0.77,0.38,0.2,0.0,0.0,5.61
hsa-miR-106b-3p,7.86,22.2,90.11,104.32,19.41,73.36,60.37,39.29,15.7,246.64,582.47,97.21,18.38,9.82,37.44,57.02,445.86,113.63,84.28,70.49,32.52,38.96,13.66,280.3,40.96,44.76,82.98,42.12,8.78,723.65
hsa-miR-106b-5p,0.66,1.68,1.27,1.45,1.88,2.17,1.86,0.5,1.13,7.17,25.43,2.44,0.68,0.1,2.42,0.8,61.01,5.31,3.59,1.67,1.35,0.73,0.6,13.26,2.6,2.55,1.77,6.89,0.41,31.32
hsa-miR-107,0.09,0.42,3.31,8.16,1.04,1.49,3.38,0.83,1.97,3.68,13.72,4.7,0.11,0.0,0.0,1.7,2.11,2.66,3.41,2.09,0.9,1.82,1.5,8.72,0.1,0.26,0.0,0.15,1.56,6.23
hsa-miR-10a-3p,1.14,0.73,0.38,1.09,1.22,0.0,0.82,0.5,1.41,3.78,4.03,0.56,0.0,0.0,0.23,0.0,0.42,0.55,0.0,1.88,0.34,0.18,0.75,0.0,2.31,1.4,0.0,1.38,0.0,7.17
hsa-miR-10a-5p,362.0,405.82,498.33,872.32,517.07,189.31,297.08,1008.34,496.02,1410.66,1468.37,356.32,226.1,255.51,964.66,242.4,2208.28,575.74,573.49,1378.37,257.81,633.73,373.25,879.09,745.35,395.58,945.66,1298.95,261.38,2498.51
hsa-miR-10b-3p,0.0,0.0,0.13,0.0,0.19,0.0,0.0,0.0,0.28,1.55,3.84,0.19,0.0,0.0,0.35,0.36,8.55,0.64,1.71,0.0,0.34,0.82,0.15,1.58,0.87,1.79,3.74,0.0,0.0,7.01
hsa-miR-10b-5p,497.26,619.99,413.83,1021.59,766.56,260.5,390.78,1375.64,789.39,2352.08,1834.94,267.1,273.46,323.36,1476.48,256.79,3859.87,720.62,810.95,2000.41,371.35,943.65,497.42,1284.19,1075.23,592.86,1248.59,1557.03,358.0,4148.7
hsa-miR-11400,0.09,0.21,7.01,7.25,0.57,1.63,2.33,2.0,0.19,162.72,125.23,5.17,3.99,1.15,0.0,2.41,118.54,43.89,1.8,0.63,1.46,0.82,0.15,6.12,0.0,0.64,11.63,0.31,0.33,32.57
hsa-miR-11401,0.57,2.51,3.19,3.72,0.75,1.76,1.4,0.17,1.03,10.18,9.5,3.2,0.57,0.0,0.23,1.16,25.44,1.74,1.62,1.77,1.35,1.18,0.9,12.33,1.54,2.04,1.38,0.0,0.0,13.56
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,5.59,10.58,3.06,12.14,6.78,3.39,1.75,7.99,5.92,59.31,96.54,3.95,2.97,3.18,14.63,2.59,189.36,16.31,6.29,21.59,8.1,6.45,6.76,132.68,20.05,10.97,12.61,24.35,2.05,107.68
hsa-miR-1185-1-3p,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,1.84,3.93,0.47,0.0,0.0,0.81,0.27,2.22,1.47,1.35,0.0,0.0,0.09,0.45,0.46,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.29,0.28,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.39,0.77,0.19,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
hsa-miR-12136,0.19,0.0,0.64,1.18,0.0,0.41,0.0,0.0,0.0,0.39,0.29,0.19,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.99,0.0,21.19
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.74,1.35,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,623.7,257.32,2335.03,5655.42,13941.18,1339.12,189.51,4094.11,1393.64,23475.99,38686.63,3.01,836.03,6492.45,990.7,696.63,33502.53,5683.38,1091.0,28.68,1092.11,9707.12,280.46,25630.6,6355.03,4224.08,3901.49,76.58,1276.59,17764.29
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.25,0.0,0.0,0.27,0.0,0.0,0.0,0.58,0.38,0.28,0.0,0.19,1.04,0.0,1.27,0.0,0.36,0.0,0.11,0.18,0.0,1.02,1.35,0.13,1.18,0.0,0.82,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.09
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.58,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.25,2.18,0.0,0.0,0.23,0.33,0.19,1.65,0.67,0.09,0.0,0.0,0.0,0.18,1.27,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.64,0.0,0.0,0.0,0.93
hsa-miR-1229-5p,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,2.01,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0.86,0.19,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.31
hsa-miR-1237-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.19,0.54,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,6.17,1.4,0.0,0.0,1.07,1.25
hsa-miR-124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.38,1.47,1.53,7.52,3.11,3.39,1.52,7.83,3.48,17.74,25.05,1.69,6.85,2.31,3.92,0.89,37.26,4.95,2.34,2.5,1.91,1.45,0.75,9.36,10.41,5.74,5.32,8.88,5.5,29.3
hsa-miR-1247-5p,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.1,0.0,0.0,0.0,0.0,1.09
hsa-miR-1248,0.0,0.1,0.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.48,0.0,0.34,0.0,0.0,0.0,1.48,0.0,0.72,0.0,0.56,0.0,0.0,1.67,1.06,0.26,1.18,0.92,0.0,1.25
hsa-miR-1249-3p,0.0,0.0,0.51,0.27,0.0,0.14,0.35,0.0,0.0,4.36,4.51,0.47,0.0,0.48,1.38,0.72,0.63,0.46,0.0,0.0,0.11,0.18,0.0,1.39,0.0,0.0,2.56,0.0,0.0,4.52
hsa-miR-1250-5p,0.09,0.0,0.25,0.0,0.0,0.41,0.12,0.0,0.0,0.78,4.13,1.03,0.34,0.0,0.0,1.79,1.9,0.73,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
hsa-miR-1255a,0.0,0.42,1.27,2.72,0.0,0.95,1.63,4.33,1.03,0.0,3.84,2.44,0.0,0.0,0.0,2.23,0.0,2.84,2.79,1.67,0.68,0.0,0.0,0.0,0.87,0.0,1.18,1.07,0.0,0.0
hsa-miR-1255b-5p,0.0,1.15,0.25,0.0,0.57,0.14,1.63,0.83,0.19,8.14,13.91,0.0,0.11,1.06,1.5,1.34,27.44,5.68,2.07,1.56,0.23,1.18,0.0,12.8,0.48,0.13,0.0,0.0,0.0,15.74
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,2.09,1.02,5.8,1.41,1.49,0.7,5.33,1.03,7.27,9.69,2.44,0.34,0.58,2.3,1.43,5.91,2.93,5.39,4.07,0.45,4.99,0.6,2.97,8.38,2.42,8.67,6.43,0.99,23.06
hsa-miR-125a-5p,146.34,127.04,134.84,296.63,134.26,38.11,111.65,553.29,120.92,592.33,455.71,177.41,136.16,163.6,288.8,100.73,690.85,179.51,167.83,360.91,55.25,214.57,186.63,339.92,466.06,174.83,484.85,761.97,139.96,575.46
hsa-miR-125b-1-3p,0.76,0.0,0.13,0.0,0.94,0.54,0.0,0.0,0.0,2.13,1.06,0.0,0.46,0.48,0.0,0.0,1.16,0.27,0.0,0.21,0.79,0.0,0.75,0.46,4.14,3.95,0.0,0.61,0.0,3.58
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.47
hsa-miR-125b-5p,15.63,9.32,12.11,35.71,18.09,6.64,10.96,28.31,9.5,256.14,211.69,17.86,11.19,16.55,36.63,5.01,250.37,37.94,17.07,44.53,10.02,20.16,11.71,192.49,111.31,58.15,67.01,52.23,13.63,377.1
hsa-miR-126-3p,1973.4,2193.65,4564.65,8252.8,3428.98,4439.51,4589.28,6680.06,3419.92,9783.45,21171.24,6711.81,1392.09,1162.06,7243.25,3216.99,15526.9,7378.99,7144.08,10239.89,3115.19,4526.39,2053.93,5699.47,5332.13,2503.03,6517.13,7821.29,1882.75,17831.92
hsa-miR-126-5p,2.08,5.03,21.28,32.54,10.46,19.93,22.73,35.8,8.46,38.67,69.09,34.97,5.36,6.16,21.31,11.71,60.06,21.9,35.4,31.91,13.17,19.34,7.96,19.75,15.32,8.29,17.15,25.58,11.08,72.3
hsa-miR-1260b,0.76,0.1,0.13,0.0,0.19,1.08,0.58,1.33,0.0,3.1,4.89,0.38,0.0,0.29,0.0,0.8,1.37,0.37,0.09,0.52,1.13,0.0,0.75,0.0,0.0,0.51,0.79,0.77,0.0,2.96
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.48,0.67,0.0,0.0,0.0,0.0,0.0,0.84,0.55,0.0,0.0,0.68,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.78
hsa-miR-1268a,0.0,0.52,0.13,0.09,0.0,2.44,0.0,0.0,0.28,0.39,1.34,0.47,0.11,0.0,0.23,0.0,0.74,0.0,0.0,0.0,0.0,0.36,0.15,0.0,6.07,2.81,7.1,0.77,0.0,2.18
hsa-miR-1268b,0.0,0.42,0.13,0.82,0.47,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.81,0.0,0.53,0.0,0.0,1.04,0.34,0.0,0.0,0.0,1.25,0.0,0.0,4.9,1.07,0.93
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,1.4,0.0,0.0,0.0,0.0
hsa-miR-127-3p,3.6,2.3,18.86,27.64,3.58,6.1,9.32,12.99,1.97,45.65,51.91,19.93,4.22,1.44,8.64,17.43,37.47,14.11,48.43,25.65,7.09,6.17,2.85,3.43,53.49,48.08,12.61,8.73,7.72,31.01
