miRNA,GSM2837756,GSM2837757,GSM2837760,GSM2837761,GSM2837764,GSM2837765,GSM2837768,GSM2837769,GSM2837772,GSM2837773,GSM2837776,GSM2837777
hsa-miR-663a,0.23,0.94,0.0,0.59,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
hsa-miR-663b,0.0,0.47,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-664a-3p,12.21,6.13,4.1,5.33,0.0,6.04,3.4,0.0,0.0,0.0,6.77,2.53
hsa-miR-664a-5p,0.0,0.0,0.41,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,1.27
hsa-miR-664b-3p,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-664b-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-miR-665,0.06,0.0,0.49,1.78,1.39,6.04,1.13,0.0,0.0,1.8,0.0,0.0
hsa-miR-668-3p,0.0,0.47,0.0,0.0,1.39,0.0,3.4,6.82,0.0,0.0,1.35,0.84
hsa-miR-671-3p,7.02,26.89,4.83,22.5,5.55,9.05,23.81,22.74,0.0,1.8,9.47,7.17
hsa-miR-671-5p,1.43,1.89,1.15,3.55,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-6716-3p,0.11,0.94,0.16,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6720-3p,0.06,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6720-5p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6722-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6724-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-miR-6726-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6730-3p,0.06,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6730-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6735-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-6737-3p,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6738-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6740-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6741-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6745,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-6747-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-675-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-675-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6754-3p,0.17,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6755-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-676-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-676-5p,0.0,0.47,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6768-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6769b-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6773-5p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
hsa-miR-6775-3p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6776-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6777-3p,0.06,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6777-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6778-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6782-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6784-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6786-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6792-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-6793-5p,0.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6800-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6814-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6814-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6816-3p,0.11,0.0,0.08,0.59,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-6818-5p,0.06,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-6821-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6824-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6827-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6831-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6837-3p,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6838-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6840-3p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6840-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6842-3p,0.57,1.42,0.66,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6845-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6848-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-6852-5p,0.06,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6854-5p,0.06,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6855-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6857-3p,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6858-3p,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6859-5p,0.0,0.0,0.08,0.0,1.39,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-6862-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-6864-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6865-5p,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6866-5p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27
hsa-miR-6870-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6873-3p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6877-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6877-5p,0.17,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6879-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6881-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6882-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-6884-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-6886-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6886-5p,0.0,0.47,0.08,0.0,0.0,0.0,0.0,6.82,0.0,1.8,0.0,0.84
hsa-miR-6889-5p,0.0,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-miR-6894-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7-1-3p,4.85,6.13,2.79,5.92,0.0,0.0,3.4,2.27,0.0,0.0,1.35,0.84
hsa-miR-7-5p,0.51,0.47,0.0,1.18,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-708-3p,15.35,23.12,8.27,27.23,8.33,63.38,4.53,29.56,0.0,14.39,5.41,10.96
hsa-miR-708-5p,32.12,15.57,18.19,31.38,12.49,39.24,11.34,22.74,24.76,0.0,5.41,5.9
hsa-miR-7108-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7110-3p,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7111-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7111-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7114-5p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7155-3p,0.17,0.0,0.08,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-7156-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-3p,1.43,3.3,1.47,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-744-5p,30.41,79.74,32.69,71.64,41.63,93.56,46.48,34.11,24.76,25.18,23.0,35.84
hsa-miR-7515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-758-3p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-760,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-761,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-766-3p,0.91,1.42,0.33,0.59,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0
hsa-miR-766-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-767-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-769-3p,0.68,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-769-5p,95.34,152.39,52.59,142.09,56.89,169.02,32.88,136.44,49.52,30.57,37.89,24.88
hsa-miR-7703,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-7704,0.17,3.77,0.16,0.59,0.0,6.04,1.13,0.0,0.0,1.8,1.35,3.8
hsa-miR-7705,0.46,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
hsa-miR-7706,7.87,31.61,10.16,43.81,4.16,12.07,3.4,6.82,49.52,3.6,0.0,2.11
hsa-miR-7844-5p,0.11,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-7854-3p,0.0,0.0,0.08,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.42
hsa-miR-7974,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-7975,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8061,0.0,0.0,0.08,1.78,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8071,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8072,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.42
hsa-miR-8079,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-8086,0.0,0.0,0.0,2.37,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-8485,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-873-3p,0.06,0.47,0.0,0.59,2.78,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-873-5p,0.23,0.47,0.16,0.0,4.16,6.04,0.0,0.0,0.0,0.0,1.35,1.27
hsa-miR-874-3p,1.94,0.0,1.31,2.37,0.0,15.09,3.4,0.0,0.0,1.8,0.0,0.42
hsa-miR-874-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-miR-877-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-877-5p,0.11,0.47,0.33,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-885-5p,0.11,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-887-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0
hsa-miR-889-3p,0.4,0.47,0.08,0.0,6.94,12.07,0.0,6.82,0.0,0.0,4.06,2.11
hsa-miR-891a-5p,0.17,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-892c-3p,0.06,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-3p,0.17,0.47,0.33,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9-5p,1.54,3.3,1.72,2.96,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-922,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-92a-1-5p,0.46,2.83,0.49,8.29,1.39,3.02,1.13,6.82,0.0,0.0,1.35,3.37
hsa-miR-92a-3p,2127.71,7646.58,1952.22,6881.83,1708.19,4979.91,1826.46,4291.11,1163.63,685.18,1056.87,1884.56
hsa-miR-92b-3p,72.92,402.45,107.97,491.39,155.42,244.47,82.76,115.98,272.34,35.97,73.07,83.92
hsa-miR-92b-5p,0.46,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-93-3p,1.88,8.02,1.8,8.88,4.16,3.02,2.27,2.27,0.0,0.0,5.41,0.0
hsa-miR-93-5p,250.37,662.42,217.74,522.18,76.32,238.43,96.37,225.13,123.79,26.98,93.37,92.35
hsa-miR-934,2.91,3.3,0.82,2.37,0.0,0.0,0.0,4.55,0.0,1.8,0.0,0.84
hsa-miR-935,1.08,0.0,0.57,2.37,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-937-3p,0.23,0.0,0.08,0.0,1.39,3.02,1.13,0.0,0.0,0.0,0.0,0.84
hsa-miR-937-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0
hsa-miR-939-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-939-5p,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-940,1.03,1.89,0.74,2.37,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
hsa-miR-941,87.64,202.41,37.6,99.46,33.3,57.34,62.36,65.95,99.03,17.98,46.01,29.52
hsa-miR-942-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-942-5p,0.11,4.72,0.82,1.78,0.0,0.0,1.13,0.0,0.0,0.0,0.0,2.11
hsa-miR-944,8.44,15.1,5.9,14.8,11.1,30.18,6.8,13.64,0.0,5.4,9.47,13.49
hsa-miR-95-3p,0.63,0.47,0.49,0.59,1.39,6.04,0.0,2.27,0.0,1.8,1.35,1.69
hsa-miR-95-5p,0.11,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-3p,0.0,0.47,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-96-5p,35.03,25.48,33.34,55.65,22.2,72.44,38.55,52.3,0.0,7.19,40.6,26.15
hsa-miR-98-3p,0.11,0.47,0.57,0.59,2.78,0.0,1.13,2.27,0.0,0.0,0.0,0.42
hsa-miR-98-5p,124.5,258.08,87.41,140.9,44.4,90.54,31.74,129.62,74.27,12.59,101.49,53.56
hsa-miR-9899,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9901,0.11,3.3,0.08,2.96,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.42
hsa-miR-9902,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9903,0.86,0.94,0.74,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9983-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-9985,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-miR-9986,0.57,0.47,0.41,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-99a-3p,0.11,0.0,0.0,0.0,1.39,3.02,0.0,2.27,0.0,0.0,0.0,0.42
hsa-miR-99a-5p,0.57,0.0,0.08,1.18,8.33,39.24,12.47,29.56,24.76,5.4,69.01,11.39
hsa-miR-99b-3p,9.13,6.61,4.1,8.29,8.33,9.05,11.34,6.82,0.0,3.6,6.77,6.33
hsa-miR-99b-5p,849.26,1124.79,389.12,770.24,467.64,2188.14,1250.52,1944.3,1163.63,386.65,2469.63,864.06
hsa-mir-10527-5p,0.06,0.0,0.0,0.59,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.42
hsa-mir-107-3p,0.74,0.0,0.41,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-1181-5p,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,1.27
hsa-mir-1182-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12121-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12124-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12126-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-12127-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-12136-5p,1.43,0.0,1.23,1.18,1.39,0.0,1.13,2.27,0.0,0.0,2.71,0.0
hsa-mir-1231-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1244-1-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1255a-5p,0.0,0.0,0.0,0.0,1.39,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1256-5p,0.17,0.94,0.0,0.0,0.0,0.0,0.0,2.27,0.0,3.6,0.0,0.0
hsa-mir-1268a-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.42
hsa-mir-1273c-5p,0.51,7.08,0.25,2.37,4.16,12.07,1.13,4.55,0.0,5.4,0.0,2.95
hsa-mir-1278-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1286-3p,0.0,0.0,0.0,0.0,1.39,3.02,0.0,2.27,0.0,0.0,0.0,0.0
hsa-mir-1289-1-3p,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1291-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-1293-5p,0.17,0.47,0.25,1.18,2.78,18.11,2.27,25.01,0.0,3.6,5.41,16.87
hsa-mir-1303-3p,0.34,2.83,0.25,1.18,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0
hsa-mir-1305-3p,0.11,0.0,0.08,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-153-1-3p,0.0,0.0,0.0,0.59,0.0,3.02,0.0,2.27,0.0,0.0,0.0,0.0
hsa-mir-1843-5p,0.11,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-2110-5p,0.57,6.13,0.82,5.92,1.39,6.04,0.0,0.0,0.0,0.0,0.0,1.69
hsa-mir-2278-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3133-5p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3135a-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-3135b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,2.11
hsa-mir-3138-3p,0.06,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3155a-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-mir-3159-5p,0.17,0.94,0.08,1.18,0.0,3.02,0.0,0.0,0.0,0.0,1.35,0.84
hsa-mir-3166-3p,0.06,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3168-5p,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-3176-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
hsa-mir-3179-2-3p,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3195-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-326-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0
hsa-mir-3611-3p,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3648-1-5p,0.29,0.47,0.16,0.0,1.39,0.0,7.94,2.27,0.0,0.0,0.0,0.42
hsa-mir-3648-2-5p,0.29,3.3,0.0,1.18,0.0,0.0,3.4,0.0,0.0,3.6,1.35,1.27
hsa-mir-3652-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27
hsa-mir-3654-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3655-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3657-3p,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3908-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3918-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-mir-3929-3p,0.0,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-mir-3939-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-3941-3p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-421-3p,0.11,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4254-3p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4258-5p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4267-5p,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0
hsa-mir-429-3p,1.54,0.94,1.64,1.18,0.0,0.0,3.4,2.27,0.0,0.0,0.0,0.0
hsa-mir-4304-5p,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4424-5p,0.23,0.47,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4430-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
hsa-mir-4435-1-5p,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4452-3p,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4468-3p,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-mir-4472-2-5p,0.0,0.94,0.08,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
