miRNA,SRR10078125,SRR10078126,SRR10078127,SRR10078128,SRR10078129,SRR10078130,SRR10078131,SRR10078132,SRR10078133,SRR10078134,SRR10078135,SRR10078136
hsa-miR-103a-3p,875.25,548.71,14.98,0.0,1104.16,1030.29,1537.07,0.43,1168.42,599.68,1491.52,523.58
hsa-miR-10401-3p,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,6.58,0.0,0.09,0.0,4.76,0.0,5.48,1.32,0.0
hsa-miR-106b-3p,167.64,140.58,181.02,260.43,234.54,118.29,229.39,365.3,199.2,258.28,266.31,299.48
hsa-miR-106b-5p,15.1,15.87,16.48,36.35,19.05,22.0,21.1,32.19,26.68,47.18,27.15,20.21
hsa-miR-107,306.19,941.88,38.33,0.16,1.68,0.0,88.36,327.63,1.57,165.8,1867.58,0.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,9.08
hsa-miR-10a-5p,5863.26,10680.8,5632.69,20982.93,8962.15,17508.39,11099.6,7268.39,15556.35,11193.93,9240.93,11162.26
hsa-miR-10b-5p,41578.68,79399.92,74309.04,117703.52,64023.48,152837.09,85666.15,69121.62,108387.68,76585.96,85525.51,106591.37
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0
hsa-miR-1180-3p,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-122-5p,630.48,35.73,302.12,359.3,390.91,0.0,12.53,360.53,93.32,35.32,43.99,434.12
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
hsa-miR-1228-3p,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.35,0.0
hsa-miR-1255b-5p,1.87,0.0,0.0,2.04,1.87,0.0,2.54,0.0,1.85,0.0,1.67,0.0
hsa-miR-125a-5p,105.85,170.6,97.13,384.53,132.73,229.1,88.05,111.85,252.46,183.06,126.67,123.97
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.65,0.0,0.95,0.0,0.28,6.11,1.06,0.0
hsa-miR-125b-2-3p,2.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,7.24,3.36,2.75,29.77,7.38,27.11,7.46,8.95,18.65,39.45,8.11,12.94
hsa-miR-126-3p,32.33,74.64,44.19,254.63,38.3,59.97,37.44,37.09,61.38,34.33,74.31,52.68
hsa-miR-126-5p,211.57,350.0,279.65,1095.3,300.02,556.31,384.07,258.2,436.52,320.65,459.09,529.94
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0
hsa-miR-1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0
hsa-miR-1269b,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,6.49,5.99,1.37,23.66,5.32,8.31,3.81,14.72,8.12,12.04,9.34,2.72
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,4.31,0.0,0.0
hsa-miR-1270,2.0,0.0,0.0,0.0,1.49,0.0,0.0,16.02,0.0,2.88,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.0,2.71,4.47,0.0,0.0,3.88,5.66,1.06,0.0
hsa-miR-1273h-5p,0.0,0.0,0.75,0.0,1.31,0.0,2.22,5.77,2.68,2.07,5.2,10.44
hsa-miR-1275,0.0,1.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,248.77,252.95,167.42,251.18,234.45,123.22,92.49,339.75,225.97,150.08,218.26,208.89
hsa-miR-1285-3p,0.0,2.72,2.5,0.0,1.68,5.39,6.03,0.0,2.58,8.72,3.88,0.0
hsa-miR-1285-5p,1.62,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,6.83,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0
hsa-miR-129-2-3p,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,3.13,0.0,3.47,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-1294,31.21,23.49,16.85,9.25,27.55,0.0,7.14,14.87,17.26,0.09,11.2,0.0
hsa-miR-1296-3p,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0
hsa-miR-1299,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0
hsa-miR-1303,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.88,11.58
hsa-miR-1306-3p,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,1.5,2.09,0.0,5.01,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,1.87,6.98,0.0,50.46,4.48,3.65,6.19,11.83,7.48,18.15,9.17,0.0
hsa-miR-1307-5p,12.73,25.03,27.72,61.11,18.68,45.45,16.5,20.06,35.45,52.3,58.71,60.17
hsa-miR-130a-3p,35.57,45.35,38.08,56.41,49.32,118.38,47.12,42.72,73.29,63.63,106.58,80.15
hsa-miR-130b-3p,11.73,11.52,24.47,13.79,17.93,21.54,14.59,15.73,24.0,45.83,42.14,34.74
hsa-miR-130b-5p,0.0,0.0,0.0,4.07,6.73,3.65,0.0,0.0,3.42,6.56,4.23,0.0
hsa-miR-132-3p,0.12,6.35,0.0,0.0,0.0,0.0,2.22,0.0,1.57,0.0,2.91,0.0
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,13.32,4.48,2.46,1.43,8.23,0.92,5.66,2.38,17.71
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,5.8,0.0,0.0,0.0,4.65,1.11,0.0,1.29,0.0,1.5,0.0
hsa-miR-136-3p,2.75,5.62,0.0,5.01,4.39,16.7,4.92,7.36,9.14,3.77,11.81,0.0
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0
hsa-miR-139-3p,1.25,1.72,4.74,5.17,4.58,0.0,0.0,4.19,0.0,0.0,0.62,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.0,1.73,3.81,0.14,1.11,0.0,3.7,0.23
hsa-miR-140-3p,44.56,37.64,36.95,115.33,60.34,113.09,39.5,148.95,86.21,134.08,79.16,110.57
hsa-miR-140-5p,0.0,0.0,0.0,5.48,1.03,0.0,0.0,0.0,0.0,0.0,1.5,0.0
hsa-miR-141-3p,3.62,29.11,7.99,23.82,6.91,85.52,24.75,13.86,29.91,32.71,33.67,1.14
hsa-miR-142-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,1.2,4.67,1.32,2.5
hsa-miR-142-5p,2369.74,3671.1,1384.27,6215.17,2836.28,2328.2,2152.43,2191.78,4536.87,4392.25,2961.36,2106.57
hsa-miR-143-3p,4304.36,7575.01,5045.06,10262.14,9025.76,13269.12,5775.78,10215.15,12549.74,15133.43,8208.94,6840.81
hsa-miR-144-3p,235.29,247.96,157.43,409.76,501.12,347.02,310.14,368.76,527.07,612.8,796.98,480.89
hsa-miR-144-5p,77.51,72.28,93.26,119.87,139.08,130.25,119.14,298.9,181.11,293.24,205.04,225.46
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,3.77,0.0,0.0
hsa-miR-145-5p,1.12,0.0,0.0,13.01,3.64,6.3,0.0,0.0,0.0,0.0,0.97,11.58
hsa-miR-1468-5p,3.74,11.06,5.74,2.82,5.7,15.52,0.0,0.0,6.46,20.22,9.7,11.13
hsa-miR-146a-5p,439.37,988.59,299.62,1040.93,513.64,824.11,319.82,380.31,873.41,604.54,623.32,409.15
hsa-miR-146b-3p,3.37,13.7,16.85,16.92,1.87,11.32,0.0,17.61,8.22,18.06,11.9,13.17
hsa-miR-146b-5p,291.71,941.06,542.45,1890.84,255.19,626.32,326.96,686.72,526.7,411.68,354.19,545.83
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45
hsa-miR-148a-3p,580.67,1131.61,698.13,1909.33,552.31,828.58,637.58,770.43,1338.17,1267.4,1470.28,1444.95
hsa-miR-148a-5p,2.0,2.09,0.0,0.0,0.0,15.33,4.76,9.81,7.11,11.95,12.78,0.23
hsa-miR-148b-3p,8.61,14.15,22.6,40.58,13.26,9.95,8.57,7.65,13.48,14.65,13.49,21.12
hsa-miR-148b-5p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1.29,0.0,1.41,0.0
hsa-miR-150-3p,2.62,12.88,27.59,8.15,7.38,0.09,3.17,5.48,5.82,0.09,5.64,0.0
hsa-miR-150-5p,113.84,241.07,121.1,1935.03,58.66,107.15,47.91,178.25,147.88,152.68,89.21,192.31
hsa-miR-151a-3p,313.68,438.51,473.03,1008.34,405.1,521.63,580.62,749.07,622.05,549.45,648.09,603.5
hsa-miR-151a-5p,13.48,14.42,48.06,126.14,28.68,109.07,48.54,39.4,91.75,50.77,84.71,42.46
hsa-miR-151b,21.59,27.21,15.73,0.16,66.6,6.02,32.05,41.86,10.06,57.43,8.55,27.7
hsa-miR-152-3p,0.0,2.18,0.0,13.95,4.58,4.56,0.0,0.0,2.68,0.0,10.14,0.23
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0
hsa-miR-153-3p,0.0,0.0,0.0,5.95,1.31,0.0,0.0,0.0,1.02,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.0,0.0
hsa-miR-155-5p,0.0,0.09,0.0,0.0,0.65,0.0,1.11,0.0,4.25,5.12,0.0,5.9
hsa-miR-15a-5p,213.94,227.92,130.34,217.65,240.33,226.81,308.08,264.12,386.76,406.11,398.18,327.86
hsa-miR-15b-3p,8.74,15.06,3.5,24.13,12.8,12.32,6.66,36.37,17.26,16.98,13.75,0.45
hsa-miR-15b-5p,5.24,9.34,10.36,40.27,11.58,10.95,8.88,31.03,6.37,15.1,9.26,8.85
hsa-miR-16-1-3p,0.0,0.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,181.99,150.19,38.7,232.69,231.93,96.11,108.19,247.09,288.92,250.1,232.19,84.92
hsa-miR-16-5p,1584.49,1518.25,962.54,1542.51,2025.24,2167.65,2584.25,2062.17,2648.46,2123.65,2159.98,1348.91
hsa-miR-17-3p,3.99,1.45,5.74,15.83,2.62,2.56,4.6,6.49,10.15,9.17,2.38,0.0
hsa-miR-17-5p,3.87,19.05,5.24,28.68,6.07,17.07,4.6,32.33,9.32,15.64,5.11,13.4
hsa-miR-181a-2-3p,4.74,10.61,0.0,41.99,12.52,25.47,9.52,26.85,15.23,21.12,28.91,15.67
hsa-miR-181a-3p,0.0,2.54,0.0,16.92,4.2,0.0,2.7,7.07,4.8,28.85,6.35,19.75
hsa-miR-181a-5p,545.35,817.17,555.8,1371.4,1206.81,2746.87,1324.81,864.38,1261.74,1148.41,1721.34,1213.36
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,12.86,22.4,28.96,20.37,16.44,54.58,16.5,7.07,9.78,29.93,43.11,16.8
hsa-miR-181c-3p,0.0,1.63,0.0,2.04,3.08,0.0,3.49,0.0,3.51,2.16,1.59,0.23
hsa-miR-181c-5p,2.5,10.97,5.74,12.85,11.68,34.04,21.26,19.05,21.05,34.51,34.2,15.21
hsa-miR-181d-5p,2.12,0.0,0.0,3.29,0.84,0.0,2.54,0.0,0.83,0.0,1.15,0.0
hsa-miR-182-5p,1472.65,1518.61,1744.81,1918.58,2654.23,1371.56,3780.72,3740.57,4075.06,3684.1,2822.7,1583.45
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.0,3.99,2.51,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,21.72,17.6,41.82,50.14,51.65,54.86,151.18,44.02,38.68,22.11,26.45,28.61
hsa-miR-184,0.12,0.0,4.87,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.09,0.0
hsa-miR-1843,18.22,12.97,10.36,34.16,17.09,25.74,14.91,77.79,31.94,18.6,28.65,0.23
hsa-miR-185-3p,1.0,0.0,4.99,0.0,0.0,0.0,1.59,0.14,1.2,0.0,2.38,0.0
hsa-miR-185-5p,64.53,82.62,90.39,161.24,106.67,4.65,4.44,140.14,17.72,3.68,4.76,10.44
hsa-miR-186-5p,458.47,502.27,303.37,842.55,394.08,483.57,389.3,562.16,670.98,571.73,412.46,339.67
hsa-miR-188-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0
hsa-miR-18a-3p,5.12,14.78,0.0,17.86,11.49,1.92,3.81,0.0,6.65,0.0,11.02,0.0
hsa-miR-18a-5p,2.5,2.9,0.0,0.0,0.84,5.93,0.0,11.11,0.46,0.0,1.06,10.22
hsa-miR-18b-3p,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.83,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.74,0.0,0.0,0.0
hsa-miR-191-3p,0.5,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.46,0.0,0.53,0.0
hsa-miR-191-5p,668.17,719.31,609.86,1025.73,1217.64,2415.0,2311.55,593.77,1258.79,1024.75,1287.81,932.72
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,2.71,5.2,1.59,0.0,2.03,9.26,3.97,0.0
hsa-miR-192-5p,3985.44,7580.46,3168.28,6377.66,3955.1,3654.67,3204.85,5525.77,6246.58,6157.33,12001.22,8637.23
hsa-miR-193a-3p,0.37,0.0,0.0,2.35,0.0,0.0,0.0,0.0,1.02,0.0,3.61,0.0
hsa-miR-193b-3p,0.0,0.0,0.0,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.09,0.0,1.27,0.0,0.0,0.0,1.67,8.85
hsa-miR-194-5p,0.0,0.0,0.0,0.0,0.0,3.74,0.0,3.03,2.49,5.66,3.0,0.0
hsa-miR-195-3p,0.0,0.0,0.0,0.0,0.75,6.85,0.0,6.06,1.75,3.95,2.64,0.23
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,4.11,1.59,0.0,3.88,0.0,2.2,0.0
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,1.37,0.0,0.0,0.0,1.68,0.0,0.0,0.0,1.94,4.04,0.79,0.0
hsa-miR-197-3p,13.98,14.6,10.24,101.38,14.85,13.42,0.16,41.42,19.94,15.37,21.42,6.81
hsa-miR-197-5p,4.24,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.26,0.0
hsa-miR-1976,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,29.21,9.34,5.99,87.75,101.63,33.86,32.36,13.13,47.35,76.21,80.57,13.4
hsa-miR-199a-5p,4.87,7.89,9.74,13.79,31.38,36.05,6.03,0.0,18.65,13.39,15.87,0.0
hsa-miR-199b-3p,5.12,66.66,9.99,49.36,2.05,99.76,1.43,38.39,85.01,34.69,9.7,76.29
hsa-miR-199b-5p,2.12,0.0,0.0,5.95,5.79,4.11,0.0,4.04,3.88,5.57,4.94,0.0
hsa-miR-19a-3p,38.2,40.09,32.46,199.16,17.09,30.3,17.13,148.51,37.48,65.15,27.5,76.97
hsa-miR-19a-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0
hsa-miR-19b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
hsa-miR-19b-3p,70.77,124.16,87.64,581.18,97.98,187.2,93.92,466.04,124.43,322.44,119.18,421.63
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,8.37,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,11.13
hsa-miR-200c-3p,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.88,0.23
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0
hsa-miR-203a-3p,89.25,105.84,7.24,251.03,57.16,2.28,5.39,117.19,88.61,26.15,254.32,66.75
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0
hsa-miR-204-5p,3.25,13.15,4.74,5.01,0.0,0.46,9.36,26.85,5.63,4.94,8.55,15.44
hsa-miR-205-5p,0.0,0.0,5.49,5.8,1.21,0.0,0.0,2.89,5.54,3.86,1.76,0.23
hsa-miR-206,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,1.77,0.0,0.0,5.77,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,7.61,23.76,5.37,27.89,8.59,5.66,5.24,9.09,9.42,11.41,7.67,26.11
hsa-miR-20b-3p,1.37,0.0,0.0,0.0,1.59,0.0,0.0,0.0,1.85,0.0,0.0,0.0
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0
hsa-miR-21-3p,26.21,73.83,13.86,74.59,33.81,116.28,37.12,67.55,72.18,55.54,145.01,78.33
hsa-miR-21-5p,292.71,637.96,190.76,952.87,362.98,935.28,410.56,716.59,659.81,843.67,757.57,1352.54
hsa-miR-210-3p,2.75,2.27,0.0,4.23,8.13,12.23,0.32,0.0,11.35,10.6,18.95,19.53
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,1.77,4.56,2.7,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,1.23,0.0
hsa-miR-212-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
hsa-miR-214-3p,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,1.48,3.95,0.0,0.0
hsa-miR-214-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.55,0.0,0.0,0.0
hsa-miR-215-5p,62.04,209.51,43.2,314.8,56.6,59.42,62.03,120.95,125.26,95.17,146.77,75.15
hsa-miR-216a-5p,2.12,0.0,0.0,0.0,1.96,2.37,0.0,0.0,0.37,0.0,4.85,0.23
hsa-miR-218-1-3p,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.5,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
hsa-miR-219a-1-3p,3.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.92,0.0,0.0,0.0
hsa-miR-219b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0
hsa-miR-22-3p,2205.85,2912.25,1535.33,6933.93,2411.47,3097.17,1497.09,3274.96,3759.28,3830.76,4758.6,4793.26
hsa-miR-22-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.58,4.85,3.79,0.0
hsa-miR-221-3p,52.18,124.07,55.56,214.05,94.9,162.1,38.39,202.35,170.21,244.17,139.37,279.95
hsa-miR-221-5p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0
hsa-miR-222-3p,33.58,54.15,25.84,128.18,30.08,19.17,14.91,95.69,64.89,83.67,37.82,118.07
hsa-miR-223-3p,21.84,46.16,25.34,293.65,45.21,101.22,47.59,85.59,92.49,127.43,67.35,112.62
hsa-miR-223-5p,3.12,14.33,0.0,4.39,0.93,4.65,3.33,12.99,12.46,11.23,3.79,0.0
hsa-miR-224-5p,3.5,0.0,0.0,7.05,1.77,0.0,0.0,0.0,0.83,0.0,1.06,0.23
hsa-miR-2277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21,0.0,0.0
hsa-miR-23a-3p,14.35,36.1,13.73,194.15,31.38,95.65,16.97,99.3,35.54,23.99,44.34,35.42
hsa-miR-23b-3p,11.11,4.26,4.49,17.39,12.89,11.5,10.47,0.14,28.62,27.5,26.09,74.25
hsa-miR-24-2-5p,2.5,0.0,4.12,4.07,0.0,4.11,0.0,0.0,0.0,5.75,0.88,3.41
hsa-miR-24-3p,33.95,45.44,18.1,38.86,49.51,134.35,39.82,26.85,89.26,60.03,38.08,41.78
hsa-miR-2467-5p,0.0,1.36,0.0,0.0,1.59,0.0,0.0,3.32,1.2,0.0,0.0,0.0
hsa-miR-25-3p,5053.91,5661.78,4068.53,4964.9,4569.06,3136.24,4346.75,8450.59,4408.94,4294.66,5427.75,5771.4
hsa-miR-25-5p,2.5,5.17,0.0,17.55,2.15,0.0,0.0,7.22,2.68,0.0,4.58,12.71
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.83,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.37,0.0,0.0,0.0
hsa-miR-26a-5p,197.47,332.31,220.1,2145.63,307.31,523.63,258.74,612.53,561.13,533.99,356.13,627.57
hsa-miR-26b-3p,3.37,5.9,0.0,6.27,5.04,8.03,6.5,0.0,8.86,0.0,1.06,0.0
hsa-miR-26b-5p,122.33,141.3,159.92,308.38,164.77,158.54,133.42,225.15,162.55,153.4,150.65,154.85
