miRNA,SRR17085639,SRR17085640
hsa-let-7a-2-3p,2.0,11.0
hsa-let-7a-3p,23.0,226.0
hsa-let-7a-5p,18697.0,121410.0
hsa-let-7b-3p,27.0,29.0
hsa-let-7b-5p,9051.0,26128.0
hsa-let-7c-3p,2.0,0.0
hsa-let-7c-5p,548.0,2331.0
hsa-let-7d-3p,186.0,8604.0
hsa-let-7d-5p,449.0,6186.0
hsa-let-7e-3p,0.0,5.0
hsa-let-7e-5p,650.0,8846.0
hsa-let-7f-2-3p,0.0,2.0
hsa-let-7f-5p,2934.0,91152.0
hsa-let-7g-5p,2230.0,38605.0
hsa-let-7i-3p,0.0,3.0
hsa-let-7i-5p,1487.0,28924.0
hsa-miR-1-3p,28.0,291.0
hsa-miR-100-5p,23303.0,105287.0
hsa-miR-101-3p,104.0,8331.0
hsa-miR-10399-3p,0.0,20.0
hsa-miR-103a-3p,296.0,11751.0
hsa-miR-10401-3p,167.0,9.0
hsa-miR-10526-3p,0.0,8.0
hsa-miR-106a-3p,0.0,7.0
hsa-miR-106a-5p,0.0,1.0
hsa-miR-106b-3p,28.0,1149.0
hsa-miR-106b-5p,33.0,659.0
hsa-miR-107,0.0,194.0
hsa-miR-10a-3p,50.0,153.0
hsa-miR-10a-5p,4526.0,20999.0
hsa-miR-10b-3p,2.0,16.0
hsa-miR-10b-5p,1685.0,7300.0
hsa-miR-11400,0.0,73.0
hsa-miR-11401,0.0,8.0
hsa-miR-1180-3p,5.0,592.0
hsa-miR-1180-5p,0.0,1.0
hsa-miR-1185-2-3p,0.0,2.0
hsa-miR-1197,0.0,35.0
hsa-miR-12136,0.0,37.0
hsa-miR-122-3p,12.0,0.0
hsa-miR-122-5p,143.0,19.0
hsa-miR-1226-3p,0.0,47.0
hsa-miR-1228-5p,8.0,0.0
hsa-miR-124-3p,1.0,0.0
hsa-miR-1245a,0.0,3.0
hsa-miR-1246,71.0,1027.0
hsa-miR-1250-5p,0.0,68.0
hsa-miR-1255b-5p,0.0,23.0
hsa-miR-125a-3p,21.0,246.0
hsa-miR-125a-5p,557.0,1998.0
hsa-miR-125b-1-3p,44.0,760.0
hsa-miR-125b-5p,1025.0,15198.0
hsa-miR-126-3p,212.0,2812.0
hsa-miR-126-5p,66.0,1597.0
hsa-miR-1260b,59.0,531.0
hsa-miR-1262,0.0,271.0
hsa-miR-1267,0.0,28.0
hsa-miR-1268b,0.0,49.0
hsa-miR-127-3p,86.0,3414.0
hsa-miR-127-5p,3.0,149.0
hsa-miR-1270,7.0,0.0
hsa-miR-1271-5p,4.0,83.0
hsa-miR-1276,0.0,2.0
hsa-miR-1278,0.0,20.0
hsa-miR-128-1-5p,0.0,10.0
hsa-miR-128-3p,233.0,4970.0
hsa-miR-1285-3p,0.0,54.0
hsa-miR-1285-5p,1.0,38.0
hsa-miR-129-5p,1.0,13.0
hsa-miR-1292-5p,0.0,63.0
hsa-miR-1293,0.0,79.0
hsa-miR-1294,0.0,13.0
hsa-miR-1296-5p,0.0,15.0
hsa-miR-1299,0.0,8.0
hsa-miR-1301-3p,0.0,207.0
hsa-miR-1303,0.0,116.0
hsa-miR-1304-5p,0.0,199.0
hsa-miR-1306-3p,0.0,18.0
hsa-miR-1306-5p,8.0,57.0
hsa-miR-1307-3p,0.0,430.0
hsa-miR-1307-5p,0.0,192.0
hsa-miR-130a-3p,7.0,137.0
hsa-miR-130a-5p,0.0,6.0
hsa-miR-130b-3p,3.0,518.0
hsa-miR-130b-5p,63.0,1003.0
hsa-miR-132-3p,11.0,718.0
hsa-miR-132-5p,1.0,36.0
hsa-miR-133a-3p,0.0,106.0
hsa-miR-134-5p,40.0,763.0
hsa-miR-1343-3p,1.0,0.0
hsa-miR-135a-5p,0.0,21.0
hsa-miR-135b-5p,16.0,17.0
hsa-miR-136-3p,27.0,662.0
hsa-miR-136-5p,1.0,74.0
hsa-miR-138-1-3p,0.0,21.0
hsa-miR-138-5p,10.0,41.0
hsa-miR-139-5p,51.0,193.0
hsa-miR-140-3p,322.0,1667.0
hsa-miR-140-5p,26.0,80.0
hsa-miR-142-3p,23.0,367.0
hsa-miR-142-5p,42.0,696.0
hsa-miR-143-3p,881.0,31457.0
hsa-miR-143-5p,0.0,9.0
hsa-miR-144-3p,3.0,6.0
hsa-miR-144-5p,23.0,127.0
hsa-miR-145-3p,1.0,311.0
hsa-miR-145-5p,31.0,418.0
hsa-miR-1468-5p,1.0,30.0
hsa-miR-146a-5p,68.0,34125.0
hsa-miR-146b-5p,40.0,2716.0
hsa-miR-148a-3p,361.0,4974.0
hsa-miR-148a-5p,1.0,95.0
hsa-miR-148b-3p,47.0,3078.0
hsa-miR-148b-5p,0.0,27.0
hsa-miR-149-3p,0.0,38.0
hsa-miR-149-5p,20.0,131.0
hsa-miR-150-5p,200.0,107.0
hsa-miR-151a-3p,193.0,5836.0
hsa-miR-151a-5p,509.0,8292.0
hsa-miR-151b,56.0,135.0
hsa-miR-152-3p,26.0,1070.0
hsa-miR-152-5p,0.0,5.0
hsa-miR-1538,0.0,2.0
hsa-miR-154-3p,30.0,520.0
hsa-miR-154-5p,0.0,113.0
hsa-miR-155-5p,448.0,5577.0
hsa-miR-15a-5p,24.0,897.0
hsa-miR-15b-3p,3.0,502.0
hsa-miR-15b-5p,153.0,5328.0
hsa-miR-16-2-3p,128.0,2475.0
hsa-miR-16-5p,477.0,9737.0
hsa-miR-17-5p,12.0,467.0
hsa-miR-181a-2-3p,11.0,553.0
hsa-miR-181a-3p,6.0,125.0
hsa-miR-181a-5p,287.0,4639.0
hsa-miR-181b-3p,0.0,29.0
hsa-miR-181b-5p,24.0,2493.0
