miRNA,SRR10133040
hsa-miR-376a-3p,7.7
hsa-miR-382-5p,7.7
hsa-miR-328-3p,11.55
hsa-mir-451a-5p,11.55
hsa-miR-483-5p,11.55
hsa-miR-425-3p,11.55
hsa-miR-329-3p,7.7
hsa-miR-193b-3p,23.09
hsa-miR-523-5p,7.7
hsa-miR-518e-3p,11.55
hsa-miR-519a-3p,7.7
hsa-miR-503-5p,11.55
hsa-miR-532-3p,15.39
hsa-miR-582-5p,19.24
hsa-miR-592,7.7
hsa-miR-1301-3p,7.7
hsa-miR-550a-3p,7.7
hsa-miR-1294,11.55
hsa-miR-1306-5p,15.39
hsa-miR-1307-3p,23.09
hsa-miR-219a-5p,11.55
hsa-miR-4685-3p,7.7
hsa-miR-4732-5p,7.7
hsa-let-7f-2-3p,3.85
hsa-miR-28-3p,3.85
hsa-miR-29a-5p,7.7
hsa-miR-30a-3p,3.85
hsa-miR-32-3p,7.7
hsa-miR-106a-3p,11.55
hsa-miR-10a-3p,7.7
hsa-miR-181a-2-3p,3.85
hsa-miR-183-5p,15.39
hsa-miR-196a-5p,3.85
hsa-miR-216a-5p,3.85
hsa-miR-181a-3p,3.85
hsa-miR-218-5p,3.85
hsa-miR-221-5p,3.85
hsa-miR-23b-5p,3.85
hsa-miR-27b-5p,3.85
hsa-miR-124-3p,3.85
hsa-miR-132-3p,3.85
hsa-miR-133a-3p,3.85
hsa-miR-137-3p,7.7
hsa-miR-138-2-3p,3.85
hsa-miR-143-5p,3.85
hsa-miR-191-3p,3.85
hsa-miR-134-5p,3.85
hsa-miR-136-5p,3.85
hsa-miR-136-3p,3.85
hsa-miR-184,3.85
hsa-miR-188-3p,3.85
hsa-miR-206,3.85
hsa-miR-200c-3p,7.7
hsa-miR-194-3p,3.85
hsa-miR-30c-1-3p,7.7
hsa-miR-34b-5p,3.85
hsa-miR-362-5p,3.85
hsa-miR-361-3p,3.85
hsa-miR-26a-2-3p,3.85
hsa-miR-365b-3p,11.55
hsa-miR-337-5p,3.85
hsa-miR-148b-5p,3.85
hsa-miR-326,7.7
hsa-miR-324-3p,3.85
hsa-miR-339-3p,3.85
hsa-miR-335-3p,3.85
hsa-miR-424-3p,3.85
hsa-miR-431-5p,3.85
hsa-miR-409-3p,3.85
hsa-miR-410-3p,3.85
hsa-miR-485-3p,3.85
hsa-miR-486-3p,3.85
hsa-miR-490-3p,3.85
hsa-miR-202-5p,3.85
hsa-miR-494-5p,3.85
hsa-miR-494-3p,7.7
hsa-miR-495-3p,7.7
hsa-miR-512-5p,3.85
hsa-miR-498-5p,11.55
hsa-miR-519e-5p,7.7
hsa-miR-518e-5p,3.85
hsa-miR-519c-3p,3.85
hsa-miR-519a-2-5p,3.85
hsa-miR-518c-5p,3.85
hsa-miR-518a-3p,3.85
hsa-miR-518f-5p,3.85
hsa-miR-520d-3p,3.85
hsa-miR-516a-5p,3.85
hsa-miR-502-5p,3.85
hsa-miR-518a-5p,3.85
hsa-miR-455-5p,3.85
hsa-miR-539-5p,3.85
hsa-miR-532-5p,3.85
hsa-miR-545-3p,3.85
hsa-miR-556-5p,3.85
hsa-miR-551a,3.85
hsa-miR-570-3p,3.85
hsa-miR-574-3p,3.85
hsa-miR-579-3p,7.7
hsa-miR-582-3p,7.7
hsa-miR-583,3.85
hsa-miR-590-3p,3.85
hsa-miR-548a-3p,3.85
hsa-miR-616-5p,3.85
hsa-miR-624-5p,3.85
hsa-miR-625-3p,3.85
hsa-miR-627-5p,7.7
hsa-mir-641-5p,3.85
hsa-miR-652-5p,7.7
hsa-miR-671-5p,7.7
hsa-miR-320d,7.7
hsa-miR-320c,3.85
hsa-miR-454-3p,3.85
hsa-miR-766-3p,3.85
hsa-miR-885-5p,3.85
hsa-miR-933,3.85
hsa-mir-934-5p,3.85
hsa-miR-543,3.85
hsa-miR-1229-3p,3.85
hsa-miR-1285-3p,7.7
hsa-miR-548bc,7.7
hsa-miR-1246,7.7
hsa-miR-1248,11.55
hsa-mir-1283-2-5p,3.85
hsa-miR-664a-3p,3.85
hsa-miR-1537-5p,3.85
hsa-miR-1537-3p,7.7
hsa-mir-5708-5p,3.85
hsa-miR-2110,3.85
hsa-miR-3140-5p,3.85
hsa-miR-1260b,11.55
hsa-miR-3200-3p,3.85
hsa-miR-4326,3.85
hsa-miR-500a-5p,3.85
hsa-miR-3605-3p,3.85
hsa-miR-3621,3.85
hsa-mir-8086-5p,15.39
hsa-miR-3667-5p,3.85
hsa-miR-3667-3p,3.85
hsa-miR-3909,3.85
hsa-miR-3916,3.85
hsa-miR-3926,3.85
hsa-miR-548am-5p,3.85
hsa-mir-3945-5p,3.85
hsa-miR-374c-3p,3.85
hsa-miR-548d-5p,3.85
hsa-miR-548ad-5p,3.85
hsa-miR-4655-5p,3.85
hsa-miR-4732-3p,3.85
hsa-mir-4739-5p,7.7
hsa-miR-4772-5p,3.85
hsa-miR-5010-5p,3.85
hsa-miR-6125,3.85
hsa-miR-6749-3p,3.85
hsa-miR-6803-3p,3.85
hsa-miR-6815-5p,3.85
hsa-miR-7110-3p,3.85
hsa-miR-4433b-5p,3.85
hsa-mir-7851-3p,3.85
hsa-mir-558-3p,3.85
hsa-miR-8485,3.85
hsa-mir-12136-5p,3.85
hsa-miR-11400,3.85
hsa-miR-1843,3.85
