miRNA,SRR6650068,SRR6650070
hsa-miR-29b-1-5p,0.26,0.12
hsa-miR-29b-2-5p,0.26,0.12
hsa-miR-29b-3p,1.38,0.24
hsa-miR-29c-3p,0.26,0.0
hsa-miR-301a-5p,0.43,0.24
hsa-miR-301b-3p,0.17,0.0
hsa-miR-301b-5p,0.0,0.12
hsa-miR-30a-3p,2.51,2.13
hsa-miR-30a-5p,30.53,26.42
hsa-miR-30b-3p,0.09,0.0
hsa-miR-30b-5p,0.17,0.47
hsa-miR-30c-2-3p,0.43,0.0
hsa-miR-30c-5p,6.4,4.15
hsa-miR-30d-5p,96.01,51.76
hsa-miR-30e-3p,2.25,1.07
hsa-miR-30e-5p,13.75,6.04
hsa-miR-31-3p,0.09,0.0
hsa-miR-31-5p,1.99,1.3
hsa-miR-3126-5p,0.35,0.12
hsa-miR-3129-3p,0.17,0.12
hsa-miR-3151-5p,0.26,0.0
hsa-miR-3158-3p,0.26,0.0
hsa-miR-3168,0.09,0.0
hsa-miR-3174,0.09,0.0
hsa-miR-3180,0.0,0.12
hsa-miR-3180-3p,0.26,0.0
hsa-miR-3182,0.26,0.24
hsa-miR-3184-5p,0.0,0.24
hsa-miR-3187-3p,0.26,0.12
hsa-miR-3190-3p,0.0,0.12
hsa-miR-3196,0.09,0.0
hsa-miR-32-5p,0.86,0.12
hsa-miR-320a-3p,56.74,34.59
hsa-miR-320a-5p,0.09,0.0
hsa-miR-320b,6.75,2.37
hsa-miR-320c,1.3,0.71
hsa-miR-320d,1.3,0.71
hsa-miR-323a-3p,4.15,2.37
hsa-miR-323a-5p,0.43,0.24
hsa-miR-323b-3p,0.43,0.83
hsa-miR-324-5p,0.0,0.12
hsa-miR-326,0.0,0.24
hsa-miR-328-3p,5.8,5.8
hsa-miR-329-3p,0.26,0.36
hsa-miR-329-5p,0.09,0.0
hsa-miR-330-3p,2.77,2.25
hsa-miR-330-5p,0.09,0.0
hsa-miR-331-3p,0.17,0.36
hsa-miR-331-5p,0.09,0.12
hsa-miR-335-3p,2.59,0.24
hsa-miR-335-5p,1.04,0.24
hsa-miR-337-3p,0.78,0.12
hsa-miR-337-5p,0.17,0.0
hsa-miR-338-3p,0.09,0.0
hsa-miR-339-3p,0.17,0.0
hsa-miR-339-5p,1.99,1.42
hsa-miR-33a-3p,0.09,0.0
hsa-miR-33a-5p,0.26,0.0
hsa-miR-340-3p,0.78,0.24
hsa-miR-340-5p,1.21,0.47
hsa-miR-342-3p,0.43,0.95
hsa-miR-342-5p,1.3,0.36
hsa-miR-345-5p,0.69,0.36
hsa-miR-34a-5p,0.43,0.59
hsa-miR-34c-5p,0.69,0.59
hsa-miR-3605-3p,0.35,0.12
hsa-miR-3605-5p,0.09,0.0
hsa-miR-3609,0.78,0.0
hsa-miR-361-3p,1.38,1.78
hsa-miR-361-5p,0.78,0.71
hsa-miR-3613-5p,0.35,0.59
hsa-miR-3614-5p,0.0,0.12
hsa-miR-3615,3.29,1.66
hsa-miR-362-5p,0.0,0.12
hsa-miR-3622a-5p,0.17,0.0
hsa-miR-363-3p,0.09,0.0
hsa-miR-3652,0.09,0.12
hsa-miR-3654,0.26,0.12
hsa-miR-365a-3p,0.43,0.24
hsa-miR-365a-5p,0.26,0.0
hsa-miR-365b-3p,0.0,0.24
hsa-miR-365b-5p,1.82,0.71
hsa-miR-3677-3p,0.17,0.0
hsa-miR-3679-5p,0.09,0.0
hsa-miR-369-3p,0.26,0.12
hsa-miR-369-5p,1.73,0.24
hsa-miR-370-3p,13.32,7.7
hsa-miR-370-5p,0.17,0.0
hsa-miR-374a-3p,0.17,0.0
hsa-miR-374a-5p,0.69,0.12
hsa-miR-374b-5p,0.52,0.24
hsa-miR-375-3p,0.35,0.47
hsa-miR-376a-3p,0.43,0.0
hsa-miR-376b-3p,0.17,0.0
hsa-miR-377-3p,0.35,0.0
hsa-miR-377-5p,0.09,0.0
hsa-miR-378a-3p,6.75,2.01
hsa-miR-378c,0.17,0.12
hsa-miR-378d,0.17,0.0
hsa-miR-378f,0.09,0.0
hsa-miR-378i,0.0,0.12
hsa-miR-379-5p,14.36,3.44
hsa-miR-380-5p,0.09,0.0
hsa-miR-381-3p,10.21,4.15
hsa-miR-382-3p,0.61,0.59
hsa-miR-382-5p,17.99,6.16
hsa-miR-383-5p,0.26,0.24
hsa-miR-3909,0.52,0.0
hsa-miR-3912-3p,0.0,0.36
hsa-miR-3916,0.09,0.47
hsa-miR-3917,0.17,0.24
hsa-miR-3925-5p,0.0,0.36
hsa-miR-3928-3p,0.09,0.0
hsa-miR-3934-5p,0.17,0.0
hsa-miR-3960,0.61,0.59
hsa-miR-409-3p,44.54,23.81
hsa-miR-409-5p,0.17,0.12
hsa-miR-410-3p,0.43,0.0
hsa-miR-411-3p,2.25,1.18
hsa-miR-411-5p,10.81,2.72
hsa-miR-412-3p,0.17,0.0
hsa-miR-412-5p,2.16,0.83
hsa-miR-421,0.43,0.12
hsa-miR-423-3p,77.33,14.81
hsa-miR-423-5p,215.54,70.01
hsa-miR-424-3p,13.75,5.69
hsa-miR-424-5p,0.61,0.12
hsa-miR-425-3p,0.17,0.0
hsa-miR-425-5p,3.03,1.54
hsa-miR-4284,39.44,40.04
hsa-miR-429,0.09,0.0
hsa-miR-4301,0.17,0.12
hsa-miR-431-3p,0.09,0.47
hsa-miR-431-5p,0.26,0.12
hsa-miR-4313,0.0,0.12
hsa-miR-432-5p,15.66,6.4
hsa-miR-4326,0.52,0.95
hsa-miR-433-3p,4.24,2.96
hsa-miR-4426,0.09,0.0
hsa-miR-4429,0.09,0.12
hsa-miR-4443,0.0,0.12
hsa-miR-4444,0.26,0.12
hsa-miR-4449,0.0,0.12
hsa-miR-4463,1.3,0.47
hsa-miR-4466,1.3,0.95
hsa-miR-4473,0.35,0.0
hsa-miR-4485-3p,8.3,6.52
hsa-miR-4485-5p,0.0,0.12
hsa-miR-4488,30.19,21.91
hsa-miR-4492,0.09,0.59
hsa-miR-449c-5p,0.26,0.0
hsa-miR-4508,22.23,91.68
hsa-miR-450a-2-3p,0.0,0.24
hsa-miR-450a-5p,2.68,0.83
hsa-miR-450b-5p,0.69,0.24
hsa-miR-4511,0.09,0.0
hsa-miR-4516,0.09,0.12
hsa-miR-451a,0.35,2.01
hsa-miR-452-3p,0.09,0.12
hsa-miR-452-5p,2.68,0.24
hsa-miR-4521,0.26,0.0
hsa-miR-4535,0.0,0.12
hsa-miR-454-3p,0.09,0.12
hsa-miR-454-5p,0.17,0.0
hsa-miR-455-3p,0.0,0.12
hsa-miR-455-5p,3.81,1.78
hsa-miR-4653-3p,0.09,0.0
hsa-miR-4665-5p,0.26,0.0
hsa-miR-4685-3p,0.09,0.0
hsa-miR-4709-3p,0.0,0.12
hsa-miR-4723-3p,0.09,0.0
hsa-miR-4728-3p,0.09,0.0
hsa-miR-4742-3p,0.09,0.0
hsa-miR-4745-3p,0.09,0.0
hsa-miR-4745-5p,0.09,0.0
hsa-miR-4755-3p,0.0,0.24
hsa-miR-4763-3p,0.17,0.12
hsa-miR-4773,0.09,0.0
hsa-miR-4774-3p,0.0,0.12
hsa-miR-483-3p,0.61,1.66
hsa-miR-483-5p,1.38,1.9
hsa-miR-484,3.55,4.5
hsa-miR-485-3p,5.8,2.96
hsa-miR-485-5p,3.46,1.66
hsa-miR-486-3p,0.17,0.12
hsa-miR-486-5p,0.09,0.36
hsa-miR-487b-3p,0.86,0.12
hsa-miR-490-3p,3.29,1.9
hsa-miR-490-5p,0.35,0.24
hsa-miR-493-3p,8.04,4.5
hsa-miR-493-5p,6.31,2.01
hsa-miR-494-3p,1.73,0.47
hsa-miR-495-3p,4.07,1.54
hsa-miR-500a-3p,0.17,0.0
hsa-miR-500a-5p,0.09,0.0
hsa-miR-500b-5p,0.0,0.24
hsa-miR-501-3p,0.26,0.24
hsa-miR-501-5p,0.17,0.59
hsa-miR-503-3p,0.26,0.0
hsa-miR-503-5p,4.58,1.18
hsa-miR-504-5p,0.26,0.24
hsa-miR-505-3p,1.04,0.24
hsa-miR-505-5p,0.95,0.24
hsa-miR-516a-3p,0.26,0.0
hsa-miR-519a-5p,0.17,0.0
hsa-miR-532-5p,7.44,2.96
hsa-miR-539-3p,0.17,0.0
hsa-miR-539-5p,0.09,0.0
hsa-miR-541-3p,0.09,0.12
hsa-miR-541-5p,0.52,0.12
hsa-miR-542-3p,0.17,0.12
hsa-miR-543,34.94,13.74
hsa-miR-548aq-3p,0.0,0.12
hsa-miR-548e-3p,0.17,0.12
hsa-miR-548j-5p,0.26,0.0
hsa-miR-548k,0.35,0.0
hsa-miR-548l,0.17,0.0
hsa-miR-548o-3p,0.09,0.0
hsa-miR-548q,0.0,0.12
hsa-miR-548u,0.09,0.0
hsa-miR-549a-3p,0.09,0.59
hsa-miR-549a-5p,0.09,0.0
hsa-miR-5585-3p,0.09,0.0
hsa-miR-574-3p,2.85,1.78
hsa-miR-574-5p,29.32,10.19
hsa-miR-576-3p,0.0,0.12
hsa-miR-584-5p,0.43,0.24
hsa-miR-589-5p,0.26,0.47
hsa-miR-597-5p,0.26,0.0
hsa-miR-598-3p,0.17,0.0
hsa-miR-6084,0.0,0.12
hsa-miR-6085,0.0,0.36
hsa-miR-615-3p,1.9,2.25
hsa-miR-618,0.52,0.24
hsa-miR-622,0.17,0.0
hsa-miR-624-5p,0.0,0.12
hsa-miR-625-3p,0.26,0.0
hsa-miR-625-5p,0.0,0.12
hsa-miR-628-3p,0.17,0.24
hsa-miR-629-5p,2.25,0.83
hsa-miR-641,0.0,0.12
hsa-miR-6515-3p,0.09,0.0
hsa-miR-652-3p,0.09,0.47
hsa-miR-6529-5p,11.85,4.62
hsa-miR-654-3p,16.43,7.7
hsa-miR-654-5p,3.72,0.59
hsa-miR-655-5p,0.0,0.24
hsa-miR-656-3p,0.09,0.0
hsa-miR-659-5p,0.09,0.0
hsa-miR-660-5p,0.78,0.24
hsa-miR-663b,0.0,0.12
hsa-miR-664a-3p,0.26,0.36
hsa-miR-665,0.0,0.12
hsa-miR-668-3p,0.09,0.0
hsa-miR-671-3p,1.04,1.3
hsa-miR-671-5p,0.86,0.12
hsa-miR-6716-3p,0.0,0.36
hsa-miR-6720-5p,0.09,0.0
hsa-miR-6726-3p,0.0,0.12
hsa-miR-6730-5p,0.09,0.0
hsa-miR-6737-3p,0.0,0.12
hsa-miR-6741-3p,0.17,0.0
hsa-miR-6747-3p,0.09,0.0
hsa-miR-6756-3p,0.17,0.0
hsa-miR-6763-5p,0.09,0.0
hsa-miR-6770-3p,0.0,0.12
hsa-miR-6786-3p,0.09,0.0
hsa-miR-6787-3p,0.09,0.0
hsa-miR-6789-3p,0.0,0.24
hsa-miR-6791-5p,0.0,0.12
hsa-miR-6805-5p,0.09,0.0
hsa-miR-6807-5p,0.09,0.0
hsa-miR-6808-3p,0.0,0.12
hsa-miR-6809-5p,0.09,0.0
hsa-miR-6821-3p,0.09,0.0
hsa-miR-6827-5p,0.0,0.36
hsa-miR-6842-3p,0.09,0.0
hsa-miR-6848-3p,0.09,0.0
hsa-miR-6851-5p,0.0,0.24
hsa-miR-6857-3p,0.09,0.0
hsa-miR-6859-5p,0.0,0.12
hsa-miR-6866-5p,0.35,0.0
hsa-miR-6877-5p,0.0,0.12
hsa-miR-6886-5p,0.0,0.12
hsa-miR-7-5p,9.25,4.38
hsa-miR-708-3p,0.17,0.12
hsa-miR-708-5p,0.17,0.12
hsa-miR-7110-3p,0.0,0.47
hsa-miR-744-3p,0.35,0.0
hsa-miR-744-5p,11.85,6.52
hsa-miR-758-3p,0.52,0.83
hsa-miR-760,1.82,0.47
hsa-miR-769-3p,0.0,0.12
hsa-miR-769-5p,1.12,0.24
hsa-miR-7706,0.43,0.95
hsa-miR-7851-3p,0.0,0.12
hsa-miR-7854-3p,0.09,0.0
hsa-miR-8485,0.09,0.0
hsa-miR-874-3p,0.09,0.12
hsa-miR-877-3p,0.17,0.59
hsa-miR-877-5p,0.09,0.12
hsa-miR-889-3p,1.73,0.59
hsa-miR-9-5p,0.09,0.0
hsa-miR-92a-1-5p,0.09,0.12
hsa-miR-92a-3p,72.74,51.41
hsa-miR-92b-3p,25.78,14.57
hsa-miR-92b-5p,2.51,0.47
hsa-miR-93-3p,0.0,0.12
hsa-miR-93-5p,4.58,2.49
hsa-miR-937-3p,0.09,0.0
hsa-miR-939-5p,0.17,0.0
hsa-miR-940,0.17,0.12
hsa-miR-941,0.61,0.83
hsa-miR-942-5p,0.35,0.0
hsa-miR-943,0.0,0.12
hsa-miR-944,0.09,0.0
hsa-miR-95-3p,0.35,0.0
hsa-miR-98-5p,10.29,3.32
hsa-miR-9901,0.26,0.47
hsa-miR-99a-3p,0.26,0.0
hsa-miR-99a-5p,41.34,8.88
hsa-miR-99b-3p,1.73,2.72
hsa-miR-99b-5p,90.47,73.44
hsa-mir-12136-5p,5.02,3.91
hsa-mir-1245a-3p,0.09,0.0
hsa-mir-1255a-5p,0.17,0.0
hsa-mir-1272-5p,0.0,0.12
hsa-mir-1273c-5p,0.17,0.0
hsa-mir-1303-3p,0.09,0.12
hsa-mir-2110-5p,0.17,0.12
hsa-mir-3159-5p,0.26,0.0
hsa-mir-3648-1-5p,0.09,0.95
hsa-mir-3648-2-5p,0.26,0.95
hsa-mir-3909-3p,0.09,0.0
hsa-mir-3976-5p,0.17,0.0
hsa-mir-4262-3p,0.0,1.66
hsa-mir-4426-5p,0.0,0.12
hsa-mir-4449-3p,0.0,0.12
hsa-mir-4521-5p,0.09,0.0
hsa-mir-4751-5p,0.09,0.0
hsa-mir-5688-3p,0.0,0.12
hsa-mir-622-3p,0.09,0.0
hsa-mir-636-3p,0.0,0.12
hsa-mir-663a-5p,0.0,0.24
hsa-mir-770-5p,0.09,0.12
hsa-mir-7705-5p,0.09,0.0
hsa-mir-7854-3p,0.17,0.0
hsa-mir-944-3p,0.09,0.0
