miRNA,GSM6579196,GSM6579195,GSM6579194,GSM6579193,GSM6579192,GSM6579191,GSM6579190,GSM6579189,GSM6579188,GSM6579187,GSM6579186,GSM6579185,GSM6579184,GSM6579183,GSM6579182,GSM6579181,GSM6579180,GSM6579179,GSM6579178,GSM6579177,GSM6579176
hsa-let-7a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-5p,144.92,27104.33,112.48,79.53,101.36,470.82,304.34,28978.54,236.38,34597.52,130.94,259.28,265.62,111.5,230.14,597.42,807.18,448.38,328.75,97.42,165.12
hsa-let-7b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7b-5p,10916.02,16219.87,6356.63,4978.4,5401.06,9164.53,8332.04,17810.99,5094.41,18815.87,6059.18,11158.09,5554.77,4835.21,5566.24,22936.14,36768.39,11328.16,9310.11,5373.73,5132.3
hsa-let-7c-3p,13.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,0.81,499.86,0.0,68.53,4.87,0.81,7.97,325.69,1.03,561.98,0.0,13.9,2.53,107.21,9.9,4.0,3.69,1.3,15.4,73.5,0.62
hsa-let-7d-3p,0.0,123.2,0.0,0.0,0.0,1.62,0.0,79.79,7.19,237.96,0.0,0.0,0.0,0.0,11.55,0.0,0.0,0.0,0.0,0.0,9.89
hsa-let-7d-5p,2.43,1346.71,0.0,2.0,0.0,13.38,2.66,1133.21,10.28,1054.24,0.0,0.0,18.55,0.71,1.65,21.59,30.1,10.38,0.67,1.71,0.62
hsa-let-7e-5p,12.14,524.44,0.0,1.5,6.49,37.71,0.66,533.57,1.03,1220.68,1.17,13.21,8.01,2.14,0.82,5.6,17.2,9.08,15.4,10.26,1.24
hsa-let-7f-1-3p,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,129.54,31640.08,226.59,93.54,156.49,941.23,474.45,36221.93,398.24,53408.62,182.62,330.88,377.77,176.54,300.25,876.53,820.69,695.6,473.37,241.85,156.46
hsa-let-7g-5p,0.0,1805.88,0.82,6.5,6.49,22.3,37.21,1770.88,23.12,1936.6,6.46,0.0,4.22,0.71,0.82,1.6,25.8,11.68,13.39,11.96,20.41
hsa-let-7i-3p,0.0,5.93,0.0,0.0,17.84,2.43,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,109.3,15400.15,0.0,107.54,214.06,264.4,41.86,13061.54,59.09,17824.06,51.67,75.77,137.45,18.58,197.14,833.34,699.06,428.91,265.14,238.43,191.09
hsa-miR-1-3p,0.0,24.02,0.0,10.0,0.81,12.57,0.66,53.29,66.29,32.47,9.98,24.33,0.0,0.0,53.62,0.0,0.0,7.14,13.39,0.0,0.0
hsa-miR-100-5p,0.0,85.9,0.0,0.0,8.92,3.65,0.0,48.31,0.0,29.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-2-5p,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,13746.43,7710.39,8820.55,14433.5,11565.93,25204.38,14839.39,4048.52,10290.57,5161.1,6865.97,12644.96,11055.99,6936.54,5666.05,14900.21,16150.94,9722.18,5922.85,3884.16,3636.33
hsa-miR-101-5p,0.0,2.83,0.0,0.0,0.0,0.0,0.0,4.67,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,4.06,15.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,10387.34,3517.1,11578.7,33448.74,15835.86,115167.11,27284.62,3118.82,24821.52,183.69,9495.98,15000.03,34417.64,11455.83,8508.56,24834.75,27690.39,22276.08,13582.51,11322.6,8463.74
hsa-miR-10401-3p,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.57,0.0,0.0,0.0,0.0,0.0,3.12,0.0,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,0.0,348.12,0.0,0.0,0.0,3.65,0.0,274.26,0.0,237.05,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-5p,0.0,30.23,0.0,0.0,0.0,2.84,0.0,10.6,0.0,63.35,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.65,0.0,0.0,0.0
hsa-miR-107,13.76,71.49,22.01,183.07,23.51,669.93,121.6,18.08,113.05,52.45,28.77,100.1,246.22,61.47,124.56,269.52,215.62,189.47,105.79,164.08,113.17
hsa-miR-10a-3p,0.0,9.32,0.0,0.0,0.0,0.0,10.63,18.39,9.76,10.9,0.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,149.78,2239.62,117.37,185.57,117.57,631.81,481.76,1516.87,267.72,3059.42,255.43,228.0,227.67,226.57,54.44,253.52,356.9,220.62,358.88,178.61,529.99
hsa-miR-10b-3p,0.0,19.21,0.0,0.0,0.0,0.0,0.0,7.17,7.19,13.17,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,13.61
hsa-miR-10b-5p,22.67,3456.35,64.39,18.01,0.0,5.27,39.87,1909.26,11.82,4886.58,6.46,11.12,15.18,6.43,8.25,0.0,11.06,11.68,26.11,11.11,9.28
hsa-miR-11400,0.0,27.13,0.0,0.0,0.0,0.0,0.0,52.98,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,10.14,12.63,6.54,14.9,0.0,0.0,0.0,8.85,0.0,3.3,11.2,2.46,5.19,8.7,0.0,0.0
hsa-miR-1180-3p,0.0,53.97,0.0,0.0,0.0,0.0,0.0,21.19,0.0,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12120,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,0.0,0.81,4.06,0.0,1.25,0.0,0.0,0.0,0.0,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,717.15,21.19,11.5,0.81,6.49,670.47,1598.53,51.9,1147.57,9.39,0.7,12.65,37.88,9.07,104.77,24.57,54.51,8.7,13.67,142.86
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,3.96,0.0,0.0,0.0,0.0,0.0,4.05,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,0.0,14.41,0.0,0.0,0.81,0.0,0.0,1.25,0.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71
hsa-miR-1247-5p,0.0,9.61,0.0,0.0,0.0,0.0,0.0,9.97,0.0,2.72,0.0,0.0,0.0,8.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1249-3p,0.0,3.96,0.0,0.0,0.0,0.0,6.64,5.92,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,3.67,0.0,0.0,0.0,0.0,0.0,3.43,0.0,9.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,14.69,0.0,0.0,0.0,2.43,0.0,7.79,0.0,5.68,0.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-5p,62.34,5434.6,74.99,149.56,27.57,181.27,111.63,3169.94,97.12,7023.23,154.43,100.1,33.31,112.93,38.77,211.13,170.16,224.51,174.75,90.59,270.87
hsa-miR-125b-2-3p,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,4.05,957.05,0.82,15.51,5.68,5.27,28.57,479.03,21.58,680.73,1.17,0.0,0.84,1.43,1.65,17.59,6.76,9.08,14.06,16.24,3.71
hsa-miR-126-3p,106.87,74909.75,31.79,46.02,30.81,80.7,142.2,46170.57,114.59,93619.09,44.04,48.66,28.25,43.6,81.66,143.96,138.83,72.67,115.83,71.79,53.8
hsa-miR-126-5p,0.0,10259.42,0.0,0.0,0.0,3.24,11.96,6368.55,1.03,13608.45,0.0,2.78,0.0,0.0,0.0,0.8,0.0,5.84,0.0,0.0,0.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,7.91,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269a,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,4.95
hsa-miR-127-3p,10.52,15.26,0.0,29.01,0.0,15.82,7.31,52.67,3.6,87.65,0.0,0.0,17.71,7.86,0.0,0.0,30.1,15.57,17.41,0.85,3.71
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1270,0.0,5.65,0.0,0.0,0.0,0.0,0.0,1.87,0.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,6.78,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,2.26,0.0,6.5,0.0,18.25,0.0,9.66,0.0,10.22,0.0,0.0,7.17,0.0,0.0,0.0,10.44,9.08,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,3.96,0.0,0.0,0.0,0.0,0.0,3.74,0.0,18.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,0.0,249.79,0.0,0.0,0.0,9.33,0.0,313.22,5.65,556.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.54,0.0,11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.66,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,18.93,0.0,0.0,0.0,0.0,0.0,15.58,0.0,10.67,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1297,0.0,3.11,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,3.11,0.0,0.0,0.0,0.0,0.0,2.18,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1301-3p,0.0,11.02,0.0,0.0,0.0,0.0,0.0,12.78,6.17,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1303,0.0,11.59,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,1.5,0.0,0.0,0.0,4.05,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.8,0.61,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,0.0,36.73,0.0,0.0,0.0,0.41,0.0,26.49,0.0,61.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0
hsa-miR-1307-3p,481.72,288.22,392.04,3647.39,488.13,5756.06,1069.83,270.52,2155.65,634.64,495.59,843.18,2732.48,860.55,296.95,1697.88,1470.0,1550.83,1148.95,548.65,738.4
hsa-miR-1307-5p,0.0,12.72,0.0,0.0,0.0,0.0,0.0,2.18,0.0,18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130a-3p,0.0,46.91,0.0,0.0,0.0,0.0,0.0,38.02,0.0,96.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130a-5p,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.0,4.8,0.0,0.0,0.0,0.0,0.0,8.41,0.0,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,0.0,5.65,0.0,0.0,0.0,0.0,0.0,12.78,7.19,11.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-132-3p,0.0,14.13,0.0,0.5,0.0,0.0,0.0,11.53,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,12.99
hsa-miR-132-5p,0.0,0.85,0.0,0.0,0.0,0.0,0.0,1.25,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,22.32,0.0,0.0,0.0,0.0,0.0,0.93,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,0.0,13.85,0.0,0.0,0.0,0.0,0.0,84.77,0.0,65.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,13.56,0.0,0.0,0.0,0.0,0.0,0.31,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,54.54,0.0,0.0,0.0,0.0,0.0,4.05,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,4.95
hsa-miR-136-3p,0.0,2.54,0.0,0.0,0.0,0.0,0.0,18.7,0.0,21.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,3.67,28.53,32.51,23.51,58.4,4.65,20.26,26.21,32.92,21.14,0.0,109.62,14.29,0.0,62.38,95.83,93.44,22.76,0.0,1.24
hsa-miR-137-3p,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,172.45,85.9,83.95,358.64,106.22,697.1,254.5,46.75,263.61,151.9,207.28,162.66,275.31,87.2,86.61,410.27,438.6,300.43,362.23,159.81,195.42
hsa-miR-139-5p,0.0,142.98,0.0,0.0,0.0,0.0,0.0,38.96,0.0,194.36,0.0,0.0,6.32,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0
hsa-miR-140-3p,0.0,446.45,0.0,1.5,0.81,12.98,7.31,283.61,6.17,341.05,0.59,0.0,5.06,0.71,1.65,0.8,20.27,7.79,10.71,1.71,11.75
hsa-miR-140-5p,48.58,46.91,10.6,35.01,63.25,24.74,30.57,38.33,25.69,46.32,11.16,36.84,16.86,7.15,65.99,79.98,127.77,66.83,53.56,5.13,12.99
hsa-miR-141-3p,651.74,780.17,308.91,140.05,330.02,27.58,26.58,70.12,204.52,144.18,522.01,58.39,127.75,2027.0,315.1,110.37,90.92,12.33,33.48,529.0,3895.45
hsa-miR-141-5p,0.0,2.83,0.0,9.0,0.0,3.24,0.0,0.0,0.0,2.72,0.0,0.0,0.0,21.44,0.0,0.0,11.67,0.0,0.0,22.22,108.22
hsa-miR-142-3p,33643.5,18902.84,41914.31,57543.92,49459.29,210263.43,71958.26,17242.82,82251.1,30762.0,37113.72,62792.43,130861.91,32824.37,59712.5,178615.39,183032.3,159843.36,104682.3,75904.72,50002.63
hsa-miR-142-5p,2388.36,4216.17,2826.62,5446.58,3410.43,8931.75,4297.26,2546.3,3713.67,3627.53,1978.82,4104.0,5453.16,2224.98,2164.46,4888.89,4075.21,3316.43,2733.78,1647.67,1705.61
hsa-miR-143-3p,0.81,1521.9,0.82,5.5,7.3,46.64,1.99,1030.05,35.46,1996.09,0.0,4.17,3.37,7.86,4.12,17.59,46.07,35.04,1.34,4.27,3.09
hsa-miR-143-5p,0.0,2.54,0.0,0.0,0.0,0.0,0.0,4.05,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,1.62,1047.76,1.63,0.5,16.22,0.0,5.98,501.16,1.03,589.68,1.17,33.37,18.13,0.0,0.0,16.79,1.84,4.54,1.34,0.0,1.24
hsa-miR-144-5p,20.24,2901.11,0.0,23.01,22.7,4.87,75.75,1368.83,0.0,1454.55,17.03,20.85,5.48,17.87,0.82,20.79,8.6,0.0,0.67,0.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,1.62,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-5p,0.0,14.98,0.0,0.0,0.81,6.08,3.99,4.99,9.25,20.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0
hsa-miR-146a-3p,0.0,1.13,0.0,0.0,0.0,0.0,0.0,9.35,0.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0
hsa-miR-146a-5p,15.38,2108.23,0.0,160.06,22.7,163.43,72.43,3336.37,103.29,6579.09,39.93,4.87,30.78,60.75,54.44,99.17,144.97,36.99,13.39,48.71,131.11
hsa-miR-146b-3p,0.0,3.96,0.0,21.51,8.11,27.98,7.31,7.48,0.0,9.31,1.17,28.5,34.15,0.0,9.9,0.0,6.14,0.0,13.39,0.0,9.28
hsa-miR-146b-5p,16.19,502.12,0.0,8.5,0.0,178.84,15.28,835.88,7.19,885.99,5.28,95.93,89.38,18.58,3.3,83.97,13.51,72.67,100.43,0.0,0.62
hsa-miR-147b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
hsa-miR-148a-3p,0.0,1566.27,0.0,0.0,0.0,4.46,13.29,1185.26,0.51,1220.91,0.0,7.65,0.42,1.43,0.82,3.2,25.19,7.14,1.34,24.78,1.86
hsa-miR-148a-5p,0.0,7.91,0.0,0.0,0.0,0.0,0.0,4.99,0.0,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,0.0,773.1,0.0,1.0,0.81,14.19,0.66,748.31,1.03,1328.08,0.0,0.0,0.84,0.0,7.42,0.8,0.61,20.12,0.67,0.85,0.0
hsa-miR-148b-5p,0.0,5.37,0.0,0.0,0.0,0.0,0.0,9.04,4.62,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-3p,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-5p,17.0,5779.61,22.82,142.05,42.97,28.79,59.8,4507.91,10.28,3453.6,28.18,69.51,23.19,0.0,40.42,16.0,52.21,50.61,98.42,14.53,23.5
hsa-miR-151a-3p,18.62,1277.2,14.67,24.51,30.81,95.3,16.61,1578.89,25.69,3935.19,19.38,22.94,35.42,1.43,1.65,34.39,35.63,12.98,13.39,57.26,8.04
hsa-miR-151a-5p,0.0,28.54,0.0,0.0,0.0,2.43,1.33,57.97,0.0,208.44,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151b,0.0,3.96,0.0,0.0,0.0,0.0,0.0,3.74,7.19,0.23,0.0,0.0,0.0,0.0,0.0,0.0,18.43,0.0,0.0,0.0,0.0
hsa-miR-152-3p,116.58,88.16,137.74,347.13,134.6,1219.02,394.04,82.28,366.38,234.55,122.72,271.1,378.61,45.03,123.73,264.72,396.83,312.76,175.42,154.68,147.8
hsa-miR-1537-3p,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
