miRNA,SRR7084505,SRR7084506,SRR7084508,SRR7084509,SRR7084510
hsa-let-7a-3p,0.0,0.0,3.99,5.33,10.11
hsa-let-7a-5p,9.42,17.77,3992.52,1593.97,1743.32
hsa-let-7b-3p,0.0,0.0,5.12,9.33,8.01
hsa-let-7b-5p,1.01,0.33,3385.56,3288.51,2710.52
hsa-let-7c-3p,0.0,0.0,0.28,0.33,0.0
hsa-let-7c-5p,0.2,0.8,394.58,62.95,83.64
hsa-let-7d-3p,0.0,0.0,327.96,90.92,135.67
hsa-let-7d-5p,0.0,0.0,144.62,14.32,32.65
hsa-let-7e-5p,0.61,0.2,249.11,87.59,122.61
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,0.42
hsa-let-7f-5p,2.42,3.18,4510.94,854.93,860.39
hsa-let-7g-3p,0.0,0.0,1.14,0.0,0.0
hsa-let-7g-5p,1.21,0.6,937.49,153.54,119.24
hsa-let-7i-3p,0.0,0.0,0.57,1.33,0.0
hsa-let-7i-5p,1.08,1.72,3583.42,3118.66,2177.3
hsa-miR-1-3p,4.37,4.91,56.65,4.0,5.9
hsa-miR-100-5p,24.56,23.8,1650.93,1913.36,3023.37
hsa-miR-101-3p,18.84,19.36,1054.21,66.28,105.55
hsa-miR-10394-3p,0.0,0.33,0.0,0.0,0.0
hsa-miR-10395-3p,2.15,0.93,0.0,0.0,1.05
hsa-miR-10396b-3p,0.07,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,8.34,63.31,0.0,8.66,10.11
hsa-miR-10401-3p,0.2,0.0,0.0,0.0,0.0
hsa-miR-105-5p,1.41,0.93,9.39,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.21
hsa-miR-10527-5p,0.07,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,5.11,13.26,1.42,0.0,0.0
hsa-miR-106b-3p,27.52,25.52,245.69,8.99,7.79
hsa-miR-106b-5p,1.61,1.52,21.07,2.33,6.11
hsa-miR-107,0.47,0.2,0.57,0.33,0.63
hsa-miR-10a-3p,0.0,0.0,7.4,2.66,1.26
hsa-miR-10a-5p,1.48,0.46,1848.79,1925.68,1233.07
hsa-miR-10b-3p,0.0,0.0,3.99,4.0,3.79
hsa-miR-10b-5p,2.29,0.53,6145.93,3091.35,3071.19
hsa-miR-11399,0.0,0.13,0.0,0.0,0.0
hsa-miR-1180-3p,5.25,4.97,0.0,4.66,2.95
hsa-miR-1183,0.07,0.27,0.28,1.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,2.32
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.21
hsa-miR-1185-5p,0.0,0.0,1.71,0.0,0.0
hsa-miR-1193,0.07,0.0,0.0,0.0,0.0
hsa-miR-1197,0.27,0.13,2.56,0.0,0.0
hsa-miR-12136,0.07,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.54,0.27,14817.64,264.77,1339.46
hsa-miR-1225-5p,0.0,0.0,0.0,1.33,0.0
hsa-miR-1226-3p,0.07,0.0,0.0,0.0,0.21
hsa-miR-1229-3p,0.13,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,14.23,0.0,3.37
hsa-miR-124-3p,0.34,0.27,0.0,0.0,0.84
hsa-miR-1243,0.07,0.07,0.0,0.0,0.0
hsa-miR-1244,0.27,0.53,9.96,0.0,0.0
hsa-miR-1246,4.91,5.5,31.32,28.31,74.37
hsa-miR-1248,0.2,0.0,0.28,3.33,0.0
hsa-miR-1249-3p,0.13,0.0,0.0,0.0,0.42
hsa-miR-1250-5p,0.13,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.13,0.13,0.0,0.0,0.0
