miRNA,SRR11605206,SRR11605207,SRR11605208,SRR11605209,SRR11605210,SRR11605211,SRR11605212,SRR11605213,SRR11605214,SRR11605215,SRR11605216,SRR11605217,SRR11605218,SRR11605219,SRR11605220,SRR11605221
hsa-miR-1276,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,1.47,0.0
hsa-miR-128-1-5p,9.78,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.1,0.0,0.32
hsa-miR-128-3p,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,4.81,4.4,1.05,3.05,11.03,0.0,6.35
hsa-miR-1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.37,0.0
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.2,2.2,0.0,0.34,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,8.87,27.56,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,2.54
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-5p,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1.1,0.0,0.32
hsa-miR-1294,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,3.49
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,6.07,0.0,4.76
hsa-miR-1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,3.31,2.2,1.27
hsa-miR-1306-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,29.35,16.74,0.0,3.94,11.04,8.82,64.41,17.72,16.62,5.41,29.68,12.63,8.47,14.34,5.87,10.8
hsa-miR-1307-5p,0.0,0.0,17.75,3.94,0.0,5.51,0.0,0.0,1.36,1.2,0.0,1.05,1.69,4.41,2.2,2.54
hsa-miR-130a-3p,14.68,25.12,39.94,43.3,5.52,3.86,0.0,0.0,7.8,10.82,9.89,5.26,44.04,43.02,0.0,4.13
hsa-miR-130a-5p,0.0,20.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0
hsa-miR-130b-3p,4.89,0.0,22.19,19.68,0.0,0.0,0.0,0.0,6.45,5.41,31.88,0.0,34.55,27.58,7.71,8.89
hsa-miR-130b-5p,0.0,0.0,4.44,0.0,3.45,0.0,26.35,0.0,3.05,7.22,16.49,14.73,15.58,15.44,0.0,3.81
hsa-miR-132-3p,9.78,4.19,17.75,0.0,0.0,0.0,0.0,0.0,2.04,3.01,0.0,0.0,1.35,0.0,0.0,0.0
hsa-miR-1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65,18.75,1.47,12.38
hsa-miR-133a-3p,1017.53,812.09,878.59,803.08,2.76,4.41,0.0,2.95,0.0,0.0,0.0,0.0,0.34,0.0,1.1,0.0
hsa-miR-133b,73.38,8.37,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-3p,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,9.78,8.37,0.0,0.0,0.0,0.0,0.0,0.0,1.02,2.41,0.0,0.0,1.02,1.1,0.0,0.32
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.1,0.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.65,0.0,2.22
hsa-miR-135a-3p,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
hsa-miR-136-3p,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,1.02,4.21,8.79,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,1.1,0.0
hsa-miR-139-3p,0.0,4.19,0.0,0.0,0.0,0.0,5.86,0.0,0.0,0.0,4.4,2.1,0.0,0.0,0.0,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0
hsa-miR-140-3p,0.0,12.56,17.75,0.0,4.14,4.96,17.57,5.91,2.71,10.82,9.89,1.05,9.15,8.83,2.2,0.0
hsa-miR-141-3p,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,1.1,0.0,0.0
hsa-miR-142-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57,0.0,0.0,0.0,0.0
hsa-miR-142-5p,0.0,0.0,0.0,0.0,1.38,3.31,0.0,5.91,0.0,0.0,35.17,22.09,2.37,0.0,0.0,0.0
hsa-miR-143-3p,6002.44,4885.09,2977.43,1921.09,55.89,52.35,398.19,590.82,681.17,647.64,515.5,435.58,1.02,1.1,0.73,0.32
hsa-miR-143-5p,0.0,4.19,17.75,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,0.0,0.0,0.0,5.51,49.77,32.5,0.0,0.0,75.84,46.29,0.0,0.0,0.0,0.0
hsa-miR-145-5p,254.38,213.49,93.18,145.66,0.0,0.0,0.0,47.27,7.8,13.83,35.17,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,34.24,0.0,0.0,3.94,6.21,0.0,0.0,14.77,973.93,828.04,0.0,0.0,1.69,0.55,0.0,0.32
hsa-miR-146b-5p,127.19,54.42,44.37,66.92,13.11,12.67,11.71,44.31,83.11,48.11,72.54,46.29,7.11,11.58,7.71,6.67
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,342.44,293.02,208.55,251.95,1.38,4.96,14.64,5.91,10.18,15.63,32.97,50.5,141.26,146.17,43.69,65.1
hsa-miR-148a-5p,29.35,16.74,4.44,31.49,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,9.82,12.13,3.3,16.51
hsa-miR-148b-3p,14.68,41.86,0.0,0.0,0.69,0.0,0.0,11.82,6.45,2.41,0.0,0.0,5.08,6.62,2.2,1.59
hsa-miR-148b-5p,24.46,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0
hsa-miR-149-3p,0.0,0.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.0,8.37,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.6,16.49,1.05,3.05,0.0,0.73,0.0
hsa-miR-150-5p,9.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.49,22.09,0.34,0.0,0.0,0.0
hsa-miR-151a-3p,112.52,41.86,0.0,3.94,26.91,39.67,35.13,109.3,113.98,90.8,86.83,53.66,38.96,46.88,19.46,14.29
hsa-miR-151a-5p,97.84,117.21,31.06,59.05,18.63,28.65,73.2,62.04,28.83,36.68,102.22,96.8,18.97,29.23,8.45,10.8
hsa-miR-151b,24.46,8.37,0.0,11.81,1.38,4.96,17.57,0.0,2.37,0.6,0.0,0.0,0.0,3.86,0.37,0.0
hsa-miR-152-3p,29.35,33.49,31.06,0.0,0.0,2.2,0.0,0.0,6.78,10.82,4.4,0.0,0.0,0.0,0.0,0.0
hsa-miR-152-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,19.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.27
hsa-miR-155-5p,0.0,62.79,0.0,0.0,14.49,23.69,17.57,0.0,110.93,102.83,130.8,114.68,4.74,3.86,4.77,1.27
hsa-miR-15a-5p,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.34,2.41,6.59,4.21,0.0,1.1,0.0,0.0
hsa-miR-15b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15b-5p,0.0,0.0,4.44,0.0,0.0,0.0,5.86,0.0,0.68,0.0,2.2,0.0,7.45,6.07,0.0,1.27
hsa-miR-16-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0
hsa-miR-16-5p,53.81,83.72,13.31,11.81,22.77,12.12,70.27,32.5,122.12,111.25,133.0,57.87,38.62,51.85,5.14,6.99
hsa-miR-17-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0
hsa-miR-17-5p,19.57,12.56,79.87,0.0,1.38,7.16,0.0,0.0,3.73,4.81,18.69,7.36,24.39,35.85,8.45,13.02
hsa-miR-181a-2-3p,136.97,175.81,93.18,47.24,13.8,12.12,149.32,97.49,62.42,58.33,5.5,8.42,0.0,0.0,0.0,0.0
hsa-miR-181a-3p,14.68,46.05,22.19,66.92,17.25,2.2,0.0,0.0,15.27,20.45,5.5,4.21,0.0,0.0,1.47,2.54
hsa-miR-181a-5p,1340.4,1293.48,2054.47,1464.43,195.94,223.72,761.25,1225.95,669.64,583.89,447.35,489.24,38.62,46.88,6.98,20.32
hsa-miR-181b-5p,635.95,586.04,359.42,405.48,100.73,87.62,421.61,257.01,399.95,351.18,198.95,180.97,24.05,28.68,7.71,10.48
hsa-miR-181c-3p,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,6.11,9.02,7.69,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,9.78,0.0,0.0,35.43,5.52,3.86,0.0,5.91,18.66,11.43,14.29,8.42,1.69,4.96,2.57,0.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,68.49,0.0,0.0,0.0,9.66,3.86,0.0,5.91,11.19,4.81,0.0,6.31,1.35,0.0,0.0,2.54
hsa-miR-182-5p,127.19,100.46,84.31,35.43,3.45,6.06,0.0,0.0,5.77,7.82,12.09,10.52,721.86,813.01,335.24,368.98
hsa-miR-183-5p,4.89,8.37,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.25,43.02,17.99,15.56
hsa-miR-184,4.89,20.93,8.87,0.0,1.38,1.65,0.0,0.0,0.0,1.2,0.0,0.0,5.76,2.21,3.3,0.0
hsa-miR-1843,14.68,0.0,0.0,0.0,0.0,1.1,0.0,0.0,4.41,4.21,3.3,0.0,2.37,0.0,0.0,0.95
hsa-miR-185-5p,4.89,8.37,0.0,0.0,0.0,0.0,0.0,5.91,0.0,1.8,2.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,122.3,100.46,150.87,122.04,7.59,33.61,73.2,82.71,86.16,66.75,87.93,99.95,76.22,62.88,29.74,19.69
hsa-miR-187-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,3.86,0.0,1.91
hsa-miR-18a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,9.38,2.57,0.95
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.71,6.62,0.0,1.27
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.65,1.47,0.0
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.1,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.6,0.0,0.0,7.45,1.65,0.73,0.95
hsa-miR-190b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0
hsa-miR-191-5p,234.81,159.07,110.93,98.42,28.98,30.31,275.22,156.57,216.09,185.21,227.52,209.37,112.8,99.83,60.95,58.75
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,4.21,0.34,0.55,0.0,0.0
hsa-miR-192-5p,308.19,309.77,829.78,917.24,4.83,0.0,43.92,5.91,24.09,13.23,39.57,29.46,14.57,27.03,18.73,12.38
hsa-miR-193a-5p,0.0,0.0,0.0,15.75,0.0,0.0,0.0,0.0,1.02,1.2,1.1,0.0,0.34,1.65,0.0,0.0
hsa-miR-193b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,9.62,0.0,0.0,6.77,3.31,0.0,1.27
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.8,0.0,0.0,0.68,0.0,0.0,0.0
hsa-miR-195-5p,0.0,0.0,8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-197-3p,9.78,29.3,62.12,31.49,0.0,0.0,0.0,0.0,8.48,4.81,38.47,15.78,7.45,7.17,0.0,2.86
hsa-miR-197-5p,0.0,0.0,13.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0
hsa-miR-199a-3p,508.76,380.93,186.37,74.8,0.0,0.0,35.13,67.94,181.15,176.79,8.79,34.72,0.0,0.0,0.0,0.0
hsa-miR-199a-5p,19.57,0.0,0.0,3.94,0.0,0.0,0.0,0.0,5.09,4.81,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,53.81,75.35,0.0,212.58,0.0,0.0,26.35,20.68,7.8,41.49,28.58,19.99,0.0,0.0,0.0,0.0
hsa-miR-199b-5p,0.0,8.37,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,14.73,0.68,0.0,0.0,0.0
hsa-miR-19a-3p,4.89,0.0,0.0,0.0,1.38,4.41,0.0,0.0,2.04,0.0,0.0,10.52,1.35,7.17,0.0,0.32
hsa-miR-19b-3p,0.0,0.0,62.12,3.94,0.69,0.55,0.0,17.72,3.73,1.8,1.1,2.1,17.95,14.34,9.55,5.08
hsa-miR-200a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,1.65,1.47,2.22
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,2.21,7.71,0.0
hsa-miR-200c-3p,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,26.08,21.51,5.51,10.8
hsa-miR-203a-3p,29.35,0.0,13.31,0.0,1.38,0.55,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,2.86
hsa-miR-204-5p,0.0,37.67,0.0,15.75,0.0,0.0,0.0,0.0,1.02,1.8,3.3,0.0,20.66,20.96,18.36,14.92
hsa-miR-205-5p,58.7,25.12,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.71,103.7,103.18,76.21
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.55,0.0,0.0
hsa-miR-208b-3p,117.41,121.39,88.75,51.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0
hsa-miR-20a-5p,24.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,32.18,30.34,13.22,7.62
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.55,0.0,1.91
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79,0.0,14.57,27.58,8.08,1.27
