miRNA,SRR6080181,SRR6080183
hsa-let-7a-2-3p,0.38,0.0
hsa-let-7a-3p,10.52,0.4
hsa-let-7a-5p,887.57,11.36
hsa-let-7b-3p,0.19,0.0
hsa-let-7b-5p,47.72,1.19
hsa-let-7c-3p,0.38,0.0
hsa-let-7c-5p,104.09,4.89
hsa-let-7d-3p,11.09,0.0
hsa-let-7d-5p,55.61,0.66
hsa-let-7e-3p,1.13,0.0
hsa-let-7e-5p,120.43,2.38
hsa-let-7f-1-3p,0.56,0.0
hsa-let-7f-2-3p,0.38,0.0
hsa-let-7f-5p,253.08,21.65
hsa-let-7g-3p,0.38,0.0
hsa-let-7g-5p,344.77,46.61
hsa-let-7i-3p,0.19,0.0
hsa-let-7i-5p,257.59,9.24
hsa-miR-1-3p,0.38,0.0
hsa-miR-100-5p,7576.06,4.49
hsa-miR-101-3p,17.47,10.69
hsa-miR-10394-3p,0.19,0.0
hsa-miR-10395-3p,1.5,1.19
hsa-miR-10396a-5p,0.38,0.0
hsa-miR-10396b-3p,0.56,0.53
hsa-miR-10399-3p,12.96,0.0
hsa-miR-103a-2-5p,0.56,0.0
hsa-miR-103a-3p,176.42,49.25
hsa-miR-10401-3p,12.78,0.66
hsa-miR-10401-5p,0.19,0.0
hsa-miR-105-3p,0.56,0.0
hsa-miR-105-5p,14.47,0.13
hsa-miR-10523-5p,0.56,0.53
hsa-miR-10526-3p,0.19,0.0
hsa-miR-10527-5p,0.56,0.0
hsa-miR-106a-5p,0.38,0.0
hsa-miR-106b-3p,142.23,11.09
hsa-miR-106b-5p,40.21,14.26
hsa-miR-107,35.51,3.83
hsa-miR-10a-3p,7.52,2.64
hsa-miR-10a-5p,986.96,336.69
hsa-miR-10b-3p,0.38,0.4
hsa-miR-10b-5p,53.73,160.42
hsa-miR-1180-3p,93.38,15.45
hsa-miR-1180-5p,0.19,0.0
hsa-miR-1182,0.0,0.13
hsa-miR-12136,1.32,0.0
hsa-miR-122-5p,18.04,0.79
hsa-miR-1226-3p,6.76,0.13
hsa-miR-1226-5p,0.38,0.0
hsa-miR-1228-3p,0.56,0.0
hsa-miR-1228-5p,0.19,0.0
hsa-miR-1229-3p,0.38,0.0
hsa-miR-122b-5p,0.19,0.0
hsa-miR-1234-3p,0.38,0.0
hsa-miR-1243,0.94,0.0
hsa-miR-1246,16.35,59.81
hsa-miR-1248,0.75,0.0
hsa-miR-1249-3p,0.75,0.26
hsa-miR-1250-5p,1.13,0.26
hsa-miR-1255a,2.25,0.13
hsa-miR-1256,0.0,0.13
hsa-miR-125a-3p,5.26,0.13
hsa-miR-125a-5p,109.91,2.51
hsa-miR-125b-1-3p,28.37,0.13
hsa-miR-125b-2-3p,2.44,0.13
hsa-miR-125b-5p,324.1,1.98
