miRNA,SRR11510066,SRR11510067,SRR11510068,SRR11510069
hsa-let-7a-3p,2.11,15.26,4.82,23.89
hsa-let-7a-5p,15051.39,21753.17,21148.27,8811.04
hsa-let-7b-3p,0.97,2.11,0.31,6.36
hsa-let-7b-5p,5980.56,10467.45,10060.23,4875.01
hsa-let-7c-3p,0.0,0.0,0.16,0.0
hsa-let-7c-5p,87.56,102.89,117.14,42.26
hsa-let-7d-3p,31.35,61.35,56.16,66.29
hsa-let-7d-5p,2170.92,3879.83,3669.47,2066.11
hsa-let-7e-3p,0.0,0.0,0.0,0.14
hsa-let-7e-5p,9.1,12.82,12.29,5.37
hsa-let-7f-1-3p,0.16,1.3,0.31,0.99
hsa-let-7f-2-3p,0.49,1.14,0.78,3.11
hsa-let-7f-5p,39223.66,36455.06,40242.63,17413.02
hsa-let-7g-3p,0.32,0.49,0.47,2.54
hsa-let-7g-5p,29179.54,34067.79,43615.74,18171.5
hsa-let-7i-3p,4.71,4.06,12.29,10.32
hsa-let-7i-5p,24029.63,16802.88,41113.17,12421.96
hsa-miR-1-3p,0.65,0.97,1.4,13.29
hsa-miR-100-5p,2.92,77.57,3.42,24.03
hsa-miR-101-3p,2966.48,3136.39,4185.63,5317.44
hsa-miR-101-5p,0.16,0.49,0.31,0.71
hsa-miR-10394-3p,0.0,0.16,0.0,0.0
hsa-miR-10395-3p,0.0,0.16,0.0,1.84
hsa-miR-10395-5p,0.0,0.16,0.0,0.42
hsa-miR-10399-3p,2.76,3.57,6.84,5.37
hsa-miR-10399-5p,0.16,0.0,0.0,0.42
hsa-miR-103a-2-5p,0.0,0.0,0.78,0.14
hsa-miR-103a-3p,2433.46,362.39,950.19,1508.77
hsa-miR-10401-3p,0.81,0.97,0.47,0.14
hsa-miR-106a-3p,0.32,2.27,2.02,3.25
hsa-miR-106a-5p,156.12,156.93,108.43,126.37
hsa-miR-106b-3p,466.74,849.09,1175.29,1027.19
hsa-miR-106b-5p,506.54,726.24,588.5,1083.73
hsa-miR-107,10.56,6.65,27.69,15.12
hsa-miR-10a-3p,0.16,0.0,0.16,0.57
hsa-miR-10a-5p,13.32,20.12,19.76,32.93
hsa-miR-10b-5p,0.49,1.79,2.64,4.38
hsa-miR-11400,0.16,0.16,0.16,0.0
hsa-miR-11401,1.14,1.62,1.4,0.42
hsa-miR-1179,0.0,0.0,0.16,0.0
hsa-miR-1180-3p,21.93,51.28,109.83,88.06
hsa-miR-1183,0.0,0.16,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.16,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.14
hsa-miR-122-3p,0.16,0.0,0.0,0.0
hsa-miR-122-5p,32.0,49.82,34.69,3.53
hsa-miR-1226-3p,0.0,0.32,0.0,0.0
hsa-miR-1227-3p,0.0,0.16,0.0,0.14
hsa-miR-1229-3p,0.0,0.0,0.31,0.85
hsa-miR-1234-3p,0.0,0.16,0.16,0.0
hsa-miR-1238-5p,0.0,0.0,0.0,0.14
hsa-miR-1244,0.0,0.0,0.0,0.14
hsa-miR-1246,0.0,0.65,0.16,0.0
hsa-miR-1248,0.0,0.0,0.0,0.14
hsa-miR-1249-3p,0.0,0.16,0.16,0.28
hsa-miR-1255a,1.46,0.0,0.31,0.57
hsa-miR-1255b-5p,2.6,8.93,11.36,35.62
hsa-miR-1256,0.0,0.0,0.0,0.71
hsa-miR-125a-5p,0.49,2.6,2.64,2.54
hsa-miR-125b-1-3p,0.0,0.16,0.16,0.0
hsa-miR-125b-5p,2.44,3.57,4.04,2.26
hsa-miR-126-3p,4656.37,2381.1,4885.98,2100.18
hsa-miR-126-5p,27.13,30.67,44.18,16.11
hsa-miR-1260a,0.0,0.0,0.0,0.85
hsa-miR-1260b,0.0,0.0,0.0,0.14
hsa-miR-1268b,0.0,0.16,0.0,0.0
hsa-miR-127-3p,0.0,0.0,0.31,0.0
hsa-miR-127-5p,0.0,0.0,0.16,0.0
hsa-miR-1270,2.11,3.08,3.58,5.37
hsa-miR-1271-5p,0.49,0.49,0.16,0.85
hsa-miR-1273c,0.81,0.81,1.09,0.99
hsa-miR-1273h-3p,0.16,0.16,0.0,0.14
hsa-miR-1273h-5p,0.0,0.0,0.0,0.57
hsa-miR-1275,0.0,0.0,0.0,0.14
hsa-miR-1277-3p,0.32,0.32,0.78,3.11
hsa-miR-1278,2.92,1.14,2.8,6.64
hsa-miR-128-1-5p,0.32,0.0,0.0,0.42
hsa-miR-128-3p,96.66,156.28,212.19,116.9
hsa-miR-1284,0.65,1.62,1.71,0.99
hsa-miR-1285-3p,4.06,8.11,6.69,15.97
hsa-miR-1285-5p,0.16,0.65,0.93,2.4
hsa-miR-1287-5p,0.81,0.49,2.64,0.57
hsa-miR-1288-3p,0.0,0.32,0.0,0.0
hsa-miR-1289,0.16,0.16,0.31,0.42
hsa-miR-129-1-3p,0.16,0.0,0.0,0.28
hsa-miR-129-5p,0.0,0.16,0.16,0.0
hsa-miR-1290,0.0,0.0,0.0,0.14
hsa-miR-1291,0.0,0.0,0.0,0.14
hsa-miR-1292-3p,0.0,0.0,0.16,0.0
hsa-miR-1292-5p,0.32,1.46,1.09,1.27
hsa-miR-1294,2.11,5.84,4.98,5.37
hsa-miR-1295a,0.0,0.0,0.0,0.14
hsa-miR-1297,0.16,0.16,0.31,0.0
hsa-miR-1299,0.65,0.32,0.31,1.27
hsa-miR-1301-3p,1.46,2.11,3.58,4.38
hsa-miR-1302,0.0,0.0,0.31,0.0
hsa-miR-1303,0.65,0.49,2.02,0.99
hsa-miR-1304-3p,0.0,0.0,0.62,0.0
hsa-miR-1304-5p,4.55,8.76,4.51,31.52
hsa-miR-1306-3p,1.3,1.3,4.04,3.25
hsa-miR-1306-5p,0.49,0.97,2.18,1.98
hsa-miR-1307-3p,7.8,23.21,37.34,42.26
hsa-miR-1307-5p,1.14,3.73,4.2,3.39
hsa-miR-130a-3p,34.6,16.23,115.74,13.57
hsa-miR-130a-5p,0.32,0.16,0.16,2.26
hsa-miR-130b-3p,9.91,9.41,37.18,12.86
hsa-miR-130b-5p,2.11,1.3,3.11,1.13
hsa-miR-132-3p,2.11,4.38,7.0,17.24
hsa-miR-132-5p,0.49,0.81,2.18,4.24
hsa-miR-133a-3p,0.0,0.0,0.16,1.13
hsa-miR-133b,0.0,0.0,0.0,0.14
hsa-miR-134-5p,0.32,0.32,0.31,0.71
hsa-miR-1343-3p,0.0,0.0,0.16,0.57
hsa-miR-135a-5p,1.95,2.76,1.71,1.7
hsa-miR-135b-5p,0.0,0.16,0.0,0.0
hsa-miR-136-3p,0.0,0.0,0.16,0.28
hsa-miR-136-5p,0.0,0.0,0.16,1.27
hsa-miR-138-1-3p,0.16,0.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,0.31,0.14
hsa-miR-139-5p,1.46,2.11,1.4,6.64
hsa-miR-140-3p,1659.83,898.11,2061.39,842.16
hsa-miR-140-5p,10.88,17.53,18.67,35.76
hsa-miR-141-3p,0.0,0.16,0.62,0.0
hsa-miR-142-3p,151.25,196.53,389.38,218.24
hsa-miR-142-5p,1018.29,1033.78,2803.28,617.98
hsa-miR-143-3p,21.93,36.68,34.69,59.08
hsa-miR-143-5p,0.16,0.16,0.16,1.27
hsa-miR-144-3p,498.58,1166.69,1809.53,1624.96
hsa-miR-144-5p,259.93,743.77,649.79,624.06
hsa-miR-145-3p,0.0,0.32,0.0,0.57
hsa-miR-145-5p,1.3,1.3,1.4,5.51
hsa-miR-1468-5p,0.0,0.0,0.16,0.0
hsa-miR-146a-3p,0.0,0.16,0.16,0.0
hsa-miR-146a-5p,209.25,148.82,197.88,348.29
hsa-miR-146b-3p,0.0,0.16,0.47,0.71
hsa-miR-146b-5p,108.68,120.58,174.54,96.97
hsa-miR-147b-3p,0.16,0.0,0.31,0.28
hsa-miR-147b-5p,0.16,0.0,0.0,0.0
hsa-miR-148a-3p,5192.96,3843.64,3699.18,7919.4
hsa-miR-148a-5p,0.65,0.81,0.93,2.83
hsa-miR-148b-3p,403.22,618.48,579.63,257.82
hsa-miR-148b-5p,12.18,5.84,20.69,12.3
hsa-miR-149-5p,0.0,0.0,0.16,0.0
hsa-miR-150-3p,0.0,0.49,0.47,0.0
hsa-miR-150-5p,104.79,91.37,80.74,103.75
hsa-miR-151a-3p,279.27,472.42,784.51,1091.08
hsa-miR-151a-5p,81.39,161.64,114.34,94.28
hsa-miR-151b,21.61,17.04,9.65,3.25
hsa-miR-152-3p,7.96,12.98,9.02,13.99
hsa-miR-154-5p,0.0,0.0,0.0,0.28
hsa-miR-155-5p,19.17,23.53,28.62,44.67
hsa-miR-15a-3p,0.0,0.16,0.16,0.0
hsa-miR-15a-5p,274.07,160.67,232.26,199.87
hsa-miR-15b-3p,47.76,132.75,37.65,272.1
hsa-miR-15b-5p,535.46,652.4,852.96,891.49
hsa-miR-16-1-3p,0.0,0.49,0.47,0.42
hsa-miR-16-2-3p,9.26,144.6,24.89,109.97
hsa-miR-16-5p,20661.88,4146.8,12695.19,2093.39
hsa-miR-17-3p,4.22,5.84,7.93,20.78
hsa-miR-17-5p,1379.75,1191.36,1114.0,1108.47
hsa-miR-181a-2-3p,12.02,10.71,20.22,27.14
hsa-miR-181a-3p,0.49,1.3,1.71,4.52
hsa-miR-181a-5p,336.13,642.5,785.14,1119.35
hsa-miR-181b-2-3p,0.0,0.16,0.0,0.14
hsa-miR-181b-3p,0.16,0.16,0.16,0.14
