miRNA,SRR24831285
hsa-miR-21-5p,40178
hsa-let-7i-5p,15209
hsa-miR-100-5p,5629
hsa-miR-221-3p,4635
hsa-miR-26a-5p,2920
hsa-let-7g-5p,2865
hsa-miR-199a-3p,4451
hsa-let-7b-5p,1944
hsa-miR-99a-5p,1572
hsa-let-7a-5p,1564
hsa-miR-127-3p,1316
hsa-let-7f-5p,990
hsa-miR-320a-3p,1058
hsa-miR-27a-3p,1079
hsa-miR-222-3p,1788
hsa-miR-148a-3p,674
hsa-miR-224-5p,934
hsa-miR-10b-5p,706
hsa-let-7c-5p,699
hsa-miR-25-3p,535
hsa-miR-409-3p,941
hsa-miR-151a-3p,793
hsa-miR-199a-5p,476
hsa-miR-29a-3p,1105
hsa-miR-143-3p,662
hsa-miR-30d-5p,756
hsa-miR-379-5p,399
hsa-miR-146b-5p,665
hsa-miR-22-3p,244
hsa-miR-381-3p,235
hsa-miR-370-3p,240
hsa-miR-24-3p,403
hsa-miR-493-5p,258
hsa-miR-125b-5p,455
hsa-miR-199b-5p,251
hsa-miR-27b-3p,316
hsa-miR-30a-5p,344
hsa-miR-221-5p,203
hsa-miR-10a-5p,184
hsa-miR-99b-5p,263
hsa-miR-23a-3p,274
hsa-miR-493-3p,176
hsa-miR-155-5p,166
hsa-miR-134-5p,166
hsa-miR-140-3p,295
hsa-miR-378a-3p,135
hsa-miR-654-3p,228
hsa-miR-382-5p,139
hsa-miR-193a-5p,143
hsa-miR-30c-5p,139
hsa-miR-503-5p,131
hsa-miR-494-3p,78
hsa-miR-7-5p,86
hsa-miR-136-3p,77
hsa-miR-152-3p,137
hsa-miR-532-5p,69
hsa-let-7e-5p,115
hsa-miR-148b-3p,68
hsa-miR-382-3p,115
hsa-miR-125a-5p,88
hsa-miR-574-5p,107
hsa-miR-543,89
hsa-miR-629-5p,76
hsa-miR-423-5p,79
hsa-miR-423-3p,79
hsa-miR-191-5p,103
hsa-let-7d-5p,72
hsa-miR-1246,124
hsa-miR-30e-5p,54
hsa-miR-92a-3p,89
hsa-miR-744-5p,67
hsa-miR-181a-5p,82
hsa-miR-128-3p,63
hsa-miR-181b-5p,54
hsa-miR-129-5p,36
hsa-miR-125b-1-3p,55
hsa-miR-31-5p,53
hsa-miR-185-5p,44
hsa-miR-320b,82
hsa-miR-122-5p,42
hsa-miR-574-3p,56
hsa-miR-214-5p,33
hsa-miR-323a-3p,56
hsa-miR-218-5p,48
hsa-miR-22-5p,37
hsa-miR-34c-5p,35
hsa-miR-34a-5p,59
hsa-miR-424-3p,50
hsa-miR-26b-5p,32
hsa-miR-450a-5p,54
hsa-miR-199b-3p,37
hsa-miR-210-3p,36
hsa-miR-889-3p,39
hsa-miR-28-3p,68
hsa-miR-99b-3p,50
hsa-miR-455-5p,25
hsa-miR-145-5p,23
hsa-miR-106b-3p,49
hsa-miR-93-5p,22
hsa-miR-320c,35
hsa-miR-654-5p,24
hsa-miR-941,18
hsa-miR-196a-5p,21
hsa-miR-1271-5p,18
hsa-miR-433-3p,20
hsa-miR-411-5p,36
hsa-miR-92b-3p,23
hsa-miR-665,31
hsa-miR-411-3p,16
hsa-miR-502-3p,16
hsa-miR-452-5p,25
hsa-miR-3158-3p,15
hsa-miR-98-5p,18
hsa-miR-181a-2-3p,27
hsa-miR-361-3p,51
hsa-miR-660-5p,13
hsa-miR-495-3p,19
