miRNA,SRR14730725,SRR14730726,SRR14730727,SRR14730728,SRR14730729,SRR14730730,SRR14730731,SRR14730732,SRR14730733,SRR14730734,SRR14730735,SRR14730736,SRR14730737,SRR14730738,SRR14730739,SRR14730740
hsa-miR-136-5p,27.82,18.74,58.15,9.23,30.72,3.06,8.7,0.0,21.2,111.91,116.81,69.78,16.99,5.85,7.72,0.75
hsa-miR-137-3p,1.6,4.21,0.36,0.36,4.93,0.38,0.0,0.0,5.5,57.3,42.21,36.19,7.69,1.88,0.16,0.0
hsa-miR-137-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.26,1.19,1.53,0.0,0.25,0.0,0.0,0.0
hsa-miR-138-1-3p,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.13,1.64,1.38,0.55,0.0,0.0,0.0,0.0
hsa-miR-138-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,3.72,0.46,1.92,0.62,0.0,0.0,0.0
hsa-miR-138-5p,4.68,7.85,0.24,1.92,17.07,0.51,0.39,0.0,21.33,179.48,141.67,87.33,18.35,8.36,0.48,0.0
hsa-miR-139-3p,55.88,247.9,392.86,82.12,46.52,26.38,8.12,23.18,210.82,31.4,42.82,443.91,126.46,204.89,23.8,51.88
hsa-miR-139-5p,150.65,57.98,622.31,46.51,44.37,57.86,3.48,2.74,119.21,555.09,415.34,250.75,178.16,35.12,12.22,20.3
hsa-miR-140-3p,12933.16,5228.76,7810.59,1186.43,4959.98,6580.92,663.86,61.47,2566.56,1151.56,1446.19,910.72,887.82,339.12,567.41,957.08
hsa-miR-140-5p,14.89,7.85,12.5,0.96,5.82,9.05,3.29,0.29,13.09,75.15,69.38,32.63,19.46,3.35,0.96,0.9
hsa-miR-141-3p,5.29,0.0,0.24,0.0,0.38,0.51,0.77,0.0,0.13,1.64,0.61,2.06,0.0,0.42,0.0,0.0
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,26.09,13.51,95.67,92.79,21.11,11.73,2.71,0.58,17.01,148.52,200.77,85.27,72.9,3.76,8.68,3.16
hsa-miR-142-5p,661.3,531.54,795.92,929.41,265.86,522.29,92.99,8.21,315.11,217.87,309.13,362.2,124.48,61.89,165.61,112.47
hsa-miR-143-3p,3968.4,1580.66,4451.49,649.14,4456.71,13263.17,5093.4,26.63,1368.14,7787.52,5674.07,5517.11,1158.23,770.22,860.84,125.56
hsa-miR-143-5p,9.35,29.35,34.36,16.18,85.71,0.76,5.61,0.0,10.47,16.52,14.89,81.98,1.49,11.5,9.0,2.71
hsa-miR-144-3p,92.8,7.27,21.85,4.44,23.51,156.13,8.7,0.0,41.48,7.74,10.44,10.42,4.96,3.55,13.18,2.41
hsa-miR-144-5p,6.4,24.27,4.13,1.92,9.35,6.12,0.39,0.43,5.63,9.08,4.76,4.11,0.74,1.67,9.49,5.26
hsa-miR-145-3p,25.35,3.2,8.13,0.48,9.1,15.55,9.28,0.72,6.94,13.54,10.28,8.64,5.21,4.6,8.84,1.95
hsa-miR-145-5p,13.05,28.48,52.32,12.83,40.71,4.21,2.13,0.14,22.51,306.71,167.46,106.66,38.31,14.01,5.15,1.95
hsa-miR-1468-5p,12.06,5.23,5.83,1.08,16.43,13.89,16.63,0.58,9.03,0.0,9.06,3.98,5.08,0.63,3.38,3.16
hsa-miR-146a-3p,5.05,7.99,13.84,4.44,2.53,3.7,0.0,0.0,0.79,4.46,2.15,4.94,1.24,0.0,3.05,1.2
hsa-miR-146a-5p,12364.54,9648.59,40750.77,4159.04,3781.27,1085.63,1840.41,391.26,4285.41,1085.93,1531.53,6461.83,993.08,1542.33,3127.26,3422.34
hsa-miR-146b-3p,26.71,27.32,81.1,15.22,62.45,12.49,21.27,0.72,19.89,18.16,32.85,18.78,14.38,3.97,10.61,31.58
hsa-miR-146b-5p,1116.69,565.25,2702.68,294.54,311.49,752.21,732.3,39.87,1095.95,1348.29,1363.61,443.91,899.6,124.19,257.58,480.42
hsa-miR-147a,0.0,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.15,0.27,0.0,0.0,0.0,0.0
hsa-miR-147b-3p,69.54,63.5,8.74,58.98,230.46,3.57,7.35,0.86,30.49,4.76,10.28,104.6,1.98,12.54,13.35,5.11
hsa-miR-147b-5p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.41,0.25,0.0,0.0,0.0
hsa-miR-148a-3p,124845.37,11460.29,100551.27,3999.72,49805.36,300619.55,396842.19,334.39,13784.68,47141.21,46070.4,27702.36,20826.87,3616.33,26879.29,5609.42
hsa-miR-148a-5p,59.69,288.0,225.45,69.89,652.82,23.96,269.1,6.19,68.57,45.39,52.49,178.22,10.79,11.08,255.97,88.87
hsa-miR-148b-3p,930.35,570.33,4423.69,195.28,573.93,711.43,450.82,13.96,579.19,983.84,866.91,576.48,262.47,129.63,286.68,165.85
hsa-miR-148b-5p,2.71,0.73,5.95,0.0,2.4,2.42,0.39,0.0,4.58,6.25,8.13,4.11,2.6,0.84,0.0,1.05
hsa-miR-149-3p,0.0,1.16,3.64,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.16,0.15
hsa-miR-149-5p,1.85,7.27,0.61,1.92,5.69,0.38,0.19,0.0,6.8,76.64,44.05,35.23,8.93,3.97,0.0,0.0
hsa-miR-150-3p,31.75,23.69,10.68,4.32,11.38,11.6,2.32,2.59,75.9,1.79,31.93,7.13,14.26,59.59,5.95,36.54
hsa-miR-150-5p,44.68,20.92,45.89,19.9,13.4,11.47,0.58,6.91,207.15,62.8,64.77,34.27,37.32,23.0,2.57,41.05
hsa-miR-151a-3p,104954.49,26353.49,123775.19,14686.57,11219.91,108429.05,9916.93,964.17,17673.71,1266.59,10533.73,5726.46,30001.55,4569.7,5936.16,4404.09
hsa-miR-151a-5p,14.89,9.88,127.72,1.44,6.32,7.9,1.35,0.29,16.75,70.09,45.13,44.14,18.47,10.45,0.96,1.35
hsa-miR-151b,2.58,0.0,1.21,0.12,0.88,0.25,0.39,0.0,1.05,5.8,3.22,1.51,1.61,0.42,0.0,0.0
hsa-miR-152-3p,594.1,291.78,719.43,60.18,466.23,116.62,310.09,8.64,202.44,452.71,345.81,337.53,84.18,85.51,144.55,63.15
hsa-miR-152-5p,0.12,0.58,2.79,0.36,0.88,0.13,0.77,0.0,0.39,1.79,3.07,0.96,0.62,0.21,0.32,0.45
hsa-miR-153-3p,0.98,1.16,0.49,0.0,4.8,0.13,0.0,0.0,5.23,43.75,26.09,19.19,10.29,0.84,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.61,0.0,0.0,0.0,0.0,0.15
hsa-miR-1538,1.6,1.74,4.49,1.2,2.53,0.0,0.19,0.14,1.44,0.0,0.15,2.19,0.25,2.09,0.96,0.9
hsa-miR-154-3p,0.62,0.87,0.0,0.0,0.25,0.13,0.0,0.0,0.0,3.13,3.38,2.47,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.37,0.73,2.19,0.0,0.25,0.76,0.0,0.0,2.49,25.3,15.96,14.81,1.24,0.84,0.16,0.0
hsa-miR-155-5p,62.52,9.15,54.63,11.03,28.95,9.18,0.97,0.72,32.58,217.87,297.46,47.85,163.53,11.92,1.61,3.16
hsa-miR-1587,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,13.42,1.89,5.1,1.2,2.78,12.36,0.0,0.14,8.64,6.55,9.52,11.24,1.98,0.63,0.96,2.11
hsa-miR-15b-3p,10.95,20.63,25.01,16.06,7.08,7.39,0.19,1.3,18.84,4.46,6.29,3.84,1.36,3.97,7.07,8.87
hsa-miR-15b-5p,53.79,12.35,57.55,13.07,16.18,50.09,1.35,0.0,37.03,40.48,39.29,20.43,15.5,11.92,10.77,2.86
hsa-miR-16-1-3p,0.12,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.92,0.0,0.37,0.0,0.8,0.0
hsa-miR-16-2-3p,227.45,1017.88,70.9,56.94,64.6,69.72,9.86,43.62,740.67,24.11,195.09,15.9,36.2,265.94,196.96,108.56
hsa-miR-16-5p,194.59,62.63,240.5,10.07,46.02,232.22,6.96,4.32,220.76,328.89,285.8,162.87,102.78,33.66,18.65,25.86
hsa-miR-17-3p,0.86,2.62,4.37,4.2,10.75,0.89,1.16,0.0,1.05,0.0,0.0,10.28,0.12,1.05,2.41,1.8
hsa-miR-17-5p,203.94,32.11,245.84,12.23,35.65,24.22,6.19,2.02,65.04,165.78,112.05,82.26,42.53,21.95,6.11,14.28
hsa-miR-181a-2-3p,34.09,104.91,91.42,32.61,90.01,83.1,15.08,0.72,109.79,46.13,73.98,51.14,27.4,29.9,11.9,26.46
hsa-miR-181a-3p,11.32,6.83,31.08,1.44,15.42,2.42,0.77,0.0,12.69,61.61,76.28,33.73,18.72,3.14,1.45,1.8
hsa-miR-181a-5p,567.88,224.65,737.04,77.44,258.52,120.57,98.98,6.33,736.48,1680.9,1344.88,880.15,259.24,185.03,108.05,70.52
hsa-miR-181b-2-3p,0.0,0.0,0.61,0.0,0.0,0.13,0.19,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.16,0.0
hsa-miR-181b-3p,1.6,3.05,3.16,0.72,1.01,1.53,0.0,0.29,0.13,7.29,3.68,5.07,1.36,0.42,0.16,0.15
hsa-miR-181b-5p,82.34,90.67,112.54,18.1,69.78,23.07,13.15,2.3,120.65,519.97,431.92,283.92,73.64,51.43,17.36,27.67
hsa-miR-181c-3p,11.57,10.17,42.37,5.63,10.75,3.31,1.93,0.0,9.03,17.71,25.02,20.56,2.73,2.09,2.09,1.8
hsa-miR-181c-5p,1.35,1.02,2.55,0.72,1.52,0.25,0.0,0.0,1.57,13.99,6.6,8.23,2.85,1.46,0.32,0.0
hsa-miR-181d-3p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,26.22,17.73,56.33,5.75,18.2,4.21,1.35,0.14,34.15,219.51,177.9,107.35,30.13,15.26,9.0,5.86
hsa-miR-182-3p,0.49,0.0,0.12,0.6,3.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.48,0.0
hsa-miR-182-5p,438.77,97.07,181.38,39.92,229.7,355.84,84.87,8.49,207.94,226.35,178.66,117.35,91.99,47.25,32.96,191.42
hsa-miR-1827,0.12,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.21,0.16,0.0
hsa-miR-183-3p,0.25,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.31,1.37,0.0,0.0,0.0,0.0
hsa-miR-183-5p,200.25,111.16,60.34,27.81,75.34,186.33,24.36,3.89,202.18,134.09,172.83,82.94,47.36,43.07,20.58,121.8
hsa-miR-184,30.89,174.66,19.91,15.94,128.57,32.63,0.0,0.43,193.67,1521.52,1091.01,1094.84,107.24,136.32,0.96,0.6
hsa-miR-1843,130.46,58.85,92.14,13.43,19.47,138.54,14.5,2.88,109.27,9.52,85.19,18.92,30.5,39.51,16.4,16.39
hsa-miR-185-3p,111.14,1034.74,1160.01,363.71,215.29,21.03,11.21,20.73,228.48,28.42,46.66,1220.42,27.28,129.0,93.09,139.54
hsa-miR-185-5p,23093.24,28518.72,15893.97,9304.9,6389.13,2020.1,1090.71,932.07,23783.18,1156.32,6108.91,11465.94,1420.94,5250.02,7554.13,6029.25
hsa-miR-186-5p,1248.38,501.6,1722.71,145.05,961.53,408.1,156.4,5.76,1501.23,314.75,323.4,227.99,159.56,239.6,440.07,155.03
hsa-miR-187-3p,1.35,3.05,2.55,0.6,1.77,0.76,0.0,0.0,5.76,29.91,27.94,20.15,4.09,1.46,0.8,0.0
hsa-miR-187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,1.97,0.0,0.49,0.24,0.13,0.0,0.39,0.0,0.52,1.49,1.53,1.92,0.37,0.0,0.0,0.0
hsa-miR-18a-3p,3.69,1.16,4.61,1.44,1.26,1.4,0.0,0.0,1.96,0.45,2.3,2.47,1.24,0.63,0.8,2.11
hsa-miR-18a-5p,2.71,0.0,3.04,0.12,0.63,1.4,0.19,0.0,0.65,11.61,8.6,5.9,2.73,1.25,0.0,0.0
hsa-miR-18b-3p,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0
hsa-miR-18b-5p,0.74,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.15,3.68,0.96,0.12,0.0,0.0,0.15
hsa-miR-1908-3p,0.0,0.73,0.97,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.3
hsa-miR-1908-5p,40.49,261.26,87.65,46.75,24.52,8.92,3.87,7.2,97.1,33.19,24.4,101.45,7.81,95.34,16.88,18.65
hsa-miR-1909-3p,0.0,0.0,0.36,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-1909-5p,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
hsa-miR-190a-5p,0.49,0.0,8.5,0.0,1.01,0.0,0.0,0.0,0.13,7.29,2.0,2.19,0.74,0.0,0.0,0.3
hsa-miR-190b-5p,3.57,1.45,9.11,2.16,0.0,0.64,0.58,0.0,3.93,2.08,3.68,2.6,1.36,1.67,0.96,1.65
hsa-miR-191-3p,5.05,2.03,6.07,0.96,2.4,2.29,0.77,0.58,3.66,0.45,0.31,2.6,2.6,2.09,1.45,0.6
hsa-miR-191-5p,2138.97,814.16,3804.04,507.44,320.85,180.6,103.43,96.59,1580.14,1392.79,1257.09,609.11,563.99,252.14,263.85,321.63
hsa-miR-1910-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0
hsa-miR-1911-5p,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1912-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,3.38,0.55,0.0,0.0,0.0,0.0
hsa-miR-1913,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1915-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.25,0.0,0.36,0.0,1.14,0.13,0.19,0.0,0.0,1.49,0.46,1.37,0.37,0.42,0.0,0.45
hsa-miR-192-5p,2558.18,1573.39,945.24,215.66,7264.19,1222.0,16686.23,52.54,2373.54,10024.86,7674.51,5782.25,1288.78,648.33,1842.11,1506.67
hsa-miR-193a-3p,0.12,0.0,0.24,0.96,2.91,0.38,0.0,0.0,0.79,2.98,2.0,2.06,0.74,0.63,0.16,0.0
hsa-miR-193a-5p,591.27,1795.57,153.94,160.76,2404.2,38.36,408.1,164.68,996.63,93.46,419.18,744.29,24.92,883.54,557.44,351.41
hsa-miR-193b-3p,2.71,6.83,3.76,2.4,16.94,0.25,4.45,0.14,5.89,44.65,23.48,23.17,3.6,2.51,3.7,4.36
hsa-miR-193b-5p,72.37,183.67,14.57,57.66,420.08,21.16,179.4,16.55,81.26,10.27,65.85,251.84,2.23,72.34,118.5,103.6
hsa-miR-194-3p,3.2,4.36,0.85,0.96,15.04,0.64,4.06,0.0,2.62,21.43,19.03,21.39,4.34,2.51,0.8,1.8
hsa-miR-194-5p,324.19,271.0,53.3,18.82,255.62,100.43,243.39,0.86,317.99,2464.14,1809.96,1306.38,281.19,150.95,22.67,28.12
hsa-miR-195-3p,16.0,3.92,2.67,1.2,10.37,11.98,4.25,0.72,8.11,10.71,6.75,4.25,4.71,3.14,6.91,2.56
hsa-miR-195-5p,3.2,5.96,1.46,0.0,5.06,2.29,1.16,0.0,6.15,43.31,31.01,27.69,3.72,2.93,0.48,0.3
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,1.35,0.29,0.61,0.24,1.52,0.76,0.0,0.0,1.31,6.4,9.52,10.01,0.37,0.84,0.0,0.15
hsa-miR-196b-5p,3.94,1.31,8.74,3.12,2.78,1.78,0.39,0.0,3.66,9.38,3.38,6.85,3.47,0.21,0.48,0.75
hsa-miR-197-3p,27.45,7.27,87.05,10.19,5.56,1.78,0.0,2.16,26.17,15.63,25.17,10.01,18.35,3.55,3.22,6.17
hsa-miR-197-5p,1.97,1.74,2.91,1.44,2.28,0.51,0.0,0.72,2.09,0.0,0.31,1.37,0.0,0.42,0.96,1.35
hsa-miR-1976,0.49,2.76,2.19,0.0,1.01,3.19,0.19,0.0,5.23,0.0,0.77,0.0,0.74,2.3,0.48,1.35
hsa-miR-199a-3p,503.14,475.3,1736.31,4.2,171.42,65.13,223.86,7.77,221.68,594.53,935.52,439.66,72.4,91.99,32.16,54.58
hsa-miR-199a-5p,215.39,259.08,923.51,209.91,108.09,110.12,52.39,4.46,135.57,427.41,282.27,294.89,80.84,42.23,72.19,35.94
hsa-miR-199b-3p,415.27,19.76,234.43,99.5,371.54,53.4,60.32,1.87,46.32,791.12,60.17,522.88,87.41,33.66,111.42,6.32
hsa-miR-199b-5p,5.42,10.32,24.28,2.76,57.39,4.08,0.39,0.14,8.51,78.43,74.29,39.21,17.11,5.23,0.8,0.6
hsa-miR-19a-3p,6.89,1.02,10.44,0.12,1.64,4.46,0.77,0.0,1.96,8.33,5.07,3.84,3.47,0.42,0.64,0.0
hsa-miR-19a-5p,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,0.0,0.29,0.85,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0
hsa-miR-19b-3p,27.2,12.5,93.36,11.27,33.63,17.97,6.19,0.86,33.5,69.35,30.85,18.23,13.64,9.41,11.09,4.96
hsa-miR-200a-3p,93.42,24.7,53.54,10.79,52.72,7.65,34.02,0.43,17.27,89.29,62.01,43.05,11.03,4.81,16.4,9.17
hsa-miR-200a-5p,22.89,1.74,8.5,4.91,2.4,4.72,4.06,0.0,1.18,6.55,2.0,2.88,0.74,0.84,0.32,0.3
hsa-miR-200b-3p,56.49,15.11,26.47,5.75,11.88,4.84,12.18,0.0,12.3,70.84,43.28,29.48,10.29,10.45,1.29,0.6
hsa-miR-200b-5p,11.08,1.16,0.73,0.0,0.25,0.64,1.55,0.14,0.13,1.79,0.0,0.0,0.0,1.05,0.48,0.45
hsa-miR-200c-3p,33.97,9.74,20.76,9.23,2.28,2.68,0.19,0.29,4.19,22.47,14.12,13.02,5.58,18.4,0.32,1.8
hsa-miR-202-3p,0.0,0.44,0.0,0.0,0.13,0.0,0.0,0.0,0.79,0.0,0.46,0.27,0.12,1.25,0.16,0.15
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.15
hsa-miR-203a-3p,9.23,5.96,4.61,2.28,20.23,6.25,3.87,0.0,26.17,166.97,55.26,92.68,17.23,8.15,0.96,0.3
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2.83,0.0,0.0,0.5,0.0,0.0,0.0
hsa-miR-204-3p,5.05,13.08,5.58,4.32,4.05,1.4,2.32,0.58,17.14,12.65,8.6,17.82,1.86,4.6,4.02,1.5
hsa-miR-204-5p,9.23,46.79,8.62,3.6,48.29,4.08,0.58,0.14,60.46,610.3,471.06,279.95,112.08,19.44,0.8,0.0
hsa-miR-205-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
hsa-miR-205-5p,2.09,21.94,2.31,21.58,7.96,0.25,0.0,0.0,16.23,12.05,9.67,7.81,1.49,33.24,0.16,0.75
hsa-miR-206,32.0,28.19,61.92,8.63,80.78,58.37,18.95,8.35,116.47,126.2,107.29,87.19,12.15,26.13,62.71,34.13
hsa-miR-208a-3p,0.0,0.87,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,1.11,0.0,0.0,0.0,0.38,0.64,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.16,0.0
hsa-miR-20a-3p,0.37,0.15,0.85,0.36,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.55,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,317.54,58.7,261.26,19.54,54.23,73.28,6.38,2.88,124.58,427.11,262.01,156.43,85.3,40.35,4.98,27.37
hsa-miR-20b-3p,0.12,0.0,0.12,0.0,0.0,0.89,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
hsa-miR-20b-5p,32.12,4.21,34.84,1.92,4.68,2.29,0.77,0.14,11.91,9.67,6.29,7.4,2.98,1.88,1.61,3.01
hsa-miR-21-3p,17.11,40.1,109.26,12.71,40.07,3.95,11.99,0.43,7.07,23.07,37.3,20.02,9.67,6.06,13.02,3.76
hsa-miR-21-5p,7263.94,4024.01,10356.17,1524.72,5507.87,2860.12,1187.37,89.25,4656.14,42466.53,38313.62,19043.86,13211.24,2359.39,344.08,577.86
hsa-miR-210-3p,15.88,140.37,89.6,75.28,144.75,1.66,5.41,4.75,55.75,15.03,11.82,143.26,2.23,28.64,27.33,16.84
hsa-miR-210-5p,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0
hsa-miR-211-5p,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,410.71,1483.59,157.34,182.21,362.56,128.47,54.9,155.18,1875.75,84.23,566.07,684.65,171.09,1322.18,277.35,452.3
hsa-miR-2113,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0
hsa-miR-2115-3p,5.05,0.0,0.0,0.0,1.64,0.51,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
hsa-miR-2115-5p,2.22,2.18,0.0,0.84,0.63,1.15,0.0,0.0,1.05,0.0,0.61,0.27,0.0,0.63,0.64,0.6
hsa-miR-2116-3p,1.23,0.73,0.0,0.0,0.0,0.0,0.19,0.0,1.05,0.0,0.0,0.82,0.12,0.0,0.0,0.15
hsa-miR-212-3p,0.0,0.73,0.0,0.24,1.77,0.13,0.0,0.0,3.14,13.69,9.98,9.05,1.49,1.25,0.0,0.0
hsa-miR-212-5p,4.06,3.49,3.4,0.24,11.38,2.04,0.39,0.0,10.99,111.91,98.69,46.48,21.45,3.35,0.96,0.15
hsa-miR-214-3p,10.95,3.05,4.25,1.2,13.91,0.76,3.29,0.0,9.29,10.71,40.67,20.7,0.25,3.14,0.64,0.15
hsa-miR-214-5p,0.37,1.31,1.82,0.0,0.63,1.4,1.55,0.0,2.88,7.44,7.21,0.0,0.0,0.63,2.41,0.45
hsa-miR-215-5p,193.36,19.04,28.65,5.87,9.86,158.68,157.56,0.14,45.54,65.48,70.91,49.35,9.3,7.94,5.63,13.38
hsa-miR-216a-3p,0.12,0.0,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.16,0.0
hsa-miR-216a-5p,0.12,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,2.58,0.0,0.36,0.0,1.14,0.51,2.13,0.0,0.13,0.3,0.46,0.0,0.0,1.05,0.0,0.15
hsa-miR-217-5p,1.97,0.0,0.61,0.0,1.52,0.13,2.32,0.0,0.39,0.0,0.0,0.14,0.0,0.42,0.0,0.0
hsa-miR-218-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.07,0.41,0.0,0.0,0.0,0.0
hsa-miR-218-5p,64.49,267.66,38.73,28.77,280.65,22.69,12.37,0.86,393.63,3786.98,3068.12,1953.33,596.22,164.12,4.82,0.75
hsa-miR-219a-1-3p,12.31,16.86,5.22,5.51,14.66,17.46,3.48,0.58,12.43,0.0,4.6,4.8,2.6,1.25,1.93,2.26
hsa-miR-219a-2-3p,1.6,4.8,1.7,1.2,3.92,0.38,0.39,0.0,39.78,393.03,246.2,130.79,44.14,1.25,0.16,0.0
hsa-miR-219a-5p,0.0,0.44,0.0,0.0,1.01,0.0,0.0,0.0,0.65,15.18,2.3,4.66,0.87,0.0,0.0,0.0
hsa-miR-219b-3p,0.12,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,3743.79,8487.15,3725.38,1156.58,5919.99,615.33,1162.24,154.89,6578.86,1100.07,1720.47,5221.54,410.75,2009.82,2457.75,1333.45
hsa-miR-22-5p,64.86,88.35,116.55,19.42,35.65,22.56,23.97,1.15,76.03,52.68,43.74,47.98,11.28,10.66,23.64,16.69
hsa-miR-221-3p,930.1,568.3,3538.17,247.79,274.07,56.33,56.64,33.25,543.33,677.57,539.83,480.52,162.79,178.76,229.44,270.06
hsa-miR-221-5p,11.94,9.15,75.15,14.51,59.16,11.47,1.93,1.3,10.08,145.25,81.96,45.24,42.03,10.87,1.77,4.96
hsa-miR-222-3p,399.02,88.93,414.96,48.79,80.91,309.32,13.92,13.68,153.24,522.35,487.02,186.59,1445.98,64.19,13.83,52.93
hsa-miR-222-5p,0.62,0.58,0.0,0.12,0.25,0.13,0.0,0.0,0.13,2.38,3.53,1.92,2.23,0.42,0.0,0.3
hsa-miR-223-3p,136.25,19.91,233.7,19.66,15.17,15.42,3.48,1.58,65.04,100.45,122.02,28.24,61.25,4.6,7.24,10.07
hsa-miR-223-5p,652.56,2102.75,476.14,261.93,93.8,317.61,58.96,46.64,393.89,43.31,97.47,146.97,169.73,72.55,119.78,118.94
hsa-miR-224-3p,0.0,1.31,0.73,0.0,0.51,0.0,0.0,0.0,0.13,0.0,0.0,0.41,0.0,0.0,0.0,0.0
