miRNA,SRR10531357,SRR10531358,SRR10531359,SRR10531360,SRR10531361,SRR10531362,SRR10531363,SRR10531364,SRR10531365,SRR10531366,SRR10531367,SRR10531368,SRR10531369,SRR10531370,SRR10531371,SRR10531372,SRR10531373,SRR10531374,SRR10531375,SRR10531376,SRR10531377,SRR10531378,SRR10531379,SRR10531380,SRR10531381,SRR10531382,SRR10531383,SRR10531384,SRR10531385,SRR10531386,SRR10531387,SRR10531388,SRR10531389,SRR10531390,SRR10531391,SRR10531392,SRR10531393,SRR10531394
hsa-let-7a-3p,0.0,0.0,0.36,0.02,0.0,0.36,1.82,0.28,0.28,0.1,0.0,4.33,0.0,3.06,0.12,0.54,0.07,0.03,0.41,0.05,0.76,0.0,0.08,0.62,0.07,0.34,0.15,0.75,0.09,0.01,0.27,0.05,0.12,0.0,0.0,0.51,0.02,0.27
hsa-let-7a-5p,3801.85,7435.42,2626.66,4799.08,6030.46,2777.82,24813.36,9123.74,4701.81,3821.04,9763.37,6763.57,12336.67,5130.51,2848.01,3972.93,5305.76,1338.42,3093.08,4059.49,5421.49,3841.56,5203.97,2499.33,2875.76,4231.83,7845.83,1983.33,10688.93,4986.22,10642.2,7516.05,4152.8,5949.25,4892.34,10267.26,6078.61,5086.67
hsa-let-7b-3p,0.7,0.13,0.0,0.34,0.0,0.37,3.65,2.78,1.69,1.37,0.0,3.89,2.01,2.67,0.12,0.13,0.06,0.12,0.75,0.79,0.34,0.15,0.06,0.11,0.06,0.7,0.2,0.04,0.09,0.01,0.05,0.09,1.94,0.35,0.21,0.21,0.98,0.4
hsa-let-7b-5p,20726.53,6856.62,12937.8,9137.77,25637.24,6005.39,65158.23,7147.94,4305.68,13064.03,31940.04,22535.65,16947.26,32886.06,8410.01,7500.7,5794.76,18507.51,7258.32,13883.58,10302.04,8105.83,5484.66,32052.05,6396.43,10692.63,8441.36,8273.65,7712.21,3684.39,10243.16,15439.87,9367.92,6865.73,4828.48,36726.62,11632.59,15079.97
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,638.95,240.8,207.7,166.38,325.8,303.93,909.81,211.52,254.96,165.65,489.51,476.05,1275.76,712.51,212.53,183.4,253.49,402.8,203.86,166.95,356.65,149.82,169.94,430.45,155.04,555.16,189.56,114.74,377.76,114.97,164.13,238.68,161.71,259.04,103.72,269.02,684.37,287.69
hsa-let-7d-3p,40.88,41.42,30.65,106.12,33.56,45.17,472.65,287.47,130.38,244.75,562.59,411.94,202.33,123.75,103.44,49.95,32.79,54.01,112.61,147.64,79.17,54.92,37.97,12.97,50.57,92.39,51.82,37.29,65.6,41.21,35.73,61.11,144.94,99.03,50.42,216.78,146.94,90.61
hsa-let-7d-5p,45.26,116.72,37.73,76.09,127.13,33.43,547.97,232.67,81.88,69.45,216.08,108.93,267.94,100.13,53.92,87.74,125.37,16.12,65.42,60.74,120.07,112.1,102.99,44.98,70.54,69.11,167.43,35.74,169.67,123.78,289.28,107.02,70.91,91.65,113.17,219.72,124.95,69.33
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.87,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.31,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08
hsa-let-7e-5p,177.71,113.43,150.91,142.91,165.13,82.97,72.72,54.89,43.36,116.5,187.4,164.88,80.63,131.45,74.11,61.47,162.99,60.31,43.99,151.46,148.35,235.58,79.12,82.02,79.02,177.77,60.59,59.12,205.85,56.25,470.88,159.42,346.63,111.56,115.11,77.77,88.45,82.8
hsa-let-7f-1-3p,0.12,0.0,0.36,0.0,0.0,0.0,0.0,1.97,0.01,0.26,0.04,7.4,0.0,1.41,0.22,0.02,0.0,0.0,0.04,0.01,0.04,0.0,0.01,0.05,0.01,0.0,0.0,0.0,0.13,0.11,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.02
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.02,0.0,0.0
hsa-let-7f-5p,3133.55,6570.84,2201.81,3183.41,5430.94,1991.71,16262.32,9207.91,5261.82,2980.18,5871.58,3683.89,12345.74,4169.36,2098.34,3224.54,4402.82,1014.82,2132.34,2357.72,3720.81,3139.41,6700.59,2590.58,2502.53,2229.89,7653.24,2187.45,10215.51,6363.21,11542.73,7577.28,2299.96,5916.79,4982.48,4737.4,3744.03,3247.11
hsa-let-7g-3p,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,183.04,349.71,161.88,276.66,258.4,105.41,2160.39,968.53,602.63,288.64,589.07,389.5,1174.67,541.99,208.89,279.95,361.98,85.49,196.69,296.97,386.13,283.13,397.7,539.6,218.68,173.54,383.54,139.75,383.3,371.95,793.16,379.43,147.69,264.91,232.4,518.64,395.33,221.58
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.04,0.3,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.02,0.0
hsa-let-7i-5p,9692.79,5894.19,3674.18,3842.22,8725.95,3155.54,8177.23,3646.56,2114.45,4908.06,3537.02,3552.83,5201.18,6828.28,4130.91,6592.93,5762.23,3833.11,4553.76,4514.37,6091.79,7872.19,10381.54,24322.73,5948.43,3579.9,7521.58,8880.78,8880.86,9619.14,14126.16,9787.2,3425.56,6759.92,4268.4,9413.61,4919.69,5144.93
hsa-miR-1-3p,149.75,58.37,52.39,91.53,200.72,46.11,43.49,265.49,531.41,106.98,152.25,57.45,464.54,25.12,98.46,21.46,38.27,53.3,69.02,30.55,33.3,120.29,39.98,1584.1,28.94,24.46,112.94,118.24,336.05,35.37,120.97,403.01,15.11,258.51,50.24,69.0,62.38,31.68
hsa-miR-100-5p,24.97,16.06,40.82,7.03,28.54,17.84,70.23,59.23,31.72,37.87,78.54,299.95,114.65,97.8,13.12,9.02,8.35,32.67,6.93,12.15,15.65,9.71,15.44,41.12,4.27,31.38,3.32,10.87,5.56,25.69,6.62,15.15,8.59,4.32,2.82,27.27,29.78,8.29
hsa-miR-101-2-5p,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.55,0.0,0.0,0.89,0.03,0.0,0.0,1.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06
hsa-miR-101-3p,746.55,255.55,434.16,189.71,1138.95,250.59,4767.51,1188.47,531.29,627.98,1604.84,1433.96,1665.73,2699.58,368.16,232.53,160.47,289.31,184.04,229.73,192.84,173.98,766.72,3198.64,174.32,223.72,498.42,556.82,459.56,549.21,521.49,1124.03,248.71,449.6,227.75,1499.75,473.17,852.92
hsa-miR-10392-3p,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-5p,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.01,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
hsa-miR-10395-3p,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,11.06,10.07,9.86,5.99,52.44,5.34,36.35,47.07,26.41,25.55,20.22,16.06,21.74,27.8,14.37,7.22,11.29,11.26,9.43,11.02,7.81,8.92,19.59,30.53,21.4,13.84,7.58,9.96,14.22,24.0,17.83,30.93,5.44,13.39,22.54,38.89,15.24,20.41
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.39,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.02
hsa-miR-103a-3p,3.18,73.47,16.46,0.77,101.74,17.18,19.7,81.91,53.41,32.62,84.96,9.97,80.65,31.32,19.63,3.84,52.18,3.92,19.43,21.57,5.43,74.54,8.99,7.97,7.17,26.2,90.3,48.33,83.35,57.3,5.5,63.28,50.47,8.44,17.32,54.53,25.85,9.66
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,0.02,0.0,0.02,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.29,0.09,0.51,0.0,0.0,0.01,0.01,0.0,0.0,1.05,0.0,0.97,0.0,0.0,0.01,0.0,0.61,0.02,0.06
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-10527-5p,0.0,0.01,0.01,0.01,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.04,0.02,0.05,0.0,0.02,0.01,0.02,0.03,0.01,0.08,0.01,0.03,0.05,0.07,0.05,0.01,0.05,0.06,0.03,0.02,0.02
hsa-miR-106a-5p,0.1,1.56,0.04,1.78,4.22,0.0,3.1,0.0,0.04,0.0,0.05,0.0,4.32,0.01,0.73,0.0,0.0,0.1,0.0,0.04,0.58,0.77,0.75,5.31,1.45,0.11,0.03,0.04,1.45,2.4,0.09,0.02,0.08,1.35,1.47,2.03,0.16,3.91
hsa-miR-106b-3p,202.16,82.78,126.13,98.3,169.86,79.16,939.29,576.43,289.84,507.33,603.6,450.63,657.49,839.19,139.4,102.87,115.99,104.47,101.15,81.04,94.23,214.57,161.71,153.65,118.33,101.39,113.25,316.18,176.01,184.64,171.08,150.81,113.07,157.81,123.46,164.48,74.7,76.95
hsa-miR-106b-5p,0.02,2.31,0.01,0.04,0.0,0.01,7.54,0.01,0.01,3.12,4.76,3.31,2.16,10.38,0.31,0.64,0.0,0.0,0.3,0.51,0.24,0.67,0.92,2.01,0.0,0.17,0.04,0.0,0.0,0.6,0.01,0.0,0.19,0.01,0.0,3.85,0.84,0.02
hsa-miR-107,0.04,0.25,0.0,0.75,0.04,0.0,0.15,0.0,1.49,0.1,0.18,0.12,0.03,2.51,0.2,0.0,0.0,0.34,0.0,0.06,0.1,0.0,0.01,0.0,0.0,0.55,0.0,0.01,0.0,0.04,0.01,0.0,0.01,0.03,0.02,0.2,0.0,0.02
hsa-miR-10a-3p,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.03,0.03,0.0,0.01,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10a-5p,1315.07,587.46,1180.71,137.36,953.81,380.31,793.04,1439.7,712.05,1140.36,1249.22,2048.07,946.51,637.68,298.3,374.4,348.12,1309.99,349.68,259.32,290.19,464.33,597.95,1450.27,316.39,628.96,561.79,663.19,955.46,595.63,521.56,1972.43,449.01,920.62,367.28,830.54,770.56,740.07
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0
hsa-miR-10b-5p,3142.19,1012.67,1321.15,270.32,1467.43,830.4,1201.79,1640.82,852.22,1090.73,1961.39,2923.27,1027.42,1084.53,534.91,843.32,969.16,1109.4,818.41,597.66,630.91,555.04,1936.2,4028.52,514.77,1933.61,1048.01,964.0,1306.08,747.34,809.5,4080.14,736.96,1546.14,373.68,1949.33,2793.51,2075.92
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
hsa-miR-11400,0.45,0.25,0.41,16.01,24.73,13.9,3.55,3.62,3.23,21.97,2.5,6.85,5.89,11.18,21.06,0.08,0.66,0.23,9.92,0.92,8.51,0.56,0.07,0.16,1.2,1.98,0.08,1.02,18.56,18.02,16.3,0.06,0.48,1.37,11.0,4.39,4.69,2.12
hsa-miR-11401,0.04,0.0,0.0,1.6,0.0,0.0,24.94,3.23,2.6,20.17,12.61,12.39,9.37,23.29,0.2,0.0,0.0,0.0,0.99,0.21,0.59,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.56,0.0,0.0,1.46,0.01,0.0,10.13,2.69,0.02
hsa-miR-1178-3p,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,10.91,6.52,6.96,4.31,25.0,3.05,52.41,33.06,14.34,3.73,23.41,26.33,43.35,55.05,3.98,6.34,3.77,12.11,1.05,7.5,5.4,3.6,0.16,44.23,5.27,7.3,4.38,4.45,2.88,5.61,8.41,20.1,9.99,9.99,3.07,50.86,14.85,16.0
hsa-miR-1185-1-3p,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.62,0.0,1.68,0.03,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.02,2.19,0.04,0.0,0.0,1.22,1.71,0.0,0.01,0.0,0.0,1.48,0.01,0.51,0.0,1.53,0.01,0.03,0.0,0.0,0.0,0.02,0.04,0.0,0.01,0.0,0.83,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.15
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.85,0.01,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,32494.79,81.56,4.1,4456.06,1859.95,83398.56,27964.49,2934.07,17386.98,9880.19,31706.2,22148.63,103269.03,2601.33,1511.86,8190.56,199.29,302.27,5369.47,1487.78,827.69,1.55,289.67,49.26,262.22,8734.8,48.31,779.97,4466.53,302.38,11.08,1027.17,10.22,1157.25,3009.81,2851.0,4829.65,23862.89
hsa-miR-1224-5p,0.02,0.0,0.02,0.01,0.0,0.01,0.03,0.01,0.03,0.0,0.18,0.32,1.96,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.66,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.96,0.0,0.0,0.74,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.03,0.01,0.0,0.0,0.02
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.17,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0
hsa-miR-1229-3p,0.0,0.01,0.0,2.59,0.02,0.68,0.0,0.0,0.0,0.0,0.17,0.01,0.0,0.0,0.58,0.0,0.01,0.0,1.79,3.85,0.78,0.65,0.0,0.0,0.05,2.43,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.01,0.0,0.0,0.18,2.23
hsa-miR-1229-5p,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.92,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.04,0.04
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.01,0.74,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.06
hsa-miR-1238-3p,4.11,1.94,0.17,1.26,4.14,2.7,3.41,1.91,0.0,0.89,7.14,0.2,2.76,0.01,6.3,4.27,2.13,14.27,5.0,0.61,1.69,3.14,3.02,1.85,0.95,0.14,3.73,2.29,3.24,2.53,2.31,5.9,8.37,8.12,5.64,33.47,3.22,14.3
hsa-miR-124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.02,0.24,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.61,0.67,0.0,0.0,0.03,0.25,0.0,1.34,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.04,0.06
hsa-miR-1246,0.89,0.11,0.39,8.15,0.88,0.46,125.05,210.37,76.24,29.46,216.25,156.37,67.32,30.19,5.4,0.06,0.04,0.11,4.8,8.48,4.38,0.15,0.19,0.42,0.2,9.7,0.14,0.17,0.24,0.16,0.21,0.29,4.11,0.35,0.05,15.2,6.49,1.18
hsa-miR-1248,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,1.21,0.01,2.37,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.04,0.88,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.53,0.0,0.7,0.0,0.0,0.0,0.0,2.51,0.02,0.15
hsa-miR-1249-3p,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.73,0.0,0.35,0.03,0.02,1.58,0.01,0.0,0.0,0.0,0.69,0.0,0.01,0.0,0.28,0.42,0.0,0.0,0.0,0.0,1.62,0.0,0.18,0.23
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0
hsa-miR-1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.17,0.15,0.06,0.06,0.12,4.46,0.0,0.0,0.0,1.45,0.0,3.55,0.0,0.0,0.83,2.77,1.68,2.52,5.57,0.06,0.4,0.82,0.95,0.03,1.41,0.14,3.99,3.56,7.11,0.7,7.45,1.83,1.74,2.98,1.45,8.31,0.9,3.61
hsa-miR-1255b-5p,8.7,3.64,0.43,2.09,21.75,1.52,27.64,5.44,0.05,1.37,16.02,0.19,5.08,10.88,4.17,2.93,2.06,0.1,7.9,1.73,1.0,3.6,5.4,21.12,2.75,2.79,4.78,2.06,4.77,4.78,9.68,11.5,0.52,7.68,2.0,16.34,3.57,20.32
hsa-miR-1258,0.02,1.31,0.05,0.01,0.0,0.63,3.58,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.01,0.0,0.0,0.0
hsa-miR-125a-3p,0.02,0.0,0.04,5.66,0.0,0.0,7.0,32.77,9.08,12.77,29.44,38.78,38.29,1.92,2.75,0.0,0.0,0.0,2.61,1.33,3.14,0.0,0.02,0.0,0.0,3.51,0.0,0.01,0.01,0.01,0.05,0.0,2.26,0.04,0.01,5.8,2.43,0.02
hsa-miR-125a-5p,140.94,52.58,56.37,41.42,124.84,85.39,32.36,185.94,249.01,43.71,113.11,116.68,152.45,9.36,66.12,89.74,87.23,153.75,107.11,92.52,118.24,67.86,63.82,93.54,80.18,194.15,72.72,36.84,90.22,43.81,62.12,99.64,99.68,122.86,54.86,144.73,275.34,214.42
hsa-miR-125b-1-3p,0.12,0.01,3.46,0.01,0.16,0.05,0.06,5.84,7.66,0.0,9.22,28.26,2.58,2.21,0.58,0.0,0.41,2.38,0.06,0.63,0.47,0.0,1.72,0.05,0.03,1.5,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.05,0.0,0.56,0.29,0.59
hsa-miR-125b-2-3p,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.03,0.16,0.0,0.0,0.0,0.0,0.01,0.01,0.0,2.1,0.0,0.0
