miRNA,ERR10658906,ERR10658907,ERR10658908,ERR10658909,ERR10658910,ERR10658911
hsa-miR-370-3p,114.33,189.54,217.52,1.48,34.94,149.88
hsa-miR-370-5p,0.0,0.0,0.0,0.0,0.0,8.77
hsa-miR-374a-3p,0.0,3.8,0.2,0.74,0.0,4.01
hsa-miR-374a-5p,4.93,24.93,13.13,54.67,1.59,18.8
hsa-miR-374b-3p,0.0,2.54,0.0,0.0,0.0,0.0
hsa-miR-374b-5p,0.0,5.92,13.13,0.0,0.0,0.0
hsa-miR-375-3p,0.42,1.27,1.18,1.48,1.59,0.25
hsa-miR-376a-3p,1.57,28.74,10.19,0.74,0.0,2.26
hsa-miR-376a-5p,0.0,8.24,0.2,0.0,0.0,0.0
hsa-miR-376b-3p,3.25,8.66,4.51,0.0,0.0,0.0
hsa-miR-376c-3p,5.46,33.39,25.67,67.23,0.0,0.0
hsa-miR-376c-5p,0.0,1.9,0.0,0.0,0.0,0.0
hsa-miR-377-3p,0.0,12.68,8.03,0.0,0.0,0.0
hsa-miR-377-5p,0.0,4.44,4.9,0.0,0.0,0.0
hsa-miR-378a-3p,0.84,20.5,5.88,8.13,7.15,2.76
hsa-miR-378a-5p,0.0,0.0,4.7,0.74,0.0,0.25
hsa-miR-378c,0.31,0.0,0.2,0.0,0.0,0.25
hsa-miR-379-3p,0.0,0.85,0.0,0.0,0.0,3.26
hsa-miR-379-5p,40.0,326.04,408.59,165.49,219.96,155.39
hsa-miR-380-5p,0.0,3.38,4.31,0.0,0.0,0.0
hsa-miR-381-3p,24.57,149.18,111.11,135.94,65.91,68.42
hsa-miR-382-3p,11.02,28.1,25.08,0.74,0.0,4.76
hsa-miR-382-5p,127.35,318.22,389.58,518.65,54.0,244.11
hsa-miR-383-5p,0.0,0.0,3.72,0.0,0.0,0.0
hsa-miR-3909,0.0,1.48,0.0,0.0,0.0,0.0
hsa-miR-3913-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-3914,0.0,0.0,2.35,0.0,0.0,0.0
hsa-miR-3928-3p,2.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-3940-3p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-3940-5p,0.0,0.42,0.0,53.19,0.0,0.0
hsa-miR-3942-5p,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-3943,0.1,2.11,0.0,0.0,0.0,0.0
hsa-miR-3944-3p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-3960,9.24,39.09,72.9,61.32,0.0,8.77
hsa-miR-409-3p,126.41,410.77,450.33,180.27,107.2,166.92
hsa-miR-409-5p,13.02,28.74,39.0,41.37,0.0,0.0
hsa-miR-410-5p,2.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-411-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-411-5p,21.1,256.31,239.47,210.56,220.75,92.48
hsa-miR-412-5p,3.99,2.11,5.29,0.0,0.0,0.0
hsa-miR-421,0.31,11.2,13.52,1.48,3.97,2.26
hsa-miR-423-3p,55.33,12.68,165.79,57.63,3.18,6.02
hsa-miR-423-5p,53.75,20.71,48.01,2.22,6.35,65.41
hsa-miR-424-5p,0.1,4.23,1.18,0.74,0.79,6.27
hsa-miR-425-3p,1.78,2.11,8.23,1.48,0.79,1.0
hsa-miR-425-5p,16.8,171.15,192.24,65.02,19.85,35.59
hsa-miR-4286,2.31,0.85,0.0,0.0,0.79,0.0
hsa-miR-429,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-431-3p,2.73,3.17,11.37,0.0,0.0,6.02
hsa-miR-431-5p,24.57,106.28,55.07,0.0,56.38,54.14
hsa-miR-432-5p,160.63,671.73,796.41,405.61,330.33,331.83
hsa-miR-4326,0.0,5.71,0.0,0.0,0.79,0.0
hsa-miR-433-3p,3.57,0.21,0.0,0.0,0.0,0.0
hsa-miR-4429,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-4436b-3p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-4440,3.99,0.0,0.2,0.0,0.0,0.0
hsa-miR-4450,0.0,0.0,0.0,8.87,0.0,0.0
hsa-miR-4466,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-4467,0.0,0.0,4.9,0.0,0.0,0.0
hsa-miR-4484,3.57,0.0,0.0,0.0,0.0,0.0
hsa-miR-4485-3p,0.0,10.78,0.59,0.0,0.0,0.0
hsa-miR-4485-5p,4.93,3.59,0.0,0.0,0.0,0.0
hsa-miR-4488,9.34,36.56,17.83,1.48,2.38,7.77
hsa-miR-4492,2.73,0.85,1.57,0.0,0.0,0.25
hsa-miR-4497,0.0,16.9,4.7,32.51,0.0,0.0
hsa-miR-449c-5p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-4508,8.82,32.54,29.79,0.0,0.0,3.01
hsa-miR-450a-5p,3.15,0.0,0.0,0.0,0.0,0.0
hsa-miR-450b-5p,0.0,4.01,0.0,0.0,0.79,0.0
hsa-miR-4516,22.15,39.3,40.57,10.34,40.5,14.04
hsa-miR-451a,3.04,0.0,16.85,0.0,0.0,5.01
hsa-miR-4521,0.0,0.0,0.2,0.0,0.0,0.25
hsa-miR-454-3p,2.31,42.89,61.53,50.98,7.15,26.07
hsa-miR-454-5p,0.21,2.54,2.94,0.0,0.79,0.0
hsa-miR-455-3p,3.25,2.54,0.2,0.0,0.0,0.0
hsa-miR-455-5p,5.14,8.24,11.76,0.0,0.0,4.76
hsa-miR-4654,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-4676-3p,0.0,0.0,3.33,0.0,0.0,0.0
hsa-miR-4677-3p,0.1,3.17,0.0,0.0,0.0,0.0
hsa-miR-4677-5p,0.0,1.9,0.0,0.0,0.0,0.0
hsa-miR-4682,0.0,1.27,0.0,0.0,0.0,0.0
hsa-miR-4687-3p,0.0,0.63,0.0,0.0,0.0,0.0
hsa-miR-4705,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-4706,0.0,0.0,5.68,0.0,0.0,0.0
hsa-miR-4710,0.0,2.11,0.0,0.0,0.79,6.52
hsa-miR-4725-3p,0.0,2.54,3.92,0.0,0.0,0.0
hsa-miR-4741,0.0,0.42,0.0,0.0,0.0,0.0
hsa-miR-4746-5p,0.0,3.17,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.0,3.8,0.0,0.0,0.0,0.0
hsa-miR-4775,0.0,1.06,0.0,0.0,0.0,0.0
hsa-miR-4787-3p,0.21,0.0,0.0,0.0,0.79,0.0
hsa-miR-4791,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-483-3p,0.1,3.17,4.31,0.0,2.38,0.5
hsa-miR-483-5p,4.51,14.16,23.32,2.96,0.0,4.26
hsa-miR-484,0.0,10.78,11.17,0.74,0.79,0.25
hsa-miR-485-3p,28.45,78.18,69.57,198.74,0.79,33.08
hsa-miR-485-5p,33.91,55.15,63.89,0.0,46.06,15.29
hsa-miR-486-5p,19.42,12.04,115.03,0.0,5.56,40.35
hsa-miR-487a-5p,0.0,2.75,0.0,0.0,0.0,0.0
hsa-miR-487b-3p,15.33,27.89,18.22,0.0,0.0,7.77
hsa-miR-487b-5p,2.83,5.07,3.33,0.0,0.0,0.0
hsa-miR-488-3p,0.1,1.27,0.0,0.0,0.79,0.0
hsa-miR-490-5p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-491-5p,2.73,8.24,15.68,0.74,0.0,0.0
hsa-miR-493-3p,0.0,12.04,14.5,0.0,0.0,7.02
hsa-miR-493-5p,18.69,22.61,21.56,0.0,0.0,6.77
hsa-miR-494-3p,7.77,20.28,29.0,0.74,0.0,13.53
hsa-miR-495-3p,0.0,0.0,0.39,0.74,0.0,0.0
hsa-miR-495-5p,0.0,1.69,0.0,0.0,0.0,0.0
hsa-miR-497-5p,0.0,5.28,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-500a-3p,10.71,22.19,26.65,50.24,36.53,0.75
hsa-miR-500b-5p,0.1,0.0,0.0,0.74,0.0,0.0
hsa-miR-501-3p,12.28,20.92,6.47,64.28,0.79,0.5
hsa-miR-501-5p,0.0,0.0,10.39,0.0,0.0,0.0
hsa-miR-502-3p,2.52,12.04,0.2,0.74,0.79,5.76
hsa-miR-502-5p,0.0,0.0,5.68,0.0,0.0,0.0
hsa-miR-503-3p,0.0,3.59,0.0,0.0,0.0,0.0
hsa-miR-503-5p,0.0,3.59,13.13,2.96,0.79,0.0
hsa-miR-504-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-504-5p,3.57,2.96,15.29,34.72,1.59,8.77
hsa-miR-505-3p,2.2,8.45,0.0,0.0,0.79,0.5
hsa-miR-505-5p,0.0,4.86,0.0,0.0,0.79,0.0
hsa-miR-5089-3p,0.0,0.0,0.0,0.0,31.76,0.0
hsa-miR-5090,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-5094,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-513c-5p,0.0,0.0,0.0,0.0,0.79,0.0
hsa-miR-514a-5p,0.0,0.0,0.0,0.0,0.79,0.0
hsa-miR-5187-5p,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-532-3p,4.3,6.76,0.0,0.0,1.59,0.25
hsa-miR-532-5p,8.82,41.42,32.73,5.17,6.35,19.8
hsa-miR-539-3p,2.83,2.32,0.0,48.76,0.0,5.01
hsa-miR-541-5p,0.0,1.69,6.07,0.74,0.0,0.0
hsa-miR-542-3p,0.0,5.92,4.9,0.74,0.0,0.0
hsa-miR-542-5p,3.15,3.17,0.0,0.0,0.0,7.02
hsa-miR-543,0.0,0.21,4.51,0.0,0.0,0.0
hsa-miR-545-5p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-548a-3p,0.0,0.0,4.12,0.0,0.0,0.0
hsa-miR-548au-3p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-548b-5p,0.0,1.9,0.0,0.0,0.0,0.0
hsa-miR-548f-3p,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-548h-5p,0.52,9.51,0.2,0.0,0.79,0.0
hsa-miR-548j-5p,2.2,2.75,0.0,0.0,0.79,0.0
hsa-miR-548k,0.1,0.0,0.0,0.74,0.0,0.0
hsa-miR-548l,0.1,0.0,0.2,0.0,0.0,0.0
hsa-miR-548o-3p,0.0,0.0,0.0,0.0,0.0,7.27
hsa-miR-548z,0.0,1.27,0.0,0.0,0.0,0.0
hsa-miR-550a-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-551a,0.0,0.42,3.92,0.0,0.79,5.26
hsa-miR-551b-3p,3.36,0.0,0.0,0.0,0.0,0.0
hsa-miR-551b-5p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-556-3p,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-561-5p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-5699-5p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-574-3p,16.48,47.54,47.82,50.24,0.0,6.52
hsa-miR-574-5p,25.2,11.41,55.65,0.74,41.29,35.09
hsa-miR-576-5p,2.41,9.93,17.64,5.17,8.73,18.55
hsa-miR-577,0.0,0.42,0.2,0.0,0.0,0.0
hsa-miR-580-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-582-3p,0.0,1.69,0.0,0.0,0.79,0.0
hsa-miR-584-5p,4.51,4.65,19.2,0.74,0.79,1.0
hsa-miR-585-3p,2.83,9.51,2.94,0.0,0.0,5.01
hsa-miR-589-3p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-589-5p,3.46,13.52,20.58,1.48,0.79,10.03
hsa-miR-590-3p,0.1,10.99,4.7,0.74,0.79,0.0
hsa-miR-590-5p,0.0,2.54,0.2,0.0,0.0,0.0
hsa-miR-592,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-597-3p,0.0,2.96,0.0,0.0,0.0,0.0
hsa-miR-598-3p,0.84,20.92,8.43,3.69,3.97,3.26
hsa-miR-615-3p,0.0,0.21,0.39,0.0,0.0,0.25
hsa-miR-616-3p,0.0,0.0,1.37,0.0,0.0,0.0
hsa-miR-619-5p,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-625-3p,0.31,0.0,0.39,48.76,35.73,8.27
hsa-miR-625-5p,0.0,1.9,3.92,0.0,0.0,0.0
hsa-miR-628-3p,2.1,2.11,0.0,0.0,0.0,0.0
hsa-miR-628-5p,2.41,4.44,4.51,0.74,19.06,1.0
hsa-miR-629-3p,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-629-5p,1.47,23.67,8.43,8.13,6.35,4.76
hsa-miR-641,0.0,5.07,0.2,0.0,0.0,0.0
hsa-miR-643,0.0,0.85,0.0,0.0,0.0,0.0
hsa-miR-6505-5p,0.1,0.0,5.1,0.0,0.0,0.0
hsa-miR-6508-5p,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-6509-5p,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-651-5p,0.1,3.38,0.0,0.0,0.0,0.0
hsa-miR-6514-5p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-652-5p,0.0,1.48,0.0,0.0,0.0,0.0
hsa-miR-6529-5p,0.1,3.59,0.0,0.0,0.0,0.0
hsa-miR-654-3p,32.65,185.52,233.59,163.28,73.85,187.72
hsa-miR-655-3p,0.0,0.0,0.0,0.0,0.0,2.26
hsa-miR-656-3p,0.0,1.27,0.0,0.0,0.0,0.0
hsa-miR-660-5p,11.65,28.53,37.82,4.43,3.18,31.83
hsa-miR-663a,2.1,0.0,0.0,0.74,0.0,0.0
hsa-miR-663b,1.05,0.0,0.0,0.0,0.0,5.76
hsa-miR-664a-3p,0.0,6.97,3.14,0.0,0.0,0.0
hsa-miR-664a-5p,3.57,4.86,4.9,0.0,0.0,9.52
hsa-miR-665,6.19,8.45,6.86,0.0,0.0,0.0
hsa-miR-668-3p,5.98,0.0,5.29,0.0,0.0,0.0
hsa-miR-671-3p,0.0,16.48,11.37,0.0,0.0,0.0
hsa-miR-671-5p,52.7,57.05,86.42,0.74,52.41,40.6
hsa-miR-6720-5p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-6724-5p,0.0,1.27,0.0,0.0,0.0,0.0
hsa-miR-6730-3p,0.0,1.69,0.0,0.0,0.0,0.0
hsa-miR-6745,0.0,1.27,0.0,0.0,0.0,0.0
hsa-miR-6747-3p,0.0,0.21,0.39,0.0,0.0,0.0
hsa-miR-675-3p,0.0,3.17,0.0,0.0,0.0,0.0
hsa-miR-675-5p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6754-5p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-676-5p,0.0,0.0,0.0,0.74,0.0,0.0
hsa-miR-6765-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-6776-3p,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-6787-3p,0.0,1.48,0.0,0.0,0.0,0.0
hsa-miR-6793-5p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-6820-3p,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-6821-5p,0.0,1.27,0.0,0.0,0.0,0.0
hsa-miR-6833-3p,0.0,1.69,0.0,0.0,0.0,0.0
hsa-miR-6847-3p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6847-5p,0.0,0.85,0.0,0.0,0.0,0.0
hsa-miR-6851-3p,0.0,0.0,4.7,0.0,0.0,0.0
hsa-miR-6867-5p,0.0,1.48,0.0,0.0,0.0,0.0
hsa-miR-6871-5p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-6888-3p,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-7-1-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-7-5p,15.12,115.58,106.8,55.41,54.0,30.33
hsa-miR-708-3p,0.1,6.13,4.12,0.0,0.0,0.0
hsa-miR-708-5p,43.78,277.65,229.67,5.91,46.06,67.17
hsa-miR-7108-3p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-7110-3p,7.56,0.21,0.78,0.0,0.0,0.0
hsa-miR-744-5p,17.43,140.52,237.71,56.15,52.41,34.84
hsa-miR-758-3p,3.36,0.0,4.12,0.0,0.0,5.26
hsa-miR-758-5p,0.0,2.54,0.0,0.0,0.0,0.0
hsa-miR-760,3.04,2.75,5.1,1.48,2.38,1.0
hsa-miR-767-5p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-769-3p,2.94,7.18,11.37,0.74,0.79,0.0
hsa-miR-769-5p,29.29,31.27,22.73,2.22,7.15,0.25
hsa-miR-7704,5.46,5.92,10.97,0.0,0.0,0.0
hsa-miR-7706,0.0,1.06,2.55,0.0,0.79,0.0
hsa-miR-7974,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-8485,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-873-5p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-874-3p,0.0,0.21,0.39,0.74,2.38,0.5
hsa-miR-877-3p,0.0,0.0,3.33,34.72,0.0,0.0
hsa-miR-885-3p,0.0,0.0,2.94,0.74,0.0,0.0
hsa-miR-885-5p,0.0,0.21,4.7,0.0,0.0,0.0
hsa-miR-887-3p,0.1,6.55,0.39,0.0,0.0,0.0
hsa-miR-887-5p,4.93,0.21,0.0,0.0,0.0,0.0
hsa-miR-889-3p,0.1,12.89,0.0,0.0,44.47,0.0
hsa-miR-890,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-891a-5p,0.52,2.75,0.78,0.74,0.79,0.25
hsa-miR-892a,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-892b,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-9-3p,7.98,76.49,61.14,1.48,41.29,39.6
hsa-miR-9-5p,671.82,3114.58,3008.49,1205.74,839.32,1245.38
hsa-miR-92a-3p,209.66,855.77,975.33,1352.03,624.13,262.16
hsa-miR-92b-3p,24.46,78.6,103.27,110.08,75.44,11.03
hsa-miR-92b-5p,33.7,115.16,139.14,5.17,47.64,39.35
hsa-miR-93-3p,5.56,18.38,1.57,55.41,4.76,4.76
hsa-miR-93-5p,139.95,577.49,559.09,432.94,312.07,243.11
hsa-miR-935,2.62,0.42,0.59,0.74,1.59,0.0
hsa-miR-937-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-miR-939-5p,0.63,0.0,0.0,0.0,0.0,0.0
hsa-miR-940,0.0,0.0,3.53,0.0,0.0,0.0
hsa-miR-941,14.49,16.69,16.66,3.69,46.06,22.06
hsa-miR-942-5p,0.0,2.11,0.39,0.74,0.0,0.5
hsa-miR-95-3p,0.0,1.27,0.39,0.74,0.79,0.25
hsa-miR-96-5p,4.51,12.68,19.99,0.0,0.79,0.25
hsa-miR-98-5p,10.81,31.7,41.15,0.0,88.93,9.52
hsa-miR-9983-3p,0.1,0.21,0.0,0.0,0.0,0.25
hsa-miR-99a-3p,5.67,9.3,0.2,0.0,0.0,0.0
hsa-miR-99a-5p,287.25,582.35,452.49,141.85,89.73,144.61
hsa-miR-99b-3p,7.98,50.71,37.43,98.26,45.26,32.83
hsa-miR-99b-5p,286.83,607.28,746.44,633.9,261.25,329.83
hsa-mir-12136-5p,106.14,383.3,294.54,444.03,0.79,25.06
hsa-mir-1248-5p,0.0,1.27,0.0,0.0,0.0,0.0
hsa-mir-1268a-5p,0.0,1.06,0.0,0.0,0.0,0.0
hsa-mir-1273c-5p,2.73,0.21,0.0,0.0,0.0,0.0
hsa-mir-1293-5p,0.0,1.9,0.0,0.0,0.0,0.0
hsa-mir-1303-3p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-1843-5p,0.0,0.0,0.0,0.74,0.0,0.0
hsa-mir-1913-3p,0.0,2.32,3.92,0.0,0.0,0.0
hsa-mir-2110-5p,0.0,0.42,0.0,0.0,0.0,5.26
hsa-mir-3648-1-5p,2.31,9.3,3.33,0.0,0.0,0.25
hsa-mir-3648-2-5p,3.67,11.41,0.39,0.0,0.0,0.25
hsa-mir-3916-5p,0.0,0.0,0.0,0.0,0.0,4.01
hsa-mir-3941-3p,0.0,0.0,0.2,0.0,0.0,0.0
hsa-mir-4449-3p,0.0,0.0,4.9,0.0,0.0,0.0
hsa-mir-496-3p,3.36,0.0,0.0,0.0,0.0,0.0
hsa-mir-543-3p,0.0,0.0,0.0,0.74,0.0,0.0
hsa-mir-558-3p,0.0,0.0,4.31,0.0,0.0,0.0
hsa-mir-5684-5p,2.52,0.0,0.0,0.0,0.0,0.0
hsa-mir-5692c-2-3p,0.1,0.0,0.0,0.0,0.0,0.0
hsa-mir-663a-5p,3.99,9.3,0.2,0.0,0.79,0.0
hsa-mir-770-5p,2.31,0.0,0.0,0.0,0.0,0.0
hsa-mir-8086-5p,0.0,1.48,0.0,0.0,0.0,0.0
hsa-mir-935-3p,0.0,0.0,0.2,0.0,0.0,0.25
hsa-mir-9902-2-5p,0.1,0.0,0.0,0.0,0.0,0.0
