miRNA,SRR12332538,SRR12332539,SRR12332540,SRR12332541,SRR12332542,SRR12332543
hsa-let-7a-5p,0.0,7.2,14.01,2.21,3.39,2.06
hsa-let-7b-5p,5.57,11.19,24.36,7.14,4.95,5.62
hsa-let-7c-5p,0.0,0.2,1.15,0.19,0.27,0.0
hsa-let-7d-3p,1.17,0.0,2.11,0.0,0.0,0.0
hsa-let-7d-5p,0.0,0.0,0.0,0.0,0.0,1.07
hsa-let-7f-5p,2.34,0.0,5.37,0.63,1.15,0.83
hsa-let-7g-5p,1.17,5.2,8.06,2.65,0.75,0.74
hsa-let-7i-5p,20.22,26.19,41.44,5.62,8.88,3.22
hsa-miR-100-5p,106.66,256.06,584.76,111.99,98.91,96.47
hsa-miR-101-3p,19.05,17.39,53.91,7.14,5.28,3.63
hsa-miR-10395-3p,0.0,0.6,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.58,0.0,0.0,0.0
hsa-miR-10401-3p,0.88,0.0,0.96,0.0,0.14,0.0
hsa-miR-10526-3p,0.0,3.0,0.77,0.19,0.54,0.74
hsa-miR-10527-5p,0.0,0.0,0.0,0.44,0.07,0.0
hsa-miR-106b-3p,11.72,35.98,137.36,15.48,10.3,8.09
hsa-miR-106b-5p,0.0,0.0,0.0,0.13,0.27,0.41
hsa-miR-10a-5p,2.05,3.2,8.44,2.53,1.56,0.66
hsa-miR-10b-5p,3.52,9.0,27.43,1.45,0.81,0.83
hsa-miR-11399,0.0,0.0,0.0,0.19,0.0,0.0
hsa-miR-1180-3p,3.22,1.8,6.71,0.38,0.41,0.66
hsa-miR-1180-5p,0.0,1.6,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.2,0.0,0.06,0.41,0.5
hsa-miR-12136,0.0,0.0,0.0,0.0,0.0,0.17
hsa-miR-122-5p,12.89,128.13,388.3,9.35,5.01,26.02
hsa-miR-1226-3p,0.0,0.0,0.38,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,1.4,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-1229-3p,0.0,1.0,0.0,0.06,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.77,0.0,0.0,0.0
hsa-miR-1246,12.01,8.2,66.57,6.95,12.33,8.59
hsa-miR-1247-3p,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-125a-3p,0.0,0.0,2.49,0.0,0.0,0.0
hsa-miR-125a-5p,0.0,0.0,0.58,0.32,0.0,0.17
hsa-miR-125b-1-3p,0.59,1.6,4.41,0.88,1.02,0.99
hsa-miR-125b-5p,2.34,2.8,4.22,1.01,0.34,2.06
hsa-miR-126-3p,0.0,0.8,0.0,0.13,0.0,0.0
hsa-miR-1260b,0.0,0.6,0.0,0.25,0.0,0.41
hsa-miR-1262,0.0,0.0,1.34,0.0,0.0,0.0
hsa-miR-1268a,10.55,34.78,58.51,0.95,10.64,10.65
hsa-miR-1268b,22.27,5.4,15.35,24.19,0.61,0.74
hsa-miR-1269a,0.0,1.0,0.0,0.13,0.07,0.33
hsa-miR-1269b,0.0,0.0,1.34,0.44,0.0,0.0
hsa-miR-127-3p,205.12,335.22,1138.05,160.94,79.27,84.5
hsa-miR-127-5p,1.17,3.0,7.67,2.02,1.29,0.33
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,0.25
hsa-miR-1275,0.0,0.4,1.15,0.69,0.54,0.33
hsa-miR-128-3p,1.17,5.2,6.14,0.0,0.2,0.33
hsa-miR-1285-3p,0.0,0.8,0.0,0.0,0.0,0.0
hsa-miR-1286,0.0,0.0,0.0,0.0,0.0,0.08
hsa-miR-1287-5p,0.29,0.0,2.88,0.44,0.81,0.66
hsa-miR-1288-3p,0.0,1.6,2.49,0.38,0.47,0.58
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.08
hsa-miR-129-5p,7.03,22.19,42.02,2.4,2.51,2.15
hsa-miR-1290,0.0,0.0,0.0,0.13,0.0,0.0
hsa-miR-1291,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-1292-5p,0.0,1.0,3.26,0.51,0.0,0.5
hsa-miR-1293,0.0,0.0,1.92,0.25,0.34,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-1299,0.88,0.0,1.73,0.63,0.54,0.25
hsa-miR-1303,0.0,0.0,0.38,0.63,0.0,0.25
hsa-miR-1304-3p,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-1306-3p,0.0,0.0,0.0,0.32,0.61,0.41
hsa-miR-1307-3p,8.2,29.18,45.85,16.93,6.44,6.44
hsa-miR-1307-5p,11.43,12.19,42.97,5.05,4.34,1.4
hsa-miR-134-5p,1.17,4.0,8.63,1.64,0.2,0.91
hsa-miR-1343-3p,0.0,0.2,0.0,0.06,0.0,0.17
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.14,0.08
hsa-miR-136-5p,2.34,0.0,1.53,0.44,0.14,0.0
hsa-miR-139-3p,1.76,0.0,0.38,0.19,0.14,0.0
hsa-miR-139-5p,0.0,0.0,0.0,0.0,0.07,0.0
hsa-miR-140-3p,11.72,23.79,51.22,8.72,5.01,3.88
hsa-miR-141-3p,0.0,0.6,1.53,0.0,0.14,0.0
hsa-miR-142-3p,9.67,8.6,30.5,5.94,1.69,1.98
hsa-miR-142-5p,0.0,0.6,0.0,0.0,0.0,0.0
hsa-miR-143-3p,24.03,35.78,106.28,6.82,4.27,4.87
hsa-miR-143-5p,0.0,0.0,2.49,0.0,0.0,0.0
hsa-miR-144-3p,0.0,6.0,28.78,3.6,3.32,0.66
hsa-miR-145-5p,0.0,1.8,4.6,0.32,0.61,0.0
hsa-miR-1468-5p,0.0,0.0,0.19,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,0.0,0.0,0.0,0.68,0.25
hsa-miR-146b-5p,0.0,0.0,0.0,0.57,0.47,0.0
hsa-miR-147b-3p,0.59,1.4,5.18,1.52,0.14,0.0
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,0.08
hsa-miR-148a-3p,2.34,9.0,26.28,1.45,11.38,0.83
hsa-miR-148a-5p,1.47,7.8,23.6,5.75,3.86,2.64
