miRNA,SRR6076852,SRR6076853,SRR6076854,SRR6076855,SRR6076856,SRR6076857,SRR6076858,SRR6076859,SRR6076860,SRR6076861
hsa-let-7a-2-3p,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,106.02,61.75,15.77,30.36,16.5,75.7,136.2,64.32,37.24,49.08
hsa-let-7a-5p,38826.96,26889.5,16644.64,44286.64,47229.6,34594.52,25274.1,34609.23,29398.23,26540.64
hsa-let-7b-3p,51.0,14.18,20.16,20.34,21.45,45.11,40.41,45.71,14.32,28.0
hsa-let-7b-5p,48343.98,31781.05,9478.58,29761.32,25155.34,49115.92,48843.22,37193.65,34942.63,26351.23
hsa-let-7c-3p,1.09,0.0,3.36,0.91,2.48,0.39,0.0,2.29,0.57,0.0
hsa-let-7c-5p,613.14,6463.89,2179.39,1386.47,1224.93,441.27,7981.1,1283.23,541.95,562.71
hsa-let-7d-3p,1839.8,629.12,432.47,353.68,606.89,1846.65,1455.28,1906.88,1543.36,1549.18
hsa-let-7d-5p,1253.25,1187.68,536.64,1952.35,1999.32,941.76,983.82,1358.33,1180.72,906.62
hsa-let-7e-3p,0.0,0.0,0.78,1.21,0.41,0.39,2.25,0.0,0.57,0.69
hsa-let-7e-5p,498.38,438.21,186.89,698.85,554.08,420.48,370.93,432.31,270.4,357.4
hsa-let-7f-1-3p,5.1,5.36,2.58,0.3,1.65,9.41,1.75,7.51,3.44,2.77
hsa-let-7f-2-3p,0.73,0.95,0.52,0.3,0.83,1.57,1.5,0.65,0.0,0.69
hsa-let-7f-5p,26310.53,23126.09,10216.07,30983.86,29046.31,25313.8,24439.2,25822.89,24687.96,20939.13
hsa-let-7g-3p,0.0,0.63,0.0,0.61,0.0,2.75,1.5,0.98,0.0,0.0
hsa-let-7g-5p,5372.2,4515.71,1837.14,6583.24,5426.97,5570.55,5796.93,5875.74,5082.07,4491.99
hsa-let-7i-3p,9.47,3.47,1.03,4.25,0.0,2.35,7.73,3.59,1.15,3.46
hsa-let-7i-5p,25733.45,24380.56,5378.3,23709.06,17972.46,29002.4,31171.81,26393.32,26558.44,21873.41
hsa-miR-1-3p,112.94,55.45,493.47,957.51,1383.35,352.23,131.71,96.0,1746.73,100.58
hsa-miR-100-5p,1323.2,1238.4,6309.4,3000.63,3109.97,995.11,1711.71,1523.87,661.11,943.95
hsa-miR-101-3p,3832.6,3440.18,1660.59,2692.8,2062.04,5447.0,5394.32,5392.82,4388.88,2475.85
hsa-miR-101-5p,0.36,0.63,0.0,1.52,0.83,0.0,1.5,0.33,0.57,0.35
hsa-miR-10393-3p,0.0,0.63,0.0,0.3,2.48,0.0,0.0,0.98,0.0,0.35
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.73,0.0,0.0,1.52,0.0,1.18,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0
