miRNA,SRR12991145,SRR12991146,SRR12991147,SRR12991148,SRR12991149,SRR12991150,SRR12991151,SRR12991152,SRR12991153,SRR12991154,SRR12991155,SRR12991156
hsa-miR-100-5p,21.25,22.82,3.24,1.68,28.84,117.19,150.62,148.58,4.23,4.37,5.02,3.82
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,338.21,287.29,409.61,337.28,298.31,305.29,261.59,353.21,257.57,292.53,314.97,448.32
hsa-miR-101-5p,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.37,0.0,0.0,0.09,0.0,0.39,0.1,0.24,0.0,0.0
hsa-miR-10394-3p,0.6,0.75,1.02,1.22,0.0,1.41,0.3,1.17,0.72,1.13,0.1,0.0
hsa-miR-10394-5p,0.0,0.21,0.09,0.19,0.0,0.09,0.1,0.0,0.0,0.24,0.0,0.0
hsa-miR-10395-3p,2.21,1.07,1.11,6.92,1.64,2.63,2.13,1.37,1.44,0.57,2.36,2.36
hsa-miR-10395-5p,0.3,0.0,0.09,0.56,0.26,0.09,0.0,0.1,0.0,0.0,0.1,0.18
hsa-miR-10396b-3p,0.1,0.11,0.09,0.28,0.09,0.0,0.0,0.0,0.0,0.16,0.0,0.0
hsa-miR-10396b-5p,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,159.38,65.9,54.32,55.17,63.71,125.28,136.59,156.8,62.51,33.83,41.06,120.58
hsa-miR-10399-5p,2.71,1.29,1.02,0.47,0.6,0.85,1.52,1.96,1.13,0.57,0.31,2.46
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.09,0.09,0.28,0.0,0.29,0.0,0.08,0.0,0.0
hsa-miR-103a-3p,169.11,418.88,16.29,683.45,596.36,621.3,27.24,1008.19,114.5,483.24,316.0,726.78
hsa-miR-10401-3p,2.0,1.93,1.39,2.71,1.98,2.26,1.42,1.27,1.44,2.27,4.1,2.55
hsa-miR-10401-5p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-105-5p,0.3,0.43,0.0,0.0,0.17,0.19,1.22,0.1,0.1,0.0,0.0,0.09
hsa-miR-10527-5p,0.3,0.21,1.39,0.75,0.17,1.98,1.02,0.78,0.41,0.32,0.51,0.64
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-106a-5p,0.0,0.21,0.19,0.37,0.17,0.19,0.1,0.0,0.31,0.49,0.2,0.18
hsa-miR-106b-3p,809.35,605.66,697.7,625.29,581.98,766.04,679.7,881.03,536.28,542.25,520.69,826.53
hsa-miR-106b-5p,56.44,54.12,67.37,54.42,68.79,42.23,51.53,61.62,37.34,44.11,36.15,49.92
hsa-miR-107,7.82,8.14,10.92,8.6,10.24,7.15,12.2,20.64,5.67,8.01,4.1,11.37
hsa-miR-10a-3p,173.22,121.84,96.53,80.79,109.51,108.25,123.18,152.4,112.33,122.39,73.42,98.03
hsa-miR-10a-5p,60875.7,37471.85,27470.65,23963.33,30678.52,45819.37,43941.6,50970.23,39156.22,39116.65,33157.13,40123.33
hsa-miR-10b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
hsa-miR-10b-5p,93.22,34.61,17.49,18.8,31.68,34.23,29.98,37.37,45.49,29.06,26.32,38.47
hsa-miR-11399,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
hsa-miR-11401,0.2,0.21,0.19,0.37,0.17,0.56,0.61,0.49,0.1,0.32,0.41,0.45
hsa-miR-1180-3p,69.97,42.43,39.89,40.11,40.38,61.23,52.54,59.28,36.83,39.18,25.7,55.29
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
hsa-miR-1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-1183,0.0,0.0,0.0,0.28,0.0,0.0,0.1,0.0,0.1,0.24,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.09
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-1197,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.11,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.09
hsa-miR-12119,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12121,0.0,0.0,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-12124,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-12132,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-12136,0.2,1.18,1.39,3.27,0.26,1.13,1.22,1.27,0.93,1.46,1.33,0.36
hsa-miR-122-5p,10.32,0.43,4.72,3.27,0.0,7.24,12.5,7.43,5.78,4.53,14.75,9.55
hsa-miR-1225-3p,0.0,0.0,0.0,0.28,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
hsa-miR-1226-3p,0.8,1.71,0.09,0.28,0.34,0.56,0.2,0.2,0.93,0.73,0.51,0.82
hsa-miR-1226-5p,0.3,0.75,0.83,0.37,0.43,0.09,0.2,0.59,0.21,0.65,0.31,0.45
hsa-miR-1227-3p,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.08,0.1,0.0
hsa-miR-1228-3p,0.1,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.1,0.0,0.0,0.18
hsa-miR-1228-5p,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,1.5,0.32,0.56,0.84,0.34,1.22,0.91,1.08,0.21,1.05,0.2,2.46
hsa-miR-1229-5p,0.2,0.0,0.0,0.0,0.0,0.28,0.2,0.2,0.1,0.32,0.0,0.09
hsa-miR-122b-5p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.3,0.21,0.0,0.09,0.0,0.28,0.1,0.1,0.31,0.08,0.0,0.73
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-1236-5p,0.1,0.0,0.0,0.09,0.0,0.09,0.2,0.1,0.0,0.08,0.1,0.0
hsa-miR-1237-5p,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.18
hsa-miR-1238-3p,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-5p,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
hsa-miR-1244,0.1,0.32,0.83,0.75,0.17,0.94,0.61,0.39,0.1,0.24,0.51,0.18
hsa-miR-1246,58.64,54.01,100.6,133.16,37.19,62.26,79.47,84.02,23.11,33.19,75.47,241.44
hsa-miR-1247-3p,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.16,0.0,0.0
hsa-miR-1247-5p,1.0,1.29,0.19,0.19,0.43,0.47,1.12,0.49,1.13,1.38,0.31,0.64
hsa-miR-1248,2.91,1.61,2.31,1.22,1.46,2.16,1.83,0.88,0.52,2.27,1.64,1.55
hsa-miR-1249-3p,0.1,0.11,0.19,0.0,0.09,0.09,0.51,0.0,0.0,0.08,0.0,0.09
hsa-miR-1250-5p,4.31,2.25,4.35,4.68,2.07,3.1,2.64,2.64,3.61,4.37,2.87,2.27
hsa-miR-1255a,26.76,25.83,18.6,14.87,12.05,29.25,31.51,29.05,22.59,34.0,19.25,22.1
hsa-miR-1255b-5p,0.9,1.61,0.93,1.03,0.26,0.85,1.22,0.68,0.72,0.32,0.2,1.55
hsa-miR-1256,0.0,0.11,0.28,0.0,0.0,0.0,0.1,0.1,0.21,0.16,0.1,0.09
hsa-miR-1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-1258,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,35.79,26.58,16.57,11.59,17.3,28.12,40.75,34.33,39.3,32.13,24.47,31.37
hsa-miR-125a-5p,1156.08,574.91,313.45,353.27,464.21,692.59,725.84,961.53,748.67,701.14,479.53,554.27
hsa-miR-125b-1-3p,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.78,0.0,0.0,0.0,0.0
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.0,0.26,0.19,0.2,0.0,0.0,0.0,0.1,0.0
hsa-miR-125b-5p,2.0,0.75,0.19,0.19,2.41,0.47,1.52,2.93,0.62,0.32,0.51,0.27
hsa-miR-126-3p,93.73,32.04,18.05,16.08,51.31,17.96,21.04,15.75,27.03,21.37,21.09,31.74
hsa-miR-126-5p,2.41,1.39,1.11,0.37,1.64,0.19,0.0,0.59,0.93,0.32,0.72,0.27
hsa-miR-1260b,1.5,1.29,1.39,1.4,1.98,1.13,2.24,1.57,2.79,1.54,0.82,4.18
hsa-miR-1262,5.11,5.47,4.16,1.87,3.44,4.51,5.59,5.97,4.23,4.29,3.58,6.09
hsa-miR-1264,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
hsa-miR-1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1266-3p,0.0,0.0,0.09,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,4.41,4.93,8.61,10.57,3.27,8.65,7.52,8.9,3.82,4.86,5.12,7.18
hsa-miR-1268a,0.3,0.75,1.39,0.09,0.09,3.2,0.41,0.98,2.99,2.51,0.31,1.82
hsa-miR-1268b,1.3,1.39,0.56,1.78,0.77,0.56,1.12,2.54,0.21,1.13,1.43,0.73
hsa-miR-1269a,1.1,0.64,0.28,0.84,0.95,0.0,0.1,0.78,0.31,0.24,0.1,0.73
hsa-miR-1269b,1.0,0.54,0.83,1.12,0.43,0.09,0.0,0.0,0.0,0.0,0.1,0.27
hsa-miR-127-3p,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1273c,0.6,0.32,0.09,0.28,0.26,0.19,0.2,0.0,0.31,0.73,0.1,0.18
hsa-miR-1273h-3p,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
hsa-miR-1275,1.2,0.11,1.3,1.68,0.17,2.26,1.63,1.17,1.03,1.3,1.54,2.55
hsa-miR-1276,4.61,2.57,2.04,1.96,2.5,2.73,2.13,2.25,2.48,2.99,2.87,3.91
hsa-miR-1277-3p,0.4,0.11,0.09,0.65,0.69,0.09,0.1,0.1,0.0,0.81,0.41,0.64
hsa-miR-1278,9.02,12.43,8.14,7.2,6.54,8.65,6.91,9.68,12.28,14.73,12.49,7.46
hsa-miR-128-1-5p,0.5,0.32,1.02,0.56,0.26,1.41,0.91,1.17,0.72,0.65,0.72,0.55
hsa-miR-128-3p,1321.08,730.29,820.79,776.21,459.73,1056.28,760.9,1035.38,756.61,887.48,726.2,996.32
hsa-miR-1283,0.0,0.0,0.0,0.0,0.17,0.19,0.1,0.39,0.0,0.0,0.0,0.0
hsa-miR-1284,0.6,0.11,1.2,0.09,0.09,0.85,0.61,0.49,1.34,0.4,0.0,0.73
hsa-miR-1285-3p,5.61,3.54,3.42,2.81,3.53,3.67,3.35,3.91,3.51,2.99,3.17,3.46
hsa-miR-1285-5p,2.71,1.71,3.52,3.55,1.55,3.48,3.15,3.52,1.86,3.48,2.56,1.73
hsa-miR-1286,3.31,2.57,1.48,1.78,2.32,1.41,3.15,1.57,1.34,2.67,1.74,2.82
hsa-miR-1287-3p,0.0,0.21,0.0,0.09,0.09,0.0,0.0,0.0,0.21,0.0,0.0,0.36
hsa-miR-1287-5p,8.52,6.11,7.96,5.89,9.3,6.21,5.08,6.65,8.36,7.61,6.55,5.55
hsa-miR-1288-3p,0.2,0.21,0.37,0.19,0.17,0.19,0.3,0.0,0.31,0.0,0.2,0.18
hsa-miR-1289,0.2,0.0,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0
hsa-miR-129-5p,1.7,0.96,0.56,1.12,0.6,0.85,2.24,0.78,0.52,0.89,0.41,2.36
hsa-miR-1290,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09
hsa-miR-1291,2.91,1.39,1.76,3.46,1.55,1.6,2.44,2.93,0.41,1.54,2.76,3.27
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.21,0.08,0.0,0.0
hsa-miR-1292-5p,4.41,2.36,4.44,5.33,2.32,5.17,4.78,5.18,2.99,3.48,3.99,6.37
hsa-miR-1293,0.5,0.21,0.56,0.37,0.26,0.94,0.81,0.59,0.1,0.49,0.31,0.55
hsa-miR-1294,0.7,0.32,0.28,0.65,0.17,0.75,0.3,1.57,0.62,0.57,0.1,0.36
hsa-miR-1296-3p,0.0,0.96,0.37,0.37,0.26,0.09,0.2,0.2,0.21,0.16,0.61,0.73
hsa-miR-1296-5p,5.71,6.75,6.57,5.52,4.99,10.72,4.47,7.92,1.75,9.71,15.67,5.37
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.27
hsa-miR-1298-5p,0.9,0.11,0.46,0.0,0.26,0.66,0.2,1.08,0.31,0.0,0.0,0.0
hsa-miR-1299,1.3,0.32,0.09,0.37,0.09,0.19,0.3,0.88,0.1,0.32,0.2,0.64
hsa-miR-1301-3p,88.21,21.0,5.74,3.27,22.64,33.11,42.18,46.27,20.01,11.82,6.55,19.19
hsa-miR-1303,23.26,12.32,24.8,23.84,13.34,29.06,24.59,31.89,14.03,14.81,15.05,24.83
hsa-miR-1304-3p,0.0,0.0,0.0,0.28,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,9.82,10.5,9.81,5.52,6.97,14.01,10.26,13.79,9.9,13.44,10.44,10.37
hsa-miR-1305,0.1,0.0,0.0,0.09,0.0,0.19,0.2,0.59,0.0,0.0,0.1,0.0
hsa-miR-1306-3p,4.91,1.29,0.93,1.12,1.81,2.45,2.95,3.03,1.44,2.35,2.05,1.27
hsa-miR-1306-5p,3.91,2.14,1.57,1.59,2.15,2.45,1.83,3.03,2.27,2.35,0.41,2.09
hsa-miR-1307-3p,608.97,414.28,473.83,434.72,360.38,637.85,639.86,694.3,417.14,455.72,436.93,680.49
hsa-miR-1307-5p,25.36,18.97,24.89,30.11,16.7,21.44,22.26,26.31,13.41,17.97,21.91,22.37
hsa-miR-130b-3p,8.12,5.79,7.87,3.65,6.37,4.42,8.13,7.34,3.71,4.21,3.38,6.27
hsa-miR-130b-5p,6.62,7.39,2.78,1.03,1.89,3.76,10.47,6.75,9.9,8.42,1.13,2.0
hsa-miR-132-3p,3.41,5.89,2.13,2.9,6.28,2.26,6.61,6.06,4.13,5.59,1.74,5.27
hsa-miR-132-5p,1.9,1.29,0.93,0.37,1.55,1.13,1.32,2.05,0.93,1.13,0.61,1.46
hsa-miR-1322,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-1323,0.1,0.11,0.0,0.19,0.34,3.95,3.15,9.59,0.0,0.16,0.0,0.0
hsa-miR-133a-3p,0.4,0.32,0.09,0.0,0.09,0.0,0.2,0.0,0.21,0.24,0.0,0.09
hsa-miR-133a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-134-5p,0.0,0.0,0.19,0.28,0.26,0.75,0.0,0.78,0.31,0.57,0.2,0.0
hsa-miR-1343-3p,2.91,1.61,2.31,1.03,1.64,2.07,1.73,1.96,1.24,1.54,0.72,1.27
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,0.11,0.0,0.09,0.17,0.0,0.0,0.1,0.21,0.08,0.0,0.0
hsa-miR-135b-3p,1.3,1.29,0.37,0.37,1.38,1.69,2.03,1.47,1.13,1.78,1.64,0.82
hsa-miR-135b-5p,65.56,56.69,45.81,36.84,62.85,42.79,56.81,52.82,60.24,57.55,50.48,53.2
hsa-miR-136-3p,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.09
hsa-miR-136-5p,0.1,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09
hsa-miR-139-3p,0.4,0.0,0.09,0.19,0.09,1.03,0.41,0.2,0.41,0.16,0.2,0.27
hsa-miR-139-5p,8.52,4.71,10.55,10.1,6.2,9.31,14.43,6.75,7.01,12.06,6.35,12.0
hsa-miR-140-3p,64.05,78.55,94.12,84.16,89.71,61.7,86.08,75.81,61.79,68.4,74.03,82.84
hsa-miR-140-5p,12.23,10.18,11.57,10.29,12.57,16.08,9.65,12.72,7.22,10.12,13.11,10.46
hsa-miR-141-3p,79.09,47.26,76.35,70.97,55.1,52.48,66.77,56.34,64.99,57.07,49.46,91.12
hsa-miR-141-5p,3.61,3.54,3.33,4.68,2.75,3.57,5.39,5.58,2.79,2.91,3.38,2.36
hsa-miR-142-3p,2.31,2.25,2.96,2.62,2.32,1.88,1.52,1.96,0.93,1.94,2.97,1.64
hsa-miR-142-5p,3.11,2.79,2.96,4.96,1.12,2.26,1.83,3.03,5.05,2.83,3.17,7.73
hsa-miR-143-3p,6.62,1.5,6.2,4.58,2.67,7.05,1.02,1.86,1.34,3.16,6.55,1.55
hsa-miR-143-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hsa-miR-144-3p,0.0,0.0,0.28,0.0,0.09,0.09,0.0,0.2,0.0,0.08,0.0,0.09
hsa-miR-144-5p,0.0,0.0,0.19,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-145-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
hsa-miR-145-5p,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.6,0.43,0.83,0.28,0.43,0.56,0.2,0.1,0.41,0.24,0.31,0.91
hsa-miR-146a-3p,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,10.93,3.0,6.85,7.01,4.3,19.37,25.92,23.77,1.13,1.78,0.92,7.82
hsa-miR-146b-3p,0.6,0.11,0.0,0.09,0.17,0.38,0.1,0.29,0.0,0.08,0.0,0.36
hsa-miR-146b-5p,202.59,88.94,109.67,88.46,93.75,126.4,183.14,159.73,94.69,81.11,77.51,177.69
hsa-miR-147b-3p,2.71,1.93,3.24,2.81,0.95,2.73,2.34,0.98,1.03,2.35,1.13,2.09
hsa-miR-147b-5p,0.2,0.21,0.28,0.37,0.77,0.09,0.0,0.49,0.1,0.16,0.0,0.09
hsa-miR-148a-3p,289.0,365.63,384.25,319.33,173.13,191.2,246.55,174.21,180.41,191.43,160.35,351.66
hsa-miR-148a-5p,1.0,0.0,0.37,0.19,0.09,0.0,0.0,0.39,0.21,0.4,0.2,0.55
hsa-miR-148b-3p,701.19,561.51,543.34,530.66,534.63,537.22,511.5,673.07,390.12,427.22,423.82,627.65
hsa-miR-148b-5p,25.86,19.07,24.99,19.08,18.34,16.27,19.31,18.39,13.72,16.35,15.97,25.01
hsa-miR-149-3p,0.1,0.11,0.09,0.0,0.17,0.09,0.0,0.39,0.1,0.0,0.0,0.0
hsa-miR-149-5p,60.65,45.33,17.4,16.27,53.38,26.71,38.92,42.16,15.89,24.61,21.09,19.55
hsa-miR-150-3p,0.0,0.11,0.19,0.09,0.0,0.28,0.41,0.2,0.21,0.4,0.31,0.09
hsa-miR-150-5p,6.32,14.57,20.82,15.71,4.74,25.49,34.55,27.98,21.87,23.47,13.31,28.55
hsa-miR-151a-3p,14418.62,11738.18,9999.3,8698.84,10126.88,10917.46,16742.26,12355.8,11171.8,10951.87,12359.75,13535.19
hsa-miR-151a-5p,69.87,55.29,38.41,33.48,52.6,34.23,39.84,61.62,44.87,43.31,20.27,53.2
hsa-miR-151b,2.41,4.61,2.41,3.46,4.3,2.63,2.85,5.38,0.31,0.49,3.69,5.27
hsa-miR-152-3p,207.5,81.76,26.19,27.58,120.27,57.94,61.99,85.39,55.19,44.36,53.45,57.38
hsa-miR-152-5p,0.3,0.75,0.0,0.09,0.43,0.0,0.61,0.0,0.52,0.08,0.31,0.18
hsa-miR-153-3p,0.6,0.0,0.0,0.09,0.34,0.09,0.0,0.39,0.0,0.0,0.1,0.0
hsa-miR-1538,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.29,0.21,0.0,0.0,0.18
hsa-miR-154-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,72.98,49.19,51.92,43.11,37.62,43.83,44.51,49.49,41.78,59.41,37.78,74.02
hsa-miR-15a-5p,1.9,1.82,2.22,1.4,2.58,1.13,1.02,1.27,1.86,2.02,1.13,2.55
hsa-miR-15b-3p,18.95,14.57,14.44,12.16,13.69,14.39,12.81,16.92,13.1,17.65,11.06,13.55
hsa-miR-15b-5p,20.45,15.11,15.27,13.28,17.05,15.71,19.92,22.6,11.97,15.78,7.37,19.37
hsa-miR-16-1-3p,0.1,0.11,0.19,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.09
hsa-miR-16-2-3p,105.35,51.22,54.6,37.22,34.44,79.19,43.8,79.13,58.49,72.53,59.8,63.84
hsa-miR-16-5p,98.84,70.51,90.05,68.45,94.96,61.41,96.65,103.68,63.03,77.87,65.33,95.48
hsa-miR-17-3p,0.5,0.64,0.93,1.12,0.95,1.03,1.02,1.27,1.13,1.05,1.02,1.0
hsa-miR-17-5p,104.25,121.41,138.54,132.5,99.95,116.06,109.66,158.85,117.8,159.14,121.03,91.94
hsa-miR-181a-2-3p,17.74,9.86,13.42,12.72,9.9,16.93,10.77,15.85,8.46,8.01,9.42,18.55
hsa-miR-181a-3p,8.32,6.11,5.55,5.98,6.03,9.97,7.11,6.75,9.28,8.58,6.35,5.55
hsa-miR-181a-5p,470.83,294.04,355.56,358.13,291.85,264.85,356.31,385.79,343.6,301.76,227.83,504.52
hsa-miR-181b-2-3p,0.3,0.0,0.19,0.0,0.17,0.0,0.2,0.1,0.31,0.08,0.41,0.0
hsa-miR-181b-3p,0.8,0.64,0.46,0.75,0.17,0.56,0.41,0.68,0.62,0.97,0.72,0.64
hsa-miR-181b-5p,387.23,259.86,268.01,267.81,234.51,267.29,310.28,360.26,284.59,272.46,227.32,364.66
hsa-miR-181c-3p,0.8,0.21,0.37,0.09,0.77,0.28,0.41,0.88,0.0,0.08,0.51,0.45
hsa-miR-181c-5p,1.0,0.0,0.0,0.37,0.17,0.0,0.0,0.39,0.0,0.24,0.2,0.36
hsa-miR-181d-3p,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
