miRNA,SRR13669967,SRR13669970,SRR13669971,SRR13669972,SRR13669973,SRR13669974,SRR13669975,SRR13669976
hsa-let-7a-5p,0.0,63.0,18.0,99.0,21.0,56.0,0.0,86.0
hsa-let-7b-5p,2905.0,8683.0,1181.0,4536.0,3199.0,5200.0,174.0,1986.0
hsa-let-7c-5p,60.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0
hsa-let-7d-5p,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-let-7e-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-let-7f-5p,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,0.0,0.0,0.0,11.0,10.0,0.0,0.0,1.0
hsa-let-7i-5p,23.0,0.0,5.0,0.0,23.0,0.0,0.0,19.0
hsa-miR-1-3p,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
hsa-miR-101-3p,156.0,193.0,102.0,183.0,120.0,412.0,70.0,117.0
hsa-miR-103a-3p,577.0,1261.0,134.0,2168.0,643.0,1660.0,2.0,454.0
hsa-miR-107,2.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0
hsa-miR-10a-5p,16.0,24.0,1.0,28.0,0.0,19.0,0.0,12.0
hsa-miR-10b-5p,0.0,0.0,0.0,2.0,0.0,34.0,0.0,1.0
hsa-miR-12118,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0
hsa-miR-125a-5p,4.0,1.0,0.0,9.0,59.0,16.0,0.0,26.0
hsa-miR-125b-5p,0.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0
hsa-miR-127-3p,0.0,12.0,0.0,2.0,0.0,31.0,0.0,0.0
hsa-miR-1285-3p,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,39.0,0.0,0.0,27.0,25.0,135.0,0.0,5.0
hsa-miR-1304-3p,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,27.0,60.0,28.0,54.0,32.0,84.0,0.0,18.0
hsa-miR-1324,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,32.0,186.0,16.0,55.0,50.0,131.0,0.0,37.0
hsa-miR-140-3p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-141-3p,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0
hsa-miR-142-3p,1730.0,1777.0,409.0,3852.0,1682.0,5146.0,140.0,2677.0
hsa-miR-142-5p,95.0,89.0,52.0,122.0,86.0,217.0,0.0,98.0
hsa-miR-144-5p,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,1.0,24.0,0.0,1.0
hsa-miR-148a-3p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-150-5p,10.0,0.0,4.0,6.0,15.0,0.0,0.0,18.0
hsa-miR-151a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-152-3p,3.0,0.0,1.0,8.0,7.0,26.0,0.0,9.0
hsa-miR-15a-5p,0.0,0.0,0.0,18.0,3.0,0.0,14.0,4.0
hsa-miR-16-5p,156.0,472.0,170.0,472.0,194.0,497.0,31.0,124.0
hsa-miR-17-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
