miRNA,SRR16760614,SRR16760616,SRR16760617,SRR16760618,SRR16760620,SRR16760621,SRR16760622,SRR16760623,SRR16760624,SRR16760625,SRR16760626,SRR16760627,SRR16760628,SRR16760629,SRR16760630,SRR16760631,SRR16760633,SRR16760634,SRR16760635,SRR16760636,SRR16760637,SRR16760641,SRR16760644,SRR16760645,SRR16760647,SRR16760648,SRR16760649,SRR16760650,SRR16760654,SRR16760655,SRR16760656,SRR16760661,SRR16760662,SRR16760663,SRR16760664,SRR16760665,SRR16760666,SRR16760668,SRR16760669,SRR16760670,SRR16760671,SRR16760673,SRR16760674,SRR16760675,SRR16760676,SRR16760677,SRR16760678,SRR16760679,SRR16760681,SRR16760682,SRR16760683,SRR16760686,SRR16760689,SRR16760690,SRR16760691,SRR16760615,SRR16760619,SRR16760632,SRR16760638,SRR16760639,SRR16760642,SRR16760643,SRR16760646,SRR16760651,SRR16760652,SRR16760653,SRR16760657,SRR16760658,SRR16760659,SRR16760660,SRR16760667,SRR16760672,SRR16760680,SRR16760684,SRR16760687,SRR16760688
hsa-miR-153-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.34,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,1.24,0.58,0.0,0.0,0.5,0.63,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.86,0.0,1.6,0.0,0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.39,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.34,0.0,0.76,0.0,0.38,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-3p,0.0,0.0,0.0,1.08,0.0,0.0,0.44,0.5,0.0,0.45,0.69,1.41,0.0,0.0,0.58,0.0,0.0,0.0,0.0,2.66,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.41,0.8,0.0,0.0,0.0,0.0,0.0,0.0,11.29,0.0,0.78,1.06,0.0,0.0,0.0,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.33,0.0,2.98,0.27,0.55,1.33,0.5,0.0,4.06,1.38,0.0,0.41,0.41,1.73,0.0,0.0,0.0,1.89,2.92,0.83,0.0,0.0,0.37,0.0,0.0,0.0,1.71,0.0,4.01,0.0,6.73,0.0,0.0,0.0,3.73,3.76,0.75,1.96,2.9,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.0,4.34,1.14,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,25.98,32.31,16.58,55.6,34.87,8.31,49.74,26.54,18.34,82.99,29.67,22.13,41.68,35.95,71.13,51.02,7.45,21.7,33.99,2.58,6.26,22.54,21.32,124.39,10.24,10.95,12.83,26.54,39.4,32.07,26.19,6.73,20.09,20.58,0.0,36.2,1.45,11.32,14.48,31.16,0.0,8.44,19.76,20.61,92.34,23.61,68.64,18.39,0.0,8.5,26.18,42.26,0.0,0.0,36.15,8.23,35.51,14.65,8.06,22.37,3.11,18.9,9.96,30.24,18.36,23.24,27.11,37.92,54.75,55.25,9.15,0.0,62.63,30.23,42.4,15.39
hsa-miR-1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,7.8,22.42,8.12,42.58,9.39,2.77,11.55,5.01,2.82,15.79,17.59,11.77,6.95,25.62,75.76,11.03,0.0,35.33,5.03,12.21,2.71,5.63,4.49,28.4,0.0,6.25,5.61,5.14,20.73,41.29,26.19,13.45,0.0,10.55,0.0,7.99,8.11,2.26,3.91,19.27,0.0,42.18,1.16,13.74,0.0,47.23,58.83,0.0,0.0,4.25,2.91,0.0,0.0,0.0,3.61,0.0,17.76,0.0,7.3,7.95,0.0,1.58,3.32,26.51,4.24,6.86,6.78,12.01,41.06,7.48,6.0,8.29,26.84,10.08,26.78,15.39
hsa-miR-15b-3p,7.8,50.11,9.81,68.89,12.34,4.99,11.55,12.02,2.12,35.18,27.25,18.84,14.71,45.05,236.24,9.65,0.0,45.42,3.78,3.95,2.5,13.15,15.71,21.08,3.41,14.07,11.22,8.56,6.64,157.55,0.0,6.73,0.0,6.33,0.0,15.97,7.82,4.53,4.3,75.51,0.0,42.18,5.81,34.35,0.0,47.23,78.45,4.6,0.0,0.0,5.82,14.09,0.0,0.0,3.61,0.0,15.89,0.0,4.53,9.94,6.21,5.78,5.54,24.81,1.06,4.95,3.39,12.76,109.5,5.55,12.29,12.44,17.9,0.0,49.1,0.0
hsa-miR-15b-5p,25.98,103.51,38.56,174.4,30.04,18.28,55.96,49.57,38.09,125.39,68.65,47.57,52.3,98.77,465.26,68.94,11.18,126.67,23.92,45.13,13.15,71.37,61.71,77.38,11.38,32.84,38.48,26.54,86.67,173.19,52.37,107.62,80.36,62.78,0.0,35.14,23.45,16.61,19.57,144.69,0.0,194.01,17.44,82.44,0.0,129.87,147.08,18.39,100.59,21.26,8.73,42.26,50.65,0.0,18.07,4.63,49.53,2.66,32.48,30.81,49.7,16.28,13.28,117.92,14.47,25.91,84.73,36.42,95.81,48.49,32.29,82.91,143.16,50.38,107.12,107.7
hsa-miR-16-1-3p,0.0,0.0,0.0,0.54,0.27,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,730.15,1465.68,768.89,1455.68,421.4,95.85,326.87,250.84,295.57,502.9,319.1,285.87,315.84,829.84,1633.75,868.69,122.94,2873.63,401.54,25.27,47.38,668.63,690.08,50.47,46.65,112.58,285.37,182.33,653.97,3627.71,340.42,141.25,220.99,280.15,72.89,480.19,23.74,52.83,84.53,478.96,0.0,1029.08,159.25,219.83,738.76,377.8,627.56,174.74,0.0,170.08,128.01,225.39,379.84,129.44,274.73,56.59,396.25,22.64,98.43,247.51,969.18,180.08,55.35,631.73,116.85,196.23,752.39,483.55,1437.16,175.39,64.87,903.76,876.87,272.03,1680.52,769.28
hsa-miR-16-5p,265.04,1451.17,512.82,2094.16,225.59,122.45,345.07,296.4,205.98,662.11,486.76,372.52,341.99,859.18,5014.03,547.42,14.9,1347.49,179.37,296.62,102.06,441.37,268.18,2164.28,70.54,162.62,294.99,208.01,676.78,2640.3,314.23,221.96,341.54,309.7,72.89,360.41,183.27,90.57,79.83,948.67,0.0,711.36,101.13,109.92,184.69,448.64,598.14,68.97,100.59,157.33,64.01,112.7,75.97,0.0,108.45,44.24,284.1,14.65,174.71,298.2,397.61,109.73,129.52,980.39,96.73,193.19,735.45,461.02,1560.34,323.76,218.06,572.11,429.49,171.28,836.91,461.57
hsa-miR-17-3p,5.2,4.62,0.68,10.31,0.0,0.55,0.44,0.5,0.71,2.71,1.72,0.94,1.63,2.07,13.59,1.38,0.0,3.53,0.63,0.6,0.42,3.76,0.0,1.12,0.0,0.78,0.0,1.71,1.24,12.43,0.0,0.0,0.0,0.53,0.0,4.26,0.0,0.0,0.0,2.38,0.0,0.0,2.32,0.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.99,0.0,1.58,1.11,1.7,0.0,0.0,3.39,0.38,0.0,0.97,0.0,0.0,0.0,0.0,2.23,0.0
hsa-miR-17-5p,49.37,311.53,88.29,520.22,80.47,32.14,70.17,70.09,31.74,143.88,159.38,80.06,72.32,202.91,1205.8,144.78,29.8,402.23,39.02,144.23,41.12,95.79,88.64,23.93,12.51,32.84,43.29,61.63,133.53,740.45,52.37,13.45,60.27,77.03,72.89,111.26,87.15,24.15,25.05,227.33,0.0,154.64,5.81,20.61,0.0,82.64,107.86,32.19,0.0,17.01,11.64,42.26,0.0,64.72,46.99,7.2,146.72,1.33,59.16,117.29,68.34,25.2,35.43,186.9,10.24,65.92,101.67,110.38,328.49,180.22,48.87,174.12,143.16,30.23,187.47,61.54
hsa-miR-181a-2-3p,15.59,20.44,14.88,33.36,6.71,1.66,6.66,10.51,11.29,43.3,19.32,15.07,14.71,26.45,76.34,12.41,14.9,17.16,33.36,2.58,3.13,13.15,12.34,211.57,1.14,3.13,7.21,9.42,12.03,57.33,52.37,6.73,0.0,7.91,0.0,44.19,0.29,6.79,2.74,10.56,0.0,14.06,3.49,6.87,0.0,59.03,9.81,0.0,0.0,12.76,11.64,70.44,0.0,0.0,14.46,14.4,3.74,26.64,6.55,6.46,15.53,9.45,2.21,14.27,9.53,14.48,10.17,13.14,13.69,12.3,3.43,24.87,8.95,0.0,11.16,0.0
hsa-miR-181a-3p,0.0,1.98,3.38,5.97,4.02,0.55,1.33,1.0,1.41,10.37,5.86,3.77,2.86,6.2,11.86,2.76,0.0,1.51,7.55,36.79,7.51,0.0,1.12,11.78,2.28,3.13,1.6,4.28,2.07,13.23,0.0,0.0,0.0,6.33,0.0,6.39,1.45,1.51,0.78,7.92,0.0,2.81,1.16,0.0,0.0,0.0,29.42,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.51,1.87,0.0,13.85,9.94,6.21,3.15,1.11,2.72,1.41,1.52,0.0,2.25,41.06,24.37,4.57,4.15,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,317.0,679.76,331.51,1380.28,308.47,105.27,345.07,256.84,250.42,1832.98,420.87,326.37,302.36,410.37,1417.17,477.09,85.68,769.13,804.34,953.47,311.82,499.59,425.27,973.13,72.81,135.26,138.68,484.49,432.53,1833.3,497.54,302.67,281.27,423.13,437.35,1002.44,182.98,113.97,162.41,722.92,4761.9,359.9,120.89,178.61,184.69,436.84,872.7,243.71,100.59,195.6,206.57,112.7,75.97,64.72,332.57,47.84,306.53,78.57,308.14,309.63,313.74,133.35,98.53,422.06,119.32,293.02,684.61,442.63,875.98,1248.98,169.76,439.44,438.44,201.51,756.57,553.88
hsa-miR-181b-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.5,1.26,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.89,0.95,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,36.38,66.59,41.95,224.58,30.58,18.84,46.19,30.54,19.05,233.63,54.16,57.93,54.75,76.45,224.39,48.26,7.45,72.67,170.56,288.97,85.36,45.08,24.69,86.81,10.24,10.95,15.23,70.19,48.93,246.15,26.19,33.63,60.27,73.86,218.67,156.51,33.87,27.93,28.57,120.13,0.0,33.74,16.27,41.22,92.34,70.84,137.28,13.79,0.0,17.01,20.37,28.17,0.0,0.0,18.07,12.35,37.38,5.33,107.75,62.62,34.17,19.95,14.39,40.1,16.24,35.82,64.39,45.8,82.12,369.84,36.01,49.75,71.58,0.0,31.24,15.39
hsa-miR-181c-3p,0.0,1.32,0.34,3.8,0.54,0.0,0.44,0.5,0.71,2.71,3.79,0.47,0.41,1.65,3.76,0.0,0.0,1.01,0.63,18.48,4.17,0.0,0.0,0.87,0.0,0.0,0.8,2.57,0.83,4.81,0.0,6.73,0.0,2.64,0.0,1.6,0.87,1.51,0.39,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,1.99,0.0,0.0,0.0,0.68,0.0,0.76,0.0,0.75,0.0,7.48,0.29,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,1.65,0.34,2.98,1.61,0.0,0.44,1.0,0.0,3.16,1.38,1.41,0.82,0.83,4.63,0.0,0.0,1.51,2.52,13.32,3.55,1.88,0.0,16.0,0.0,0.78,0.0,1.71,0.0,1.2,0.0,0.0,0.0,2.11,0.0,3.73,1.45,0.75,0.0,1.06,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,2.52,3.48,0.0,0.0,0.0,0.34,0.0,0.0,3.39,1.5,13.69,8.2,1.14,0.0,0.0,0.0,4.46,0.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,0.0,10.88,4.4,20.61,5.63,1.66,5.33,1.5,2.12,24.36,20.7,10.36,8.99,9.09,19.37,12.41,0.0,8.58,23.29,320.43,78.48,7.51,6.73,23.44,2.28,10.16,3.21,13.7,9.95,23.65,78.56,13.45,20.09,32.71,0.0,28.22,11.29,14.34,6.26,9.24,0.0,5.62,8.14,6.87,0.0,23.61,29.42,0.0,0.0,12.76,11.64,28.17,0.0,0.0,0.0,2.06,8.41,4.0,81.82,42.25,0.0,2.1,11.07,6.46,2.47,12.57,16.95,8.26,13.69,158.5,7.14,4.15,8.95,0.0,4.46,0.0
hsa-miR-182-3p,5.2,0.0,0.68,0.54,0.8,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.78,0.0,0.0,0.41,0.8,26.19,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.39,0.0,0.0,0.0,0.0,0.0,92.34,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.76,0.0,3.11,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.72,0.29,0.0,8.95,0.0,2.23,0.0
hsa-miR-182-5p,241.65,802.07,601.11,234.88,541.57,65.38,194.52,216.29,147.43,76.22,277.36,269.38,240.66,344.25,485.79,266.12,201.17,396.17,25.17,66.61,55.1,390.66,261.44,887.81,36.41,73.49,172.34,21.4,419.26,66.55,340.42,141.25,160.72,154.58,72.89,37.27,734.53,47.55,125.23,107.99,0.0,298.04,72.07,103.05,184.69,247.93,480.48,22.99,402.37,80.79,136.74,324.0,75.97,194.16,177.13,146.1,265.41,79.91,88.62,171.96,465.95,545.49,57.57,760.86,223.81,209.95,328.75,212.49,328.49,46.08,209.77,157.54,411.59,282.11,854.77,138.47
hsa-miR-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.99,1.01,0.54,0.0,0.0,0.0,0.5,0.0,0.9,0.34,0.0,0.0,1.24,1.16,2.76,0.0,0.5,0.0,0.09,0.21,0.0,0.0,0.37,0.0,0.0,0.0,0.0,2.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.78,0.79,0.0,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.35,0.38,3.39,0.0,0.0,0.0,0.86,0.0,0.0,0.0,6.7,0.0
hsa-miR-183-5p,589.84,450.65,390.37,251.7,409.06,89.2,221.17,249.33,281.46,159.66,273.57,268.44,303.18,349.21,675.48,263.37,301.75,418.88,50.35,63.52,59.07,292.99,355.7,757.22,39.82,76.62,191.58,39.38,377.79,162.36,314.23,141.25,80.36,137.7,145.78,65.48,960.65,64.16,330.29,194.86,0.0,230.56,133.68,96.18,184.69,283.35,362.81,55.18,1710.09,89.29,165.84,422.61,151.94,0.0,206.05,326.15,206.53,215.75,94.91,178.92,627.48,772.3,56.46,411.19,294.42,176.42,301.63,182.83,479.05,86.13,289.51,248.74,295.27,181.35,604.81,261.55
hsa-miR-184,7.8,3.96,2.71,51.8,1.34,1.66,1.33,4.51,2.82,4.06,0.34,0.94,1.63,2.48,4.92,9.65,11.18,1.01,12.59,1.12,0.83,3.76,5.61,924.52,1.14,6.25,5.61,2.57,2.49,7.22,0.0,0.0,0.0,2.11,0.0,10.11,4.05,9.06,1.17,1.32,0.0,0.0,0.0,0.0,0.0,11.81,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,9.26,1.87,10.65,0.76,0.99,3.11,23.63,3.32,1.36,4.24,1.14,6.78,1.88,0.0,3.86,0.86,0.0,0.0,0.0,4.46,15.39
hsa-miR-1843,67.56,30.0,21.99,37.43,20.12,3.88,8.44,8.51,11.29,23.45,23.11,12.72,17.98,19.84,52.05,16.55,29.8,28.77,29.58,1.29,1.46,13.15,20.2,48.99,3.41,3.13,16.03,17.12,29.44,49.31,26.19,20.18,0.0,17.94,0.0,47.91,1.16,3.02,4.7,19.01,0.0,33.74,3.49,13.74,0.0,11.81,78.45,13.79,100.59,8.5,17.46,0.0,0.0,0.0,10.84,39.1,18.69,22.64,8.56,7.95,27.96,42.0,6.64,20.73,19.42,26.29,44.06,10.89,54.75,37.64,2.57,20.73,35.79,40.3,29.01,0.0
hsa-miR-185-3p,2.6,19.45,7.44,47.74,10.73,1.66,5.33,2.5,4.94,22.1,11.04,4.24,9.81,12.4,105.83,4.14,0.0,32.8,10.7,4.3,1.67,5.63,8.98,15.63,3.41,7.04,10.42,18.83,16.59,58.93,26.19,6.73,40.18,5.28,0.0,39.93,2.03,3.02,1.96,16.9,0.0,2.81,1.16,0.0,0.0,0.0,19.61,0.0,0.0,4.25,2.91,42.26,0.0,0.0,7.23,3.09,3.74,1.33,4.28,6.46,9.32,4.73,2.21,12.91,4.24,9.14,16.95,6.01,54.75,22.44,1.71,4.15,17.9,10.08,11.16,0.0
hsa-miR-185-5p,475.51,3570.25,2514.04,14698.69,1449.29,295.87,714.13,738.99,707.52,2125.24,926.95,789.31,978.58,2729.2,14863.95,1624.32,201.17,5401.56,906.93,208.35,274.25,948.47,1067.09,520.11,269.63,679.41,1220.83,1359.32,3138.0,9254.28,2356.76,739.87,863.89,1384.4,4737.95,4792.32,97.86,271.72,190.58,3089.19,0.0,2077.84,347.57,439.66,369.38,1086.19,2765.19,280.5,0.0,531.51,308.4,408.53,405.17,64.72,950.71,120.89,1270.04,103.88,588.84,1119.75,633.69,1028.51,296.68,2645.86,300.42,2220.3,1904.7,2519.48,5652.81,1206.76,259.21,3735.27,2532.19,664.97,2841.04,1092.37
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,223.46,868.66,275.69,1996.79,270.38,128.54,274.9,177.24,162.95,734.27,382.92,300.0,226.77,706.27,4072.23,337.83,40.98,1052.25,292.03,121.88,73.88,242.28,274.91,326.28,51.2,123.53,157.91,291.04,332.17,2937.36,418.98,168.15,160.72,238.47,437.35,774.05,79.33,101.9,74.35,696.25,2380.95,385.2,30.22,137.39,0.0,177.1,706.01,87.37,0.0,106.3,34.91,84.52,25.32,0.0,97.6,30.35,344.85,25.3,90.13,209.24,425.57,103.43,80.81,566.14,66.01,210.33,328.75,346.89,821.23,286.37,101.46,663.31,581.6,171.28,908.33,184.63
hsa-miR-187-3p,0.0,0.66,0.34,1.36,0.0,0.55,0.44,0.5,0.71,2.71,1.03,0.47,0.0,0.83,1.16,0.0,0.0,0.0,0.63,4.13,0.63,0.0,0.0,0.12,0.0,0.78,0.0,0.0,0.41,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.21,0.0,1.57,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.35,0.38,0.0,0.75,0.0,11.82,1.71,0.0,0.0,0.0,0.0,0.0
hsa-miR-187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,7.8,1.32,0.0,0.0,0.27,0.0,0.0,0.5,0.0,1.8,0.34,0.94,0.0,0.0,0.29,0.0,0.0,0.0,1.26,0.6,0.0,0.0,1.12,0.25,0.0,0.78,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,8.95,0.0,0.0,0.0
hsa-miR-18a-3p,0.0,24.07,15.9,26.04,4.02,0.55,2.22,3.5,18.34,26.16,4.14,2.83,4.49,8.27,13.59,22.06,0.0,40.88,20.77,0.77,1.04,13.15,23.56,0.37,2.28,2.35,5.61,14.55,12.86,53.72,0.0,6.73,0.0,3.69,0.0,7.99,0.58,1.51,0.78,10.3,0.0,2.81,1.16,0.0,0.0,0.0,9.81,0.0,0.0,8.5,2.91,0.0,0.0,0.0,0.0,1.03,2.8,0.0,1.76,9.44,3.11,0.0,1.11,9.18,2.12,4.57,3.39,10.14,27.37,2.9,1.43,0.0,0.0,0.0,24.55,15.39
hsa-miR-18a-5p,0.0,20.44,5.07,23.87,5.63,1.66,4.0,4.51,0.71,6.77,6.21,1.88,2.86,8.68,69.4,0.0,7.45,10.09,3.78,3.09,0.21,5.63,1.12,1.61,3.41,0.0,3.21,2.57,1.24,41.29,0.0,6.73,0.0,0.53,0.0,5.32,4.05,2.26,1.57,10.83,0.0,0.0,0.0,6.87,0.0,0.0,0.0,0.0,0.0,12.76,0.0,0.0,0.0,0.0,3.61,0.0,10.28,0.0,2.77,5.96,9.32,1.05,0.0,5.44,0.0,1.91,10.17,3.38,13.69,9.17,0.29,8.29,8.95,0.0,24.55,0.0
