miRNA,SRR23823978
hsa-miR-21-5p,14434.13
hsa-miR-92a-3p,9453.12
hsa-miR-27b-3p,8215.6
hsa-miR-26a-5p,4701.61
hsa-let-7g-5p,5084.82
hsa-miR-181a-5p,4017.19
hsa-miR-196a-5p,4834.51
hsa-miR-423-3p,2662.77
hsa-let-7a-5p,3158.89
hsa-miR-146a-5p,2371.89
hsa-miR-191-5p,3649.41
hsa-miR-378a-3p,2490.48
hsa-miR-196b-5p,2840.66
hsa-miR-25-3p,1789.19
hsa-miR-24-3p,1916.04
hsa-miR-199a-3p,1780.67
hsa-miR-34a-5p,1554.05
hsa-miR-182-5p,2035.35
hsa-miR-143-3p,1521.28
hsa-let-7i-5p,1373.7
hsa-miR-151a-5p,1302.92
hsa-miR-1180-3p,1109.18
hsa-let-7f-5p,1209.51
hsa-miR-27a-3p,2431.8
hsa-miR-93-5p,2017.39
hsa-miR-7-5p,1181.15
hsa-miR-23a-3p,1499.22
hsa-miR-16-5p,1680.24
hsa-miR-26b-5p,870.77
hsa-miR-342-3p,744.38
hsa-miR-30d-5p,989.0
hsa-miR-100-5p,777.57
hsa-miR-138-5p,823.17
hsa-miR-99b-5p,643.74
hsa-miR-183-5p,702.78
hsa-miR-22-3p,390.71
hsa-miR-10a-5p,585.67
hsa-miR-30b-5p,362.14
hsa-miR-148a-3p,343.36
hsa-miR-424-5p,381.52
hsa-miR-30c-5p,513.4
hsa-miR-96-5p,374.65
hsa-miR-149-5p,567.57
hsa-miR-193b-3p,403.53
hsa-miR-10b-5p,291.56
hsa-miR-23b-3p,284.32
hsa-let-7d-5p,270.68
hsa-miR-1246,318.95
hsa-miR-374b-5p,318.13
hsa-miR-181b-5p,628.56
hsa-miR-532-5p,168.14
hsa-miR-425-5p,225.44
hsa-miR-197-3p,151.47
hsa-miR-155-5p,631.99
hsa-miR-98-5p,161.22
hsa-miR-28-3p,219.49
hsa-miR-128-3p,176.76
hsa-miR-199b-3p,230.57
hsa-miR-345-5p,225.8
hsa-miR-193a-3p,131.47
hsa-miR-15b-5p,217.08
hsa-miR-221-3p,195.28
hsa-miR-192-5p,164.19
hsa-miR-30e-3p,121.52
hsa-miR-20a-5p,168.71
hsa-miR-218-5p,237.95
hsa-miR-19b-3p,152.19
hsa-miR-652-3p,123.98
hsa-miR-92b-3p,112.95
hsa-miR-29a-3p,130.18
hsa-miR-224-5p,210.36
hsa-miR-125a-5p,187.17
hsa-miR-935,95.87
hsa-miR-17-5p,167.63
hsa-miR-31-5p,94.38
hsa-miR-9-5p,123.05
hsa-miR-139-5p,76.89
hsa-let-7e-5p,94.69
hsa-miR-320a-3p,170.09
hsa-miR-542-5p,141.57
hsa-let-7b-5p,411.84
hsa-miR-125b-5p,106.08
hsa-miR-3613-5p,116.64
hsa-miR-99b-3p,128.85
hsa-miR-592,65.55
hsa-miR-126-3p,89.05
hsa-miR-484,74.84
hsa-miR-942-3p,66.78
hsa-miR-99a-5p,86.28
hsa-miR-135b-5p,81.1
hsa-miR-222-3p,172.5
hsa-miR-151a-3p,91.56
hsa-miR-339-5p,79.81
hsa-miR-361-5p,81.1
hsa-miR-301a-3p,54.73
hsa-miR-1307-3p,123.46
hsa-miR-145-5p,73.91
hsa-miR-425-3p,171.07
hsa-miR-199b-5p,56.22
hsa-miR-449a,49.91
hsa-miR-941,173.99
hsa-miR-199a-5p,55.09
hsa-miR-590-3p,47.7
hsa-let-7a-3p,99.66
hsa-miR-708-5p,42.57
hsa-miR-15b-3p,38.06
hsa-miR-365b-3p,39.86
hsa-miR-421,40.21
hsa-miR-454-3p,56.17
hsa-miR-450a-5p,40.98
hsa-miR-30a-3p,57.09
hsa-miR-129-2-3p,42.78
hsa-miR-320d,30.42
hsa-miR-185-5p,57.4
hsa-let-7c-5p,35.91
hsa-miR-660-5p,31.14
hsa-miR-33a-5p,44.52
hsa-miR-548k,25.85
hsa-miR-320b,37.91
hsa-miR-625-5p,23.7
hsa-miR-505-3p,64.32
hsa-miR-766-3p,30.21
hsa-miR-181a-3p,28.57
hsa-miR-942-5p,49.19
hsa-miR-301a-5p,29.39
hsa-miR-18a-5p,36.98
hsa-miR-181c-5p,27.9
hsa-miR-4636,24.77
hsa-miR-424-3p,22.83
hsa-miR-132-5p,38.68
hsa-miR-130a-3p,72.02
hsa-miR-7-1-3p,52.22
hsa-miR-18a-3p,29.39
hsa-miR-181d-5p,31.19
hsa-miR-106b-5p,28.78
hsa-miR-455-3p,48.17
hsa-miR-625-3p,18.88
hsa-miR-340-5p,19.7
hsa-miR-589-5p,20.72
hsa-miR-574-3p,18.47
hsa-miR-130b-5p,29.8
hsa-miR-181a-2-3p,29.24
