miRNA,SRR13041529,SRR13041530,SRR13041531,SRR13041532,SRR13041533,SRR13041534,SRR13041535,SRR13041536
hsa-miR-1255a,1.41,0.27,0.16,1.45,2.49,2.34,3.3,0.11
hsa-miR-1255b-5p,11.29,2.42,3.69,5.57,3.93,4.51,2.49,4.9
hsa-miR-1256,0.0,0.2,0.21,0.0,0.2,0.0,0.1,0.06
hsa-miR-1258,0.0,0.0,0.0,0.0,0.07,0.0,0.19,0.0
hsa-miR-125a-3p,3.7,2.86,6.79,4.54,6.03,9.42,5.6,3.23
hsa-miR-125a-5p,67.16,73.07,142.31,218.12,440.73,358.58,127.47,162.31
hsa-miR-125b-1-3p,0.19,0.07,0.05,0.67,0.07,1.17,0.38,0.22
hsa-miR-125b-2-3p,0.0,0.15,0.05,0.06,0.0,0.06,0.0,0.22
hsa-miR-125b-5p,24.59,10.68,20.69,40.2,40.76,67.09,24.78,26.21
hsa-miR-126-3p,4132.6,13084.35,17991.25,6092.57,15160.64,39042.18,30241.94,6865.6
hsa-miR-126-5p,6.56,92.41,100.34,14.04,35.45,72.94,87.34,18.86
hsa-miR-1260a,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0
hsa-miR-1260b,0.52,1.71,4.86,0.91,2.69,1.11,3.87,4.12
hsa-miR-1261,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
hsa-miR-1262,0.0,0.0,0.16,0.0,0.13,0.56,0.14,0.0
hsa-miR-1266-5p,0.0,0.0,0.0,0.0,0.07,0.0,0.29,0.0
hsa-miR-1268a,0.33,0.11,1.82,1.03,1.25,2.84,0.53,0.83
hsa-miR-1268b,1.59,0.36,0.27,2.12,0.85,0.72,1.67,0.0
hsa-miR-127-3p,18.36,58.29,109.96,25.18,39.25,32.43,16.02,26.54
hsa-miR-127-5p,0.05,0.7,0.32,0.0,0.26,0.0,0.0,0.17
hsa-miR-1270,0.14,0.02,0.21,0.91,0.0,0.78,0.1,0.5
hsa-miR-1271-5p,0.28,2.25,2.78,0.24,1.25,3.73,3.59,0.95
hsa-miR-1273c,0.0,0.12,0.16,0.12,0.52,1.0,0.0,0.28
hsa-miR-1273h-3p,3.47,7.0,14.7,5.21,23.98,9.58,4.4,12.46
hsa-miR-1273h-5p,7.78,4.55,7.7,12.77,17.1,11.14,10.28,9.18
hsa-miR-1275,3.51,0.08,1.6,4.84,1.25,1.78,0.05,0.06
hsa-miR-1276,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,1.35,0.37,0.0,0.13,0.0,0.0,0.11
hsa-miR-1278,0.0,1.87,1.55,0.0,1.31,1.73,1.15,0.72
hsa-miR-128-1-5p,0.14,0.33,0.27,0.12,0.2,0.0,0.29,0.45
hsa-miR-128-3p,121.07,420.68,748.47,408.5,1403.0,1102.17,475.44,978.73
hsa-miR-1283,0.0,0.07,0.05,0.0,0.0,1.45,0.0,0.0
hsa-miR-1284,0.14,0.33,0.43,0.91,0.98,0.39,0.48,1.0
hsa-miR-1285-3p,2.2,1.53,2.94,3.27,1.51,0.89,3.11,2.28
hsa-miR-1285-5p,15.69,1.71,4.28,30.33,29.23,51.54,25.35,10.18
hsa-miR-1287-3p,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,2.06,3.0,5.4,1.63,1.64,3.84,2.73,1.11
hsa-miR-1288-3p,0.0,0.01,0.27,0.0,0.0,0.17,0.38,0.06
hsa-miR-1289,0.0,0.18,0.11,0.0,0.07,0.0,0.33,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.06,0.0,0.0,0.05,0.0
hsa-miR-129-2-3p,0.0,0.01,0.0,0.0,0.0,0.0,0.14,0.0
hsa-miR-129-5p,1.12,0.3,0.53,1.03,1.64,2.67,1.15,1.11
hsa-miR-1290,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1291,5.9,0.59,1.87,3.69,0.98,2.73,0.96,0.5
hsa-miR-1292-5p,1.41,1.25,1.23,1.39,2.62,1.62,1.82,1.67
hsa-miR-1294,0.84,1.71,2.89,3.39,1.64,6.97,3.92,3.51
hsa-miR-1295a,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1295b-3p,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.14,1.49,3.21,0.0,0.52,0.11,0.43,0.28
hsa-miR-1298-5p,0.7,0.07,0.11,0.12,0.13,0.39,0.19,0.5
hsa-miR-1299,0.84,0.46,0.16,0.85,0.07,2.17,0.19,0.89
hsa-miR-1301-3p,10.3,31.95,60.51,20.16,77.71,25.97,12.82,32.16
hsa-miR-1303,1.45,0.56,0.86,3.87,3.93,9.92,2.44,1.56
hsa-miR-1304-3p,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,2.15,3.76,5.93,1.88,4.39,4.79,3.73,3.73
hsa-miR-1306-3p,3.0,0.82,3.1,3.45,6.75,4.12,3.06,2.0
hsa-miR-1306-5p,0.7,0.33,0.48,0.42,1.51,0.45,0.91,0.5
hsa-miR-1307-3p,35.69,131.99,323.8,94.68,434.9,146.55,116.47,249.33
hsa-miR-1307-5p,2.44,3.91,3.26,1.27,1.64,1.28,2.49,1.17
hsa-miR-130a-3p,1.87,8.61,10.0,2.18,5.5,5.41,5.5,2.73
hsa-miR-130a-5p,0.33,0.33,0.27,0.0,0.0,0.0,0.0,0.0
hsa-miR-130b-3p,0.94,1.72,3.1,0.85,1.05,0.11,0.62,1.06
hsa-miR-130b-5p,3.0,5.16,15.34,11.2,82.69,37.22,11.24,44.57
hsa-miR-132-3p,0.61,2.35,3.85,2.0,1.77,3.68,1.53,1.45
hsa-miR-132-5p,1.17,1.69,2.3,2.3,2.82,10.92,5.69,1.11
hsa-miR-1323,0.0,1.19,1.12,0.3,1.77,2.84,0.67,0.22
hsa-miR-133a-3p,7.54,10.86,19.24,14.53,8.06,3.4,13.68,6.01
hsa-miR-133a-5p,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133b,0.28,0.02,0.0,0.18,0.07,0.0,0.0,0.0
hsa-miR-134-3p,0.05,0.14,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,19.58,62.06,161.07,29.12,43.77,29.81,14.4,45.18
hsa-miR-1343-3p,0.42,0.3,1.34,0.0,0.72,1.17,0.24,0.89
hsa-miR-135a-2-3p,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17
hsa-miR-135a-3p,0.0,0.1,0.0,0.18,0.72,0.28,0.57,0.0
hsa-miR-135a-5p,0.0,0.31,0.32,0.0,0.07,0.78,1.0,0.17
hsa-miR-135b-5p,0.0,0.11,0.11,0.0,0.0,0.5,0.38,0.06
hsa-miR-136-3p,0.0,5.26,2.73,0.0,0.52,0.0,0.53,0.06
hsa-miR-136-5p,0.75,5.09,6.63,0.24,2.03,2.79,2.77,1.56
hsa-miR-137-5p,0.0,0.0,0.0,0.0,0.07,0.72,0.0,0.0
hsa-miR-138-5p,0.14,0.13,0.05,0.12,0.0,0.33,0.1,0.06
hsa-miR-139-3p,14.05,8.52,22.35,25.91,41.61,39.17,15.69,18.92
hsa-miR-139-5p,151.24,225.9,470.22,491.38,625.19,2343.03,994.99,391.83
hsa-miR-140-3p,239.39,264.61,283.43,102.19,82.11,280.91,500.79,73.78
hsa-miR-140-5p,12.32,59.45,49.07,12.35,28.7,28.08,30.76,11.96
hsa-miR-141-3p,0.05,0.21,0.05,0.0,0.0,0.11,0.48,0.0
hsa-miR-142-3p,62.2,250.85,195.23,43.04,87.15,94.95,71.17,54.47
hsa-miR-142-5p,239.9,619.62,464.87,180.04,153.86,421.83,717.85,116.51
hsa-miR-143-3p,80.51,393.89,296.8,56.9,130.07,90.38,152.3,72.11
hsa-miR-143-5p,0.05,1.07,1.28,0.67,0.39,0.06,0.81,0.22
hsa-miR-144-3p,49.23,54.84,30.9,18.34,30.6,95.9,68.83,32.94
hsa-miR-144-5p,15.97,74.98,40.57,9.44,10.81,44.75,44.29,11.24
hsa-miR-145-3p,1.97,5.63,6.09,2.36,5.24,5.91,7.51,3.0
hsa-miR-145-5p,1.22,8.81,9.41,0.91,4.72,2.28,1.53,1.95
hsa-miR-1468-5p,1.55,0.26,1.02,1.63,1.97,1.34,0.43,1.28
hsa-miR-146a-3p,1.12,5.93,5.72,1.33,1.11,3.34,5.21,0.56
hsa-miR-146a-5p,613.9,2849.28,3573.67,427.15,1093.58,690.76,840.11,602.76
hsa-miR-146b-3p,5.2,2.84,3.74,0.79,3.41,2.12,1.39,2.06
hsa-miR-146b-5p,386.78,638.33,565.1,218.42,335.69,312.95,360.98,195.58
hsa-miR-147b-3p,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-148a-3p,777.03,4901.18,4375.38,774.69,3994.65,6022.0,6532.43,1457.42
hsa-miR-148a-5p,4.96,11.88,8.23,2.36,7.67,1.84,6.74,1.22
hsa-miR-148b-3p,38.59,397.33,271.03,27.54,99.47,53.38,109.63,45.46
hsa-miR-148b-5p,2.86,6.07,2.35,1.63,2.36,3.23,2.77,1.5
hsa-miR-149-3p,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-149-5p,0.33,0.24,0.32,0.0,0.66,1.67,0.0,0.11
hsa-miR-150-3p,10.59,1.64,5.88,12.95,5.83,16.16,4.83,8.4
hsa-miR-150-5p,18.92,78.91,46.24,69.56,239.11,475.44,177.12,229.19
hsa-miR-151a-3p,896.84,3262.23,7273.18,1505.38,5369.47,8275.7,5663.29,2706.18
hsa-miR-151a-5p,5.67,42.84,66.45,23.37,39.19,37.84,41.23,26.04
hsa-miR-151b,0.23,2.54,6.2,2.42,0.46,1.78,0.72,1.0
hsa-miR-152-3p,20.0,53.64,90.13,21.49,55.76,34.21,34.77,20.87
hsa-miR-152-5p,0.0,0.17,0.27,0.0,0.26,0.0,0.1,0.0
hsa-miR-153-3p,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.05,0.1,0.32,0.0,0.39,0.0,0.0,0.56
hsa-miR-154-3p,0.0,0.23,0.37,0.0,0.13,0.0,0.0,0.0
hsa-miR-154-5p,0.0,1.44,2.14,0.12,0.66,0.67,0.29,0.17
hsa-miR-155-5p,10.44,77.43,156.42,52.49,77.32,202.17,105.04,81.96
hsa-miR-15a-3p,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,1.36,5.86,6.79,2.0,2.42,4.01,7.13,1.34
hsa-miR-15b-3p,3.98,23.57,16.14,2.42,5.7,12.15,24.06,4.51
hsa-miR-15b-5p,9.74,45.34,65.22,17.8,17.76,67.2,76.72,16.64
hsa-miR-16-1-3p,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,100.14,279.79,264.35,112.6,158.31,442.12,508.69,148.06
hsa-miR-16-5p,62.48,359.88,370.52,85.36,115.13,268.53,361.65,98.21
hsa-miR-17-3p,0.94,0.8,0.21,0.3,0.13,0.78,0.72,0.89
hsa-miR-17-5p,20.33,143.96,145.73,19.31,42.26,52.72,61.22,34.22
hsa-miR-181a-2-3p,7.45,7.5,15.29,9.81,22.21,18.78,15.93,7.12
hsa-miR-181a-3p,1.92,5.25,5.99,1.27,3.67,5.85,6.03,2.11
hsa-miR-181a-5p,288.05,402.68,612.79,284.34,387.85,613.69,523.9,295.29
hsa-miR-181b-2-3p,0.0,0.13,0.05,0.0,0.13,0.0,0.0,0.0
hsa-miR-181b-3p,0.0,0.16,0.0,0.0,0.07,0.0,0.14,0.0
hsa-miR-181b-5p,23.23,31.41,56.77,25.37,27.78,55.72,41.28,21.87
hsa-miR-181c-3p,0.19,2.5,3.37,0.24,0.98,1.0,2.3,0.89
hsa-miR-181c-5p,0.37,1.56,0.91,0.0,0.2,0.06,0.33,0.17
hsa-miR-181d-3p,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,2.76,14.51,20.21,3.69,13.89,6.3,7.84,7.96
hsa-miR-182-3p,0.19,0.0,0.0,0.0,0.07,0.5,0.05,0.06
hsa-miR-182-5p,167.82,409.68,359.93,97.16,137.67,377.48,285.22,127.47
hsa-miR-1827,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-183-3p,0.0,0.24,0.21,0.06,0.2,0.0,0.43,0.0
hsa-miR-183-5p,72.46,114.93,123.22,68.41,113.95,224.35,157.56,96.43
hsa-miR-184,4.96,4.47,2.99,6.54,15.46,14.54,31.43,2.45
hsa-miR-1843,3.75,29.67,48.33,11.26,24.38,30.98,24.35,22.15
hsa-miR-185-3p,9.32,14.72,17.32,6.3,8.13,2.9,4.93,5.56
hsa-miR-185-5p,794.03,951.24,1206.49,356.62,424.09,553.34,411.35,495.04
hsa-miR-186-5p,227.82,253.72,207.52,101.64,74.77,309.44,262.88,65.88
hsa-miR-187-3p,0.05,0.12,0.37,0.0,0.0,0.67,0.0,0.0
hsa-miR-188-5p,0.0,0.03,0.32,0.0,0.0,0.72,0.43,0.0
hsa-miR-18a-3p,1.17,1.47,2.19,1.21,2.56,5.8,1.72,2.73
hsa-miR-18a-5p,0.52,6.62,7.7,1.51,3.34,2.01,5.17,1.22
hsa-miR-18b-3p,0.14,0.1,0.0,0.0,0.0,0.39,0.0,0.0
hsa-miR-18b-5p,0.09,1.32,0.0,0.42,0.33,1.28,0.0,0.11
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0
hsa-miR-1908-5p,2.76,2.32,7.54,9.02,24.57,9.08,6.41,13.91
hsa-miR-1909-3p,0.0,0.07,0.0,0.0,0.13,0.0,0.0,0.0
hsa-miR-190a-5p,0.42,0.22,0.16,0.0,0.07,0.45,0.0,0.11
hsa-miR-190b-5p,0.56,0.61,1.18,0.36,0.07,0.0,0.1,0.06
hsa-miR-191-3p,0.28,2.53,4.28,1.15,8.91,3.51,2.01,2.34
hsa-miR-191-5p,566.31,2083.37,2835.89,621.23,2449.27,1488.5,953.71,1136.2
hsa-miR-1910-3p,0.0,0.07,0.0,0.12,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.28,0.14,0.0,0.0,0.07,0.0,0.0,0.0
hsa-miR-1915-3p,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.07,0.78,0.1,0.0
hsa-miR-192-5p,144.63,98.54,96.92,66.77,71.82,147.28,84.61,57.81
hsa-miR-193a-3p,0.0,0.0,0.16,0.12,0.0,0.0,0.48,0.11
hsa-miR-193a-5p,13.49,4.78,12.62,26.76,13.17,31.76,17.27,12.8
hsa-miR-193b-3p,0.98,0.52,0.96,1.09,0.72,0.78,0.05,0.06
hsa-miR-193b-5p,1.36,0.45,1.23,2.91,0.46,0.39,0.33,0.17
hsa-miR-194-3p,0.0,0.1,0.11,0.0,0.0,0.0,0.14,0.0
hsa-miR-194-5p,29.04,41.2,60.19,39.77,26.73,92.28,109.73,26.71
hsa-miR-195-3p,1.92,1.29,2.08,5.09,4.72,16.1,7.32,2.28
hsa-miR-195-5p,0.23,1.89,2.51,1.57,1.31,6.3,4.88,1.06
hsa-miR-196a-5p,0.33,0.29,0.05,0.12,0.59,1.06,1.24,0.67
hsa-miR-196b-5p,0.47,10.6,16.84,0.73,6.49,11.14,7.17,6.23
hsa-miR-197-3p,5.57,17.27,36.14,9.56,42.4,19.78,21.24,24.98
hsa-miR-197-5p,0.19,0.11,0.43,0.0,0.0,0.11,0.0,0.0
hsa-miR-1972,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1976,0.98,0.42,1.07,1.27,0.59,0.33,0.48,0.89
hsa-miR-199a-3p,49.04,421.22,445.89,51.7,208.31,205.9,22.39,104.77
hsa-miR-199a-5p,42.39,593.77,423.17,29.72,160.61,93.34,146.79,68.11
hsa-miR-199b-3p,8.52,243.6,267.72,5.09,14.15,8.41,256.95,17.81
hsa-miR-199b-5p,2.9,9.97,5.93,1.21,2.82,4.18,4.83,0.56
hsa-miR-19a-3p,1.22,4.78,1.66,0.24,0.92,1.78,2.44,1.11
hsa-miR-19b-1-5p,0.33,0.18,0.11,0.0,0.07,0.45,0.1,0.0
hsa-miR-19b-3p,5.95,11.94,5.93,1.76,1.18,4.51,6.12,2.17
hsa-miR-200a-3p,2.2,2.86,4.7,2.24,8.78,54.67,11.38,3.56
hsa-miR-200a-5p,0.0,0.48,0.21,0.36,0.52,0.17,0.29,0.22
hsa-miR-200b-3p,2.11,5.53,6.09,3.63,7.14,28.36,8.56,5.34
hsa-miR-200b-5p,0.0,0.13,0.16,0.06,0.98,2.17,2.01,0.5
hsa-miR-200c-3p,1.59,20.24,29.83,5.02,12.32,6.35,9.85,9.57
hsa-miR-202-5p,3.0,0.42,0.11,0.42,0.59,0.0,0.53,0.33
hsa-miR-203a-3p,0.98,0.95,2.83,0.73,11.4,13.15,5.88,5.79
hsa-miR-204-3p,1.12,0.38,0.21,1.21,1.31,6.35,2.15,0.78
hsa-miR-204-5p,1.87,1.6,4.38,7.45,13.5,21.23,4.54,14.8
hsa-miR-205-5p,0.37,0.99,0.64,0.67,2.49,3.45,0.96,0.67
hsa-miR-206,0.8,0.9,0.43,0.79,0.79,4.24,0.57,0.83
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
hsa-miR-20a-3p,0.0,0.06,0.21,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,6.23,143.05,111.14,16.22,32.57,58.45,43.48,29.77
hsa-miR-20b-3p,0.33,0.13,0.11,0.18,0.0,0.28,0.0,0.0
hsa-miR-20b-5p,4.68,9.31,9.78,5.15,3.34,9.08,10.91,5.23
hsa-miR-21-3p,0.75,3.91,1.71,0.61,0.85,0.0,0.05,0.17
hsa-miR-21-5p,896.14,11201.32,7085.75,908.78,4283.56,2705.41,3629.69,2222.88
hsa-miR-210-3p,5.53,1.51,1.07,1.7,2.03,1.95,1.24,1.39
hsa-miR-210-5p,0.0,0.01,0.11,0.0,0.0,0.0,0.05,0.0
hsa-miR-2110,13.35,8.87,19.03,18.46,22.02,13.99,9.18,14.63
hsa-miR-2115-3p,0.0,0.27,0.64,0.0,0.13,0.0,0.62,0.0
hsa-miR-2115-5p,0.05,0.12,0.43,0.18,0.33,0.0,0.86,0.45
hsa-miR-2116-3p,0.0,0.0,0.11,0.24,0.0,0.72,0.0,0.11
hsa-miR-212-5p,0.19,0.4,1.07,0.0,1.05,1.56,1.87,0.61
hsa-miR-214-3p,0.14,0.3,0.43,0.06,1.05,1.73,0.33,1.22
hsa-miR-214-5p,0.98,0.02,0.21,0.85,0.0,0.78,2.54,0.67
hsa-miR-215-3p,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,1.12,1.53,0.91,0.3,0.33,3.23,0.81,0.5
hsa-miR-216b-5p,0.0,0.1,0.32,0.0,0.0,0.0,0.1,0.0
hsa-miR-217-5p,0.0,0.02,0.0,0.0,0.0,0.11,0.0,0.0
hsa-miR-218-1-3p,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,1.5,1.87,1.39,3.69,2.23,39.4,13.92,5.17
hsa-miR-219a-1-3p,0.05,0.08,0.48,0.24,0.07,0.0,0.05,0.72
hsa-miR-219a-2-3p,0.14,0.02,0.37,0.12,0.0,0.45,0.0,0.0
hsa-miR-219a-5p,0.0,0.03,0.0,0.06,0.0,0.0,0.1,0.0
hsa-miR-219b-5p,0.0,0.02,0.05,0.0,0.33,0.0,0.0,0.0
hsa-miR-22-3p,754.41,640.89,716.39,340.82,485.69,526.15,668.73,245.55
hsa-miR-22-5p,18.36,34.13,46.03,14.29,31.06,39.95,53.67,22.2
hsa-miR-221-3p,108.94,620.51,917.13,121.56,314.07,219.05,247.24,176.11
hsa-miR-221-5p,3.93,26.16,25.07,2.6,14.81,7.69,8.23,9.4
hsa-miR-222-3p,111.1,499.82,834.37,373.57,1142.07,582.21,305.55,620.46
hsa-miR-222-5p,0.0,0.11,0.37,0.12,0.39,0.0,0.24,0.11
hsa-miR-223-3p,40.94,490.37,637.54,43.22,186.62,169.07,271.11,79.29
hsa-miR-223-5p,30.58,232.11,298.78,47.34,178.95,194.14,236.81,125.75
hsa-miR-224-3p,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.06
hsa-miR-224-5p,12.46,65.11,103.92,37.71,117.16,104.43,94.71,91.86
hsa-miR-2276-3p,0.0,0.06,0.11,0.18,0.0,0.0,0.24,0.0
hsa-miR-2277-3p,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,0.09,0.74,1.66,0.18,1.25,0.78,0.48,0.0
