miRNA,SRR21914390,SRR21914391,SRR21914392
hsa-let-7a-5p,7013.0,4232.0,16217.0
hsa-let-7b-5p,6259.0,9354.0,10031.0
hsa-let-7c-5p,3142.0,3123.0,4400.0
hsa-let-7d-3p,79.0,0.0,226.0
hsa-let-7d-5p,172.0,174.0,625.0
hsa-let-7e-3p,39.0,0.0,43.0
hsa-let-7e-5p,2031.0,2994.0,7672.0
hsa-let-7f-5p,10877.0,7489.0,38440.0
hsa-let-7g-5p,1088.0,542.0,1630.0
hsa-let-7i-5p,7754.0,5841.0,8476.0
hsa-miR-1-3p,1059.0,0.0,0.0
hsa-miR-100-5p,284484.0,175016.0,294482.0
hsa-miR-101-3p,1356.0,199.0,210.0
hsa-miR-10394-3p,0.0,2.0,0.0
hsa-miR-10395-3p,1.0,0.0,0.0
hsa-miR-10396a-3p,6.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,79.0
hsa-miR-103a-3p,396.0,1215.0,1965.0
hsa-miR-10401-3p,64.0,10.0,0.0
hsa-miR-10526-3p,0.0,0.0,64.0
hsa-miR-106a-5p,0.0,0.0,1.0
hsa-miR-106b-3p,148.0,468.0,332.0
hsa-miR-107,0.0,0.0,33.0
hsa-miR-10a-3p,82.0,0.0,0.0
hsa-miR-10a-5p,97770.0,45328.0,75056.0
hsa-miR-10b-3p,0.0,44.0,0.0
hsa-miR-10b-5p,84152.0,64217.0,130845.0
hsa-miR-11399,0.0,0.0,61.0
hsa-miR-1180-3p,170.0,121.0,199.0
hsa-miR-1197,0.0,0.0,79.0
hsa-miR-122-3p,51.0,0.0,0.0
hsa-miR-122-5p,101195.0,2.0,205.0
hsa-miR-124-3p,492.0,1.0,6.0
hsa-miR-1246,504.0,400.0,576.0
hsa-miR-125a-3p,267.0,129.0,237.0
hsa-miR-125a-5p,7660.0,6453.0,14479.0
hsa-miR-125b-1-3p,297.0,0.0,155.0
hsa-miR-125b-2-3p,0.0,1.0,1.0
hsa-miR-125b-5p,9791.0,6644.0,13343.0
hsa-miR-126-3p,9493.0,8532.0,10745.0
hsa-miR-126-5p,7990.0,3736.0,5218.0
hsa-miR-1260b,0.0,32.0,10.0
hsa-miR-1268b,0.0,0.0,13.0
hsa-miR-127-3p,34255.0,13012.0,18967.0
hsa-miR-1271-5p,1433.0,1600.0,1947.0
hsa-miR-1275,29.0,12.0,4.0
hsa-miR-128-3p,417.0,147.0,973.0
hsa-miR-1284,0.0,0.0,39.0
hsa-miR-1285-5p,0.0,0.0,1.0
hsa-miR-1287-5p,140.0,0.0,0.0
hsa-miR-129-1-3p,0.0,1.0,0.0
