miRNA,SRR14729102,SRR14729103,SRR14729104,SRR14729111,SRR14729112,SRR14729113,SRR14729114,SRR14729115,SRR14729100,SRR14729101,SRR14729105,SRR14729106,SRR14729107,SRR14729108,SRR14729109,SRR14729110,SRR14729116,SRR14729117,SRR14729118,SRR14729119
hsa-let-7a-3p,32.63,5.57,27.39,5.31,0.0,16.71,29.15,9.44,10.07,7.83,10.72,4.59,12.75,5.95,10.49,46.29,47.39,65.04,46.4,36.03
hsa-let-7a-5p,10607.13,14749.77,8257.49,1556.52,244.23,3298.56,3732.59,2125.2,7233.41,4020.15,10083.47,7426.43,16015.04,7383.49,10177.24,3633.24,4032.74,4142.68,4171.34,3576.26
hsa-let-7b-3p,44.33,5.08,6.81,3.44,0.0,5.57,14.65,3.43,3.7,1.38,2.0,6.25,6.57,4.29,3.68,17.08,10.44,20.19,18.74,16.35
hsa-let-7b-5p,5736.63,7802.1,5999.28,3449.89,2196.64,2386.13,1969.77,4134.0,5185.62,3653.26,7392.39,5210.26,9155.15,3869.23,3288.5,3148.92,3471.35,8797.71,3891.17,2788.91
hsa-let-7c-3p,0.45,0.0,0.14,0.0,0.0,0.34,0.3,0.0,0.74,0.0,0.29,0.0,0.26,0.0,0.74,0.48,0.0,0.75,0.0,0.32
hsa-let-7c-5p,170.57,290.01,137.8,62.31,40.22,82.18,182.63,114.16,113.89,91.68,214.23,144.97,1220.15,425.27,1410.25,75.83,92.13,127.59,148.47,91.28
hsa-let-7d-3p,1507.91,3527.11,1401.93,184.43,102.57,448.71,856.18,252.52,1323.73,572.22,1149.75,1180.01,1636.05,989.62,629.39,683.71,878.36,1489.21,1342.5,747.35
hsa-let-7d-5p,1499.36,986.24,870.75,334.51,47.81,520.93,576.73,530.78,534.05,489.14,972.1,647.41,1440.53,556.33,609.52,741.33,928.07,1532.07,754.86,606.23
hsa-let-7e-3p,0.45,0.0,0.0,0.0,0.0,0.17,0.45,0.17,0.0,0.0,0.0,0.14,0.26,0.0,0.0,0.16,0.17,0.0,0.0,0.16
hsa-let-7e-5p,97.44,63.92,48.95,20.15,13.41,30.21,32.78,28.15,78.49,37.47,75.32,72.14,149.15,61.86,30.37,50.28,52.36,69.03,74.06,45.4
hsa-let-7f-1-3p,7.65,0.0,2.36,0.31,0.97,0.68,1.96,0.34,0.89,0.15,0.43,0.0,0.0,0.14,0.18,2.08,2.49,2.24,1.61,2.54
hsa-let-7f-2-3p,0.23,0.0,0.42,0.16,0.0,1.01,0.91,0.0,0.15,0.15,0.0,0.14,0.13,0.0,0.0,1.44,2.15,3.49,2.14,1.11
hsa-let-7f-5p,9634.56,10938.11,8214.66,918.42,122.6,2823.7,3717.94,1409.53,6866.42,3065.83,7591.62,6047.39,15355.19,6876.99,9015.99,3580.24,3201.76,3012.81,3457.71,3394.66
hsa-let-7g-3p,1.58,0.12,0.42,0.0,0.0,0.17,0.6,0.17,0.0,0.77,0.29,0.0,0.0,0.0,0.0,0.64,1.16,1.5,0.0,0.48
hsa-let-7g-5p,3715.66,2064.53,1919.48,1266.36,174.77,2031.08,2815.83,1815.86,1223.32,938.35,1916.77,1226.71,3113.03,1353.73,2583.46,1622.35,1676.85,1418.69,1717.79,1565.18
hsa-let-7i-3p,2.48,0.0,1.11,2.81,0.0,2.7,3.02,1.54,0.89,0.46,0.0,0.42,0.52,0.0,0.74,8.78,3.98,11.46,7.5,4.13
hsa-let-7i-5p,11964.05,7415.95,10995.44,7373.75,1039.28,8743.63,11660.76,10054.68,7120.41,4516.36,8363.64,6192.91,15458.23,6224.48,5788.59,11425.87,10487.47,8872.47,10736.27,10226.36
hsa-miR-1-3p,48.38,173.44,73.56,8.28,64.77,49.78,32.33,8.24,41.62,52.37,48.45,94.93,136.53,55.91,41.22,81.09,28.0,36.63,45.68,43.02
hsa-miR-100-5p,937.47,270.69,276.71,476.62,147.64,316.07,612.83,444.27,324.34,164.79,225.09,156.92,436.38,323.83,1944.68,1842.32,421.7,1012.25,800.01,669.25
hsa-miR-101-2-5p,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.26,0.0,0.18,0.0,0.0,0.0,0.0,0.16
hsa-miR-101-3p,750.24,583.74,1583.11,1052.25,90.94,898.6,2076.11,968.7,956.59,477.93,594.67,506.75,1066.87,405.34,773.49,1918.63,1849.84,4427.01,1536.48,1670.9
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.34,0.3,0.17,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.99,0.25,0.0,0.95
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,1.36,0.14,0.0,0.0,0.68,0.0,0.17,0.3,0.0,0.14,0.0,0.0,0.83,0.0,0.32,0.83,0.25,0.0,0.0
hsa-miR-10394-3p,0.0,0.37,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.36,0.0
hsa-miR-10395-3p,0.23,0.0,0.0,2.03,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.45,0.0,0.0,0.31,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
hsa-miR-10399-3p,14.4,13.88,7.51,7.18,0.0,9.45,11.63,8.41,8.74,5.53,9.0,12.79,17.0,8.58,6.26,8.14,10.27,27.66,16.77,9.52
hsa-miR-10399-5p,0.0,0.0,0.56,0.16,0.0,1.01,0.6,0.34,0.0,0.31,0.71,1.25,1.03,0.14,0.37,0.32,0.0,0.5,1.07,0.16
hsa-miR-103a-2-5p,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,1122.89,431.36,310.78,194.27,23.74,1884.1,1493.94,307.96,277.99,104.59,485.34,421.97,1040.98,487.13,637.86,749.32,708.36,596.83,58.53,90.01
hsa-miR-10401-3p,2.93,0.0,0.0,0.62,2.75,0.0,0.15,0.34,0.0,0.0,1.0,0.0,0.13,0.28,0.92,0.16,0.17,1.5,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,1.35,0.0,0.0,0.47,0.0,0.0,0.15,0.86,0.0,0.46,0.57,0.0,0.26,0.42,0.0,0.64,0.17,2.74,0.18,0.0
hsa-miR-10527-5p,0.23,0.0,0.0,0.16,0.0,0.34,0.15,0.51,0.0,0.0,0.0,0.0,0.26,0.14,0.18,0.0,0.0,0.0,0.0,0.48
hsa-miR-106a-3p,0.0,0.0,0.0,0.62,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,21.6,3.34,5.56,6.25,0.0,10.8,6.8,14.93,4.15,1.84,5.57,3.06,2.06,0.97,2.21,4.95,2.82,8.72,2.32,6.03
hsa-miR-106b-3p,487.86,226.46,231.8,364.49,130.68,163.69,335.04,351.74,156.84,171.54,308.84,287.29,693.86,240.52,214.95,205.77,182.27,263.9,161.86,142.39
hsa-miR-106b-5p,41.41,13.26,18.49,27.02,0.81,24.81,32.78,27.98,14.22,7.37,12.58,6.53,14.55,3.32,17.85,31.29,41.59,64.54,29.44,24.45
hsa-miR-107,4.28,0.5,17.8,62.15,0.32,65.14,158.61,77.59,0.74,0.31,1.43,8.06,23.83,11.07,2.02,54.43,2.82,1.0,1.43,13.49
hsa-miR-10a-3p,6.98,4.58,1.53,2.81,0.16,8.94,9.67,3.78,2.52,0.61,0.43,0.69,1.16,0.69,0.55,30.33,8.28,7.97,11.06,4.92
hsa-miR-10a-5p,1716.74,1833.98,1875.82,589.22,332.75,1223.27,2106.17,885.96,1494.34,705.53,1450.58,1245.61,2193.64,1421.54,632.52,4113.9,1956.55,2482.27,4185.97,3635.15
hsa-miR-10b-3p,5.4,0.0,0.7,9.68,0.0,9.45,18.88,9.44,0.44,2.0,3.72,0.28,3.22,2.49,0.92,28.57,8.95,14.7,13.92,18.73
hsa-miR-10b-5p,3425.15,3546.18,3937.13,1347.72,307.23,2807.84,5265.66,2102.02,2949.73,1448.99,2962.9,2166.14,3748.15,3122.07,1397.18,7574.89,4135.47,5014.38,9221.74,10178.26
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.0,0.0,0.0,0.0
hsa-miR-11400,9.68,14.49,25.03,8.28,1.13,4.39,33.69,15.28,18.51,11.98,15.43,10.84,70.84,10.24,14.91,6.7,2.98,5.23,10.53,17.3
hsa-miR-11401,19.58,7.43,18.91,12.18,1.29,6.92,14.95,9.61,8.89,10.75,14.43,9.87,29.37,15.08,8.83,5.75,9.61,15.7,3.39,5.08
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.03,0.0,0.0,0.0,0.0,0.25,0.0,0.0
hsa-miR-1179,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,96.99,65.78,62.16,87.3,86.1,39.83,106.19,106.6,27.69,53.75,103.76,61.71,80.63,44.98,49.32,60.82,62.8,179.67,59.6,39.05
hsa-miR-1185-1-3p,0.23,0.0,0.14,0.31,0.0,2.19,1.06,2.92,0.0,0.0,0.57,0.0,0.0,0.0,0.55,0.96,1.33,1.25,2.14,1.75
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.32,0.0,0.5,0.0,0.95
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.15,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.54,0.16
hsa-miR-1199-5p,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,1.8,0.0,0.83,1.56,4.52,0.0,0.15,0.69,1.48,1.23,0.29,0.97,2.83,1.11,0.18,0.0,0.66,1.0,0.54,0.79
hsa-miR-122-3p,1.35,0.0,0.0,0.31,0.0,0.84,1.36,0.86,0.0,0.0,0.0,0.0,0.0,0.0,128.82,0.0,0.0,0.25,0.71,0.32
hsa-miR-122-5p,87120.14,2673.92,37310.01,468.97,627.06,1359.62,2087.44,25077.65,5150.66,26108.49,29484.68,1982.53,2029.67,130250.32,166066.01,60180.75,7723.97,9495.97,2676.8,4359.32
hsa-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.9,0.0,0.14,0.16,0.0,0.17,0.45,0.0,0.44,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.45,0.0,0.0,0.78,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.64,0.0,0.18,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.32
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-1229-3p,0.68,1.11,0.7,0.0,0.0,0.34,0.76,0.0,0.0,0.46,1.57,0.0,0.0,0.0,0.37,0.0,0.0,1.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.28,0.0,0.16,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.45,0.0,0.0,0.0,0.0,0.17,0.3,0.34,0.0,0.0,0.0,0.0,0.0,0.55,1.84,0.0,0.0,0.0,0.0,0.0
hsa-miR-1231,0.0,4.71,0.0,0.0,0.0,0.17,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-1237-5p,0.23,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
hsa-miR-1238-3p,0.45,2.23,1.53,0.0,0.0,0.17,0.0,0.34,0.59,0.31,1.86,0.97,1.16,1.11,0.55,0.16,0.17,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.14,0.16,0.0,0.68,0.0,0.34,0.89,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.17,1.25,0.54,0.0
hsa-miR-1245b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
hsa-miR-1246,73.13,503.96,83.43,77.62,225.33,83.7,38.07,33.82,213.56,69.72,160.49,48.37,83.46,83.17,32.21,43.58,88.15,319.22,67.1,64.45
hsa-miR-1247-5p,0.68,0.0,0.0,0.31,0.81,0.0,0.0,0.0,0.15,0.0,0.43,0.0,0.0,0.14,0.18,0.0,0.0,0.0,0.54,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0
hsa-miR-1249-3p,1.8,0.0,0.14,0.0,1.94,0.0,0.45,0.69,0.0,0.31,1.57,0.0,0.13,1.11,0.37,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,2.93,6.32,1.81,6.72,8.88,5.57,4.53,2.57,1.18,0.77,1.14,2.78,1.16,2.08,0.92,3.03,5.3,4.98,1.61,2.06
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
hsa-miR-1255a,1.35,2.73,1.95,1.41,0.16,3.04,1.36,2.06,0.44,0.15,3.72,1.67,2.06,0.69,1.47,2.55,2.15,2.49,3.21,0.32
hsa-miR-1255b-5p,12.15,9.66,15.99,10.62,0.81,5.91,6.04,16.48,10.52,7.37,8.72,14.87,20.61,8.3,4.6,4.15,9.61,8.47,6.6,5.56
hsa-miR-1256,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.59,0.0,0.0,0.0,0.0,0.0,1.84,0.48,0.0,0.0,0.0,0.32
hsa-miR-125a-3p,16.43,73.09,15.43,22.18,67.52,37.13,11.93,10.13,21.47,14.9,33.87,20.29,34.65,14.67,9.02,19.79,16.9,17.19,23.02,11.75
hsa-miR-125a-5p,216.48,138.01,146.84,143.21,116.3,302.57,391.84,216.98,164.1,103.2,246.24,129.68,289.03,156.38,99.38,165.06,284.34,445.32,845.51,561.62
hsa-miR-125b-1-3p,2.7,3.1,2.92,2.19,3.72,1.86,1.21,1.72,4.15,1.69,2.86,2.92,6.96,3.32,5.71,4.63,2.49,5.73,2.5,2.38
hsa-miR-125b-2-3p,0.0,0.0,0.0,0.62,0.0,0.0,0.15,0.17,0.0,0.0,0.14,0.0,0.26,0.14,1.1,0.32,0.0,0.25,0.0,0.0
hsa-miR-125b-5p,330.34,93.04,62.99,85.58,125.83,110.03,210.12,108.49,75.98,39.32,74.03,46.01,144.39,84.97,316.54,447.45,119.63,376.54,269.64,153.98
hsa-miR-126-3p,11707.29,4683.69,9677.78,1631.32,285.26,3675.55,6713.98,3018.02,6233.88,3376.21,6128.74,3578.95,10398.48,4677.01,3513.39,6600.18,7288.85,11427.01,10816.22,7777.95
hsa-miR-126-5p,24.75,0.74,9.59,7.65,6.14,9.96,25.83,11.5,5.63,2.0,3.0,0.56,6.96,2.63,3.86,27.46,30.16,59.31,43.54,32.7
hsa-miR-1260b,4.5,2.11,1.25,0.62,0.0,3.04,3.02,1.03,2.37,1.84,2.43,1.25,4.77,0.55,1.47,1.6,0.99,0.75,1.96,0.48
hsa-miR-1262,2.25,3.96,1.11,4.53,0.0,0.34,0.45,0.86,2.22,0.61,2.86,1.39,2.19,1.11,1.47,0.8,1.33,1.25,0.18,0.95
hsa-miR-1266-5p,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,1.58,2.35,1.11,0.78,3.88,0.0,0.0,0.34,0.89,0.15,1.43,0.28,0.0,0.0,0.92,0.0,0.33,0.25,0.36,0.0
hsa-miR-1268b,0.23,0.25,0.0,0.0,0.16,0.34,0.15,0.0,0.44,0.31,0.14,2.36,3.86,0.0,0.18,0.96,0.83,8.47,1.43,0.32
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1269b,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.0,0.0,0.0,0.0
hsa-miR-127-3p,18.45,10.03,15.71,41.54,46.36,52.14,47.13,44.29,17.33,24.88,14.86,10.7,28.72,8.72,14.35,37.35,22.87,90.46,37.12,27.94
hsa-miR-127-5p,0.0,0.0,0.14,1.56,0.65,1.69,0.0,1.03,0.3,0.0,0.0,0.0,1.8,0.0,0.74,1.92,0.99,0.0,1.25,0.32
hsa-miR-1270,1.35,1.73,1.39,0.16,0.0,0.34,0.45,2.23,0.0,0.15,0.43,0.28,1.55,0.97,0.37,1.76,0.66,1.25,0.0,1.27
hsa-miR-1271-5p,1.58,0.62,1.11,1.72,0.0,1.35,1.51,1.37,0.0,0.61,0.14,0.0,2.83,0.69,1.66,1.28,1.16,1.25,0.89,0.95
hsa-miR-1273c,0.68,0.99,0.0,1.56,0.32,0.51,2.11,1.72,0.0,0.31,0.86,0.0,1.93,0.28,0.37,0.0,0.66,2.99,0.36,0.63
hsa-miR-1273h-3p,15.75,20.69,12.79,18.74,53.3,15.36,18.73,20.43,12.14,14.9,24.58,16.68,34.13,14.12,11.23,20.59,18.72,14.7,16.6,15.4
hsa-miR-1273h-5p,5.85,7.93,4.31,8.75,24.55,5.91,3.32,6.18,5.04,6.14,10.43,7.64,16.23,6.5,2.21,7.98,5.3,8.47,6.78,8.25
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
hsa-miR-1276,0.23,0.0,0.42,0.0,0.0,0.17,0.15,0.0,0.59,0.31,0.29,0.28,0.39,0.42,0.0,0.16,0.0,0.0,0.54,0.16
hsa-miR-1277-3p,0.0,0.0,0.0,0.62,0.0,0.51,0.91,0.34,0.0,0.31,0.14,0.0,0.0,0.0,0.37,1.44,1.66,0.25,4.1,1.11
hsa-miR-1278,1.13,2.85,1.95,0.62,0.0,2.03,2.42,0.69,1.33,1.69,0.43,0.0,1.03,0.83,1.47,2.08,3.15,2.74,4.46,3.33
hsa-miR-128-1-5p,1.35,0.99,0.0,0.94,0.0,0.51,0.15,2.06,0.0,0.31,1.14,0.0,0.77,0.55,0.74,0.64,0.0,0.0,0.89,0.0
hsa-miR-128-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0
hsa-miR-128-3p,2213.15,1699.69,1773.2,468.03,140.21,923.23,1698.17,615.41,1407.85,738.09,1301.95,955.55,2323.6,1081.37,1360.56,1302.6,1709.83,2052.9,1803.09,1382.63
hsa-miR-1283,9.0,4.09,1.25,7.34,0.0,4.39,5.74,4.12,0.74,0.31,1.57,0.0,1.55,0.42,0.92,7.66,7.46,8.47,13.38,13.81
hsa-miR-1284,5.63,5.08,6.81,3.28,2.1,3.88,5.29,5.32,1.04,0.92,2.57,2.22,3.74,2.35,2.39,6.07,4.97,10.96,11.06,4.92
hsa-miR-1285-3p,30.38,30.23,29.9,28.73,78.02,17.04,32.17,24.2,16.29,21.65,35.59,32.66,45.08,13.7,20.8,24.26,26.35,59.81,25.34,14.13
hsa-miR-1285-5p,3.6,1.61,1.81,2.19,9.05,1.01,1.96,1.89,1.48,0.92,3.43,2.08,2.7,1.94,0.74,1.12,3.31,3.74,1.43,0.95
hsa-miR-1286,0.23,0.0,0.0,0.0,0.0,0.17,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,3.83,0.99,1.39,4.69,5.98,3.54,8.61,3.26,1.04,1.23,0.86,1.11,1.67,1.52,0.74,4.79,2.49,4.73,3.75,3.49
hsa-miR-1288-3p,2.03,2.73,7.09,3.44,0.0,1.01,1.06,0.51,4.59,3.38,2.43,3.61,6.44,2.35,2.39,2.71,1.66,1.0,1.07,0.79
hsa-miR-1289,0.0,0.0,0.0,0.16,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.25,0.0,0.32
hsa-miR-129-1-3p,0.9,0.0,0.0,0.16,0.16,0.17,0.0,0.17,0.0,0.0,0.43,0.0,0.0,0.0,0.18,0.16,0.0,0.0,0.54,0.48
hsa-miR-129-2-3p,0.23,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0
hsa-miR-129-5p,12.15,11.65,6.26,17.02,40.22,12.49,16.92,14.76,3.26,5.68,8.86,7.09,7.34,5.95,3.5,29.69,11.93,18.94,17.85,15.4
hsa-miR-1290,8.1,0.12,6.54,4.22,15.67,4.39,3.17,1.03,12.59,3.69,6.43,3.89,3.48,8.3,1.66,3.03,4.47,18.69,3.75,3.17
hsa-miR-1291,2.7,0.0,0.83,3.75,1.94,0.34,2.27,1.2,1.63,0.92,1.14,0.69,0.0,0.28,0.18,1.28,1.33,1.99,0.71,2.06
hsa-miR-1292-5p,5.85,0.25,4.17,8.12,4.04,3.04,3.32,5.49,0.74,2.3,2.57,2.36,5.28,3.87,2.02,3.03,4.14,7.48,3.39,2.22
hsa-miR-1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.25,0.0,0.0
hsa-miR-1294,16.2,11.52,14.32,6.87,0.0,4.22,12.54,8.93,4.74,6.3,20.15,7.64,19.71,2.08,5.34,3.99,4.14,8.47,5.18,3.02
hsa-miR-1295a,0.23,0.0,0.14,0.0,1.94,0.17,0.0,0.34,0.44,0.15,0.29,0.0,0.52,0.42,0.0,0.32,0.0,0.0,0.0,0.48
hsa-miR-1295b-3p,0.0,0.0,0.42,0.31,0.0,0.34,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.74,0.0,0.0,0.25,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,0.28,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1296-5p,0.23,0.12,0.0,0.31,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.18,0.32,0.0,0.0,0.89,0.0
hsa-miR-1297,0.23,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.16
hsa-miR-1298-5p,1.13,1.36,0.28,1.56,3.55,1.01,1.06,0.51,1.48,0.31,0.57,0.0,1.29,1.38,1.1,1.76,1.16,3.24,4.28,1.11
hsa-miR-1299,43.88,17.59,11.82,11.09,3.88,5.91,4.53,8.75,3.55,9.98,18.86,17.37,28.34,24.63,7.36,3.99,4.47,40.87,2.32,3.65
hsa-miR-1301-3p,40.5,42.86,24.06,32.8,59.28,33.92,28.7,48.58,14.37,23.65,38.02,35.44,63.24,21.31,16.56,40.23,40.1,45.85,38.01,29.53
hsa-miR-1303,3.15,2.6,0.7,3.12,5.82,1.18,3.93,1.37,1.18,0.0,1.14,1.53,2.45,1.52,6.99,1.28,2.32,4.49,2.5,2.86
hsa-miR-1304-3p,0.0,0.99,0.7,1.56,0.48,0.34,0.0,0.17,0.0,0.15,0.0,0.28,0.0,0.0,0.37,0.0,1.33,1.0,0.0,0.0
hsa-miR-1304-5p,15.3,21.68,21.0,11.09,9.37,10.13,12.99,19.74,13.18,17.2,33.73,20.01,50.23,16.19,8.28,9.58,15.74,15.7,8.92,9.84
hsa-miR-1305,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
