miRNA,SRR24658712,SRR24658713,SRR24658714,SRR24658715,SRR24658716,SRR24658717,SRR24658718,SRR24658719,SRR24658720,SRR24658721
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,17.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,0.0,0.0,26.19,0.0,0.0,0.0,0.0,0.0,6.7
hsa-miR-125a-5p,499.41,227.0,209.32,183.09,210.61,278.74,389.47,171.16,257.19,316.67
hsa-miR-125b-5p,24.03,14.82,19.24,11.61,60.86,0.21,96.35,14.86,17.48,9.38
hsa-miR-126-3p,21048.45,10685.28,18179.96,11432.64,7633.4,13393.45,11202.31,19984.21,21220.23,18248.86
hsa-miR-126-5p,86.16,31.65,69.33,29.35,104.51,53.49,24.43,62.83,60.44,44.07
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,27.67,14.31,46.47,3.8,80.7,19.75,4.07,42.71,18.41,3.35
hsa-miR-127-5p,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,0.0,0.0
hsa-miR-1271-5p,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1273h-3p,35.89,32.36,8.76,21.12,0.0,17.49,0.0,50.76,9.11,29.66
hsa-miR-1273h-5p,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,12.55,0.0,0.0,0.0,5.86
hsa-miR-1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.16,13.57
hsa-miR-128-3p,2472.69,1590.03,1493.84,940.35,723.39,1026.52,949.7,2004.43,1297.09,1430.04
hsa-miR-1285-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,4.02
hsa-miR-1285-5p,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0
hsa-miR-129-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,0.0,6.87
hsa-miR-1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.32,0.0
hsa-miR-1292-5p,0.0,7.16,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,0.0,0.0,0.0,12.88,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,0.0,7.06,0.0,17.53,0.0,0.0,0.0,9.75,0.0,6.2
hsa-miR-1301-3p,36.84,29.23,42.86,0.84,60.06,0.0,1.13,83.57,17.11,17.26
hsa-miR-1303,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.0,6.37
hsa-miR-1306-3p,20.87,3.93,0.38,0.0,0.53,0.0,18.77,12.07,26.41,10.05
hsa-miR-1307-3p,398.39,322.76,352.37,152.26,44.19,245.21,116.25,596.44,335.48,273.94
hsa-miR-1307-5p,0.0,2.72,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0
hsa-miR-130a-3p,10.75,4.03,0.0,0.0,0.0,16.46,0.0,6.81,9.3,13.91
hsa-miR-130b-3p,0.0,0.0,6.48,0.0,0.0,2.67,0.0,0.0,0.0,0.0
hsa-miR-130b-5p,303.38,106.24,69.14,32.52,0.0,113.14,30.31,279.96,52.07,137.06
hsa-miR-132-3p,0.0,0.0,1.33,0.0,0.0,1.85,3.39,0.0,0.0,0.0
hsa-miR-132-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55
hsa-miR-1323,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56
hsa-miR-134-5p,13.6,12.5,53.33,3.38,0.0,0.0,0.0,42.71,0.0,0.0
hsa-miR-1343-3p,0.0,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0
hsa-miR-135a-5p,0.0,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,13.12,0.0,9.52,0.0,0.0,0.0,26.01,10.52,0.0,0.0
hsa-miR-137-3p,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,63.71,22.28,64.95,57.23,45.24,46.7,20.36,111.89,70.67,47.08
hsa-miR-139-5p,778.75,280.43,401.89,314.22,234.16,407.31,399.65,477.27,650.13,524.1
hsa-miR-140-3p,197.77,107.15,218.09,153.1,161.66,170.95,132.76,205.05,196.56,127.51
hsa-miR-140-5p,73.35,15.83,0.38,13.73,82.29,0.21,61.52,46.43,26.59,25.13
hsa-miR-141-3p,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,216.9,149.08,137.33,39.7,65.88,167.25,130.73,170.08,152.86,140.41
hsa-miR-142-5p,511.11,274.68,314.08,327.32,50.8,570.24,231.83,317.25,603.64,378.16
hsa-miR-143-3p,588.57,194.44,951.58,233.35,149.23,170.33,391.05,1182.66,266.86,324.71
hsa-miR-144-3p,81.89,66.33,34.47,80.67,187.86,157.17,112.18,30.02,109.9,104.55
hsa-miR-144-5p,55.49,27.42,57.14,22.81,63.5,35.59,97.03,40.55,52.07,64.67
hsa-miR-145-3p,0.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0,11.16,0.0
hsa-miR-145-5p,0.0,2.82,15.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1468-5p,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,7.07,1.68
hsa-miR-146a-3p,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39
hsa-miR-146a-5p,618.45,260.67,518.83,289.94,235.48,181.44,266.66,292.65,515.86,472.66
hsa-miR-146b-3p,10.12,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02
hsa-miR-146b-5p,684.53,460.36,576.55,477.04,192.89,521.49,236.8,762.49,740.5,554.93
hsa-miR-148a-3p,33299.5,20941.36,21743.81,21957.46,25898.25,20605.8,16079.27,106008.14,19788.32,23341.87
hsa-miR-148a-5p,0.79,3.93,9.9,0.0,0.0,0.0,0.0,41.17,8.18,0.0
hsa-miR-148b-3p,397.28,303.01,475.79,225.53,198.71,223.82,151.76,528.34,411.54,245.46
hsa-miR-150-3p,32.41,17.14,5.9,22.81,0.0,22.01,1.13,23.37,20.27,21.78
hsa-miR-150-5p,104.02,53.93,79.62,61.24,98.69,89.07,58.35,78.15,149.89,138.9
hsa-miR-151a-3p,24251.05,19692.84,20877.56,15557.47,16760.14,14565.2,12553.69,45952.6,26805.82,18847.85
hsa-miR-151a-5p,48.53,29.03,0.0,0.0,47.63,0.0,27.14,12.23,31.61,15.25
hsa-miR-151b,0.16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0
hsa-miR-152-3p,33.52,32.76,38.66,44.13,0.0,14.61,27.14,53.39,21.39,25.64
hsa-miR-152-5p,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,178.01,92.84,88.95,63.99,123.3,30.86,29.63,59.12,186.52,133.54
hsa-miR-15a-5p,0.0,0.0,9.71,0.0,0.0,15.22,0.0,0.0,0.19,0.17
hsa-miR-15b-3p,14.7,0.0,19.62,29.35,0.0,0.0,0.0,0.0,18.04,0.0
hsa-miR-15b-5p,14.07,5.75,27.05,0.0,0.0,18.72,0.0,20.74,17.29,36.69
hsa-miR-16-2-3p,140.23,154.93,159.61,243.69,68.0,119.11,220.07,169.0,235.99,210.11
hsa-miR-16-5p,0.0,40.02,71.04,93.13,113.51,110.88,83.23,67.63,57.28,58.98
hsa-miR-17-5p,7.27,21.97,15.43,0.0,180.19,35.79,28.27,33.89,14.69,32.5
hsa-miR-181a-2-3p,17.23,23.69,40.19,0.0,42.07,27.36,25.11,17.95,13.58,34.18
hsa-miR-181a-3p,12.49,2.12,7.62,0.0,0.0,0.0,0.0,0.0,7.81,0.0
hsa-miR-181a-5p,283.3,193.34,391.41,139.58,161.4,303.43,353.28,229.2,325.44,316.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,90.27,14.41,41.9,15.2,116.15,0.0,22.84,60.51,70.85,52.95
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.39,0.0,0.0
hsa-miR-181d-5p,27.03,3.63,9.52,0.42,0.53,9.46,0.0,22.44,5.21,0.34
hsa-miR-182-3p,0.47,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,165.84,111.08,189.71,341.04,201.62,16.46,98.38,294.97,139.84,117.12
hsa-miR-183-5p,81.57,122.17,224.94,277.48,18.79,109.65,189.31,177.04,251.24,196.37
hsa-miR-184,0.0,2.82,0.0,0.21,0.0,0.0,0.0,0.0,1.12,0.0
hsa-miR-1843,48.69,23.08,17.52,18.37,0.0,10.29,39.58,35.75,23.06,63.84
hsa-miR-185-3p,10.43,0.91,5.33,0.0,0.0,0.0,0.0,15.32,0.0,0.0
hsa-miR-185-5p,75.09,108.46,160.37,55.54,212.2,83.31,216.67,405.78,151.37,123.65
hsa-miR-186-5p,153.19,99.79,167.42,63.77,43.66,140.3,176.87,151.51,126.45,135.72
hsa-miR-18a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,8.21
hsa-miR-1908-5p,13.44,15.52,19.43,0.0,0.0,14.61,0.23,16.87,14.88,19.27
hsa-miR-191-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0
hsa-miR-191-5p,844.04,758.02,765.87,308.1,267.24,703.54,557.29,716.53,718.0,662.16
hsa-miR-192-3p,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,234.61,188.8,104.38,368.71,171.98,94.01,129.14,161.72,209.58,182.46
hsa-miR-193a-5p,4.74,8.27,10.09,0.0,19.05,0.0,0.0,2.63,8.55,4.52
hsa-miR-193b-3p,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,2.82,2.29,0.0,0.0,3.91,0.45,0.0,0.0,3.69
hsa-miR-194-5p,8.06,44.45,0.19,24.71,0.0,23.25,0.0,24.3,37.75,13.91
hsa-miR-195-3p,10.91,0.0,10.67,0.0,0.26,0.0,26.91,10.37,23.25,0.0
hsa-miR-195-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,0.34
hsa-miR-196a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
hsa-miR-196b-5p,0.0,0.1,0.0,0.0,0.0,0.0,0.0,30.95,0.0,0.0
hsa-miR-197-3p,8.85,2.72,0.0,0.0,0.0,12.55,0.0,15.79,15.43,5.86
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.0,0.0
hsa-miR-1976,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0
hsa-miR-199a-3p,83.31,184.57,220.94,57.44,69.06,44.02,57.9,302.71,172.95,84.45
hsa-miR-199a-5p,51.7,59.98,51.24,0.0,0.0,81.26,11.31,114.37,17.48,44.4
hsa-miR-199b-3p,46.95,24.9,6.29,0.21,0.0,41.55,30.53,0.62,0.0,99.69
hsa-miR-199b-5p,0.0,1.11,0.38,0.0,0.0,23.45,0.0,0.0,0.0,10.22
hsa-miR-19a-3p,0.0,3.63,0.0,0.0,0.0,0.0,0.0,4.8,0.37,0.17
hsa-miR-19b-3p,0.16,6.05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-3p,9.33,0.0,0.0,0.0,0.0,9.26,0.0,0.0,0.0,0.0
hsa-miR-200a-5p,0.0,3.63,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,5.02,0.0
hsa-miR-200b-5p,0.0,4.13,0.0,0.0,0.0,0.0,0.0,12.69,0.0,0.0
hsa-miR-200c-3p,48.06,5.95,8.19,0.0,0.0,0.0,0.0,22.13,1.3,10.72
hsa-miR-203a-3p,19.76,0.1,0.38,0.0,0.0,46.7,72.6,0.0,0.0,0.0
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83,0.0,0.0
hsa-miR-204-5p,4.9,5.14,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0
hsa-miR-206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
hsa-miR-20a-5p,36.84,49.8,60.95,39.28,193.41,41.76,39.35,69.95,46.86,27.48
hsa-miR-20b-5p,8.54,3.83,0.0,0.0,0.0,0.0,30.53,0.0,23.62,0.0
hsa-miR-21-3p,10.59,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.0,0.0
hsa-miR-21-5p,15596.87,13806.07,14629.26,6227.25,8557.34,9423.78,7193.64,33225.3,10306.81,12713.18
hsa-miR-210-3p,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.26,0.0,0.23,0.0,0.0,0.17
hsa-miR-2110,4.58,9.17,3.24,11.19,0.0,0.0,13.8,12.54,0.74,14.58
hsa-miR-212-3p,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,11.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,12.33,7.86,0.19,10.77,0.0,0.21,0.0,0.0,17.11,0.5
hsa-miR-218-5p,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-1-3p,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,445.66,221.66,272.18,100.1,42.6,232.66,320.71,303.48,328.78,144.09
hsa-miR-22-5p,10.43,18.35,17.9,0.0,0.0,33.94,27.59,43.49,19.9,16.92
hsa-miR-221-3p,329.62,158.86,265.51,82.99,173.04,142.97,51.34,280.42,272.62,184.98
hsa-miR-221-5p,29.25,27.42,7.24,0.0,0.0,3.5,22.62,19.81,36.45,9.89
hsa-miR-222-3p,1259.98,745.32,910.63,511.25,852.77,662.81,548.02,899.3,1035.44,954.87
hsa-miR-223-3p,36.52,57.66,75.43,29.99,0.0,36.82,17.19,25.07,26.03,43.73
hsa-miR-223-5p,168.21,179.73,271.99,66.31,46.57,94.42,204.69,301.62,297.35,159.0
hsa-miR-224-5p,86.63,21.07,163.04,21.12,127.27,38.26,0.0,110.5,63.23,66.01
hsa-miR-2276-3p,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,24.92,0.0,1.23,0.0,6.04,0.0,8.04
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,48.16,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,4.43,13.1,23.43,0.0,84.93,28.8,0.0,2.94,41.28,26.14
hsa-miR-23a-5p,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,3.35,0.0
hsa-miR-23b-3p,0.32,4.44,0.0,0.84,1.32,15.02,0.0,14.08,20.27,8.71
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
hsa-miR-24-2-5p,52.33,16.83,45.14,0.21,0.0,23.25,0.0,18.57,5.21,33.51
hsa-miR-24-3p,469.37,492.21,167.04,197.23,35.72,543.7,278.19,871.75,403.54,517.06
hsa-miR-25-3p,1231.84,598.35,932.91,668.99,1081.11,550.7,948.11,1275.52,998.81,1271.03
hsa-miR-25-5p,0.0,1.41,21.33,0.0,0.0,11.73,0.0,6.81,0.0,0.0
hsa-miR-26a-5p,14514.27,11449.45,12908.0,5532.5,4212.0,7108.88,6663.94,14715.32,12479.79,11971.6
hsa-miR-26b-3p,12.33,2.22,6.67,0.0,0.0,0.0,0.0,0.15,14.69,0.17
hsa-miR-26b-5p,503.52,413.18,348.37,394.47,360.64,378.72,263.04,541.81,514.56,537.83
hsa-miR-27a-3p,835.19,368.63,571.4,329.01,92.87,533.21,345.82,640.23,732.88,510.69
hsa-miR-27a-5p,26.24,10.79,25.14,0.0,37.84,35.79,18.55,10.21,20.08,46.75
hsa-miR-27b-3p,638.53,444.23,732.35,557.07,594.27,777.6,559.78,903.94,710.75,809.1
hsa-miR-27b-5p,0.0,8.16,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,253.26,134.87,195.23,135.36,1.06,114.58,108.79,234.3,132.41,150.12
hsa-miR-28-5p,23.08,40.52,36.76,21.33,0.0,0.0,0.23,52.62,85.91,28.48
hsa-miR-2861,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-29a-3p,107.5,60.08,56.38,67.15,194.21,55.13,21.94,41.78,105.44,24.46
hsa-miR-29b-3p,12.65,4.54,8.57,0.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29c-3p,0.0,0.1,0.19,0.21,0.26,0.21,0.0,0.0,0.0,0.0
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0
hsa-miR-301a-5p,0.0,0.0,14.09,0.0,0.0,0.0,0.0,9.13,0.0,0.0
hsa-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,12.76,0.0,0.0,0.0,0.0,0.0,19.15,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,14.19,0.0,0.0,0.0,5.53
hsa-miR-30a-3p,127.74,102.01,117.33,88.27,103.72,91.34,118.51,122.1,188.38,136.05
hsa-miR-30a-5p,469.84,201.8,324.94,309.58,622.58,406.08,197.67,318.03,526.65,350.51
hsa-miR-30b-3p,0.0,0.0,6.29,0.0,0.0,0.0,0.0,6.65,9.3,0.0
hsa-miR-30b-5p,9.17,22.98,29.9,27.24,5.29,0.0,29.85,37.92,0.0,35.02
hsa-miR-30c-1-3p,7.27,0.0,0.0,0.0,0.0,0.0,0.0,6.19,2.98,0.0
hsa-miR-30c-2-3p,0.0,3.43,11.81,16.47,0.0,12.34,23.97,9.29,6.14,0.0
hsa-miR-30c-5p,398.55,326.29,376.36,248.97,84.93,220.11,165.11,401.44,460.07,438.81
hsa-miR-30d-3p,0.0,0.1,4.95,0.21,0.0,0.0,0.0,0.0,0.19,0.5
hsa-miR-30d-5p,5711.8,3953.2,4462.09,2270.94,1704.22,3225.19,2343.37,5190.12,3399.59,3550.38
hsa-miR-30e-3p,339.26,257.55,292.18,284.45,158.22,278.95,107.21,648.9,332.87,381.51
hsa-miR-30e-5p,298.63,185.27,176.18,187.31,330.47,221.76,167.59,282.9,189.68,272.77
hsa-miR-3120-3p,15.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-5p,12.65,0.4,0.0,0.0,1.06,16.46,0.0,16.09,0.0,0.0
hsa-miR-3124-5p,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135a,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3138,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3141,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150a-5p,0.16,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,24.29,37.52,0.42,0.53,0.0,92.73,84.34,5.21,1.01
hsa-miR-3161,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,0.0
hsa-miR-3168,2.06,0.4,0.76,0.21,1.32,0.41,1.58,0.31,0.19,0.84
hsa-miR-3177-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.23,4.84,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
hsa-miR-3182,0.0,1.92,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3188,0.0,0.0,0.38,0.0,0.0,0.0,18.55,0.0,0.0,0.34
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.52,0.0,0.0
hsa-miR-32-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.15,0.0
hsa-miR-32-5p,28.14,13.0,46.28,0.0,66.41,15.43,16.96,0.0,10.6,46.24
hsa-miR-320a-3p,520.43,376.69,519.79,273.05,113.77,272.57,317.32,1186.07,482.76,291.54
hsa-miR-320a-5p,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0
hsa-miR-320b,90.11,27.32,39.05,52.58,51.33,5.76,12.67,88.06,77.36,66.35
hsa-miR-320c,15.02,13.1,23.05,17.74,40.75,2.47,0.68,18.11,32.36,53.28
hsa-miR-320d,10.91,6.85,5.9,14.36,3.18,0.21,0.0,1.08,0.74,2.35
hsa-miR-320e,0.16,0.4,0.76,0.21,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323a-3p,0.0,0.0,29.14,28.93,0.0,0.0,0.0,13.93,10.23,0.0
hsa-miR-323a-5p,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,0.0,8.76,29.99,0.0,0.0,28.5,0.0,8.0,0.0
hsa-miR-324-5p,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-326,0.0,0.0,7.43,0.0,0.0,0.0,25.11,13.62,0.0,18.1
hsa-miR-328-3p,165.36,123.58,162.85,37.8,123.56,112.53,92.73,172.4,96.33,78.41
hsa-miR-329-3p,0.63,0.0,0.0,0.0,0.0,0.0,0.0,14.08,0.0,0.0
hsa-miR-330-3p,17.23,15.83,5.71,68.63,0.0,22.01,0.68,25.69,13.02,28.82
hsa-miR-330-5p,19.29,5.14,0.0,0.0,0.0,13.99,0.0,23.37,5.21,11.06
hsa-miR-331-3p,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.67
hsa-miR-331-5p,34.62,5.85,5.9,0.0,0.0,0.0,18.32,7.58,11.9,1.17
hsa-miR-335-3p,65.61,84.98,48.0,20.27,32.28,17.9,0.0,92.24,34.4,71.21
hsa-miR-335-5p,0.0,3.93,4.95,0.0,0.0,0.0,0.0,5.42,0.0,0.0
hsa-miR-337-3p,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,7.25,0.0
hsa-miR-338-3p,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,10.23,0.0
hsa-miR-338-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,0.37,12.23
hsa-miR-339-3p,16.76,9.27,6.29,0.0,0.0,11.52,32.34,11.3,0.0,12.23
