miRNA,SRR8289653
hsa-miR-21-5p,57345.64
hsa-miR-122-5p,28176.3
hsa-miR-146a-5p,31893.39
hsa-miR-27a-3p,8541.55
hsa-miR-26a-5p,5353.29
hsa-miR-1246,18639.67
hsa-let-7i-5p,10602.08
hsa-miR-92a-3p,4438.26
hsa-miR-148a-3p,3377.19
hsa-let-7f-5p,5949.88
hsa-miR-22-3p,4592.63
hsa-let-7g-5p,5290.04
hsa-miR-320a-3p,3483.07
hsa-miR-155-5p,3353.15
hsa-miR-24-3p,2748.23
hsa-miR-142-5p,2589.21
hsa-miR-378a-3p,4513.67
hsa-miR-221-3p,3351.65
hsa-miR-181a-5p,2973.91
hsa-let-7a-5p,4410.67
hsa-miR-423-5p,1613.8
hsa-miR-146b-5p,2703.15
hsa-miR-25-3p,1418.99
hsa-let-7b-5p,1259.29
hsa-miR-99a-5p,785.66
hsa-miR-222-3p,926.51
hsa-miR-27b-3p,1093.99
hsa-miR-126-3p,1134.84
hsa-miR-29a-3p,1891.4
hsa-miR-128-3p,1159.57
hsa-miR-181b-5p,778.28
hsa-miR-320b,668.85
hsa-miR-378c,419.4
hsa-miR-22-5p,323.36
hsa-miR-193a-5p,816.94
hsa-miR-107,381.42
hsa-miR-127-3p,494.4
hsa-miR-150-5p,429.92
hsa-miR-26b-5p,756.01
hsa-miR-412-5p,303.42
hsa-miR-30d-5p,1141.53
hsa-miR-23b-3p,321.86
hsa-miR-142-3p,497.54
hsa-miR-191-5p,606.7
hsa-miR-186-5p,463.8
hsa-miR-151a-3p,368.85
hsa-miR-30e-5p,642.21
hsa-miR-378d,298.63
hsa-miR-20a-5p,228.42
hsa-miR-99b-5p,528.55
hsa-miR-423-3p,583.47
hsa-let-7d-5p,647.27
hsa-miR-185-5p,315.85
hsa-miR-23a-3p,352.73
hsa-miR-532-5p,219.26
hsa-miR-6529-5p,193.85
hsa-miR-629-5p,258.61
hsa-miR-143-3p,291.26
hsa-miR-320c,301.09
hsa-miR-103a-3p,231.97
hsa-miR-10b-5p,201.37
hsa-miR-100-5p,195.08
hsa-miR-16-5p,305.19
hsa-miR-363-3p,276.5
hsa-miR-147b-3p,292.9
hsa-miR-3615,192.35
hsa-miR-101-3p,379.24
hsa-miR-342-5p,376.64
hsa-miR-7-5p,359.56
hsa-miR-1307-3p,373.77
hsa-miR-15b-5p,128.83
hsa-miR-15a-5p,123.77
hsa-miR-93-5p,161.61
hsa-miR-199a-3p,140.57
hsa-miR-98-5p,152.6
hsa-miR-30a-3p,91.26
hsa-miR-125a-5p,208.33
hsa-miR-501-3p,112.16
hsa-miR-148b-3p,228.96
hsa-miR-152-3p,170.63
hsa-miR-144-3p,107.92
hsa-miR-361-5p,155.19
hsa-miR-369-3p,100.27
hsa-miR-194-5p,86.07
hsa-miR-140-3p,287.3
hsa-miR-511-5p,109.56
hsa-miR-543,138.52
hsa-miR-432-5p,117.35
hsa-let-7d-3p,143.72
hsa-miR-381-3p,69.95
hsa-let-7e-5p,190.98
hsa-miR-17-5p,97.68
hsa-miR-379-5p,94.26
hsa-miR-499a-5p,74.18
hsa-miR-125a-3p,93.99
hsa-let-7c-5p,100.96
hsa-miR-320d,58.33
hsa-miR-24-2-5p,81.97
hsa-miR-106b-3p,133.61
hsa-miR-125b-5p,69.4
hsa-miR-192-5p,152.73
hsa-miR-223-5p,119.67
hsa-miR-28-3p,174.32
hsa-miR-199b-3p,66.8
hsa-miR-9985,53.69
hsa-miR-139-5p,67.9
hsa-miR-409-3p,87.43
hsa-miR-493-5p,70.36
hsa-miR-10a-5p,88.52
hsa-miR-425-5p,113.8
hsa-miR-342-3p,82.51
hsa-miR-451a,78.01
hsa-miR-340-5p,66.26
hsa-miR-2110,55.05
hsa-miR-221-5p,36.2
hsa-miR-106b-5p,65.3
hsa-miR-382-5p,91.53
hsa-miR-204-3p,31.42
hsa-miR-361-3p,100.82
hsa-miR-500a-3p,33.2
hsa-miR-140-5p,37.57
hsa-miR-652-3p,53.01
hsa-miR-1843,48.5
hsa-miR-16-2-3p,68.44
hsa-miR-99b-3p,70.63
hsa-miR-495-3p,52.46
hsa-miR-503-5p,40.3
hsa-miR-411-5p,72.81
hsa-miR-320e,45.22
hsa-miR-484,44.95
hsa-miR-744-5p,49.86
hsa-miR-330-5p,29.1
hsa-miR-21-3p,34.15
hsa-miR-30c-5p,56.42
hsa-miR-493-3p,36.34
hsa-miR-345-5p,33.88
hsa-miR-27a-5p,31.01
hsa-miR-1301-3p,40.85
hsa-miR-132-3p,27.6
hsa-miR-132-5p,35.38
hsa-miR-30e-3p,47.95
hsa-miR-760,60.11
hsa-miR-29b-3p,63.93
hsa-miR-339-3p,27.46
hsa-miR-3960,23.63
hsa-miR-130b-3p,46.86
hsa-let-7a-3p,18.44
hsa-miR-181a-3p,19.26
hsa-miR-873-5p,29.64
hsa-miR-9-3p,33.33
hsa-miR-1-3p,34.7
hsa-miR-486-5p,32.24
hsa-miR-671-5p,13.66
hsa-miR-144-5p,27.05
hsa-miR-20b-5p,15.3
hsa-miR-182-5p,19.54
hsa-miR-29c-3p,30.19
hsa-miR-660-5p,21.86
hsa-miR-146b-3p,43.31
hsa-miR-433-3p,18.99
hsa-miR-494-3p,20.36
hsa-miR-181d-5p,41.8
hsa-miR-410-3p,12.43
hsa-miR-224-5p,22.81
hsa-miR-30b-5p,17.62
hsa-miR-576-3p,14.75
hsa-miR-32-5p,21.45
hsa-miR-30a-5p,43.58
hsa-miR-370-3p,12.02
hsa-miR-200c-3p,23.77
hsa-miR-4791,18.44
hsa-miR-1285-3p,20.08
hsa-miR-28-5p,32.51
hsa-miR-200a-3p,12.7
hsa-miR-502-3p,23.63
hsa-miR-664a-5p,21.17
hsa-miR-150-3p,20.63
hsa-miR-425-3p,36.2
hsa-miR-941,26.23
hsa-miR-328-3p,14.62
hsa-miR-126-5p,12.7
hsa-miR-130a-3p,17.21
hsa-miR-625-3p,10.79
hsa-miR-331-5p,24.32
hsa-miR-589-5p,9.56
hsa-miR-485-5p,10.93
hsa-miR-651-5p,9.7
hsa-miR-9-5p,28.14
hsa-miR-541-5p,14.21
hsa-miR-133a-3p,8.06
hsa-miR-3613-5p,8.33
hsa-miR-181a-2-3p,15.16
hsa-miR-4488,18.72
hsa-miR-92b-3p,18.72
hsa-miR-210-3p,21.31
hsa-miR-10399-3p,16.26
hsa-miR-4500,6.69
hsa-miR-1268b,6.69
hsa-miR-424-3p,16.39
hsa-miR-1908-5p,13.39
hsa-miR-374a-5p,13.25
hsa-miR-19b-3p,13.52
hsa-miR-1291,20.9
hsa-miR-421,12.3
hsa-miR-197-3p,12.16
