miRNA,SRR2084360,SRR2084361
hsa-let-7a-5p,556.76,1060.37
hsa-let-7b-5p,394.37,435.93
hsa-let-7c-5p,0.0,47.13
hsa-let-7d-3p,92.79,129.6
hsa-let-7d-5p,81.19,153.16
hsa-let-7e-5p,417.57,518.4
hsa-let-7f-5p,2389.43,4865.92
hsa-let-7g-5p,185.59,247.42
hsa-let-7i-5p,1531.09,2191.43
hsa-miR-100-5p,34.8,11.78
hsa-miR-101-3p,58.0,164.95
hsa-miR-10396b-3p,23.2,0.0
hsa-miR-10396b-5p,0.0,11.78
hsa-miR-103a-2-5p,0.0,11.78
hsa-miR-103a-3p,0.0,11.78
hsa-miR-10401-3p,173.99,153.16
hsa-miR-106b-3p,139.19,329.89
hsa-miR-10a-5p,11.6,47.13
hsa-miR-10b-5p,23.2,129.6
hsa-miR-1180-3p,104.39,47.13
hsa-miR-1226-3p,11.6,0.0
hsa-miR-1246,440.77,447.71
hsa-miR-1247-5p,69.6,11.78
hsa-miR-1249-3p,11.6,11.78
hsa-miR-125a-3p,58.0,82.47
hsa-miR-125a-5p,2145.85,1708.37
hsa-miR-125b-5p,46.4,70.69
hsa-miR-126-3p,23.2,35.35
hsa-miR-1260b,23.2,0.0
hsa-miR-1266-5p,0.0,11.78
hsa-miR-127-3p,46.4,94.26
hsa-miR-1273h-5p,0.0,11.78
hsa-miR-1276,0.0,11.78
hsa-miR-128-1-5p,0.0,11.78
hsa-miR-128-3p,115.99,129.6
hsa-miR-1283,0.0,11.78
hsa-miR-1284,11.6,0.0
hsa-miR-1291,0.0,11.78
hsa-miR-1296-5p,0.0,11.78
hsa-miR-1301-3p,34.8,58.91
hsa-miR-1303,23.2,0.0
hsa-miR-1307-3p,104.39,106.04
hsa-miR-1307-5p,46.4,0.0
hsa-miR-130b-5p,11.6,11.78
hsa-miR-140-3p,104.39,200.29
hsa-miR-141-3p,104.39,164.95
hsa-miR-142-5p,0.0,35.35
hsa-miR-143-3p,46.4,35.35
hsa-miR-146b-5p,46.4,141.38
hsa-miR-148a-3p,255.18,553.75
hsa-miR-148a-5p,11.6,11.78
hsa-miR-148b-3p,81.19,106.04
hsa-miR-148b-5p,0.0,11.78
hsa-miR-149-5p,92.79,70.69
hsa-miR-150-5p,0.0,11.78
hsa-miR-151a-3p,1078.72,1767.28
hsa-miR-151a-5p,1658.68,2014.7
hsa-miR-151b,23.2,23.56
hsa-miR-152-3p,58.0,94.26
hsa-miR-15b-3p,0.0,11.78
hsa-miR-15b-5p,58.0,129.6
hsa-miR-16-2-3p,11.6,0.0
hsa-miR-16-5p,46.4,164.95
hsa-miR-17-5p,23.2,11.78
hsa-miR-181a-3p,69.6,141.38
hsa-miR-181a-5p,440.77,530.19
hsa-miR-181b-5p,208.79,341.67
hsa-miR-181c-3p,0.0,35.35
hsa-miR-181d-5p,11.6,11.78
hsa-miR-182-5p,4210.5,7363.68
hsa-miR-183-3p,0.0,23.56
hsa-miR-183-5p,220.38,365.24
hsa-miR-184,11.6,11.78
hsa-miR-1843,11.6,0.0
hsa-miR-185-3p,11.6,0.0
hsa-miR-185-5p,23.2,70.69
hsa-miR-186-5p,162.39,212.07
hsa-miR-18a-3p,11.6,23.56
hsa-miR-191-5p,6367.95,7611.1
hsa-miR-1910-5p,11.6,0.0
hsa-miR-192-5p,150.79,318.11
hsa-miR-193a-5p,11.6,23.56
hsa-miR-193b-3p,150.79,176.73
hsa-miR-193b-5p,23.2,11.78
hsa-miR-195-3p,11.6,11.78
hsa-miR-197-3p,104.39,117.82
hsa-miR-199a-3p,11.6,0.0
hsa-miR-199a-5p,11.6,0.0
hsa-miR-199b-5p,0.0,11.78
hsa-miR-200a-3p,266.78,318.11
hsa-miR-200a-5p,69.6,129.6
hsa-miR-200b-3p,1438.3,2061.83
hsa-miR-200b-5p,127.59,153.16
hsa-miR-200c-3p,475.57,801.17
hsa-miR-200c-5p,11.6,0.0
hsa-miR-203a-3p,46.4,58.91
hsa-miR-205-5p,11.6,11.78
hsa-miR-20a-5p,34.8,11.78
hsa-miR-21-3p,1913.86,2309.25
hsa-miR-21-5p,20286.96,39504.69
hsa-miR-2110,23.2,11.78
hsa-miR-212-5p,11.6,0.0
hsa-miR-215-5p,0.0,11.78
hsa-miR-22-3p,266.78,553.75
hsa-miR-221-3p,23.2,0.0
hsa-miR-221-5p,11.6,11.78
hsa-miR-222-3p,46.4,11.78
hsa-miR-23a-3p,278.38,871.86
hsa-miR-23b-3p,115.99,282.77
hsa-miR-24-3p,359.57,70.69
hsa-miR-25-3p,394.37,341.67
hsa-miR-25-5p,81.19,11.78
hsa-miR-26a-5p,1136.72,1731.94
hsa-miR-26b-5p,11.6,0.0
hsa-miR-27a-3p,266.78,388.8
hsa-miR-27a-5p,23.2,35.35
hsa-miR-27b-3p,8165.82,13843.72
hsa-miR-27b-5p,34.8,47.13
hsa-miR-28-3p,301.58,412.37
hsa-miR-28-5p,23.2,11.78
hsa-miR-296-3p,69.6,47.13
hsa-miR-29a-3p,34.8,47.13
hsa-miR-301a-5p,0.0,11.78
hsa-miR-3074-5p,11.6,0.0
hsa-miR-30a-3p,0.0,35.35
hsa-miR-30a-5p,69.6,58.91
hsa-miR-30b-5p,34.8,117.82
hsa-miR-30c-5p,92.79,247.42
hsa-miR-30d-3p,0.0,11.78
hsa-miR-30d-5p,1867.47,2804.09
hsa-miR-30e-3p,11.6,35.35
hsa-miR-30e-5p,173.99,294.55
hsa-miR-3124-5p,0.0,11.78
hsa-miR-3174,11.6,0.0
hsa-miR-3176,0.0,11.78
hsa-miR-3177-3p,23.2,11.78
hsa-miR-3182,11.6,0.0
hsa-miR-3187-3p,11.6,0.0
hsa-miR-3195,23.2,0.0
hsa-miR-3200-3p,23.2,0.0
hsa-miR-320a-3p,382.77,765.82
hsa-miR-320b,127.59,11.78
hsa-miR-320c,0.0,23.56
hsa-miR-320d,0.0,35.35
hsa-miR-328-3p,0.0,11.78
hsa-miR-330-3p,46.4,11.78
hsa-miR-331-3p,11.6,11.78
hsa-miR-331-5p,23.2,11.78
hsa-miR-335-3p,139.19,212.07
hsa-miR-335-5p,11.6,47.13
hsa-miR-339-3p,34.8,70.69
hsa-miR-339-5p,46.4,23.56
hsa-miR-33b-3p,0.0,23.56
hsa-miR-340-3p,0.0,11.78
hsa-miR-340-5p,11.6,23.56
hsa-miR-342-3p,359.57,259.2
hsa-miR-345-5p,69.6,47.13
hsa-miR-361-3p,23.2,23.56
hsa-miR-361-5p,104.39,200.29
hsa-miR-3615,23.2,23.56
hsa-miR-362-5p,11.6,11.78
hsa-miR-3648,11.6,23.56
hsa-miR-3651,0.0,11.78
hsa-miR-365a-3p,800.34,70.69
hsa-miR-365a-5p,0.0,11.78
hsa-miR-365b-3p,11.6,1307.79
hsa-miR-3660,0.0,11.78
hsa-miR-3677-3p,11.6,23.56
hsa-miR-374a-3p,11.6,0.0
hsa-miR-374a-5p,11.6,0.0
hsa-miR-374b-5p,23.2,0.0
hsa-miR-375-3p,23.2,70.69
hsa-miR-376c-3p,0.0,11.78
hsa-miR-378a-3p,510.36,1272.44
hsa-miR-378a-5p,0.0,11.78
hsa-miR-378d,11.6,0.0
hsa-miR-3928-3p,0.0,11.78
hsa-miR-3929,0.0,11.78
hsa-miR-3960,23.2,11.78
hsa-miR-409-5p,11.6,0.0
hsa-miR-412-5p,0.0,11.78
hsa-miR-421,11.6,0.0
hsa-miR-423-3p,115.99,153.16
hsa-miR-423-5p,556.76,883.64
hsa-miR-425-3p,0.0,23.56
hsa-miR-425-5p,208.79,164.95
hsa-miR-4286,11.6,35.35
hsa-miR-432-5p,0.0,23.56
hsa-miR-4446-3p,46.4,0.0
hsa-miR-4448,0.0,11.78
hsa-miR-4449,11.6,11.78
hsa-miR-4485-3p,0.0,35.35
hsa-miR-4488,115.99,94.26
hsa-miR-4508,11.6,11.78
hsa-miR-450a-5p,11.6,11.78
hsa-miR-450b-5p,11.6,35.35
hsa-miR-451a,11.6,0.0
