miRNA,ERR1736309,ERR1736310,ERR1736311,ERR1736312,ERR1736313,ERR1736314,ERR1736315,ERR1736316,ERR1736317,ERR1736318,ERR1736319,ERR1736320,ERR1736321,ERR1736322,ERR1736323,ERR1736324,ERR1736325,ERR1736326,ERR1736327,ERR1736328,ERR1736329,ERR1736330,ERR1736331,ERR1736332,ERR1736333,ERR1736334,ERR1736335,ERR1736336,ERR1736337,ERR1736338,ERR1736339
hsa-miR-25-5p,26.72,0.0,16.54,0.0,98.83,103.18,20.78,0.0,0.0,0.0,0.0,6.57,26.97,0.0,50.59,20.38,0.0,0.0,0.0,11.69,5.85,38.68,5.8,39.27,33.74,0.0,0.0,0.0,15.69,0.0,6.73
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,0.0,0.0,13.14,0.0,36.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,2073.35,1783.95,1584.1,1627.27,2816.76,5571.89,8729.09,5071.9,4602.37,2249.98,11139.4,15949.27,6989.12,8354.59,7183.69,18712.16,9349.56,6369.5,7018.5,3938.71,3303.12,8733.32,7494.85,17617.44,1416.88,7297.96,7811.52,9756.41,6495.14,9377.36,2472.27
hsa-miR-26b-3p,58.78,16.01,12.41,27.12,49.42,51.59,62.35,61.85,87.66,12.03,14.77,124.86,47.2,184.84,50.59,40.77,80.6,12.0,182.3,35.06,20.48,38.68,92.82,78.54,22.49,89.55,0.0,159.42,15.69,28.5,63.22
hsa-miR-26b-5p,331.31,307.47,293.66,271.21,247.08,825.47,685.86,463.89,511.37,192.51,827.33,1846.62,697.9,591.48,354.13,856.11,564.2,671.74,319.02,327.25,392.04,719.4,638.11,1028.93,146.19,1298.41,753.52,1402.88,705.99,712.57,286.5
hsa-miR-27a-3p,1464.17,861.55,806.52,759.39,840.09,1960.48,5798.61,2041.13,4923.81,962.56,3097.56,8030.49,3135.49,2291.97,5109.53,6746.98,7415.17,1547.39,4694.19,2267.39,781.16,3395.86,4727.79,6566.29,517.27,3581.82,3039.21,5228.92,3310.32,2066.44,7178.74
hsa-miR-27a-5p,0.0,3.2,0.0,0.0,0.0,0.0,20.78,0.0,0.0,0.0,4.92,6.57,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,31.88,0.0,0.0,0.0
hsa-miR-27b-3p,2623.75,2466.14,2320.31,2169.7,2520.26,12020.84,7793.83,3896.71,6399.49,3537.4,6333.01,11960.31,5208.97,5471.15,9409.62,9804.52,7979.37,2543.0,5560.11,9875.99,3695.16,8547.67,8504.22,13273.95,753.42,5372.73,6706.35,8481.06,3937.87,4603.17,16545.94
hsa-miR-27b-5p,0.0,0.0,4.14,0.0,0.0,0.0,41.57,0.0,0.0,0.0,0.0,19.71,10.11,0.0,50.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.56,0.0,0.0,0.0,0.0,0.0,28.5,1.35
hsa-miR-28-3p,181.69,192.17,124.08,94.92,197.67,154.77,914.48,525.75,233.77,324.86,369.34,880.59,509.1,887.21,404.71,1263.78,671.66,407.84,364.6,1122.01,318.9,734.87,661.31,997.51,123.7,223.86,577.7,733.32,392.22,726.82,489.61
hsa-miR-28-5p,21.37,22.42,20.68,13.56,0.0,0.0,83.13,0.0,116.89,36.1,73.87,131.43,57.32,36.97,101.18,101.92,53.73,35.99,0.0,11.69,38.03,77.35,69.61,141.38,22.49,0.0,50.23,127.53,47.07,99.76,24.21
hsa-miR-296-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69
hsa-miR-296-5p,5.34,3.2,0.0,27.12,0.0,0.0,20.78,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,0.0,0.0,7.85,22.49,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,0.0,0.0,0.0,0.0,0.0,0.0,41.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,395.43,288.25,186.12,216.97,444.75,1083.42,1163.88,463.89,876.64,240.64,861.8,1767.76,765.33,332.7,1163.56,1202.63,1370.19,359.86,638.05,642.82,506.15,843.16,1258.81,1531.61,179.92,850.68,1054.93,892.74,1019.77,926.33,1401.58
hsa-miR-29b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,10.69,12.81,0.0,0.0,0.0,0.0,41.57,0.0,43.83,0.0,0.0,52.57,3.37,36.97,0.0,0.0,0.0,23.99,0.0,0.0,5.85,23.21,5.8,7.85,0.0,0.0,0.0,31.88,0.0,0.0,21.52
hsa-miR-29c-3p,384.74,140.92,177.85,149.17,98.83,515.92,374.1,123.7,423.71,228.61,275.78,696.59,293.32,110.9,151.77,305.75,188.07,167.93,182.3,210.38,196.02,239.8,400.27,479.12,44.98,358.18,200.94,318.84,298.09,313.53,383.35
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38
hsa-miR-301a-3p,16.03,25.62,28.95,0.0,0.0,51.59,41.57,30.93,116.89,0.0,73.87,131.43,74.17,73.93,0.0,122.3,161.2,35.99,182.3,35.06,38.03,85.09,92.82,133.52,11.25,0.0,50.23,191.3,47.07,85.51,13.45
hsa-miR-301b-3p,0.0,3.2,0.0,0.0,0.0,0.0,20.78,0.0,0.0,0.0,14.77,13.14,10.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,17.4,23.56,0.0,0.0,0.0,0.0,0.0,14.25,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,1.35
hsa-miR-3065-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,5.34,6.41,12.41,13.56,0.0,0.0,0.0,0.0,0.0,0.0,34.47,65.72,23.6,0.0,0.0,40.77,53.73,12.0,0.0,46.75,5.85,30.94,5.8,54.98,0.0,44.77,0.0,0.0,78.44,0.0,9.42
hsa-miR-30a-5p,956.52,970.44,641.08,542.42,1927.26,2321.62,3865.74,1855.57,1972.44,1070.84,2363.8,4600.12,1874.55,1922.29,4553.04,4362.09,4809.11,1283.5,2233.16,2442.7,1492.11,2800.23,2935.29,4673.37,314.86,1746.14,2511.74,3730.39,2729.84,1809.92,4382.3
hsa-miR-30b-5p,101.53,70.46,53.77,40.68,247.08,361.14,249.4,216.48,189.94,84.22,359.49,499.44,124.75,36.97,404.71,529.97,214.93,179.93,136.72,175.31,96.55,201.12,324.85,439.85,67.47,268.64,251.17,255.07,172.58,313.53,44.39
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.14,0.0,0.0,0.0,40.77,26.87,0.0,0.0,23.38,8.78,7.74,5.8,0.0,0.0,0.0,0.0,0.0,15.69,14.25,5.38
hsa-miR-30c-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,41.57,0.0,0.0,0.0,9.85,6.57,6.74,0.0,50.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,11.25,0.0,0.0,0.0,0.0,0.0,4.04
hsa-miR-30c-5p,229.78,208.18,206.8,108.48,247.08,1186.61,665.07,865.93,525.99,288.77,866.73,1163.17,573.15,406.64,1112.97,1651.07,859.73,503.8,319.02,327.25,289.64,866.37,585.9,1335.25,213.66,358.18,527.47,255.07,784.44,1125.85,192.35
hsa-miR-30d-3p,10.69,6.41,4.14,27.12,0.0,0.0,20.78,61.85,0.0,0.0,44.32,65.72,23.6,0.0,0.0,20.38,26.87,0.0,0.0,0.0,11.7,30.94,34.81,62.84,0.0,0.0,25.12,63.77,0.0,0.0,28.25
hsa-miR-30d-5p,3975.7,3561.49,4247.7,4163.11,4744.02,6552.13,6775.43,3834.85,6019.61,3717.87,5116.64,10067.69,5667.49,7060.74,5615.42,8499.97,7173.37,3802.51,4739.77,5937.28,5456.44,6420.42,6183.83,8325.68,3924.52,4163.87,7233.82,7460.78,6432.38,6284.83,7820.35
hsa-miR-30e-3p,32.06,19.22,8.27,27.12,0.0,0.0,20.78,92.78,58.44,0.0,73.87,111.72,37.09,73.93,0.0,81.53,53.73,35.99,0.0,35.06,35.11,23.21,40.61,54.98,11.25,0.0,100.47,0.0,31.38,142.51,40.35
hsa-miR-30e-5p,4451.28,3776.07,5215.53,5071.67,4496.94,6810.09,7107.97,3463.74,8006.66,3020.02,4914.73,9081.95,6506.99,5729.92,5463.65,7745.78,6958.44,3850.49,3919.42,5049.03,4622.61,7031.52,6479.68,7673.76,3384.76,4253.41,7007.76,7907.15,7169.75,5714.77,7823.04
hsa-miR-31-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,40.77,0.0,12.0,0.0,0.0,0.0,7.74,5.8,7.85,0.0,0.0,25.12,0.0,0.0,14.25,20.18
hsa-miR-3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3121-3p,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,3.2,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3128,0.0,3.2,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-3130-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69
hsa-miR-3130-5p,0.0,9.61,0.0,0.0,0.0,0.0,0.0,0.0,14.61,0.0,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,15.69,14.25,0.0
hsa-miR-3136-5p,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,31.88,0.0,0.0,1.35
hsa-miR-3143,5.34,3.2,4.14,27.12,0.0,0.0,0.0,0.0,0.0,12.03,24.62,13.14,16.86,0.0,0.0,0.0,53.73,71.97,0.0,11.69,2.93,0.0,0.0,0.0,11.25,89.55,25.12,0.0,0.0,0.0,9.42
hsa-miR-3150a-5p,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3150b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3155a,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3157-3p,0.0,0.0,0.0,0.0,0.0,0.0,20.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,6.73
hsa-miR-3158-3p,0.0,6.41,0.0,54.24,0.0,103.18,0.0,0.0,14.61,12.03,49.25,72.29,43.83,36.97,0.0,20.38,26.87,12.0,0.0,46.75,52.66,15.47,0.0,0.0,101.21,134.32,0.0,191.3,15.69,0.0,10.76
hsa-miR-3159,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3160-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.06,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3163,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3173-5p,0.0,0.0,16.54,13.56,0.0,0.0,0.0,0.0,0.0,24.06,24.62,6.57,3.37,0.0,0.0,20.38,26.87,0.0,45.57,0.0,0.0,7.74,11.6,15.71,33.74,0.0,25.12,31.88,0.0,0.0,5.38
hsa-miR-3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3176,0.0,3.2,0.0,0.0,0.0,0.0,41.57,0.0,14.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.99,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0
hsa-miR-3177-3p,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3177-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3183,0.0,0.0,0.0,0.0,0.0,51.59,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3194-3p,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,0.0,0.0
hsa-miR-3194-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88,0.0,0.0,1.35
hsa-miR-3195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-3p,0.0,3.2,0.0,0.0,0.0,0.0,20.78,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,0.0,0.0
hsa-miR-32-5p,192.37,118.5,351.56,244.09,197.67,309.55,249.4,123.7,189.94,72.19,172.36,341.72,256.23,36.97,101.18,203.84,188.07,323.87,273.45,105.19,125.81,185.65,214.64,149.23,213.66,223.86,226.06,382.6,298.09,142.51,513.82
hsa-miR-3200-3p,10.69,3.2,12.41,0.0,49.42,0.0,20.78,0.0,0.0,0.0,0.0,6.57,13.49,0.0,0.0,20.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,11.25,0.0,0.0,0.0,0.0,0.0,8.07
hsa-miR-3200-5p,0.0,3.2,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,0.0,0.0,0.0,7.85,0.0,0.0,25.12,63.77,0.0,14.25,0.0
hsa-miR-320a-3p,555.74,486.82,905.79,1030.61,741.25,773.87,706.64,587.6,935.08,493.31,758.39,952.88,930.53,665.41,2934.18,529.97,886.6,935.63,410.17,1390.82,1284.38,2212.34,777.33,1539.46,393.58,940.23,1381.46,1466.65,941.32,513.05,6663.57
hsa-miR-320b,475.59,454.79,260.57,311.89,0.0,309.55,768.99,494.82,847.42,517.37,359.49,847.74,337.15,887.21,101.18,937.65,671.66,575.77,774.77,11.69,14.63,100.56,742.52,785.44,438.56,940.23,803.76,63.77,580.48,584.3,143.92
hsa-miR-320c,0.0,0.0,4.14,0.0,0.0,0.0,62.35,0.0,0.0,12.03,0.0,0.0,6.74,0.0,50.59,0.0,0.0,12.0,0.0,0.0,5.85,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07
hsa-miR-320d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,6.74,0.0,0.0,20.38,0.0,0.0,0.0,23.38,0.0,7.74,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.56
hsa-miR-320e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69
hsa-miR-323a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03,0.0,19.71,3.37,0.0,0.0,20.38,0.0,0.0,0.0,0.0,2.93,7.74,5.8,7.85,0.0,0.0,0.0,63.77,0.0,14.25,4.04
hsa-miR-323b-3p,0.0,0.0,20.68,0.0,0.0,0.0,41.57,0.0,0.0,36.1,34.47,0.0,3.37,36.97,0.0,20.38,53.73,12.0,0.0,11.69,2.93,46.41,0.0,0.0,0.0,0.0,0.0,95.65,0.0,42.75,8.07
hsa-miR-324-3p,37.41,35.23,12.41,54.24,49.42,0.0,41.57,30.93,73.05,60.16,0.0,0.0,13.49,0.0,0.0,40.77,134.33,12.0,45.57,11.69,14.63,15.47,34.81,15.71,11.25,44.77,50.23,31.88,15.69,42.75,32.28
hsa-miR-324-5p,32.06,32.03,4.14,13.56,0.0,0.0,20.78,0.0,0.0,12.03,9.85,13.14,6.74,0.0,0.0,20.38,26.87,12.0,91.15,0.0,2.93,23.21,5.8,0.0,0.0,0.0,50.23,31.88,0.0,42.75,4.04
hsa-miR-326,5.34,0.0,4.14,0.0,0.0,0.0,20.78,0.0,29.22,0.0,19.7,0.0,20.23,36.97,0.0,20.38,0.0,12.0,0.0,0.0,0.0,7.74,5.8,7.85,0.0,0.0,0.0,31.88,0.0,0.0,6.73
hsa-miR-328-3p,48.09,35.23,37.22,40.68,98.83,0.0,83.13,61.85,43.83,48.13,118.19,85.43,80.92,110.9,0.0,163.07,107.47,71.97,45.57,81.81,32.18,46.41,98.62,157.09,44.98,134.32,50.23,95.65,94.13,128.26,40.35
hsa-miR-329-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.47,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,0.0
hsa-miR-329-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.0,3.2,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,36.97,0.0,0.0,0.0,0.0,0.0,0.0,2.93,7.74,0.0,0.0,0.0,0.0,0.0,31.88,0.0,0.0,0.0
hsa-miR-330-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,3.37,36.97,0.0,0.0,0.0,0.0,0.0,0.0,2.93,7.74,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-331-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,44.77,0.0,0.0,0.0,0.0,1.35
hsa-miR-331-5p,21.37,12.81,16.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.62,0.0,10.11,0.0,50.59,0.0,0.0,0.0,0.0,0.0,0.0,23.21,0.0,15.71,0.0,0.0,0.0,0.0,0.0,14.25,9.42
hsa-miR-335-3p,5.34,3.2,4.14,0.0,0.0,0.0,0.0,0.0,14.61,0.0,39.4,46.0,20.23,36.97,0.0,0.0,26.87,12.0,0.0,11.69,8.78,38.68,17.4,15.71,0.0,0.0,50.23,0.0,0.0,28.5,4.04
hsa-miR-335-5p,74.81,28.82,49.63,40.68,0.0,51.59,41.57,61.85,116.89,12.03,147.74,282.58,134.86,73.93,252.95,183.45,53.73,107.96,0.0,70.13,46.81,232.06,87.01,172.8,56.23,179.09,50.23,63.77,94.13,114.01,282.47
hsa-miR-337-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.06,14.77,0.0,0.0,0.0,0.0,20.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,5.38
hsa-miR-337-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,2.69
hsa-miR-338-3p,5.34,3.2,8.27,0.0,0.0,0.0,41.57,0.0,14.61,0.0,24.62,32.86,13.49,0.0,50.59,20.38,26.87,0.0,0.0,35.06,0.0,7.74,0.0,0.0,11.25,0.0,0.0,31.88,15.69,0.0,72.63
hsa-miR-338-5p,16.03,6.41,4.14,0.0,0.0,0.0,20.78,0.0,14.61,0.0,14.77,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,7.74,0.0,0.0,0.0,0.0,0.0,0.0,31.38,0.0,6.73
