miRNA,ERR1736309,ERR1736310,ERR1736311,ERR1736312,ERR1736313,ERR1736314,ERR1736315,ERR1736316,ERR1736317,ERR1736318,ERR1736319,ERR1736320,ERR1736321,ERR1736322,ERR1736323,ERR1736324,ERR1736325,ERR1736326,ERR1736327,ERR1736328,ERR1736329,ERR1736330,ERR1736331,ERR1736332,ERR1736333,ERR1736334,ERR1736335,ERR1736336,ERR1736337,ERR1736338,ERR1736339
hsa-miR-185-5p,0.0,9.61,0.0,0.0,49.42,0.0,0.0,0.0,14.61,0.0,4.92,0.0,3.37,0.0,0.0,0.0,0.0,23.99,0.0,11.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,6.73
hsa-miR-186-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,2100.07,1870.42,1844.67,2183.26,1482.51,2579.58,2930.48,1082.42,3272.8,1660.41,2541.08,4054.68,3654.7,1885.33,2175.34,2853.71,3250.85,1259.51,2461.03,2325.83,1746.65,2498.55,3451.58,4846.17,1371.9,2820.69,2687.56,3730.39,3828.05,2779.0,2558.36
hsa-miR-188-5p,21.37,9.61,0.0,0.0,0.0,51.59,0.0,0.0,0.0,12.03,19.7,6.57,10.11,36.97,0.0,20.38,0.0,12.0,0.0,46.75,8.78,15.47,5.8,7.85,11.25,0.0,25.12,0.0,31.38,14.25,41.7
hsa-miR-18a-3p,37.41,16.01,8.27,67.8,49.42,154.77,62.35,61.85,58.44,0.0,49.25,19.71,47.2,73.93,0.0,40.77,26.87,12.0,45.57,35.06,5.85,30.94,23.2,70.69,56.23,0.0,25.12,95.65,47.07,42.75,14.8
hsa-miR-18a-5p,16.03,16.01,33.09,13.56,0.0,51.59,41.57,0.0,0.0,0.0,83.72,39.43,33.71,73.93,50.59,20.38,0.0,0.0,0.0,0.0,5.85,0.0,34.81,23.56,44.98,0.0,25.12,31.88,47.07,57.01,18.83
hsa-miR-18b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,0.0,0.0,0.0,50.59,0.0,0.0,0.0,0.0,0.0,2.93,0.0,5.8,0.0,11.25,0.0,0.0,31.88,0.0,14.25,0.0
hsa-miR-18b-5p,0.0,0.0,12.41,54.24,0.0,0.0,0.0,0.0,29.22,0.0,4.92,0.0,3.37,0.0,50.59,0.0,26.87,0.0,0.0,0.0,0.0,0.0,11.6,7.85,0.0,0.0,0.0,0.0,0.0,0.0,6.73
hsa-miR-1908-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.59,0.0,0.0,0.0,0.0,0.0,0.0,15.47,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69
hsa-miR-190a-5p,0.0,0.0,0.0,0.0,0.0,51.59,0.0,0.0,0.0,0.0,4.92,0.0,6.74,0.0,0.0,20.38,0.0,0.0,0.0,0.0,0.0,15.47,5.8,7.85,0.0,0.0,0.0,0.0,0.0,0.0,6.73
hsa-miR-190b-5p,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-3p,0.0,0.0,4.14,0.0,0.0,0.0,62.35,0.0,14.61,0.0,9.85,19.71,30.34,0.0,0.0,20.38,53.73,0.0,0.0,23.38,8.78,7.74,0.0,47.13,11.25,0.0,0.0,0.0,15.69,0.0,16.14
hsa-miR-191-5p,1571.04,1588.58,1422.79,1545.91,1433.09,3663.0,3408.5,2257.62,2206.22,1720.57,4712.82,6919.89,4143.57,5434.18,2833.0,8866.87,2982.19,2686.95,3600.4,2173.89,2750.16,3960.55,4559.56,8200.0,1326.92,2865.46,3642.03,6344.85,2557.26,6683.86,1136.6
hsa-miR-1910-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,7.74,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04
hsa-miR-1911-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1913,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88,0.0,0.0,0.0
hsa-miR-192-5p,3366.52,3295.66,2655.33,2847.73,1087.17,9028.53,3990.44,2566.88,4193.27,2695.16,3939.66,5737.0,3671.56,3400.98,5969.55,5992.78,4164.32,1919.25,4147.3,6965.79,2589.25,5685.55,6195.43,7665.9,1214.47,5193.64,4219.73,5834.71,1725.76,4702.93,4363.47
hsa-miR-193a-3p,16.03,0.0,0.0,0.0,0.0,0.0,20.78,0.0,14.61,0.0,0.0,19.71,0.0,0.0,0.0,40.77,0.0,0.0,0.0,11.69,5.85,15.47,11.6,0.0,0.0,44.77,25.12,0.0,31.38,0.0,10.76
hsa-miR-193b-3p,5.34,9.61,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.29,10.11,0.0,0.0,40.77,0.0,0.0,0.0,46.75,8.78,15.47,23.2,7.85,0.0,0.0,50.23,63.77,0.0,0.0,4.04
hsa-miR-193b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.22,24.06,0.0,0.0,3.37,73.93,0.0,0.0,0.0,0.0,0.0,11.69,11.7,23.21,0.0,7.85,11.25,0.0,25.12,0.0,0.0,0.0,12.11
hsa-miR-194-3p,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,53.44,73.66,37.22,27.12,98.83,154.77,62.35,30.93,43.83,84.22,49.25,72.29,43.83,110.9,50.59,40.77,53.73,23.99,45.57,198.69,81.92,38.68,98.62,78.54,0.0,89.55,25.12,63.77,47.07,28.5,369.9
hsa-miR-195-3p,5.34,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03,0.0,6.57,3.37,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.93,0.0,11.6,15.71,11.25,0.0,0.0,0.0,0.0,0.0,9.42
hsa-miR-195-5p,21.37,3.2,4.14,0.0,0.0,0.0,0.0,0.0,14.61,0.0,9.85,26.29,3.37,0.0,50.59,20.38,26.87,0.0,0.0,0.0,8.78,23.21,5.8,0.0,0.0,0.0,0.0,0.0,0.0,42.75,6.73
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-196a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,7.85,0.0,0.0,0.0,0.0,0.0,0.0,5.38
hsa-miR-196b-5p,0.0,0.0,8.27,13.56,0.0,0.0,0.0,0.0,0.0,0.0,9.85,46.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,5.8,23.56,0.0,0.0,0.0,0.0,0.0,0.0,4.04
hsa-miR-197-3p,37.41,16.01,16.54,27.12,49.42,51.59,166.27,61.85,43.83,12.03,39.4,92.0,91.03,73.93,151.77,61.15,53.73,35.99,45.57,0.0,49.74,54.15,87.01,23.56,11.25,0.0,100.47,63.77,62.75,228.02,80.71
hsa-miR-197-5p,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.59,0.0,26.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,1.35
hsa-miR-1976,10.69,6.41,8.27,0.0,0.0,0.0,20.78,0.0,14.61,12.03,14.77,0.0,13.49,36.97,0.0,0.0,0.0,47.98,0.0,23.38,5.85,23.21,5.8,0.0,11.25,0.0,0.0,0.0,15.69,0.0,6.73
hsa-miR-199a-3p,309.93,294.66,264.71,216.97,148.25,464.32,1247.01,216.48,204.55,192.51,773.16,1991.19,876.59,591.48,303.54,978.41,53.73,155.94,911.49,151.94,383.27,1121.64,928.16,2002.87,134.94,716.36,1054.93,1275.35,894.26,1254.12,149.3
hsa-miR-199a-5p,10.69,22.42,16.54,13.56,0.0,103.18,20.78,0.0,58.44,12.03,59.09,124.86,30.34,36.97,0.0,81.53,80.6,35.99,91.15,11.69,35.11,7.74,81.21,125.67,11.25,44.77,50.23,127.53,62.75,0.0,53.8
hsa-miR-199b-3p,26.72,73.66,20.68,27.12,494.17,103.18,124.7,154.63,862.03,48.13,196.98,210.29,67.43,147.87,1062.38,264.99,913.46,227.91,45.57,642.82,55.59,232.06,243.64,392.72,78.72,89.55,175.82,191.3,47.07,370.53,1945.0
hsa-miR-199b-5p,5.34,9.61,0.0,0.0,0.0,0.0,41.57,0.0,73.05,0.0,34.47,46.0,16.86,0.0,0.0,20.38,53.73,12.0,0.0,11.69,5.85,7.74,40.61,54.98,0.0,89.55,25.12,95.65,15.69,0.0,34.97
hsa-miR-19a-3p,64.12,60.85,66.18,54.24,148.25,51.59,41.57,92.78,43.83,12.03,108.34,78.86,118.0,73.93,0.0,61.15,53.73,95.96,91.15,58.44,38.03,61.88,110.22,31.42,22.49,44.77,125.59,31.88,62.75,57.01,61.87
hsa-miR-19a-5p,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04
hsa-miR-19b-3p,219.09,230.6,239.89,379.7,98.83,206.37,145.48,216.48,423.71,168.45,329.95,322.01,293.32,73.93,151.77,244.6,188.07,263.9,273.45,175.31,187.25,355.83,266.84,322.03,168.68,179.09,226.06,191.3,360.84,285.03,185.62
hsa-miR-200a-3p,5.34,3.2,4.14,13.56,0.0,0.0,0.0,0.0,0.0,36.1,4.92,19.71,13.49,0.0,0.0,61.15,26.87,23.99,0.0,11.69,40.96,15.47,0.0,15.71,11.25,0.0,0.0,0.0,15.69,42.75,131.82
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69
hsa-miR-200b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,44.77,0.0,0.0,0.0,0.0,12.11
hsa-miR-200c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15,0.0,0.0,15.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04
hsa-miR-202-5p,0.0,0.0,0.0,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-203a-3p,69.47,44.84,41.36,54.24,0.0,206.37,0.0,185.56,613.65,0.0,630.35,354.87,387.72,332.7,0.0,20.38,591.06,251.9,45.57,572.69,46.81,92.83,266.84,926.82,314.86,0.0,728.41,637.67,611.86,498.8,228.67
hsa-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-204-5p,16.03,22.42,12.41,0.0,0.0,0.0,41.57,30.93,43.83,12.03,19.7,26.29,23.6,36.97,50.59,122.3,26.87,47.98,136.72,11.69,11.7,85.09,58.01,39.27,22.49,44.77,0.0,63.77,78.44,0.0,9.42
hsa-miR-205-5p,26.72,12.81,4.14,0.0,0.0,103.18,83.13,0.0,0.0,24.06,44.32,72.29,23.6,110.9,151.77,40.77,188.07,12.0,273.45,46.75,23.41,38.68,40.61,117.82,22.49,134.32,100.47,63.77,15.69,71.26,660.44
hsa-miR-208b-3p,0.0,0.0,8.27,0.0,0.0,0.0,0.0,0.0,29.22,60.16,9.85,19.71,3.37,0.0,0.0,0.0,0.0,0.0,0.0,58.44,8.78,0.0,5.8,7.85,0.0,0.0,25.12,159.42,0.0,0.0,186.97
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-5p,128.25,64.06,111.67,67.8,49.42,206.37,62.35,61.85,0.0,72.19,152.66,151.15,114.63,36.97,0.0,122.3,80.6,95.96,45.57,46.75,38.03,85.09,116.02,102.11,67.47,44.77,75.35,159.42,94.13,99.76,36.32
hsa-miR-20b-3p,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,26.87,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,32.06,9.61,16.54,0.0,0.0,0.0,41.57,0.0,0.0,12.03,39.4,6.57,26.97,36.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68,11.6,0.0,0.0,44.77,0.0,31.88,62.75,0.0,2.69
hsa-miR-21-3p,261.84,246.61,173.71,216.97,148.25,361.14,644.29,247.41,525.99,240.64,379.19,512.58,448.41,295.74,505.89,896.88,644.8,203.92,1002.64,537.63,292.57,386.77,754.13,966.09,33.74,358.18,326.53,542.02,329.46,612.81,1057.24
hsa-miR-21-5p,2949.71,2655.1,3085.48,3078.26,2470.84,6087.81,7482.07,2907.07,6487.15,2298.1,4993.52,10113.69,5950.7,3881.56,7689.58,8214.6,7039.04,3694.55,3099.08,5738.6,3686.39,6559.66,5766.16,9763.03,1866.68,4342.96,6580.77,5452.11,5145.91,6427.34,18247.48
hsa-miR-210-3p,245.81,198.57,256.43,257.65,0.0,515.92,41.57,61.85,438.32,72.19,128.04,269.44,256.23,0.0,151.77,305.75,134.33,179.93,182.3,198.69,122.88,185.65,249.44,345.59,78.72,179.09,175.82,350.72,203.95,228.02,243.46
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,5.34,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,12.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69
hsa-miR-2114-3p,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,0.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,5.34,0.0,0.0,0.0,0.0,0.0,0.0,30.93,0.0,12.03,0.0,6.57,3.37,0.0,0.0,0.0,0.0,0.0,0.0,11.69,2.93,7.74,5.8,15.71,0.0,0.0,0.0,0.0,0.0,14.25,5.38
hsa-miR-2116-5p,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,0.0,0.0,0.0,0.0,0.0,20.78,0.0,0.0,0.0,0.0,26.29,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,8.07
hsa-miR-214-3p,0.0,0.0,8.27,0.0,49.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,0.0,0.0,20.38,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,14.25,14.8
hsa-miR-214-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.38,26.87,0.0,0.0,0.0,11.7,0.0,0.0,15.71,0.0,44.77,0.0,0.0,0.0,0.0,28.25
hsa-miR-215-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07
hsa-miR-215-5p,42.75,38.43,206.8,230.53,49.42,154.77,394.89,309.26,730.53,180.48,418.59,611.16,215.78,221.8,1871.81,1202.63,510.46,263.9,364.6,818.13,125.81,348.1,290.05,227.78,67.47,402.96,326.53,669.56,188.26,1097.35,1951.72
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.14,0.0,0.0,0.0,40.77,0.0,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,31.88,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.0,51.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-218-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88,0.0,0.0,0.0
hsa-miR-218-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-219a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.22,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,0.0
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,20.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,43241.05,33344.12,43051.89,42946.45,24955.52,70112.99,60251.48,43482.29,71884.63,33581.19,49009.42,84622.46,60100.34,37152.05,64248.49,67184.41,57951.16,39296.6,47762.28,71749.98,41468.94,70292.01,62673.67,96522.85,23749.55,57309.16,59302.24,73077.41,43206.78,50791.66,202254.37
hsa-miR-22-5p,10.69,12.81,20.68,27.12,0.0,103.18,41.57,61.85,14.61,12.03,29.55,85.43,10.11,0.0,50.59,20.38,0.0,0.0,0.0,11.69,8.78,23.21,29.0,54.98,0.0,0.0,50.23,63.77,31.38,0.0,16.14
hsa-miR-221-3p,443.53,275.44,293.66,325.45,197.67,464.32,1122.31,185.56,745.15,348.93,723.91,1294.6,785.56,665.41,1264.73,1161.87,1638.86,431.83,546.9,420.75,596.84,827.69,986.16,1460.92,236.15,805.91,853.99,1115.93,909.95,983.34,1885.82
hsa-miR-221-5p,0.0,0.0,0.0,13.56,0.0,0.0,20.78,0.0,14.61,0.0,0.0,13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,2.69
hsa-miR-222-3p,117.56,118.5,169.58,94.92,98.83,154.77,1059.96,556.67,219.16,397.05,1024.31,887.17,684.41,1552.62,556.48,1956.83,940.33,563.78,227.87,327.25,155.06,874.11,371.26,1484.48,303.62,223.86,527.47,478.26,658.93,1239.86,208.49
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.93,14.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,379.4,256.22,219.21,311.89,593.0,2321.62,5008.83,309.26,2337.71,228.61,1359.18,5060.13,2612.91,1811.39,1720.04,3098.31,1826.93,299.88,1093.79,1250.57,447.63,1531.62,4408.74,2395.6,292.37,2507.28,2285.69,4782.55,2902.42,1809.92,4446.87
hsa-miR-223-5p,21.37,6.41,12.41,0.0,0.0,206.37,83.13,0.0,73.05,12.03,29.55,118.29,64.06,36.97,50.59,40.77,53.73,12.0,91.15,11.69,11.7,116.03,52.21,109.96,11.25,89.55,75.35,95.65,109.82,57.01,96.85
hsa-miR-224-5p,21.37,16.01,12.41,0.0,0.0,51.59,0.0,0.0,0.0,12.03,9.85,46.0,0.0,0.0,0.0,61.15,0.0,35.99,0.0,23.38,29.26,38.68,29.0,70.69,0.0,0.0,0.0,31.88,0.0,0.0,5.38
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-2277-5p,5.34,0.0,0.0,13.56,0.0,0.0,0.0,0.0,14.61,0.0,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,6.57,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,31.88,0.0,0.0,0.0
hsa-miR-2355-5p,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,26.29,13.49,0.0,0.0,0.0,26.87,0.0,0.0,0.0,0.0,7.74,11.6,23.56,0.0,0.0,0.0,0.0,0.0,14.25,10.76
hsa-miR-23a-3p,261.84,211.38,165.44,203.41,49.42,619.1,1475.63,278.34,1037.36,264.7,403.82,2063.48,859.73,295.74,1112.97,1202.63,967.2,263.9,1230.52,525.94,313.05,603.36,690.32,1170.31,314.86,1119.32,853.99,510.14,580.48,612.81,1717.68
hsa-miR-23b-3p,154.97,76.87,119.94,81.36,98.83,154.77,41.57,30.93,14.61,0.0,462.91,98.57,16.86,221.8,50.59,611.51,0.0,131.95,0.0,35.06,90.7,603.36,626.5,15.71,11.25,0.0,0.0,446.37,156.89,242.27,1861.6
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,0.0
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
hsa-miR-24-2-5p,5.34,0.0,0.0,0.0,0.0,0.0,41.57,61.85,14.61,0.0,14.77,13.14,10.11,0.0,50.59,40.77,26.87,0.0,0.0,0.0,0.0,23.21,5.8,47.13,33.74,0.0,0.0,0.0,15.69,0.0,10.76
hsa-miR-24-3p,32.06,28.82,28.95,13.56,0.0,51.59,124.7,0.0,58.44,36.1,73.87,315.44,6.74,184.84,0.0,244.6,268.67,35.99,91.15,23.38,160.91,139.24,63.81,15.71,11.25,0.0,125.59,127.53,47.07,0.0,10.76
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.47,0.0,15.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-25-3p,12605.74,13464.48,11882.8,11458.71,8993.87,12433.58,11721.92,6680.07,12988.91,6701.8,9095.7,10383.12,12191.34,7319.51,9510.8,8744.57,10639.16,10375.93,9798.56,9303.3,9967.88,9522.34,10540.36,10037.94,8782.39,11551.38,11855.42,12338.99,11233.13,8878.56,14450.3
