miRNA,SRR12004720,SRR12004721,SRR12004722,SRR12004723,SRR12004724,SRR12004725,SRR12004726,SRR12004727,SRR12004728,SRR12004729,SRR12004730,SRR12004731,SRR12004732,SRR12004733,SRR12004734,SRR12004735,SRR12004736,SRR12004737,SRR12004738,SRR12004739,SRR12004740,SRR12004741,SRR12004742,SRR12004743,SRR12004744,SRR12004745,SRR12004746,SRR12004747,SRR12004748,SRR12004749,SRR12004750,SRR12004751,SRR12004752,SRR12004753,SRR12004754,SRR12004755
hsa-miR-26b-5p,67.56,191.01,132.95,129.67,159.39,330.78,141.65,339.59,123.57,396.71,330.86,152.41,1088.94,135.81,699.15,312.77,215.53,202.55,385.39,663.77,50.48,312.21,248.9,382.33,157.63,1329.0,532.71,92.52,546.23,401.54,298.46,540.53,276.16,291.77,86.57,480.42
hsa-miR-27a-3p,257.36,213.29,455.31,559.58,678.47,169.36,301.58,790.71,1634.38,219.48,947.65,794.35,1383.34,185.51,1454.12,672.32,573.81,1509.53,686.09,1597.62,370.91,708.98,2878.57,1418.45,382.6,2671.48,690.76,715.96,627.99,864.52,671.53,599.31,348.11,324.46,341.28,2416.6
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.21,0.0,0.0,0.0,0.0,0.0,0.98,0.0,31.31,0.0,0.0,0.0,0.0,0.0,51.44,0.0
hsa-miR-27b-3p,1907.68,1150.82,632.97,1429.91,1506.47,1092.91,1413.07,2275.59,2174.02,1776.97,1585.47,5453.47,5902.24,713.13,2699.37,1599.54,2787.73,4057.78,2347.65,9158.71,1008.49,1924.23,6392.06,3566.11,1313.08,4538.21,2412.78,3607.46,1459.52,3983.96,2335.34,2231.27,2287.57,2665.92,1043.91,5443.99
hsa-miR-27b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.01,0.0,0.0,3.78,0.0,0.0,377.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0.0,45.17,0.0
hsa-miR-28-3p,115.81,614.41,0.0,119.16,170.68,54.25,498.06,451.68,343.67,145.54,300.26,858.92,749.01,108.65,178.38,690.79,1026.61,788.78,330.34,638.77,1.1,439.05,352.97,377.05,145.39,482.61,343.43,460.01,173.96,627.13,494.86,286.4,263.46,387.42,144.29,370.58
hsa-miR-28-5p,0.0,54.12,0.0,45.56,42.32,21.17,98.24,81.57,0.0,0.0,0.0,222.99,46.7,19.65,247.44,0.0,145.58,0.76,0.0,0.0,2.19,0.0,52.03,0.0,59.69,182.51,25.37,135.76,114.81,64.88,30.87,111.22,94.17,87.17,0.0,101.4
hsa-miR-296-3p,0.0,0.0,0.0,24.53,0.0,0.0,0.0,0.0,0.0,0.0,40.16,0.0,0.0,0.0,0.0,0.0,34.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29a-3p,521.16,382.01,251.78,169.39,304.68,95.27,95.96,158.7,148.67,86.85,109.01,150.54,0.0,39.88,272.76,151.46,26.47,926.36,93.17,624.19,868.02,357.74,566.01,116.13,290.78,420.14,224.4,209.25,293.99,260.98,244.43,545.72,305.79,2464.94,362.61,214.86
hsa-miR-29b-3p,0.0,0.0,0.0,0.0,35.26,33.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,128.55,28.17,0.0,0.0,0.0,0.0,0.0,50.13,0.0,33.9,0.0,0.0
hsa-miR-29c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.27,0.0,0.0,0.0,0.98,0.0,0.0,0.49,0.0,0.0,0.0,35.11,0.0,13.28
hsa-miR-29c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.52,0.0,1.53,0.0,0.0,0.0,0.0,0.0,43.74,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,15.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.15,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,283.1,0.0,44.71,105.14,0.0,51.6,0.0,56.6,0.0,0.0,32.51,291.31,699.95,53.74,510.41,62.8,184.34,181.14,52.23,0.0,150.34,0.0,0.0,41.48,21.43,0.0,0.98,0.0,62.63,39.81,0.0,0.0,0.0,0.0,56.46,28.97
hsa-miR-30a-5p,4285.05,3460.41,1722.42,2338.79,939.43,2977.05,2285.82,3056.31,2355.51,3460.05,2885.02,10394.89,17281.08,3118.35,17207.23,5579.29,16058.99,10724.96,2621.52,24564.18,3468.8,2055.4,2209.9,1925.2,3016.42,2849.09,2365.95,3489.86,3197.37,2847.16,3178.4,3118.14,1853.76,2423.78,4023.81,2875.29
hsa-miR-30b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,0.0,170.31,0.0,52.57,64.89,64.83,51.41,0.0,128.39,0.0,124.31,0.0,0.59,61.26,1004.13,366.94,115.33,385.22,29.65,337.44,132.78,99.73,91.41,259.41,101.01,139.64,40.98,45.83,0.0,35.39,0.0,0.0,41.27,41.16,0.0,105.02
hsa-miR-30c-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32,0.0,0.0
hsa-miR-30c-2-3p,38.6,0.0,0.0,42.06,0.0,0.0,28.56,0.0,81.09,0.0,51.64,32.66,11.82,0.0,172.63,1.23,0.0,0.0,0.0,243.01,0.0,45.53,0.0,0.0,0.0,96.77,41.95,0.0,0.0,0.0,53.17,92.2,0.0,23.0,0.0,26.56
hsa-miR-30c-5p,209.11,213.29,100.0,221.96,95.92,64.83,101.67,245.81,266.44,91.55,322.26,1073.65,865.47,169.32,1176.76,387.88,983.13,347.0,221.64,1342.11,230.45,271.02,126.56,75.41,78.05,329.49,124.88,50.15,210.49,83.06,287.31,342.3,252.88,213.08,204.52,168.99
hsa-miR-30d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,2280.86,1450.06,914.16,1089.96,620.64,1030.72,2422.9,3291.58,2327.52,1163.13,1521.4,2791.87,3674.71,733.93,3751.84,1647.56,6405.45,2777.54,1983.44,5096.97,1259.79,5029.02,5087.77,7180.49,1339.1,7393.42,3762.11,3905.77,1083.76,3327.83,2506.87,1695.35,2979.55,862.0,1208.27,9375.49
hsa-miR-30e-3p,48.26,183.05,38.83,1.17,36.67,47.63,127.94,225.84,91.71,0.0,71.72,99.86,15.37,0.0,103.0,0.0,138.96,181.14,194.81,0.0,0.0,56.37,258.04,187.77,0.0,216.8,114.15,161.7,99.16,433.0,124.36,367.65,70.89,219.13,0.0,84.5
hsa-miR-30e-5p,665.92,678.08,94.12,206.78,252.49,329.46,563.17,857.85,1415.24,185.44,359.55,861.55,848.92,111.53,2189.53,502.39,2523.99,1063.17,530.8,1503.89,731.95,1662.97,4805.82,2797.69,1219.73,3449.28,1117.12,696.93,450.55,545.05,301.89,568.77,760.76,341.41,169.38,4078.77
hsa-miR-31-3p,0.0,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,61.12,0.0,74.12,45.56,43.73,0.0,41.12,0.0,30.89,65.73,50.68,0.0,0.0,34.1,950.04,0.0,116.27,180.38,87.53,683.9,0.0,65.04,42.19,37.7,0.0,100.44,18.54,0.0,53.93,28.51,0.0,55.9,153.42,25.42,0.0,65.18
hsa-miR-3120-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.85,0.0,0.0
hsa-miR-3124-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.51,0.0,0.0,0.0
hsa-miR-3127-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.42,0.0,0.0
hsa-miR-3130-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3140-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3144-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3158-3p,0.0,0.0,31.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.04
hsa-miR-3168,157.63,3.18,5.88,4.67,0.0,1.32,4.57,0.0,5.79,2.35,0.96,2.63,4.14,2.31,7.48,1.23,0.0,4.59,4.24,2.78,4.39,3.25,0.0,6.03,12.24,0.0,1.95,2.59,0.0,13.76,5.15,2.88,9.52,3.63,6.27,10.86
hsa-miR-3173-5p,0.0,39.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3175,22.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,25.56,0.0,18.44,0.0,0.0,0.0,0.0
hsa-miR-3177-3p,12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.13,0.0,13.51,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,27.67,0.0,37.35,18.87,32.27,0.0,46.01,0.0,0.0
hsa-miR-3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64,0.0,0.0,0.0,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3195,0.0,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,0.0
hsa-miR-32-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.04,0.0,0.0,0.0,0.0,0.0
hsa-miR-320a-3p,276.66,63.67,83.53,297.9,478.18,150.84,387.25,751.87,624.6,386.14,339.47,513.55,319.82,209.2,360.8,306.61,791.23,878.97,338.81,2380.11,91.08,278.61,405.7,220.95,309.14,732.48,330.75,653.7,53.93,414.32,413.38,545.14,458.15,552.07,500.62,604.75
hsa-miR-320b,38.6,76.4,229.42,150.7,0.0,52.93,22.85,59.93,82.06,1.17,0.0,85.97,0.59,1.16,48.91,0.0,8.51,0.76,139.76,0.69,63.65,23.85,130.08,136.49,73.46,104.12,27.32,0.0,62.63,36.86,0.86,111.79,42.32,0.0,0.0,120.71
hsa-miR-320c,0.0,30.24,0.0,0.0,0.0,29.11,36.55,0.0,148.67,0.0,0.0,21.77,17.74,0.0,16.11,0.0,16.07,165.09,16.94,0.0,0.0,47.7,0.7,0.75,0.0,0.0,0.0,139.21,0.0,94.86,23.16,24.2,0.0,118.65,84.06,88.12
hsa-miR-320d,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0.55,0.0,1.17,53.55,42.42,0.0,0.0,21.87,0.0,30.25,72.61,39.53,0.0,0.0,33.61,37.97,26.39,30.61,55.12,40.98,0.0,0.0,23.59,0.0,0.0,0.0,15.74,0.0,0.0
hsa-miR-320e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323a-3p,0.0,0.0,0.0,0.0,39.5,0.0,0.0,32.18,0.0,0.0,0.0,0.0,31.33,0.0,0.0,0.0,12.29,0.0,40.94,0.0,0.0,42.28,142.03,153.08,0.0,0.0,0.0,0.0,0.0,132.7,23.16,0.0,0.0,16.95,51.44,0.0
hsa-miR-323a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-323b-3p,0.0,68.44,0.0,162.38,111.43,0.0,0.0,55.49,85.92,0.0,180.73,39.04,29.56,0.58,0.0,188.4,15.13,0.0,131.29,0.0,0.0,0.0,192.65,73.9,0.0,68.59,77.08,58.8,55.67,42.27,100.34,0.0,0.0,115.01,0.0,200.38
hsa-miR-324-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-328-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.36,0.0,1.89,129.93,0.0,0.0,0.0,0.0,0.0,23.38,0.0,0.0,15.61,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83
hsa-miR-329-3p,0.0,0.0,0.0,40.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-329-5p,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,0.0,66.85,0.0,0.0,21.16,2.65,0.0,56.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88,0.0,0.0,30.54,0.0,0.0,0.0,48.28
hsa-miR-330-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,326.33,0.0,0.0,41.48,0.0,0.0,0.0,0.0,0.0,46.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,43.36,0.0,0.0,0.0,0.0,0.0,51.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-335-3p,0.0,0.0,49.41,0.0,0.0,121.73,149.65,0.0,100.4,0.0,173.08,67.95,33.7,72.24,353.32,0.0,128.56,0.0,36.7,0.0,93.28,50.95,86.48,116.13,4.59,194.76,71.22,0.86,62.63,113.53,108.06,54.74,0.0,39.95,0.0,108.64
hsa-miR-335-5p,254.14,109.83,0.0,52.57,21.16,62.19,42.27,32.74,260.65,0.0,151.09,27.4,28.38,0.0,250.31,0.0,5.67,0.0,230.11,0.0,110.83,47.7,42.89,0.0,0.0,0.0,56.59,40.64,0.0,235.91,55.75,155.01,105.81,43.58,0.0,54.32
hsa-miR-337-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-337-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.63,0.0,0.0
hsa-miR-338-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.05
hsa-miR-338-5p,0.0,0.0,78.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2,0.0,14.19,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,102.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,23.12,0.0,0.0,4.73,0.0,0.0,0.0,0.0,31.44,0.0,0.0,0.0,0.0,19.51,0.0,0.0,0.0,0.0,0.0,25.39,0.0,0.0,15.69
hsa-miR-339-5p,0.0,42.98,0.0,0.0,0.0,0.0,17.14,0.0,0.0,0.0,30.6,15.39,0.0,0.0,11.51,0.0,0.0,0.0,79.06,0.0,0.0,0.0,0.0,0.0,0.0,31.85,0.0,0.0,0.0,0.0,25.73,0.0,0.0,0.0,0.0,0.0
hsa-miR-33a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.23,0.0,0.0,0.0,0.0,0.0,0.0,55.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-3p,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.55,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.22,0.0,0.0,0.0,0.49,0.0,0.58,0.0,0.0,1.25,0.0
hsa-miR-340-3p,0.0,0.0,0.0,30.37,0.0,0.0,0.0,90.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34,0.76,0.0,0.0,0.0,0.0,0.0,23.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-5p,45.04,0.0,1.18,73.6,81.81,0.0,38.84,253.03,564.74,0.0,0.0,36.41,13.6,0.0,6.91,416.2,167.32,1.53,208.93,383.96,51.58,106.24,314.29,167.41,55.09,122.49,240.99,107.22,55.67,81.09,102.06,49.56,112.16,42.37,53.95,124.33
hsa-miR-342-3p,218.76,861.12,220.01,348.13,599.48,51.6,450.08,397.3,634.25,457.74,506.81,522.18,379.53,178.57,1190.57,337.39,354.49,1540.87,1098.3,3.47,163.51,1027.7,1667.8,1145.47,134.68,609.99,300.5,156.51,831.52,991.81,729.85,1461.39,906.77,834.16,372.65,665.11
hsa-miR-342-5p,6.43,0.0,0.0,0.0,18.34,0.0,31.99,0.0,0.0,0.0,0.0,16.89,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,37.94,61.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.74,33.42,0.0,305.09,32.62,33.8
hsa-miR-345-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,94.37,0.0,0.0,16.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,38.08,44.99,0.0,0.0,0.0,0.0,0.0,16.52,0.0,0.0,0.0,0.0,1.89,0.0,43.76,0.0,0.0,0.0,21.8,14.33,0.0,93.09,0.0,0.0,0.0,38.83,0.0,81.25,38.09,23.0,0.0,35.01
hsa-miR-361-3p,0.0,0.0,0.0,0.0,0.0,0.0,61.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,109.34,0.0,0.0,0.0,0.0,0.0,36.86,0.0,0.0,0.0,39.95,0.0,113.47
hsa-miR-361-5p,443.95,666.93,62.36,332.95,304.68,198.47,436.37,1139.74,676.73,242.95,716.23,814.62,493.04,132.34,1114.62,229.03,391.36,1375.01,738.32,1328.23,163.51,396.77,1722.64,656.06,292.31,1516.41,542.46,1116.31,450.55,1431.2,533.45,671.34,591.47,477.01,393.97,773.75
hsa-miR-3613-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.42
hsa-miR-3613-5p,0.0,0.0,0.0,0.0,0.0,0.0,34.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.67,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,48.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,127.64,0.0,0.0,0.0,0.0,22.5,15.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.51,0.0,0.0,0.0
hsa-miR-3617-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
